ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190032911-Unable to Locate Complainant,190032911,2019-01-03 23:28:42,"4614 S 1ST ST,MKE",6,SUSP PERS/AUTO,Unable to Locate Complainant
190032922-Service in Progress,190032922,2019-01-03 23:28:26,"5330 W WELLS ST,MKE",3,SUSP PERS/AUTO,Service in Progress
190032921-Service in Progress,190032921,2019-01-03 23:26:40,"W ARMITAGE AV / W GLENDALE AV,MKE",7,TRAFFIC STOP,Service in Progress
190032918-Service in Progress,190032918,2019-01-03 23:25:35,"5479 N 42ND ST,MKE",4,DEAD ON ENTRY,Service in Progress
190032916-Service in Progress,190032916,2019-01-03 23:25:34,"W NORTH AV / W LISBON AV,MKE",3,ACC PDO,Service in Progress
190032919-Assignment Completed,190032919,2019-01-03 23:25:29,"850 W LOCUST ST,MKE",5,TRAFFIC STOP,Assignment Completed
190032907-Unable to Locate Complainant,190032907,2019-01-03 23:24:54,"4522 N 48TH ST,MKE",7,SUBJ WANTED,Unable to Locate Complainant
190032915-Assignment Completed,190032915,2019-01-03 23:23:33,"7025 W MAIN ST,MKE",3,BUSINESS CHECK,Assignment Completed
190032903-Assignment Completed,190032903,2019-01-03 23:21:10,"2000 W WHITAKER AV,MKE",6,MEET GOVT AGENCY,Assignment Completed
190032902-Assignment Completed,190032902,2019-01-03 23:15:36,"119 E OKLAHOMA AV,MKE",6,ROBBERY STARM-DV,Assignment Completed
190032864-Assignment Completed,190032864,2019-01-03 22:50:10,"749 W STATE ST,MKE",1,PROPERTY PICKUP,Assignment Completed
190032862-Assignment Completed,190032862,2019-01-03 22:49:40,"N 50TH ST / N HI MOUNT BL,MKE",3,SPECIAL ASSIGN,Assignment Completed
190032930-Service in Progress,190032930,2019-01-03 23:32:45,"N 11TH ST / W HADLEY ST,MKE",5,NON PURSUIT NO P,Service in Progress
190032925-Service in Progress,190032925,2019-01-03 23:32:10,"8918 W CARMEN AV,MKE",4,PROPERTY DAMAGE,Service in Progress
190032926-Assignment Completed,190032926,2019-01-03 23:30:08,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190032891-Assignment Completed,190032891,2019-01-03 23:08:08,"1213 N WATER ST,MKE",1,PARK AND WALK,Assignment Completed
190032939-Assignment Completed,190032939,2019-01-03 23:39:08,"3301 N OAKLAND AV,MKE",1,BUSINESS CHECK,Assignment Completed
190032937-Assignment Completed,190032937,2019-01-03 23:38:45,"5526 W FOND DU LAC AV,MKE",7,TAVERN CHECK,Assignment Completed
190032934-Service in Progress,190032934,2019-01-03 23:38:42,"5166 N LOVERS LANE RD,MKE",4,SUBJ WITH GUN,Service in Progress
190032936-Unable to Locate Complainant,190032936,2019-01-03 23:38:29,"N 62ND ST / W HOPE AV,MKE",7,SUSP PERS/AUTO,Unable to Locate Complainant
190032935-Advised,190032935,2019-01-03 23:36:52,"N 38TH ST / W GOOD HOPE RD,MKE",4,TRAFFIC STOP,Advised
190032923-Unable to Locate Complainant,190032923,2019-01-03 23:36:50,"420 E CAPITOL DR,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
190032933-Assignment Completed,190032933,2019-01-03 23:36:27,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190032932-Assignment Completed,190032932,2019-01-03 23:35:44,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190032927-Service in Progress,190032927,2019-01-03 23:35:19,"6027 N 39TH ST,MKE",4,THEFT VEHICLE,Service in Progress
190032931-Assignment Completed,190032931,2019-01-03 23:35:11,"3006 S 27TH ST,MKE",6,REPORTS,Assignment Completed
190032921-City Citation(s) Issued,190032921,2019-01-03 23:26:40,"W ARMITAGE AV / W GLENDALE AV,MKE",7,TRAFFIC STOP,City Citation(s) Issued
190032945-Assignment Completed,190032945,2019-01-03 23:44:10,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190032943-Service in Progress,190032943,2019-01-03 23:41:12,"749 W STATE ST,MKE",1,OUT OF SERVICE,Service in Progress
190032938-Service in Progress,190032938,2019-01-03 23:40:38,"2426 N 1ST ST,MKE",5,TRBL W/SUBJ,Service in Progress
190032940-Assignment Completed,190032940,2019-01-03 23:40:18,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190032934-Advised,190032934,2019-01-03 23:38:42,"5166 N LOVERS LANE RD,MKE",4,SUBJ WITH GUN,Advised
190032952-Assignment Completed,190032952,2019-01-03 23:46:35,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190032949-Service in Progress,190032949,2019-01-03 23:46:12,"3062 N 38TH ST,MKE",7,BATTERY DV,Service in Progress
190032944-Unable to Locate Complainant,190032944,2019-01-03 23:45:01,"4409 N 91ST ST,MKE",7,SUSP PERS/AUTO,Unable to Locate Complainant
190032943-Assignment Completed,190032943,2019-01-03 23:41:12,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190032934-Assignment Completed,190032934,2019-01-03 23:38:42,"5166 N LOVERS LANE RD,MKE",4,SUBJ WITH GUN,Assignment Completed
