ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182962739-Advised,182962739,2018-10-23 23:29:26,"3260 N 50TH ST,MKE",7,TRAFFIC STOP,Advised
182962735-Service in Progress,182962735,2018-10-23 23:27:47,"245 W LINCOLN AV,MKE",2,POLICE ADMIN,Service in Progress
182962733-Assignment Completed,182962733,2018-10-23 23:27:15,"245 W LINCOLN AV,MKE",2,REPORTS,Assignment Completed
182962729-Assignment Completed,182962729,2018-10-23 23:24:41,"6331 S 13TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
182962702-Assignment Completed,182962702,2018-10-23 23:24:23,"4645 N TEUTONIA AV,MKE",5,FAMILY TROUBL-DV,Assignment Completed
182962725-Advised,182962725,2018-10-23 23:21:55,"4301 W HOPE AV,MKE",7,TRAFFIC STOP,Advised
182962724-Assignment Completed,182962724,2018-10-23 23:21:31,"4170 N 81ST ST,MKE",7,PARK AND WALK,Assignment Completed
182962719-Service in Progress,182962719,2018-10-23 23:19:33,1100 N OLD WORLD THIRD ST,1,PARK AND WALK,Service in Progress
182962711-Unable to Locate Complainant,182962711,2018-10-23 23:15:09,"E HILLCREST AV / S KINNICKINNIC AV,MKE",6,SUSP PERS/AUTO,Unable to Locate Complainant
182962712-Assignment Completed,182962712,2018-10-23 23:13:39,"N 67TH ST / W VIENNA AV,MKE",7,PARK AND WALK,Assignment Completed
182962710-Service in Progress,182962710,2018-10-23 23:12:57,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Service in Progress
182962706-Assignment Completed,182962706,2018-10-23 23:11:35,"2333 N 49TH ST,MKE",3,SPECIAL ASSIGN,Assignment Completed
182962703-Service in Progress,182962703,2018-10-23 23:11:02,"N 27TH ST / W JUNEAU AV,MKE",3,SHOOTING,Service in Progress
182962705-Service in Progress,182962705,2018-10-23 23:10:50,"749 W STATE ST,MKE",1,PRISONER TRANS,Service in Progress
182962697-Advised,182962697,2018-10-23 23:09:30,"E NORTH AV / N FARWELL AV,MKE",1,WELFARE CITIZEN,Advised
182962701-Advised,182962701,2018-10-23 23:09:03,"N 36TH ST / W LOCUST ST,MKE",7,WELFARE CITIZEN,Advised
182962690-Unable to Locate Complainant,182962690,2018-10-23 23:07:52,"3921 N 17TH ST,MKE",5,CALL FOR POLICE,Unable to Locate Complainant
182962699-Assignment Completed,182962699,2018-10-23 23:07:12,"3301 N OAKLAND AV,MKE",1,BUSINESS CHECK,Assignment Completed
182962698-Assignment Completed,182962698,2018-10-23 23:06:59,"N 35TH ST / W CENTER ST,MKE",3,TRAFFIC HAZARD,Assignment Completed
