ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183142562-Advised,183142562,2018-11-10 23:29:20,"840 W JUNEAU AV,MKE",1,NOISE NUISANCE,Advised
183142642-Assignment Completed,183142642,2018-11-10 23:26:40,"N 20TH ST / W WALNUT ST,MKE",3,PATROL,Assignment Completed
183142639-Assignment Completed,183142639,2018-11-10 23:25:36,"5890 S HOWELL AV,MKE",6,BUSINESS CHECK,Assignment Completed
183142602-Service in Progress,183142602,2018-11-10 23:34:44,"6018 N 62ND ST,MKE",4,TRBL W/SUBJ,Service in Progress
183142630-Service in Progress,183142630,2018-11-10 23:34:42,"2815 N 23RD ST,MKE",5,PROPERTY DAMAGE,Service in Progress
183142654-Assignment Completed,183142654,2018-11-10 23:33:27,"12500 W CARMEN AV,MKE",4,BUSINESS CHECK,Assignment Completed
183142627-Service in Progress,183142627,2018-11-10 23:32:35,"W FOND DU LAC AV / W ELDER WALLACE DR,MKE",5,TRAFFIC HAZARD,Service in Progress
183142649-Service in Progress,183142649,2018-11-10 23:31:22,"S 13TH ST / W OKLAHOMA AV,MKE",6,CITIZEN CONTACT,Service in Progress
183142648-Assignment Completed,183142648,2018-11-10 23:31:20,"245 W LINCOLN AV,MKE",2,REPORTS,Assignment Completed
183142561-To be Filed,183142561,2018-11-10 22:48:33,"E LOCUST ST / N OAKLAND AV,MKE",1,ACC PDO,To be Filed
183142558-Assignment Completed,183142558,2018-11-10 22:44:54,"245 W LINCOLN AV,MKE",2,REPORTS,Assignment Completed
183142541-To be Filed,183142541,2018-11-10 22:38:18,"2120 N 38TH ST,MKE",3,VIOL REST ORDER,To be Filed
183142667-Assignment Completed,183142667,2018-11-10 23:39:31,"915 N 24TH ST,MKE",3,INJ PERSON/SICK,Assignment Completed
183142671-Assignment Completed,183142671,2018-11-10 23:39:05,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
183142670-Service in Progress,183142670,2018-11-10 23:39:00,"2920 N VEL R PHILLIPS AV,MKE",5,POLICE ADMIN,Service in Progress
183142668-Service in Progress,183142668,2018-11-10 23:38:47,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Service in Progress
183142666-Assignment Completed,183142666,2018-11-10 23:38:42,"2300 W BROWN ST,MKE",3,INVESTIGATION,Assignment Completed
183142664-Service in Progress,183142664,2018-11-10 23:38:39,"1100 N WATER ST,MKE",1,SPECIAL ASSIGN,Service in Progress
183142663-Assignment Completed,183142663,2018-11-10 23:38:07,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
183142652-Advised,183142652,2018-11-10 23:36:41,"2526 N FARWELL AV,MKE",1,TRBL W/SUBJ,Advised
183142662-Assignment Completed,183142662,2018-11-10 23:36:40,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
183142659-Assignment Completed,183142659,2018-11-10 23:35:38,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
183142658-Assignment Completed,183142658,2018-11-10 23:35:31,"1801 S MUSKEGO AV,MKE",2,TAVERN CHECK,Assignment Completed
183142656-Service in Progress,183142656,2018-11-10 23:35:21,"7730 W APPLETON AV,MKE",7,BATTERY,Service in Progress
183142602-Advised,183142602,2018-11-10 23:34:44,"6018 N 62ND ST,MKE",4,TRBL W/SUBJ,Advised
183142627-Assignment Completed,183142627,2018-11-10 23:32:35,"W FOND DU LAC AV / W ELDER WALLACE DR,MKE",5,TRAFFIC HAZARD,Assignment Completed
183142649-Assignment Completed,183142649,2018-11-10 23:31:22,"S 13TH ST / W OKLAHOMA AV,MKE",6,CITIZEN CONTACT,Assignment Completed
183142680-Assignment Completed,183142680,2018-11-10 23:44:42,"2450 S KINNICKINNIC AV,MKE",6,BUSINESS CHECK,Assignment Completed
183142675-Service in Progress,183142675,2018-11-10 23:43:45,"3172 N HOLTON ST,MKE",5,ENTRY,Service in Progress
183142674-Advised,183142674,2018-11-10 23:42:03,"N TEUTONIA AV / W BOBOLINK AV,MKE",4,TRAFFIC STOP,Advised
183142673-Service in Progress,183142673,2018-11-10 23:41:46,"700 N JEFFERSON ST,MKE",1,SPECIAL ASSIGN,Service in Progress
183142651-Service in Progress,183142651,2018-11-10 23:41:43,"822 N 24TH ST,MKE",3,SUBJ WANTED,Service in Progress
183142672-Assignment Completed,183142672,2018-11-10 23:40:19,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183142668-Assignment Completed,183142668,2018-11-10 23:38:47,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183142629-Assignment Completed,183142629,2018-11-10 23:19:07,"5600 W CAPITOL DR,MKE",7,PARK AND WALK,Assignment Completed
183142660-Service in Progress,183142660,2018-11-10 23:49:12,"3101 N OAKLAND AV,MKE",1,MEET GOVT AGENCY,Service in Progress
183142692-Assignment Completed,183142692,2018-11-10 23:48:37,"8950 W APPLETON AV,MKE",7,BUSINESS CHECK,Assignment Completed
183142686-Service in Progress,183142686,2018-11-10 23:47:50,"3248 N 12TH ST,MKE",5,LOOSE ANIMAL,Service in Progress
183142688-Service in Progress,183142688,2018-11-10 23:47:32,"8872 N 95TH ST,MKE",4,SUBJ WITH WEAPON,Service in Progress
183142691-Assignment Completed,183142691,2018-11-10 23:47:18,"1993 S MUSKEGO AV,MKE",2,TAVERN CHECK,Assignment Completed
183142689-Assignment Completed,183142689,2018-11-10 23:46:43,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
183142698-Advised,183142698,2018-11-10 23:52:11,"4202 N 27TH ST,MKE",5,TRAFFIC STOP,Advised
183142696-Advised,183142696,2018-11-10 23:51:10,"5250 N TEUTONIA AV,MKE",4,TRAFFIC STOP,Advised
183142694-Advised,183142694,2018-11-10 23:50:06,"3901 N 7TH ST,MKE",5,TRAFFIC STOP,Advised
183142675-Advised/Referral,183142675,2018-11-10 23:43:45,"3172 N HOLTON ST,MKE",5,ENTRY,Advised/Referral
183142596-To be Filed,183142596,2018-11-10 23:07:51,"2364 N 21ST ST,MKE",3,BATTERY,To be Filed
183142697-Unable to Locate Complainant,183142697,2018-11-10 23:56:47,"4010 W GOOD HOPE RD,MKE",4,TRBL W/SUBJ,Unable to Locate Complainant
183142610-Open Investigation,183142610,2018-11-10 23:08:19,"S 3RD ST / W GRANGE AV,MKE",6,SPECIAL ASSIGN,Open Investigation
183142574-To be Filed,183142574,2018-11-10 23:00:47,"4600 S 6TH ST,MKE",6,ENTRY AUTOS,To be Filed
183150006-Assignment Completed,183150006,2018-11-11 00:03:49,"N 27TH ST / W ATKINSON AV,MKE",5,INVESTIGATION,Assignment Completed
183150004-Assignment Completed,183150004,2018-11-11 00:02:19,"N 27TH ST / W CAPITOL DR,MKE",5,TRAFFIC HAZARD,Assignment Completed
183142700-Service in Progress,183142700,2018-11-11 00:00:32,"2543 N 47TH ST,MKE",3,SHOTSPOTTER,Service in Progress
183142702-Service in Progress,183142702,2018-11-11 00:09:21,"9909 W LISBON AV,MKE",7,ENTRY,Service in Progress
183142681-Service in Progress,183142681,2018-11-11 00:08:42,"2716 N 40TH ST,MKE",7,CALL FOR POLICE,Service in Progress
183142625-Service in Progress,183142625,2018-11-11 00:08:19,"1328 E ALBION ST,MKE",1,TRBL W/SUBJ,Service in Progress
183142677-Service in Progress,183142677,2018-11-11 00:08:06,"2920 N VEL R PHILLIPS AV,MKE",5,CONVEY PROPERTY,Service in Progress
183150012-Assignment Completed,183150012,2018-11-11 00:07:54,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
183150011-Assignment Completed,183150011,2018-11-11 00:07:13,"721 S CESAR E CHAVEZ DR,MKE",2,TAVERN CHECK,Assignment Completed
183142701-Assignment Completed,183142701,2018-11-11 00:07:10,"W LISBON AV / W APPLETON AV,MKE",3,TRAFFIC HAZARD,Assignment Completed
183150010-Assignment Completed,183150010,2018-11-11 00:05:52,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
183142693-Advised/Referral,183142693,2018-11-11 00:05:14,"3865 N 6TH ST,MKE",5,ENTRY,Advised/Referral
183150007-Service in Progress,183150007,2018-11-11 00:05:03,"N 60TH ST / W BURLEIGH ST,MKE",7,BATTERY,Service in Progress
