ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183572683-Advised,183572683,2018-12-23 23:29:46,"3001 W NORTH AV,MKE",3,TRAFFIC STOP,Advised
183572682-Service in Progress,183572682,2018-12-23 23:28:42,2826 N MLK,5,BUSINESS CHECK,Service in Progress
183572681-Assignment Completed,183572681,2018-12-23 23:27:09,"7600 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
183572674-Service in Progress,183572674,2018-12-23 23:26:38,"2925 N 37TH ST,MKE",7,BATTERY DV,Service in Progress
183572625-Advised,183572625,2018-12-23 23:16:26,"901 W WINNEBAGO ST,MKE",1,NOISE NUISANCE,Advised
183572633-Assignment Completed,183572633,2018-12-23 23:04:39,"749 W STATE ST,MKE",1,REPORTS,Assignment Completed
183572621-To be Filed,183572621,2018-12-23 22:55:16,"S 60TH ST / W COLD SPRING RD,MKE",6,ASSIGNMENT,To be Filed
183572596-To be Filed,183572596,2018-12-23 22:44:00,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed
183572693-Assignment Completed,183572693,2018-12-23 23:34:20,"W MILL RD / N 60TH ST,MKE",4,PATROL,Assignment Completed
183572692-Advised,183572692,2018-12-23 23:33:35,"900 S 1ST ST,MKE",2,TRAFFIC STOP,Advised
183572665-Service in Progress,183572665,2018-12-23 23:33:27,"5762 N 99TH ST,MKE",4,TRBL W/SUBJ,Service in Progress
183572649-Unable to Locate Complainant,183572649,2018-12-23 23:31:25,"1323 W ORCHARD ST,MKE",2,CALL FOR POLICE,Unable to Locate Complainant
183572688-Assignment Completed,183572688,2018-12-23 23:31:12,"1400 W LAPHAM BL,MKE",2,PATROL,Assignment Completed
183572686-Assignment Completed,183572686,2018-12-23 23:30:41,"2620 W CAPITOL DR,MKE",5,BUSINESS CHECK,Assignment Completed
183572682-Assignment Completed,183572682,2018-12-23 23:28:42,2826 N MLK,5,BUSINESS CHECK,Assignment Completed
183572667-Assignment Completed,183572667,2018-12-23 23:21:44,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183572664-Advised,183572664,2018-12-23 23:19:34,"4295 N TEUTONIA AV,MKE",5,TRAFFIC STOP,Advised
183572634-Advised,183572634,2018-12-23 23:19:06,"2550 N 49TH ST,MKE",3,FAMILY TROUBL-DV,Advised
183572638-Assignment Completed,183572638,2018-12-23 23:07:19,"7550 W PERKINS PL,MKE",7,BUSINESS CHECK,Assignment Completed
