ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183552888-Service in Progress,183552888,2018-12-21 23:28:10,"2406 W WISCONSIN AV,MKE",3,TAVERN CHECK,Service in Progress
183552887-Assignment Completed,183552887,2018-12-21 23:27:29,"6524 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
183552880-Service in Progress,183552880,2018-12-21 23:27:09,"945 N 12TH ST,MKE",3,INJ PERSON/SICK,Service in Progress
183552883-Assignment Completed,183552883,2018-12-21 23:27:06,"200 N 35TH ST,MKE",3,BUSINESS CHECK,Assignment Completed
183552881-Advised/Referral,183552881,2018-12-21 23:27:02,"S 16TH ST / W MORGAN AV,MKE",6,CALL FOR POLICE,Advised/Referral
183552882-Assignment Completed,183552882,2018-12-21 23:26:01,"W FOND DU LAC AV / W ELY PL,MKE",7,BUS INVESTIGATIO,Assignment Completed
183552855-Assignment Completed,183552855,2018-12-21 23:13:23,"5800 S HONEY CREEK DR,MKE",6,INVESTIGATION,Assignment Completed
183552838-Advised,183552838,2018-12-21 23:06:10,"166 N 70TH ST,MKE",3,TRAFFIC STOP,Advised
183552803-Assignment Completed,183552803,2018-12-21 22:54:01,"6515 S 17TH ST,MKE",6,LOOSE ANIMAL,Assignment Completed
183552797-Assignment Completed,183552797,2018-12-21 22:49:49,"5115 W OKLAHOMA AV,MKE",6,SPECIAL ASSIGN,Assignment Completed
183552775-To be Filed,183552775,2018-12-21 22:40:05,"749 W STATE ST,MKE",1,PROPERTY PICKUP,To be Filed
183552898-Service in Progress,183552898,2018-12-21 23:34:13,"749 W STATE ST,MKE",1,OUT OF SERVICE,Service in Progress
183552889-Service in Progress,183552889,2018-12-21 23:33:43,"2938 N 72ND ST,MKE",7,SUSP PERS/AUTO,Service in Progress
183552892-Service in Progress,183552892,2018-12-21 23:31:37,"2700 W TOWNSEND ST,MKE",5,INVESTIGATION,Service in Progress
183552886-Advised,183552886,2018-12-21 23:31:03,"1112 W MAPLE ST,MKE",2,CALL FOR POLICE,Advised
183552868-Service in Progress,183552868,2018-12-21 23:30:56,"3638 N 40TH ST,MKE",7,PROPERTY DAM-DV,Service in Progress
183552891-Assignment Completed,183552891,2018-12-21 23:30:28,"2452 W CAPITOL DR,MKE",5,BUSINESS CHECK,Assignment Completed
183552873-Advised,183552873,2018-12-21 23:25:13,"3533 N 60TH ST,MKE",7,SUSP PERS/AUTO,Advised
