ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190412349-Unable to Locate Complainant,190412349,2019-02-10 23:29:34,"N 27TH ST / W HAMPTON AV,MKE",7,NON PURSUIT NO P,Unable to Locate Complainant
190412347-Service in Progress,190412347,2019-02-10 23:28:33,"N 95TH ST / W GREENWOOD TR,MKE",4,ASSIGNMENT,Service in Progress
190412343-Service in Progress,190412343,2019-02-10 23:26:54,"S 31ST ST / W NATIONAL AV,MKE",2,SUBJ WITH GUN,Service in Progress
190412344-Service in Progress,190412344,2019-02-10 23:26:33,"749 W STATE ST,MKE",1,PRISONER TRANS,Service in Progress
190412338-No Prosecution,190412338,2019-02-10 23:26:02,"1110 N OLD WORLD THIRD ST,MKE",1,BATTERY,No Prosecution
190412339-Advised,190412339,2019-02-10 23:25:36,"2578 N 40TH ST,MKE",3,FAMILY TROUBL-DV,Advised
190412342-Assignment Completed,190412342,2019-02-10 23:25:09,"2401 N 12TH ST,MKE",3,TAVERN CHECK,Assignment Completed
190412337-Assignment Completed,190412337,2019-02-10 23:23:25,"6680 N TEUTONIA AV,MKE",4,RETURN STATION,Assignment Completed
190412329-Assignment Completed,190412329,2019-02-10 23:19:26,"5000 W WISCONSIN AV,MKE",3,INVESTIGATION,Assignment Completed
190412326-Advised,190412326,2019-02-10 23:13:42,"1617 W CENTER ST,MKE",3,TRAFFIC STOP,Advised
190412292-Assignment Completed,190412292,2019-02-10 22:48:31,"3400 W WISCONSIN AV,MKE",3,INVESTIGATION,Assignment Completed
190412268-Assignment Completed,190412268,2019-02-10 22:34:09,"N 60TH ST / W CENTER ST,MKE",3,WELFARE CITIZEN,Assignment Completed
190412267-Advised,190412267,2019-02-10 22:33:41,"137 W HADLEY ST,MKE",5,WELFARE CITIZEN,Advised
190412165-To be Filed,190412165,2019-02-10 22:32:51,"1305 W MADISON ST,MKE",2,ENTRY,To be Filed
190412355-Service in Progress,190412355,2019-02-10 23:33:14,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Service in Progress
190412353-Advised,190412353,2019-02-10 23:33:05,"2750 W CAPITOL DR,MKE",5,TRAFFIC STOP,Advised
190412350-Service in Progress,190412350,2019-02-10 23:30:53,"3045 N 39TH ST,MKE",7,SHOTSPOTTER,Service in Progress
190412320-Advised/Referral,190412320,2019-02-10 23:15:05,"2872 N 38TH ST,MKE",7,ANIMAL BITE,Advised/Referral
190412312-Advised,190412312,2019-02-10 23:05:43,"1329 N 38TH ST,MKE",3,WELFARE CITIZEN,Advised
190412363-Service in Progress,190412363,2019-02-10 23:39:35,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
190412362-Service in Progress,190412362,2019-02-10 23:38:35,"2920 N VEL R PHILLIPS AV,MKE",5,POLICE ADMIN,Service in Progress
190412361-Advised,190412361,2019-02-10 23:37:20,"6600 W APPLETON AV,MKE",7,TRAFFIC STOP,Advised
190412375-Assignment Completed,190412375,2019-02-10 23:44:57,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190412372-Assignment Completed,190412372,2019-02-10 23:43:32,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190412366-Service in Progress,190412366,2019-02-10 23:43:30,"S CHASE AV / E MONTANA ST,MKE",6,WIRES DOWN,Service in Progress
190412368-Assignment Completed,190412368,2019-02-10 23:41:54,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190412363-Assignment Completed,190412363,2019-02-10 23:39:35,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190412362-Assignment Completed,190412362,2019-02-10 23:38:35,"2920 N VEL R PHILLIPS AV,MKE",5,POLICE ADMIN,Assignment Completed
