ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190742656-Assignment Completed,190742656,2019-03-15 23:27:59,"2920 N VEL R PHILLIPS AV,MKE",5,ASSIGN ADMN MPD,Assignment Completed
190742654-Advised,190742654,2019-03-15 23:27:45,"5300 W GREEN TREE RD,MKE",4,TRAFFIC STOP,Advised
190742652-Assignment Completed,190742652,2019-03-15 23:26:04,"1236 S BARCLAY ST,MKE",2,BUSINESS CHECK,Assignment Completed
190742602-Advised,190742602,2019-03-15 22:57:32,"2603 N 37TH ST,MKE",3,BATTERY,Advised
190742666-Assignment Completed,190742666,2019-03-15 23:34:57,"350 N PLANKINTON AV,MKE",1,BUSINESS CHECK,Assignment Completed
190742665-Service in Progress,190742665,2019-03-15 23:33:04,"310 E CHICAGO ST,MKE",1,SPECIAL ASSIGN,Service in Progress
190742609-Service in Progress,190742609,2019-03-15 23:32:54,"3334 W HIGHLAND BL,MKE",3,TRBL W/SUBJ,Service in Progress
190742658-Advised,190742658,2019-03-15 23:32:27,"4600 S 6TH ST,MKE",6,BATTERY,Advised
190742662-Assignment Completed,190742662,2019-03-15 23:31:44,"3355 S 27TH ST,MKE",6,FOLLOW UP,Assignment Completed
190742659-Assignment Completed,190742659,2019-03-15 23:31:03,"3000 W LINCOLN AV,MKE",2,TAVERN CHECK,Assignment Completed
190742655-Unable to Locate Complainant,190742655,2019-03-15 23:30:22,"2356 N BREMEN ST,MKE",5,DRUG DEALING,Unable to Locate Complainant
190742650-To be Filed,190742650,2019-03-15 23:23:44,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed
190742667-Service in Progress,190742667,2019-03-15 23:36:46,"6106 N 36TH ST,MKE",4,SHOTS FIRED,Service in Progress
190742669-City Citation(s) Issued,190742669,2019-03-15 23:36:30,"2100 N 46TH ST,MKE",3,INVESTIGATION,City Citation(s) Issued
190742668-Service in Progress,190742668,2019-03-15 23:36:16,"749 W STATE ST,MKE",1,OUT OF SERVICE,Service in Progress
190742658-Assignment Completed,190742658,2019-03-15 23:32:27,"4600 S 6TH ST,MKE",6,BATTERY,Assignment Completed
190742683-Assignment Completed,190742683,2019-03-15 23:44:07,"350 N PLANKINTON AV,MKE",1,TRAFFIC HAZARD,Assignment Completed
190742681-Service in Progress,190742681,2019-03-15 23:43:46,"3811 W LINCOLN AV,MKE",2,FOLLOW UP,Service in Progress
190742678-Assignment Completed,190742678,2019-03-15 23:42:35,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190742676-Assignment Completed,190742676,2019-03-15 23:42:22,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190742674-Service in Progress,190742674,2019-03-15 23:41:27,"S 16TH ST / W BURNHAM ST,MKE",2,ACC PI,Service in Progress
190742673-Unable to Locate Complainant,190742673,2019-03-15 23:40:34,"4158 N 22ND ST,MKE",5,SHOTSPOTTER,Unable to Locate Complainant
190742671-Service in Progress,190742671,2019-03-15 23:40:07,"3630 N 20TH ST,MKE",5,SHOTSPOTTER,Service in Progress
190742668-Assignment Completed,190742668,2019-03-15 23:36:16,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190742622-Advised,190742622,2019-03-15 23:08:43,"4454 N 38TH ST,MKE",7,FAMILY TROUBLE,Advised
190742697-Assignment Completed,190742697,2019-03-15 23:48:27,"3431 W LINCOLN AV,MKE",2,TAVERN CHECK,Assignment Completed
190742695-Assignment Completed,190742695,2019-03-15 23:47:21,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190742691-Service in Progress,190742691,2019-03-15 23:46:37,"N 20TH ST / W BURLEIGH ST,MKE",5,ACC PI,Service in Progress
190742624-Advised,190742624,2019-03-15 23:46:10,"2025 E KENWOOD BL,MKE",1,TRBL W/SUBJ,Advised
190742689-Assignment Completed,190742689,2019-03-15 23:45:57,"N 37TH ST / W SILVER SPRING DR,MKE",4,INVESTIGATION,Assignment Completed
