ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190282637-Service in Progress,190282637,2019-01-28 23:28:29,"N 33RD ST / W BURLEIGH ST,MKE",7,INVESTIGATION,Service in Progress
190282636-Assignment Completed,190282636,2019-01-28 23:28:01,"2700 W WELLS ST,MKE",3,PATROL,Assignment Completed
190282628-Assignment Completed,190282628,2019-01-28 23:25:05,"N SHERMAN BL / W FLORIST AV,MKE",4,PATROL,Assignment Completed
190282645-Service in Progress,190282645,2019-01-28 23:34:10,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Service in Progress
190282643-City Citation(s) Issued,190282643,2019-01-28 23:33:09,"1300 N VEL R PHILLIPS AV,MKE",1,TS TARGETED,City Citation(s) Issued
190282642-Unable to Locate Complainant,190282642,2019-01-28 23:32:48,"N 60TH ST / W STARK ST,MKE",7,SHOTS FIRED,Unable to Locate Complainant
190282641-Assignment Completed,190282641,2019-01-28 23:32:47,"700 E JONES ST,MKE",2,BUSINESS CHECK,Assignment Completed
190282629-Assignment Completed,190282629,2019-01-28 23:31:35,"10430 W FOND DU LAC AV,MKE",4,TRBL W/SUBJ,Assignment Completed
190282634-Service in Progress,190282634,2019-01-28 23:31:07,"5306 N 107TH ST,MKE",4,BATTERY DV,Service in Progress
190282639-Advised,190282639,2019-01-28 23:30:26,"N 56TH ST / W VILLARD AV,MKE",7,TRAFFIC STOP,Advised
190282631-Service in Progress,190282631,2019-01-28 23:30:16,"2327 W MICHIGAN ST,MKE",3,BATTERY,Service in Progress
190282622-Assignment Completed,190282622,2019-01-28 23:20:29,"2829 N 61ST ST,MKE",7,FOLLOW UP,Assignment Completed
190282620-Assignment Completed,190282620,2019-01-28 23:19:37,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Assignment Completed
190282597-Assignment Completed,190282597,2019-01-28 23:10:00,"2905 N 76TH ST,MKE",7,BATTERY DV,Assignment Completed
190282562-Advised,190282562,2019-01-28 22:53:59,"4229 W GREENFIELD AV,MKE",2,TRBL W/SUBJ,Advised
190282554-Open Investigation,190282554,2019-01-28 22:48:08,"3956 N 56TH ST,MKE",7,SUBJ WITH WEAPON,Open Investigation
