ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182652478-Service in Progress,182652478,2018-09-22 23:29:02,"1227 S 20TH ST,MKE",2,FIGHT,Service in Progress
182652493-Service in Progress,182652493,2018-09-22 23:28:37,"1100 N WATER ST,MKE",1,SPECIAL ASSIGN,Service in Progress
182652491-Advised,182652491,2018-09-22 23:27:47,"2500 N PROSPECT AV,MKE",1,TRAFFIC STOP,Advised
182652463-Assignment Completed,182652463,2018-09-22 23:14:19,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
182652356-Assignment Completed,182652356,2018-09-22 23:10:31,"2333 N 49TH ST,MKE",3,PROPERTY PICKUP,Assignment Completed
182652354-To be Filed,182652354,2018-09-22 22:32:16,"6408 W HAMPTON AV,MKE",7,PROPERTY DAMAGE,To be Filed
182652506-Service in Progress,182652506,2018-09-22 23:34:06,"700-BLK N MILWAUKEE ST,MKE",1,SPECIAL ASSIGN,Service in Progress
182652505-Assignment Completed,182652505,2018-09-22 23:34:03,"2228 W CAPITOL DR,MKE",5,SHOTSPOTTER,Assignment Completed
182652504-Service in Progress,182652504,2018-09-22 23:33:39,"700-BLK N JEFFERSON ST,MKE",1,SPECIAL ASSIGN,Service in Progress
182652502-Assignment Completed,182652502,2018-09-22 23:33:20,"N 83RD ST / W CONGRESS ST,MKE",7,INVESTIGATION,Assignment Completed
182652500-Service in Progress,182652500,2018-09-22 23:33:05,"600 N WATER ST,MKE",1,SPECIAL ASSIGN,Service in Progress
182652485-Unable to Locate Complainant,182652485,2018-09-22 23:32:43,"2826 W FOREST HOME AV,MKE",2,SHOTS FIRED,Unable to Locate Complainant
182652495-Service in Progress,182652495,2018-09-22 23:32:34,"N 27TH ST / W STATE ST,MKE",3,ACC PDO,Service in Progress
182652497-Service in Progress,182652497,2018-09-22 23:32:11,"1721 W CANAL ST,MKE",3,SPECIAL ASSIGN,Service in Progress
182652473-Advised/Referral,182652473,2018-09-22 23:32:04,"2720 N 13TH ST,MKE",5,SUBJ W/WEAPON-DV,Advised/Referral
182652413-Service in Progress,182652413,2018-09-22 23:31:51,"4335 N 104TH ST,MKE",7,PROPERTY PICKUP,Service in Progress
182652496-Service in Progress,182652496,2018-09-22 23:31:29,"2333 N 49TH ST,MKE",3,RETURN STATION,Service in Progress
182651487-Service in Progress,182651487,2018-09-22 23:30:40,"3626 W FOND DU LAC AV,MKE",7,CONVEY PROPERTY,Service in Progress
182652487-Assignment Completed,182652487,2018-09-22 23:24:58,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
182652454-Advised,182652454,2018-09-22 23:17:21,"6517 N 81ST ST,MKE",4,TRBL W/SUBJ,Advised
182652464-Advised,182652464,2018-09-22 23:16:12,"648 W PIERCE ST,MKE",2,INJ PERSON/SICK,Advised
182652452-Unable to Locate Complainant,182652452,2018-09-22 23:07:24,"214 E CHAMBERS ST,MKE",5,SHOTS FIRED,Unable to Locate Complainant
182652428-Advised,182652428,2018-09-22 23:01:58,"N 64TH ST / W VILLARD AV,MKE",7,SUBJ WITH GUN,Advised
182652338-Assignment Completed,182652338,2018-09-22 22:58:13,"5101 W OKLAHOMA AV,MKE",6,TRBL W/SUBJ,Assignment Completed
182652379-Advised/Referral,182652379,2018-09-22 22:39:27,"2526 W LEGION ST,MKE",2,SUBJ WITH GUN,Advised/Referral
182652492-Advised,182652492,2018-09-22 23:37:19,"2323 E BRADFORD AV,MKE",1,NOISE NUISANCE,Advised
182652509-Advised/Referral,182652509,2018-09-22 23:36:16,"N 28TH ST / W LOCUST ST,MKE",5,FIGHT,Advised/Referral
182652351-Service in Progress,182652351,2018-09-22 23:35:51,"S 14TH ST / W GREENFIELD AV,MKE",2,THEFT VEHICLE,Service in Progress
182652447-Advised,182652447,2018-09-22 23:14:04,"N TERRACE AV / E BRADFORD AV,MKE",1,TRBL W/SUBJ,Advised
182652523-Service in Progress,182652523,2018-09-22 23:44:54,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Service in Progress
182652521-Assignment Completed,182652521,2018-09-22 23:44:24,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
182652425-Unable to Locate Complainant,182652425,2018-09-22 23:44:01,"3136 S 24TH ST,MKE",6,TRBL W/SUBJ,Unable to Locate Complainant
182652483-Advised,182652483,2018-09-22 23:41:06,"N OLD WORLD THIRD ST / W JUNEAU AV,MKE",1,NOISE NUISANCE,Advised
182652531-Assignment Completed,182652531,2018-09-22 23:48:52,"2920 N 4TH ST,MKE",5,OUT OF SERVICE,Assignment Completed
182652530-Assignment Completed,182652530,2018-09-22 23:48:36,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
