ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190192364-Assignment Completed,190192364,2019-01-19 23:25:46,"1721 W CANAL ST,MKE",3,SUBJ WITH GUN,Assignment Completed
190192366-Assignment Completed,190192366,2019-01-19 23:25:32,"2643 W ATKINSON AV,MKE",5,BUSINESS CHECK,Assignment Completed
190192361-Unable to Locate Complainant,190192361,2019-01-19 23:25:13,"6320 N 91ST ST,MKE",4,WELFARE CITIZEN,Unable to Locate Complainant
190192362-Assignment Completed,190192362,2019-01-19 23:23:34,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
190192330-Advised,190192330,2019-01-19 23:13:43,"6401 W BRADLEY RD,MKE",4,NOISE NUISANCE,Advised
190192331-Advised,190192331,2019-01-19 23:09:23,"2703 S DELAWARE AV,MKE",6,TRBL W/SUBJ-DV,Advised
190192302-To be Filed,190192302,2019-01-19 22:51:58,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed
190192381-Assignment Completed,190192381,2019-01-19 23:34:40,"1316 S 1ST ST,MKE",2,BUSINESS CHECK,Assignment Completed
190192349-Unable to Locate Complainant,190192349,2019-01-19 23:34:10,"2368 N 17TH ST,MKE",3,CALL FOR POLICE,Unable to Locate Complainant
190192379-Unable to Locate Complainant,190192379,2019-01-19 23:32:14,"3040 W GARFIELD AV,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
190192378-To be Filed,190192378,2019-01-19 23:31:10,"245 W LINCOLN AV,MKE",2,REPORTS,To be Filed
190192364-Unable to Locate Complainant,190192364,2019-01-19 23:25:46,"1721 W CANAL ST,MKE",3,SUBJ WITH GUN,Unable to Locate Complainant
190192359-Open Investigation,190192359,2019-01-19 23:22:00,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Open Investigation
190192348-Assignment Completed,190192348,2019-01-19 23:18:06,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
190192342-Assignment Completed,190192342,2019-01-19 23:15:24,"3811 W LINCOLN AV,MKE",2,POLICE ADMIN,Assignment Completed
190192325-Assignment Completed,190192325,2019-01-19 23:06:43,"6409 W BLUE MOUND RD,MKE",3,BUSINESS CHECK,Assignment Completed
190192309-Assignment Completed,190192309,2019-01-19 23:00:08,"N 58TH ST / W CAPITOL DR,MKE",7,ACC PI,Assignment Completed
190192291-Unable to Locate Complainant,190192291,2019-01-19 22:57:07,"5825 N 91ST ST,MKE",4,ASSIGNMENT,Unable to Locate Complainant
190192295-Advised/Referral,190192295,2019-01-19 22:51:05,"5526 W FOND DU LAC AV,MKE",7,BATTERY DV,Advised/Referral
190192281-Referral,190192281,2019-01-19 22:48:39,"5733 N 37TH ST,MKE",4,FAMILY TROUBL-DV,Referral
190192394-Service in Progress,190192394,2019-01-19 23:39:52,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Service in Progress
190192392-Service in Progress,190192392,2019-01-19 23:39:19,"540 S 76TH ST,MKE",3,TAVERN CHECK,Service in Progress
