ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190422720-Advised,190422720,2019-02-11 23:28:45,"2926 N MARTIN L KING JR DR,MKE",5,TRAFFIC STOP,Advised
190422717-Advised,190422717,2019-02-11 23:26:06,"6451 W APPLETON AV,MKE",7,TRAFFIC STOP,Advised
190422694-Assignment Completed,190422694,2019-02-11 23:15:50,"2023 S KINNICKINNIC AV,MKE",2,SPECIAL ASSIGN,Assignment Completed
190422677-Unable to Locate Complainant,190422677,2019-02-11 23:07:44,"W APPLETON AV / N LITTLE MENOMONEE R PK,MKE",4,WELFARE CITIZEN,Unable to Locate Complainant
190422729-Advised,190422729,2019-02-11 23:33:47,"N 76TH ST / W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
190422728-Service in Progress,190422728,2019-02-11 23:33:16,"2333 N 49TH ST,MKE",3,RETURN STATION,Service in Progress
190422726-Assignment Completed,190422726,2019-02-11 23:31:46,"2333 N 49TH ST,MKE",3,POLICE ADMIN,Assignment Completed
190422725-Assignment Completed,190422725,2019-02-11 23:31:35,"N 36TH ST / W CUSTER AV,MKE",4,PATROL,Assignment Completed
190422722-Assignment Completed,190422722,2019-02-11 23:30:49,"11728 W HAMPTON AV,MKE",4,BUSINESS CHECK,Assignment Completed
190422721-Assignment Completed,190422721,2019-02-11 23:30:33,"2920 N VEL R PHILLIPS AV,MKE",5,POLICE ADMIN,Assignment Completed
190422719-Advised,190422719,2019-02-11 23:30:09,"2027 W MANGOLD AV,MKE",6,LANDLORD/TEN TRB,Advised
190422696-Unable to Locate Complainant,190422696,2019-02-11 23:19:33,"2609 W LEGION ST,MKE",2,CRUELTY ANIMAL,Unable to Locate Complainant
190422673-Assignment Completed,190422673,2019-02-11 23:03:21,"S 27TH ST / W LOOMIS RD,MKE",6,TRAFFIC HAZARD,Assignment Completed
190422635-Assignment Completed,190422635,2019-02-11 22:45:16,"E NORTH AV / N HUMBOLDT BL,MKE",5,ACC PDO,Assignment Completed
190422614-Assignment Completed,190422614,2019-02-11 22:37:43,"2477 N 37TH ST,MKE",3,BATTERY,Assignment Completed
190422740-Assignment Completed,190422740,2019-02-11 23:39:46,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190422739-Assignment Completed,190422739,2019-02-11 23:38:41,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190422736-Service in Progress,190422736,2019-02-11 23:37:37,"8127 W KEEFE AV,MKE",7,ENTRY,Service in Progress
190422712-Advised,190422712,2019-02-11 23:37:24,"S 7TH ST / W HISTORIC MITCHELL ST,MKE",2,LANDLORD/TEN TRB,Advised
190422735-Service in Progress,190422735,2019-02-11 23:35:11,"749 W STATE ST,MKE",1,SPECIAL ASSIGN,Service in Progress
190422749-Assignment Completed,190422749,2019-02-11 23:44:50,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190422748-Assignment Completed,190422748,2019-02-11 23:44:32,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
190422737-Service in Progress,190422737,2019-02-11 23:42:40,"1928 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Service in Progress
190422743-Service in Progress,190422743,2019-02-11 23:41:37,"2333 N 49TH ST,MKE",3,POLICE ADMIN,Service in Progress
190422741-Service in Progress,190422741,2019-02-11 23:40:34,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Service in Progress
190422757-Unable to Locate Complainant,190422757,2019-02-11 23:49:41,"4750 N HOPKINS ST,MKE",7,NOISE NUISANCE,Unable to Locate Complainant
190422758-Assignment Completed,190422758,2019-02-11 23:49:11,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190422756-Assignment Completed,190422756,2019-02-11 23:46:56,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190422754-Assignment Completed,190422754,2019-02-11 23:46:28,"9200 W BURLEIGH ST,MKE",7,BUSINESS CHECK,Assignment Completed
190422753-Advised,190422753,2019-02-11 23:45:48,"1530 W LOCUST ST,MKE",5,SUBJ STOP,Advised
190422752-Service in Progress,190422752,2019-02-11 23:45:32,"1900 W FAIRMOUNT AV,MKE",7,TRAFFIC STOP,Service in Progress
190422750-Assignment Completed,190422750,2019-02-11 23:45:15,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190422737-Advised,190422737,2019-02-11 23:42:40,"1928 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Advised
190422741-Assignment Completed,190422741,2019-02-11 23:40:34,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190422728-Assignment Completed,190422728,2019-02-11 23:33:16,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
