ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183422947-Service in Progress,183422947,2018-12-08 23:29:22,"E LOCUST ST / N RICHARDS ST,MKE",5,INJ PERSON/SICK,Service in Progress
183422796-Advised,183422796,2018-12-08 22:42:18,"3337 S 20TH ST,MKE",6,ACC PDO,Advised
183422963-Assignment Completed,183422963,2018-12-08 23:31:34,"4061 N 54TH ST,MKE",7,BUSINESS CHECK,Assignment Completed
183422962-Assignment Completed,183422962,2018-12-08 23:31:33,"749 W STATE ST,MKE",1,POLICE ADMIN,Assignment Completed
183422929-Assignment Completed,183422929,2018-12-08 23:15:59,"5600 W CAPITOL DR,MKE",7,PARK AND WALK,Assignment Completed
183422977-Service in Progress,183422977,2018-12-08 23:39:03,"457 S 74TH ST,MKE",3,SUBJ WITH WEAPON,Service in Progress
183422983-Advised,183422983,2018-12-08 23:39:02,"1100 S 1ST ST,MKE",2,TRAFFIC STOP,Advised
183422956-Service in Progress,183422956,2018-12-08 23:37:01,"2130 S WOODWARD ST,MKE",6,WELFARE CITIZEN,Service in Progress
183422974-Assignment Completed,183422974,2018-12-08 23:36:17,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Assignment Completed
183422970-Service in Progress,183422970,2018-12-08 23:35:36,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
183422969-Service in Progress,183422969,2018-12-08 23:35:14,"4827 N 58TH ST,MKE",7,SUBJ STOP,Service in Progress
183422990-Assignment Completed,183422990,2018-12-08 23:44:01,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
183422985-Advised/Referral,183422985,2018-12-08 23:41:19,"4887 N 65TH ST,MKE",7,ENTRY,Advised/Referral
183422986-Service in Progress,183422986,2018-12-08 23:41:04,"1044 N OLD WORLD THIRD ST,MKE",1,WELFARE CITIZEN,Service in Progress
183422970-Assignment Completed,183422970,2018-12-08 23:35:36,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
183422937-Unable to Locate Complainant,183422937,2018-12-08 23:20:06,"N 43RD ST / W KIEHNAU AV,MKE",4,SHOTS FIRED,Unable to Locate Complainant
183422904-Advised,183422904,2018-12-08 23:19:27,5243 W MORGAN,6,NOISE NUISANCE,Advised
183422932-Advised,183422932,2018-12-08 23:18:12,"3783 N 5TH ST,MKE",5,CALL FOR POLICE,Advised
183422901-Advised/Referral,183422901,2018-12-08 23:10:11,"2709 N TEUTONIA AV,MKE",5,FAMILY TROUBL-DV,Advised/Referral
183422946-Assignment Completed,183422946,2018-12-08 23:48:35,"S 6TH ST / W LINCOLN AV,MKE",2,TRAFFIC HAZARD,Assignment Completed
183422891-Advised,183422891,2018-12-08 23:47:57,"818 W ATKINSON AV,MKE",5,TRBL W/SUBJ,Advised
183422984-Assignment Completed,183422984,2018-12-08 23:47:55,"6440 N 51ST ST,MKE",4,TRBL W/JUV,Assignment Completed
183422999-Assignment Completed,183422999,2018-12-08 23:47:42,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183422997-Assignment Completed,183422997,2018-12-08 23:47:18,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183422994-Assignment Completed,183422994,2018-12-08 23:46:08,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
