ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182932493-Service in Progress,182932493,2018-10-20 23:28:17,"3670 S 82ND ST,MKE",6,NOISE NUISANCE,Service in Progress
182932517-Unable to Locate Complainant,182932517,2018-10-20 23:28:02,"S 84TH ST / W OKLAHOMA AV,MKE",6,CALL FOR POLICE,Unable to Locate Complainant
182932525-Assignment Completed,182932525,2018-10-20 23:27:30,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
182932509-Service in Progress,182932509,2018-10-20 23:26:54,"2119 E BRADFORD AV,MKE",1,FIRE,Service in Progress
182932451-Service in Progress,182932451,2018-10-20 23:26:51,"2917 N RICHARDS ST,MKE",5,THEFT,Service in Progress
182932523-Advised,182932523,2018-10-20 23:25:23,"3321 W OKLAHOMA AV,MKE",6,TRAFFIC STOP,Advised
182932510-Assignment Completed,182932510,2018-10-20 23:19:52,"3626 W FOND DU LAC AV,MKE",7,ASSIGNMENT,Assignment Completed
182932487-Advised/Referral,182932487,2018-10-20 23:14:07,"5307 N 39TH ST,MKE",4,PROPERTY DAMAGE,Advised/Referral
182932490-Assignment Completed,182932490,2018-10-20 23:13:00,"3626 W FOND DU LAC AV,MKE",7,JUV CONVEY,Assignment Completed
182932480-Unable to Locate Complainant,182932480,2018-10-20 23:11:04,"418 N 31ST ST,MKE",3,BATTERY,Unable to Locate Complainant
182932482-Assignment Completed,182932482,2018-10-20 23:07:27,"N HAWLEY RD / W BLUE MOUND RD,MKE",3,TRBL W/SUBJ,Assignment Completed
182932447-Assignment Completed,182932447,2018-10-20 23:05:13,"3363 W LAKEFIELD DR,MKE",6,SUSP PERS/AUTO,Assignment Completed
182932382-Advised,182932382,2018-10-20 22:39:27,"N 26TH ST / W ATKINSON AV,MKE",5,TRBL W/SUBJ,Advised
182932541-Advised,182932541,2018-10-20 23:34:23,"3955 N 67TH ST,MKE",7,TRAFFIC STOP,Advised
182932539-Advised,182932539,2018-10-20 23:33:53,"N 60TH ST / W HOPE AV,MKE",7,SUBJ STOP,Advised
182932537-Advised,182932537,2018-10-20 23:32:41,"N 32ND ST / W HAMPTON AV,MKE",5,TRAFFIC STOP,Advised
182932532-Unable to Locate Complainant,182932532,2018-10-20 23:32:37,"N 48TH ST / W MEINECKE AV,MKE",3,SUSP PERS/AUTO,Unable to Locate Complainant
182932493-Advised,182932493,2018-10-20 23:28:17,"3670 S 82ND ST,MKE",6,NOISE NUISANCE,Advised
182932513-Advised,182932513,2018-10-20 23:21:27,"8340 W APPLETON AV,MKE",7,SUBJ STOP,Advised
182932460-Unable to Locate Complainant,182932460,2018-10-20 23:12:14,"1719 N 37TH ST,MKE",3,CALL FOR POLICE,Unable to Locate Complainant
182932470-Unable to Locate Complainant,182932470,2018-10-20 23:10:43,"1209 N BROADWAY,MKE",1,SUSP PERS/AUTO,Unable to Locate Complainant
182932477-Assignment Completed,182932477,2018-10-20 23:06:16,"N 52ND ST / W LOCUST ST,MKE",7,PARK AND WALK,Assignment Completed
182932440-Unable to Locate Complainant,182932440,2018-10-20 22:54:01,"5511 W MARTIN DR,MKE",3,SUBJ WANTED,Unable to Locate Complainant
182932402-Assignment Completed,182932402,2018-10-20 22:36:57,"2920 N VEL R PHILLIPS AV,MKE",5,CONVEY PROPERTY,Assignment Completed
182932551-Service in Progress,182932551,2018-10-20 23:39:10,"3431 W LINCOLN AV,MKE",2,TAVERN CHECK,Service in Progress
182932528-Unable to Locate Complainant,182932528,2018-10-20 23:38:01,"3730 W MITCHELL ST,MKE",2,SUSP PERS/AUTO,Unable to Locate Complainant
182932544-Advised,182932544,2018-10-20 23:37:50,"5885 S MELINDA ST,MKE",6,ACC PI,Advised
182932548-Unable to Locate Complainant,182932548,2018-10-20 23:37:46,"151 W LAYTON AV,MKE",6,CALL FOR POLICE,Unable to Locate Complainant
182932546-Service in Progress,182932546,2018-10-20 23:36:45,"749 W STATE ST,MKE",1,PRISONER TRANS,Service in Progress
182932535-Service in Progress,182932535,2018-10-20 23:35:18,"3614 S PINE AV,MKE",6,SHOTS FIRED,Service in Progress
182932567-Service in Progress,182932567,2018-10-20 23:44:51,"N 35TH ST / W VLIET ST,MKE",3,ACC UNKN INJ,Service in Progress
182932568-Assignment Completed,182932568,2018-10-20 23:44:49,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
182932566-Assignment Completed,182932566,2018-10-20 23:44:42,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
182932531-Service in Progress,182932531,2018-10-20 23:44:06,"1 S BREWERS WA,MKE",3,DUI,Service in Progress
182932550-Service in Progress,182932550,2018-10-20 23:44:00,"2361 S 12TH ST,MKE",2,INJ PERSON/SICK,Service in Progress
182932549-Service in Progress,182932549,2018-10-20 23:42:26,"1719 E LOCUST ST,MKE",1,CALL FOR POLICE,Service in Progress
182932558-Service in Progress,182932558,2018-10-20 23:42:25,"N WATER ST / E JUNEAU AV,MKE",1,PARK AND WALK,Service in Progress
182932551-Assignment Completed,182932551,2018-10-20 23:39:10,"3431 W LINCOLN AV,MKE",2,TAVERN CHECK,Assignment Completed
182932535-Advised/Referral,182932535,2018-10-20 23:35:18,"3614 S PINE AV,MKE",6,SHOTS FIRED,Advised/Referral
182932509-To be Filed,182932509,2018-10-20 23:26:54,"2119 E BRADFORD AV,MKE",1,FIRE,To be Filed
182932580-Service in Progress,182932580,2018-10-20 23:48:53,"116 W WISCONSIN AV,MKE",1,INJ PERSON/SICK,Service in Progress
182932576-Assignment Completed,182932576,2018-10-20 23:47:14,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
182932575-Assignment Completed,182932575,2018-10-20 23:46:43,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
182932574-Assignment Completed,182932574,2018-10-20 23:46:26,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
182932573-Assignment Completed,182932573,2018-10-20 23:46:02,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
182932552-Advised,182932552,2018-10-20 23:45:41,"9795 W REICHERT PL,MKE",4,CALL FOR POLICE,Advised
182932570-Advised,182932570,2018-10-20 23:45:31,"3269 N 35TH ST,MKE",7,TRAFFIC STOP,Advised
182932531-Assignment Completed,182932531,2018-10-20 23:44:06,"1 S BREWERS WA,MKE",3,DUI,Assignment Completed
182932549-Assignment Completed,182932549,2018-10-20 23:42:26,"1719 E LOCUST ST,MKE",1,CALL FOR POLICE,Assignment Completed
182932516-Assignment Completed,182932516,2018-10-20 23:23:55,"117 E CHAMBERS ST,MKE",5,FIRE,Assignment Completed
182932459-Assignment Completed,182932459,2018-10-20 22:58:59,"4156 W FLORIST AV,MKE",4,VIOL REST ORDER,Assignment Completed
182932581-Service in Progress,182932581,2018-10-20 23:53:52,"3006 S 27TH ST,MKE",6,ROBBERY ARMED,Service in Progress
182932588-Service in Progress,182932588,2018-10-20 23:52:32,"1 S BREWERS WA,MKE",3,TRBL W/SUBJ,Service in Progress
182932586-Advised,182932586,2018-10-20 23:52:10,"5017 N 53RD ST,MKE",7,TRAFFIC STOP,Advised
182932597-Service in Progress,182932597,2018-10-20 23:59:31,"1827 N FARWELL AV,MKE",1,SPECIAL ASSIGN,Service in Progress
182932596-Assignment Completed,182932596,2018-10-20 23:59:14,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
182932582-Service in Progress,182932582,2018-10-20 23:56:53,"N 25TH ST / W WISCONSIN AV,MKE",3,ENTRY AUTOS,Service in Progress
182932587-Service in Progress,182932587,2018-10-20 23:56:16,"2546 N 16TH ST,MKE",3,BATTERY DV,Service in Progress
182932593-Advised,182932593,2018-10-20 23:56:04,"N 60TH ST / W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Advised
182932420-To be Filed,182932420,2018-10-20 23:06:25,"N NEWHALL ST / E NORTH AV,MKE",1,ACC PI,To be Filed
182932571-Service in Progress,182932571,2018-10-21 00:04:24,"1227 N 28TH ST,MKE",3,ENTRY,Service in Progress
182940006-Assignment Completed,182940006,2018-10-21 00:04:22,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
182940005-Service in Progress,182940005,2018-10-21 00:04:21,"6317 W BLUE MOUND RD,MKE",3,TAVERN CHECK,Service in Progress
182932577-Service in Progress,182932577,2018-10-21 00:03:57,"245 W LINCOLN AV,MKE",2,MED RUN,Service in Progress
182940001-Assignment Completed,182940001,2018-10-21 00:01:15,"800 E LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
182932590-Advised,182932590,2018-10-21 00:00:25,"409 E CHAMBERS ST,MKE",5,TRBL W/SUBJ,Advised
182932346-Advised,182932346,2018-10-21 00:09:57,"N MARTIN L KING JR DR / W CHERRY ST,MKE",1,ACC PDO,Advised
182932506-Unable to Locate Complainant,182932506,2018-10-21 00:09:04,"515 E CHAMBERS ST,MKE",5,SUBJ WANTED,Unable to Locate Complainant
182940012-Assignment Completed,182940012,2018-10-21 00:08:47,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
182940011-Advised,182940011,2018-10-21 00:08:37,"3926 N 93RD ST,MKE",7,TRAFFIC STOP,Advised
182932583-Service in Progress,182932583,2018-10-21 00:08:12,"2578 N DOUSMAN ST,MKE",5,SUSP PERS/AUTO,Service in Progress
182940010-Service in Progress,182940010,2018-10-21 00:07:23,"3765 N 35TH ST,MKE",7,BUSINESS CHECK,Service in Progress
182940009-Service in Progress,182940009,2018-10-21 00:07:20,"4115 N 56TH ST,MKE",7,RETURN STATION,Service in Progress
182932463-Service in Progress,182932463,2018-10-21 00:07:16,"1120 S 32ND ST,MKE",2,ENTRY,Service in Progress
182932561-Advised,182932561,2018-10-21 00:07:10,"3159 N 15TH ST,MKE",5,FAMILY TROUBL-DV,Advised
182932519-Advised,182932519,2018-10-21 00:06:38,"6433 W CARMEN AV,MKE",4,TRBL W/SUBJ,Advised
182932572-Unable to Locate Complainant,182932572,2018-10-21 00:05:38,"N 15TH ST / W JUNEAU AV,MKE",3,SUSP PERS/AUTO,Unable to Locate Complainant
182940007-Service in Progress,182940007,2018-10-21 00:05:32,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Service in Progress
182932580-Advised,182932580,2018-10-20 23:48:53,"116 W WISCONSIN AV,MKE",1,INJ PERSON/SICK,Advised
182940022-Service in Progress,182940022,2018-10-21 00:14:35,"3006 S 27TH ST,MKE",6,SPECIAL ASSIGN,Service in Progress
182940017-Assignment Completed,182940017,2018-10-21 00:13:05,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
182940016-Service in Progress,182940016,2018-10-21 00:12:59,"100 W NATIONAL AV,MKE",2,PATROL,Service in Progress
182940013-Unable to Locate Complainant,182940013,2018-10-21 00:10:38,"N 89TH ST / W CARMEN AV,MKE",4,SHOTS FIRED,Unable to Locate Complainant
182940010-Assignment Completed,182940010,2018-10-21 00:07:23,"3765 N 35TH ST,MKE",7,BUSINESS CHECK,Assignment Completed
182940009-Assignment Completed,182940009,2018-10-21 00:07:20,"4115 N 56TH ST,MKE",7,RETURN STATION,Assignment Completed
182940005-Assignment Completed,182940005,2018-10-21 00:04:21,"6317 W BLUE MOUND RD,MKE",3,TAVERN CHECK,Assignment Completed
182932504-Advised,182932504,2018-10-20 23:24:57,"2841 W HIGHLAND BL,MKE",3,TRBL W/SUBJ,Advised
182940020-Service in Progress,182940020,2018-10-21 00:18:21,"3220 W GREENFIELD AV,MKE",2,ENTRY,Service in Progress
182932442-Advised,182932442,2018-10-21 00:18:14,"2483 N OAKLAND AV,MKE",1,NOISE NUISANCE,Advised
182940026-False Alarm,182940026,2018-10-21 00:17:49,"3006 S 27TH ST,MKE",6,POLICE ADMIN,False Alarm
182940024-Assignment Completed,182940024,2018-10-21 00:16:52,"3700 S PINE AV,MKE",6,PATROL,Assignment Completed
182940019-Service in Progress,182940019,2018-10-21 00:15:01,"6028 W FOND DU LAC AV,MKE",7,SUBJ WITH WEAPON,Service in Progress
182940037-Service in Progress,182940037,2018-10-21 00:24:46,"N 86TH ST / W BURLEIGH ST,MKE",7,PATROL,Service in Progress
182940021-Service in Progress,182940021,2018-10-21 00:23:57,"3260 N 24TH PL,MKE",5,WELFARE CITIZEN,Service in Progress
182940035-Service in Progress,182940035,2018-10-21 00:23:25,"4800-BLK W CAPITOL DR,MKE",7,ACC PDO,Service in Progress
182940028-Service in Progress,182940028,2018-10-21 00:21:03,"845 N 26TH ST,MKE",3,BATTERY,Service in Progress
182940023-Unable to Locate Complainant,182940023,2018-10-21 00:20:14,"S 11TH ST / W LAPHAM BL,MKE",2,RECKLESS VEHICLE,Unable to Locate Complainant
182940029-Assignment Completed,182940029,2018-10-21 00:20:11,"5300 W WOOLWORTH AV,MKE",4,PATROL,Assignment Completed
182940019-Unable to Locate Complainant,182940019,2018-10-21 00:15:01,"6028 W FOND DU LAC AV,MKE",7,SUBJ WITH WEAPON,Unable to Locate Complainant
182940051-Assignment Completed,182940051,2018-10-21 00:29:43,"3152 N 60TH ST,MKE",7,TRAFFIC STOP,Assignment Completed
182940050-Service in Progress,182940050,2018-10-21 00:29:33,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Service in Progress
182940048-Assignment Completed,182940048,2018-10-21 00:28:45,"1609 E NORTH AV,MKE",1,BUSINESS CHECK,Assignment Completed
182940047-Service in Progress,182940047,2018-10-21 00:28:39,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress
182940044-Service in Progress,182940044,2018-10-21 00:27:54,"7811 W HAMPTON AV,MKE",7,SUBJ WANTED,Service in Progress
182940042-Assignment Completed,182940042,2018-10-21 00:27:01,"2100 S KINNICKINNIC AV,MKE",6,PATROL,Assignment Completed
182940031-Service in Progress,182940031,2018-10-21 00:26:42,"1670 S 11TH ST,MKE",2,CALL FOR POLICE,Service in Progress
182940039-Service in Progress,182940039,2018-10-21 00:25:57,"4170 N 35TH ST,MKE",7,SHOTSPOTTER,Service in Progress
182940038-Service in Progress,182940038,2018-10-21 00:25:42,"2450 N 9TH ST,MKE",3,BATTERY,Service in Progress
182940027-Service in Progress,182940027,2018-10-21 00:25:27,"1928 W CAPITOL DR,MKE",5,BATTERY,Service in Progress
182932598-Advised,182932598,2018-10-21 00:25:09,"2651 S 50TH ST,MKE",6,NOISE NUISANCE,Advised
182940021-Advised,182940021,2018-10-21 00:23:57,"3260 N 24TH PL,MKE",5,WELFARE CITIZEN,Advised
182940007-Assignment Completed,182940007,2018-10-21 00:05:32,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Assignment Completed
182940060-Advised,182940060,2018-10-21 00:34:42,"1850 W MITCHELL ST,MKE",2,TRAFFIC STOP,Advised
182940043-Advised,182940043,2018-10-21 00:33:38,"1663 N MARSHALL ST,MKE",1,CALL FOR POLICE,Advised
182932589-Advised,182932589,2018-10-21 00:33:27,"806 S 29TH ST,MKE",2,NOISE NUISANCE,Advised
