ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183393243-Unable to Locate Complainant,183393243,2018-12-05 23:29:33,"2500 W CORNELL ST,MKE",5,SHOTSPOTTER,Unable to Locate Complainant
183393244-Advised,183393244,2018-12-05 23:29:33,"3737 S 27TH ST,MKE",6,TRAFFIC STOP,Advised
183393231-Service in Progress,183393231,2018-12-05 23:28:48,"5470 N 37TH ST,MKE",4,TRBL W/SUBJ-DV,Service in Progress
183393242-Service in Progress,183393242,2018-12-05 23:28:23,"800-BLK N JEFFERSON ST,MKE",1,PARK AND WALK,Service in Progress
183393200-Service in Progress,183393200,2018-12-05 23:27:50,"5543 N 34TH ST,MKE",4,CALL FOR POLICE,Service in Progress
183393239-Advised,183393239,2018-12-05 23:26:39,"3300 W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
183393238-Assignment Completed,183393238,2018-12-05 23:26:22,"5904 N 76TH ST,MKE",4,BUSINESS CHECK,Assignment Completed
183393236-Advised,183393236,2018-12-05 23:25:38,"3208 W LISBON AV,MKE",3,TRAFFIC STOP,Advised
183393235-Assignment Completed,183393235,2018-12-05 23:25:13,"4801 N 76TH ST,MKE",7,BUS INVESTIGATIO,Assignment Completed
183393192-Assignment Completed,183393192,2018-12-05 23:09:48,"2440 N WEIL ST,MKE",5,BATTERY,Assignment Completed
183393267-Assignment Completed,183393267,2018-12-05 23:34:49,"5433 W FOND DU LAC AV,MKE",7,BUSINESS CHECK,Assignment Completed
183393266-Assignment Completed,183393266,2018-12-05 23:34:33,"5760 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
183393265-Assignment Completed,183393265,2018-12-05 23:34:26,"5704 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
183393264-Assignment Completed,183393264,2018-12-05 23:34:14,"5610 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
183393263-Assignment Completed,183393263,2018-12-05 23:34:04,"5700 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
183393262-Assignment Completed,183393262,2018-12-05 23:33:53,"5310 W MAXWELL PL,MKE",7,BUSINESS CHECK,Assignment Completed
183393246-Service in Progress,183393246,2018-12-05 23:33:40,"1635 N 34TH ST,MKE",3,SHOTS FIRED,Service in Progress
183393261-Assignment Completed,183393261,2018-12-05 23:33:39,"4061 N 54TH ST,MKE",7,BUSINESS CHECK,Assignment Completed
183393260-Assignment Completed,183393260,2018-12-05 23:33:18,"4138 N 56TH ST,MKE",7,BUSINESS CHECK,Assignment Completed
183393259-Assignment Completed,183393259,2018-12-05 23:33:13,"4144 N 56TH ST,MKE",7,BUSINESS CHECK,Assignment Completed
183393258-Assignment Completed,183393258,2018-12-05 23:33:07,"6442 N 76TH ST,MKE",4,BUSINESS CHECK,Assignment Completed
183393257-Assignment Completed,183393257,2018-12-05 23:33:02,"4152 N 56TH ST,MKE",7,BUSINESS CHECK,Assignment Completed
183393256-Assignment Completed,183393256,2018-12-05 23:32:56,"4154 N 56TH ST,MKE",7,BUSINESS CHECK,Assignment Completed
183393255-Assignment Completed,183393255,2018-12-05 23:32:43,"4162 N 56TH ST,MKE",7,BUSINESS CHECK,Assignment Completed
