ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190532785-Service in Progress,190532785,2019-02-22 23:27:49,"N HOUSTON AV / W COURTLAND AV,MKE",7,SUBJ WITH WEAPON,Service in Progress
190532741-Service in Progress,190532741,2019-02-22 23:26:18,"7501 W GREEN TREE RD,MKE",4,PARKING TROUBLE,Service in Progress
190532768-Assignment Completed,190532768,2019-02-22 23:15:19,"7600 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
190532686-Advised/Referral,190532686,2019-02-22 22:33:33,"3008 W JUNEAU AV,MKE",3,BATTERY DV,Advised/Referral
190532794-Assignment Completed,190532794,2019-02-22 23:33:33,"5100 W OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
190532790-Unable to Locate Complainant,190532790,2019-02-22 23:32:15,"1878 N 12TH ST,MKE",3,ENTRY,Unable to Locate Complainant
190532741-Advised,190532741,2019-02-22 23:26:18,"7501 W GREEN TREE RD,MKE",4,PARKING TROUBLE,Advised
190532811-Assignment Completed,190532811,2019-02-22 23:39:28,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190532800-Service in Progress,190532800,2019-02-22 23:37:40,"5736 N 64TH ST,MKE",4,BATTERY DV,Service in Progress
190532806-Assignment Completed,190532806,2019-02-22 23:37:06,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190532804-Assignment Completed,190532804,2019-02-22 23:36:59,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190532803-Assignment Completed,190532803,2019-02-22 23:36:55,"4715 W VLIET ST,MKE",3,CONVEY PROPERTY,Assignment Completed
190532802-Service in Progress,190532802,2019-02-22 23:36:22,"749 W STATE ST,MKE",1,POLICE ADMIN,Service in Progress
190532799-Service in Progress,190532799,2019-02-22 23:35:19,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Service in Progress
190532795-Service in Progress,190532795,2019-02-22 23:35:13,"1028 W MAPLE ST,MKE",2,CALL FOR POLICE,Service in Progress
190532826-Assignment Completed,190532826,2019-02-22 23:43:50,"749 W STATE ST,MKE",1,PRISONER TRANS,Assignment Completed
190532819-Assignment Completed,190532819,2019-02-22 23:41:34,"4715 W VLIET ST,MKE",3,RETURN STATION,Assignment Completed
190532818-Service in Progress,190532818,2019-02-22 23:41:24,"N WATER ST / E JUNEAU AV,MKE",1,PARK AND WALK,Service in Progress
190532816-Assignment Completed,190532816,2019-02-22 23:40:59,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190532792-Service in Progress,190532792,2019-02-22 23:40:26,"N 18TH ST / W WRIGHT ST,MKE",3,ACC UNKN INJ,Service in Progress
190532815-Service in Progress,190532815,2019-02-22 23:40:03,"1827 N FARWELL AV,MKE",1,SPECIAL ASSIGN,Service in Progress
190532802-Assignment Completed,190532802,2019-02-22 23:36:22,"749 W STATE ST,MKE",1,POLICE ADMIN,Assignment Completed
190532795-Unable to Locate Complainant,190532795,2019-02-22 23:35:13,"1028 W MAPLE ST,MKE",2,CALL FOR POLICE,Unable to Locate Complainant
190532742-Advised,190532742,2019-02-22 23:13:30,"739 S 1ST ST,MKE",2,WELFARE CITIZEN,Advised
190532837-Assignment Completed,190532837,2019-02-22 23:48:12,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190532835-Assignment Completed,190532835,2019-02-22 23:47:21,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190532689-Service in Progress,190532689,2019-02-22 23:46:52,"8140 W VILLARD AV,MKE",4,PROPERTY DAMAGE,Service in Progress
190532831-Service in Progress,190532831,2019-02-22 23:46:39,"6000 W OKLAHOMA AV,MKE",6,PATROL,Service in Progress
190532820-Service in Progress,190532820,2019-02-22 23:46:08,"3346 N 27TH ST,MKE",5,BATTERY DV,Service in Progress
190532830-Advised,190532830,2019-02-22 23:45:44,"4001 W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
190532828-Assignment Completed,190532828,2019-02-22 23:45:15,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190532852-Service in Progress,190532852,2019-02-22 23:54:34,"600 N WATER ST,MKE",1,PARK AND WALK,Service in Progress
190532851-Assignment Completed,190532851,2019-02-22 23:54:24,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
190532848-Service in Progress,190532848,2019-02-22 23:53:42,"N 27TH ST / W VINE ST,MKE",3,ACC PI,Service in Progress
190532682-Unable to Locate Complainant,190532682,2019-02-22 23:51:14,"2534 W HOPKINS ST,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
190532817-Service in Progress,190532817,2019-02-22 23:50:26,"4673 N 49TH ST,MKE",7,CALL FOR POLICE,Service in Progress
190532842-Assignment Completed,190532842,2019-02-22 23:50:25,"3710 W LINCOLN AV,MKE",2,TAVERN CHECK,Assignment Completed
190532831-Assignment Completed,190532831,2019-02-22 23:46:39,"6000 W OKLAHOMA AV,MKE",6,PATROL,Assignment Completed
190532754-Unable to Locate Complainant,190532754,2019-02-23 00:04:53,"2718 W MC KINLEY BL,MKE",3,ROBBERY ARMED,Unable to Locate Complainant
190532809-Service in Progress,190532809,2019-02-23 00:04:52,"4100 N 27TH ST,MKE",5,FAMILY TROUBL-DV,Service in Progress
190532850-Service in Progress,190532850,2019-02-23 00:03:54,"336 N 75TH ST,MKE",3,VIOL REST ORD-DV,Service in Progress
190540002-Service in Progress,190540002,2019-02-23 00:03:16,"2861 N 47TH ST,MKE",7,SHOTSPOTTER,Service in Progress
190540007-Advised,190540007,2019-02-23 00:02:48,"3945 N 75TH ST,MKE",7,TRAFFIC STOP,Advised
190532736-Unable to Locate Complainant,190532736,2019-02-23 00:02:25,"2555 N FARWELL AV,MKE",1,NOISE NUISANCE,Unable to Locate Complainant
190540004-Assignment Completed,190540004,2019-02-23 00:01:12,"6929 W SILVER SPRING DR,MKE",4,POLICE ADMIN,Assignment Completed
190532841-Assignment Completed,190532841,2019-02-23 00:01:11,"1339 S 7TH ST,MKE",2,BATTERY DV,Assignment Completed
190532856-Service in Progress,190532856,2019-02-23 00:00:41,"N 79TH ST / W COURTLAND AV,MKE",7,SHOTS FIRED,Service in Progress
190532848-Assignment Completed,190532848,2019-02-22 23:53:42,"1936 N 27TH ST,MKE",3,ACC PI,Assignment Completed
190540011-Advised,190540011,2019-02-23 00:08:30,"3100 S 60TH ST,MKE",6,TRAFFIC STOP,Advised
190532844-Service in Progress,190532844,2019-02-23 00:07:58,"2830 N 35TH ST,MKE",7,ENTRY,Service in Progress
190532763-Service in Progress,190532763,2019-02-23 00:06:52,"2960 N 7TH ST,MKE",5,PROPERTY DAMAGE,Service in Progress
190532834-Unable to Locate Complainant,190532834,2019-02-23 00:05:36,"2226 N HOLTON ST,MKE",5,SUSP PERS/AUTO,Unable to Locate Complainant
190532855-Service in Progress,190532855,2019-02-23 00:05:18,"740 N 25TH ST,MKE",3,ENTRY AUTOS,Service in Progress
190532800-Advised/Referral,190532800,2019-02-22 23:37:40,"5736 N 64TH ST,MKE",4,BATTERY DV,Advised/Referral
190540015-Service in Progress,190540015,2019-02-23 00:14:04,"4857 N 39TH ST,MKE",7,SHOTS FIRED,Service in Progress
190540017-Service in Progress,190540017,2019-02-23 00:13:13,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress
190540016-Assignment Completed,190540016,2019-02-23 00:13:07,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
190532822-Service in Progress,190532822,2019-02-23 00:12:54,"7979 W GLENBROOK RD,MKE",4,CALL FOR POLICE,Service in Progress
190540005-Service in Progress,190540005,2019-02-23 00:11:59,"8003 W CONGRESS ST,MKE",7,THEFT,Service in Progress
190540014-Service in Progress,190540014,2019-02-23 00:11:47,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Service in Progress
190532805-Service in Progress,190532805,2019-02-23 00:11:05,"5000 W CHAMBERS ST,MKE",7,TRBL W/SUBJ,Service in Progress
190540009-Service in Progress,190540009,2019-02-23 00:10:29,"2041 W ATKINSON AV,MKE",5,TRBL W/SUBJ-DV,Service in Progress
190532809-Advised,190532809,2019-02-23 00:04:52,"4100 N 27TH ST,MKE",5,FAMILY TROUBL-DV,Advised
190532856-Unable to Locate Complainant,190532856,2019-02-23 00:00:41,"N 79TH ST / W COURTLAND AV,MKE",7,SHOTS FIRED,Unable to Locate Complainant
190532817-Unable to Locate Complainant,190532817,2019-02-22 23:50:26,"4673 N 49TH ST,MKE",7,CALL FOR POLICE,Unable to Locate Complainant
190532820-Advised,190532820,2019-02-22 23:46:08,"3346 N 27TH ST,MKE",5,BATTERY DV,Advised
190540029-Assignment Completed,190540029,2019-02-23 00:19:28,"369 E OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
190540027-Service in Progress,190540027,2019-02-23 00:18:56,"245 W LINCOLN AV,MKE",2,MED RUN,Service in Progress
190540025-Service in Progress,190540025,2019-02-23 00:17:56,"3907 N 27TH ST,MKE",5,SHOTS FIRED,Service in Progress
190540024-Advised,190540024,2019-02-23 00:16:31,"6529 W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Advised
190540039-Service in Progress,190540039,2019-02-23 00:24:47,"2333 N 49TH ST,MKE",3,RETURN STATION,Service in Progress
190540037-Assignment Completed,190540037,2019-02-23 00:24:12,"6011 W BRADLEY RD,MKE",4,BUSINESS CHECK,Assignment Completed
190540036-Assignment Completed,190540036,2019-02-23 00:23:42,3087 S KINNICKINNIC AV,6,BUSINESS CHECK,Assignment Completed
190540033-Advised,190540033,2019-02-23 00:21:53,"1300 W WINDLAKE AV,MKE",2,TRBL W/SUBJ,Advised
190540030-Advised,190540030,2019-02-23 00:21:22,"3006 W HIGHLAND BL,MKE",3,TRBL W/SUBJ,Advised
190540028-Service in Progress,190540028,2019-02-23 00:20:45,"6306 W LAKEFIELD DR,MKE",6,SUBJ WITH GUN,Service in Progress
190540025-Assignment Completed,190540025,2019-02-23 00:17:56,"3907 N 27TH ST,MKE",5,SHOTS FIRED,Assignment Completed
190532850-Advised/Referral,190532850,2019-02-23 00:03:54,"336 N 75TH ST,MKE",3,VIOL REST ORD-DV,Advised/Referral
190532799-To be Filed,190532799,2019-02-22 23:35:19,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,To be Filed
190540048-Service in Progress,190540048,2019-02-23 00:28:25,"245 W LINCOLN AV,MKE",2,ASSIGNMENT,Service in Progress
190540045-Advised,190540045,2019-02-23 00:27:42,"120 W RANDOLPH ST,MKE",5,TRAFFIC STOP,Advised
190540044-Assignment Completed,190540044,2019-02-23 00:26:57,"S 16TH ST / W OKLAHOMA AV,MKE",6,TRAFFIC HAZARD,Assignment Completed
190540032-Assignment Completed,190540032,2019-02-23 00:25:23,"10202 W FOUNTAIN AV,MKE",4,SUSP PERS/AUTO,Assignment Completed
190540015-Assignment Completed,190540015,2019-02-23 00:14:04,"4857 N 39TH ST,MKE",7,SHOTS FIRED,Assignment Completed
190540014-Assignment Completed,190540014,2019-02-23 00:11:47,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Assignment Completed
190540009-Unable to Locate Complainant,190540009,2019-02-23 00:10:29,"2041 W ATKINSON AV,MKE",5,TRBL W/SUBJ-DV,Unable to Locate Complainant
190532844-Assignment Completed,190532844,2019-02-23 00:07:58,"2830 N 35TH ST,MKE",7,ENTRY,Assignment Completed
190540002-Unable to Locate Complainant,190540002,2019-02-23 00:03:16,"2861 N 47TH ST,MKE",7,SHOTSPOTTER,Unable to Locate Complainant
190540059-Assignment Completed,190540059,2019-02-23 00:33:45,"N 13TH ST / W NASH ST,MKE",5,INVESTIGATION,Assignment Completed
190540058-Service in Progress,190540058,2019-02-23 00:33:42,"2911 W NORTH AV,MKE",3,TAVERN CHECK,Service in Progress
190540008-Service in Progress,190540008,2019-02-23 00:33:01,"2823 N 51ST ST,MKE",7,THEFT VEHICLE,Service in Progress
190540056-Assignment Completed,190540056,2019-02-23 00:32:40,"5602 W VLIET ST,MKE",3,BUSINESS CHECK,Assignment Completed
190540042-Service in Progress,190540042,2019-02-23 00:32:27,"904 W GREENFIELD AV,MKE",2,LOOSE ANIMAL,Service in Progress
190540054-Assignment Completed,190540054,2019-02-23 00:31:45,"1401 W MITCHELL ST,MKE",2,BUSINESS CHECK,Assignment Completed
190540051-Advised,190540051,2019-02-23 00:30:29,"2037 N PROSPECT AV,MKE",1,TRAFFIC STOP,Advised
190540025-Unable to Locate Complainant,190540025,2019-02-23 00:17:56,"3907 N 27TH ST,MKE",5,SHOTS FIRED,Unable to Locate Complainant
190532822-Unable to Locate Complainant,190532822,2019-02-23 00:12:54,"7979 W GLENBROOK RD,MKE",4,CALL FOR POLICE,Unable to Locate Complainant
190532844-Unable to Locate Complainant,190532844,2019-02-23 00:07:58,"2830 N 35TH ST,MKE",7,ENTRY,Unable to Locate Complainant
190532855-To be Filed,190532855,2019-02-23 00:05:18,"740 N 25TH ST,MKE",3,ENTRY AUTOS,To be Filed
190540072-Service in Progress,190540072,2019-02-23 00:39:21,"3006 S 27TH ST,MKE",6,RETURN STATION,Service in Progress
190540068-Service in Progress,190540068,2019-02-23 00:38:24,"700-BLK N JEFFERSON ST,MKE",1,PARK AND WALK,Service in Progress
190540067-Assignment Completed,190540067,2019-02-23 00:37:52,"5602 W VLIET ST,MKE",3,BUSINESS CHECK,Assignment Completed
190540066-Assignment Completed,190540066,2019-02-23 00:37:22,"2900 S SHORE DR,MKE",6,PATROL,Assignment Completed
190540064-Assignment Completed,190540064,2019-02-23 00:35:04,"N 29TH ST / W CHAMBERS ST,MKE",5,VEHICLE PURSUIT,Assignment Completed
