ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190013305-Service in Progress,190013305,2019-01-01 23:29:52,"2536 N 22ND ST,MKE",3,BATTERY,Service in Progress
190013298-Advised,190013298,2019-01-01 23:29:27,"4738 N 50TH ST,MKE",7,CALL FOR POLICE,Advised
190013307-Service in Progress,190013307,2019-01-01 23:28:58,"749 W STATE ST,MKE",1,THEFT VEHICLE,Service in Progress
190013250-Unable to Locate Complainant,190013250,2019-01-01 23:25:09,"3765 N 13TH ST,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
190013267-Advised/Referral,190013267,2019-01-01 23:21:47,"2556 N BOOTH ST,MKE",5,TRBL W/SUBJ,Advised/Referral
190013299-Advised,190013299,2019-01-01 23:21:28,"1335 W OKLAHOMA AV,MKE",6,TRAFFIC STOP,Advised
190013282-Assignment Completed,190013282,2019-01-01 23:14:59,"9091 N 76TH ST,MKE",4,INVESTIGATION,Assignment Completed
190013221-Assignment Completed,190013221,2019-01-01 22:35:13,"3006 S 27TH ST,MKE",6,POLICE ADMIN,Assignment Completed
190013293-Unable to Locate Complainant,190013293,2019-01-01 23:34:03,"6865 N 41ST ST,MKE",4,CALL FOR POLICE,Unable to Locate Complainant
190013314-Assignment Completed,190013314,2019-01-01 23:33:53,"W CUSTER AV / N 60TH ST,MKE",4,SHOTS FIRED,Assignment Completed
190013313-Service in Progress,190013313,2019-01-01 23:32:48,"7600 W OKLAHOMA AV,WA",6,TRAFFIC STOP,Service in Progress
190013306-Advised/Referral,190013306,2019-01-01 23:32:45,"3032 W PIERCE ST,MKE",2,FIGHT,Advised/Referral
190013309-Advised,190013309,2019-01-01 23:31:45,"1720 W ATKINSON AV,MKE",5,CALL FOR POLICE,Advised
190013277-Service in Progress,190013277,2019-01-01 23:31:34,"10615 W HAMPTON AV,MKE",4,TRBL W/SUBJ,Service in Progress
190013288-Service in Progress,190013288,2019-01-01 23:31:12,"6537 N BEALE ST,MKE",4,TRBL W/SUBJ-DV,Service in Progress
190013303-Advised,190013303,2019-01-01 23:31:00,"138 BROOKSIDE VILLAGE, COWAN TX",2,ADDL INFO,Advised
