ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182682923-Assignment Completed,182682923,2018-09-25 23:29:23,"S 5TH ST / S CHASE AV,MKE",2,INVESTIGATION,Assignment Completed
182682922-Assignment Completed,182682922,2018-09-25 23:28:05,"4398 N 27TH ST,MKE",5,BUSINESS CHECK,Assignment Completed
182682917-Assignment Completed,182682917,2018-09-25 23:23:37,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
182682810-Advised/Referral,182682810,2018-09-25 23:11:01,"3313 N 9TH ST,MKE",5,PROPERTY DAMAGE,Advised/Referral
182682847-Advised/Referral,182682847,2018-09-25 22:45:53,"2830 W VIENNA AV,MKE",5,BATTERY DV,Advised/Referral
182682844-To be Filed,182682844,2018-09-25 22:45:49,"1234 N 29TH ST,MKE",3,BATTERY DV,To be Filed
182682908-Service in Progress,182682908,2018-09-25 23:34:35,"N 39TH ST / W LANCASTER AV,MKE",7,SUSP PERS/AUTO,Service in Progress
182682929-Assignment Completed,182682929,2018-09-25 23:33:42,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
182682918-Unable to Locate Complainant,182682918,2018-09-25 23:32:20,"N 51ST BL / W NASH ST,MKE",7,SUSP PERS/AUTO,Unable to Locate Complainant
182682928-Assignment Completed,182682928,2018-09-25 23:32:04,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
182682771-Advised,182682771,2018-09-25 23:31:51,"1959 S 11TH ST,MKE",2,FAMILY TROUBLE,Advised
182682909-Assignment Completed,182682909,2018-09-25 23:31:25,"S CHASE AV / E WARNIMONT AV,MKE",6,TRAFFIC HAZARD,Assignment Completed
182682896-Assignment Completed,182682896,2018-09-25 23:06:55,"1222 W MORGAN AV,MKE",6,TRAFFIC HAZARD,Assignment Completed
182682851-City Citation(s) Issued,182682851,2018-09-25 23:04:01,"2312 W COLLEGE AV,MKE",6,PROPERTY DAMAGE,City Citation(s) Issued
182682931-Service in Progress,182682931,2018-09-25 23:39:57,"749 W STATE ST,MKE",1,MED RUN,Service in Progress
182682932-Assignment Completed,182682932,2018-09-25 23:36:19,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
182682927-Service in Progress,182682927,2018-09-25 23:35:02,"3264 S 27TH ST,MKE",6,SUBJ WITH WEAPON,Service in Progress
182682939-Service in Progress,182682939,2018-09-25 23:44:13,"3400 N 14TH ST,MKE",5,BATTERY,Service in Progress
182682942-Assignment Completed,182682942,2018-09-25 23:43:29,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
182682915-Service in Progress,182682915,2018-09-25 23:43:22,"N 12TH ST / W MC KINLEY AV,MKE",3,WELFARE CITIZEN,Service in Progress
182682940-Service in Progress,182682940,2018-09-25 23:43:14,"704 W NATIONAL AV,MKE",2,ENTRY,Service in Progress
182682941-Assignment Completed,182682941,2018-09-25 23:43:05,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
182682861-Unable to Locate Complainant,182682861,2018-09-25 23:41:58,"440 S 70TH ST,MKE",3,NOISE NUISANCE,Unable to Locate Complainant
182682954-Service in Progress,182682954,2018-09-25 23:49:56,"3626 W FOND DU LAC AV,MKE",7,PROPERTY PICKUP,Service in Progress
182682952-Assignment Completed,182682952,2018-09-25 23:49:10,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
182682951-Assignment Completed,182682951,2018-09-25 23:48:54,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
182682944-Unable to Locate Complainant,182682944,2018-09-25 23:47:22,"1017 W SCOTT ST,MKE",2,SUSP PERS/AUTO,Unable to Locate Complainant
182682945-Service in Progress,182682945,2018-09-25 23:47:11,"N 26TH ST / W HADLEY ST,MKE",5,SHOTS FIRED,Service in Progress
182682947-Assignment Completed,182682947,2018-09-25 23:47:03,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
182682943-Service in Progress,182682943,2018-09-25 23:45:06,"5036 N 70TH ST,MKE",7,SUBJ WITH GUN,Service in Progress
182682946-Service in Progress,182682946,2018-09-25 23:54:17,"2436 N 16TH ST,MKE",3,SHOTS FIRED,Service in Progress
182682855-Service in Progress,182682855,2018-09-25 23:52:30,"3900 N PALMER ST,MKE",5,THEFT,Service in Progress
182682924-Service in Progress,182682924,2018-09-25 23:51:52,"3617 N 2ND ST,MKE",5,TRBL W/SUBJ-DV,Service in Progress
182682957-Assignment Completed,182682957,2018-09-25 23:50:46,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
