ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
191102716-Service in Progress,191102716,2019-04-20 23:29:18,"5734 N 76TH ST,MKE",4,BATTERY,Service in Progress
191102717-Service in Progress,191102717,2019-04-20 23:28:01,"700-BLK N MILWAUKEE ST,MKE",1,PARK AND WALK,Service in Progress
191102556-Service in Progress,191102556,2019-04-20 23:27:51,"2031 S 33RD ST,MKE",2,BATTERY,Service in Progress
191102560-Assignment Completed,191102560,2019-04-20 23:26:41,"3319 W SCOTT ST,MKE",2,NOISE NUISANCE,Assignment Completed
191102715-Assignment Completed,191102715,2019-04-20 23:26:36,"110 E LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
191102712-Assignment Completed,191102712,2019-04-20 23:26:33,"N BOOTH ST / E CENTER ST,MKE",5,PARK AND WALK,Assignment Completed
191102702-Advised,191102702,2019-04-20 23:25:51,"1805 S 25TH ST,MKE",2,INJ PERSON/SICK,Advised
191102701-Assignment Completed,191102701,2019-04-20 23:21:45,"4800 W WRIGHT ST,MKE",3,INVESTIGATION,Assignment Completed
191102690-Advised,191102690,2019-04-20 23:16:15,"S 8TH ST / W ROGERS ST,MKE",2,SUSP PERS/AUTO,Advised
191102691-Assignment Completed,191102691,2019-04-20 23:15:30,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
191102662-Advised,191102662,2019-04-20 23:06:32,"5291 S 13TH ST,MKE",6,NOISE NUISANCE,Advised
191102647-Advised,191102647,2019-04-20 23:05:29,"4155 S 51ST ST,MKE",6,CALL FOR POLICE,Advised
191102670-Assignment Completed,191102670,2019-04-20 23:05:17,"3215 N MARTIN L KING JR DR,MKE",5,TRAFFIC STOP,Assignment Completed
191102655-Assignment Completed,191102655,2019-04-20 22:59:49,"2920 N VEL R PHILLIPS AV,MKE",5,FOLLOW UP,Assignment Completed
191102640-Advised,191102640,2019-04-20 22:56:02,"5670 N 61ST ST,MKE",4,LOST CHILD,Advised
191102609-Unable to Locate Complainant,191102609,2019-04-20 22:44:04,"3355 S 27TH ST,MKE",6,THEFT,Unable to Locate Complainant
191102590-To be Filed,191102590,2019-04-20 22:32:59,"N 21ST ST / W GARFIELD AV,MKE",3,VEHICLE PURSUIT,To be Filed
191102695-Service in Progress,191102695,2019-04-20 23:33:16,"2594 N STOWELL AV,MKE",1,WELFARE CITIZEN,Service in Progress
191102725-Assignment Completed,191102725,2019-04-20 23:33:03,"5100 W WISCONSIN AV,MKE",3,PATROL,Assignment Completed
191102694-Service in Progress,191102694,2019-04-20 23:32:20,"1721 W CANAL ST,MKE",3,ACC PDO,Service in Progress
191102718-Unable to Locate Complainant,191102718,2019-04-20 23:31:19,"S 33RD ST / W MADISON ST,MKE",2,SHOTS FIRED,Unable to Locate Complainant
191102720-Assignment Completed,191102720,2019-04-20 23:30:09,"5400 N 51ST BL,MKE",4,PATROL,Assignment Completed
191102740-To be Filed,191102740,2019-04-20 23:38:43,"3200 W HIGHLAND BL,MKE",3,PATROL,To be Filed
191102739-Advised,191102739,2019-04-20 23:38:39,"1551 W ATKINSON AV,MKE",5,TRAFFIC STOP,Advised
191102699-Service in Progress,191102699,2019-04-20 23:38:29,"E BRADY ST / N FARWELL AV,MKE",1,WELFARE CITIZEN,Service in Progress
191102721-Advised,191102721,2019-04-20 23:37:16,"2707 W BURLEIGH ST,MKE",5,TRBL W/SUBJ,Advised
191102733-Advised,191102733,2019-04-20 23:37:00,"3226 S 56TH ST,MKE",6,SUSP PERS/AUTO,Advised
191102703-Service in Progress,191102703,2019-04-20 23:36:47,"1545 N 29TH ST,MKE",3,TRBL W/SUBJ,Service in Progress
191102736-Service in Progress,191102736,2019-04-20 23:36:28,"N 51ST ST / W GREEN TREE RD,MKE",4,INVESTIGATION,Service in Progress
191102735-Assignment Completed,191102735,2019-04-20 23:36:16,"1575 W OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
191102734-Assignment Completed,191102734,2019-04-20 23:36:13,"2920 N VEL R PHILLIPS AV,MKE",5,ASSIGN-ADMN MPD,Assignment Completed
191102729-Service in Progress,191102729,2019-04-20 23:36:02,"11400-BLK W PARK PL,MKE",4,RECKLESS VEHICLE,Service in Progress
191102730-Assignment Completed,191102730,2019-04-20 23:35:22,"3000 S 68TH ST,MKE",6,TRAFFIC LASER,Assignment Completed
191102753-Service in Progress,191102753,2019-04-20 23:44:26,"4208 W AUER AV,MKE",7,THREAT,Service in Progress
191102751-Assignment Completed,191102751,2019-04-20 23:43:57,"1801 W OKLAHOMA AV,MKE",6,FIGHT,Assignment Completed
191102757-Assignment Completed,191102757,2019-04-20 23:43:56,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
191102741-Service in Progress,191102741,2019-04-20 23:43:10,"3136 N 35TH ST,MKE",7,BATTERY,Service in Progress
191102745-Advised,191102745,2019-04-20 23:43:05,"N 12TH ST / W CONCORDIA AV,MKE",5,WELFARE CITIZEN,Advised
191102754-Service in Progress,191102754,2019-04-20 23:42:53,"1100-BLK N OLD WORLD THIRD ST,MKE",1,PARK AND WALK,Service in Progress
