ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183052811-Advised,183052811,2018-11-01 23:29:18,"920 W NORTH AV,MKE",3,SUBJ STOP,Advised
183052696-Unable to Locate Complainant,183052696,2018-11-01 23:28:46,"3617 N 76TH ST,MKE",7,ENTRY,Unable to Locate Complainant
183052809-Service in Progress,183052809,2018-11-01 23:27:51,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Service in Progress
183052808-Assignment Completed,183052808,2018-11-01 23:27:11,"N 49TH ST / W CENTER ST,MKE",3,INVESTIGATION,Assignment Completed
183052806-Service in Progress,183052806,2018-11-01 23:26:24,"1902 S 35TH ST,MKE",2,SHOOTING,Service in Progress
183052807-Assignment Completed,183052807,2018-11-01 23:26:07,"1605 W OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
183052796-Assignment Completed,183052796,2018-11-01 23:34:22,"2357 S 12TH ST,MKE",2,PROPERTY DAMAGE,Assignment Completed
183052820-Assignment Completed,183052820,2018-11-01 23:34:02,"10500 W STARK ST,MKE",4,PATROL,Assignment Completed
183052757-Unable to Locate Complainant,183052757,2018-11-01 23:33:33,"N 22ND ST / W CHAMBERS ST,MKE",5,ACC PDO,Unable to Locate Complainant
183052797-Service in Progress,183052797,2018-11-01 23:32:37,"2520 W MINERAL ST,MKE",2,NOISE NUISANCE,Service in Progress
183052815-Advised,183052815,2018-11-01 23:31:25,"6612 W FLORIST AV,MKE",4,TRAFFIC STOP,Advised
183052814-Assignment Completed,183052814,2018-11-01 23:31:02,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
183052812-Service in Progress,183052812,2018-11-01 23:30:51,"2920 N VEL R PHILLIPS AV,MKE",5,PRISONER TRANS,Service in Progress
183052810-Service in Progress,183052810,2018-11-01 23:30:05,"2129 W GALENA ST,MKE",3,BATTERY DV,Service in Progress
183052809-Assignment Completed,183052809,2018-11-01 23:27:51,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183052795-To be Filed,183052795,2018-11-01 23:16:39,"N 64TH ST / W FLORIST AV,MKE",4,VEHICLE PURSUIT,To be Filed
183052734-To be Filed,183052734,2018-11-01 23:14:26,"6180 N 64TH ST,MKE",4,PROPERTY DAMAGE,To be Filed
