ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190822782-Assignment Completed,190822782,2019-03-23 23:29:44,"5400 W MEINECKE AV,MKE",3,INVESTIGATION,Assignment Completed
190822779-Assignment Completed,190822779,2019-03-23 23:28:48,"369 E OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
190822777-Assignment Completed,190822777,2019-03-23 23:28:34,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190822738-Service in Progress,190822738,2019-03-23 23:26:16,"2604 W CAPITOL DR,MKE",5,WELFARE CITIZEN,Service in Progress
190822754-Advised,190822754,2019-03-23 23:21:02,"3121 S 7TH ST,MKE",6,SUSP PERS/AUTO,Advised
190822758-Advised,190822758,2019-03-23 23:20:39,"813 S 18TH ST,MKE",2,TRAFFIC STOP,Advised
190822745-To be Filed,190822745,2019-03-23 23:14:08,"749 W STATE ST,MKE",1,REPORTS,To be Filed
190822741-Advised,190822741,2019-03-23 23:12:45,"245 W LINCOLN AV,MKE",2,ASSIGN ADMN MPD,Advised
190822695-Advised/Referral,190822695,2019-03-23 22:58:36,"581 S OAK PARK CT,MKE",3,ROBBERY ST ARM,Advised/Referral
190822701-Advised/Referral,190822701,2019-03-23 22:57:25,"4441 N 57TH ST,MKE",7,SUBJ WITH GUN,Advised/Referral
190822694-Assignment Completed,190822694,2019-03-23 22:54:25,"245 W LINCOLN AV,MKE",2,ASSIGN ADMN MPD,Assignment Completed
190822693-Assignment Completed,190822693,2019-03-23 22:53:05,"2600 W ST PAUL AV,MKE",3,PARK AND WALK,Assignment Completed
190822673-Open Investigation,190822673,2019-03-23 22:49:21,"N 8TH ST / W CENTER ST,MKE",5,ACC PDO,Open Investigation
190822781-Service in Progress,190822781,2019-03-23 23:32:05,"2594 N CRAMER ST,MKE",1,SUBJ WITH GUN,Service in Progress
190822784-Assignment Completed,190822784,2019-03-23 23:31:54,"N GREEN BAY AV / W OLIVE ST,MKE",5,INVESTIGATION,Assignment Completed
190822783-Service in Progress,190822783,2019-03-23 23:31:49,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Service in Progress
190822661-Service in Progress,190822661,2019-03-23 23:31:15,"2934 N 46TH ST,MKE",7,NOISE NUISANCE,Service in Progress
190822721-Advised,190822721,2019-03-23 23:11:28,"2553 N 20TH ST,MKE",3,TRBL W/SUBJ-DV,Advised
190822698-Unable to Locate Complainant,190822698,2019-03-23 23:06:21,"5714 N 40TH ST,MKE",4,SUSP PERS/AUTO,Unable to Locate Complainant
190822794-Service in Progress,190822794,2019-03-23 23:39:51,"6680 N TEUTONIA AV,MKE",4,SPECIAL ASSIGN,Service in Progress
190822791-Service in Progress,190822791,2019-03-23 23:39:09,1000 OLD WORLD THIRD**CODE RED**,1,PARK AND WALK,Service in Progress
190822788-Service in Progress,190822788,2019-03-23 23:36:32,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Service in Progress
190822615-Advised,190822615,2019-03-23 23:35:28,"4626 W HALE PL,MKE",7,NOISE NUISANCE,Advised
