ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
191282711-Assignment Completed,191282711,2019-05-08 23:28:19,"N 27TH ST / W CAPITOL DR,MKE",5,ACC PDO,Assignment Completed
191282708-Assignment Completed,191282708,2019-05-08 23:27:32,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
191282707-Service in Progress,191282707,2019-05-08 23:26:58,"749 W STATE ST,MKE",1,INVESTIGATION,Service in Progress
191282705-Assignment Completed,191282705,2019-05-08 23:25:54,"N 27TH ST / W VIENNA AV,MKE",5,PATROL,Assignment Completed
191282697-Assignment Completed,191282697,2019-05-08 23:21:40,"600 E GREENFIELD AV,MKE",2,BUSINESS CHECK,Assignment Completed
191282682-Assignment Completed,191282682,2019-05-08 23:14:31,"N OLD WORLD THIRD ST / W HIGHLAND AV,MKE",1,PARK AND WALK,Assignment Completed
191282675-City Citation(s) Issued,191282675,2019-05-08 23:11:07,"2510 N HUMBOLDT BL,MKE",5,TRAFFIC STOP,City Citation(s) Issued
191282671-Unable to Locate Complainant,191282671,2019-05-08 23:09:53,"N 74TH ST / W MT VERNON AV,MKE",3,SUSP PERS/AUTO,Unable to Locate Complainant
191282641-Assignment Completed,191282641,2019-05-08 22:56:00,"2700 W TOWNSEND ST,MKE",5,INVESTIGATION,Assignment Completed
191282725-Assignment Completed,191282725,2019-05-08 23:34:02,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
191282724-Service in Progress,191282724,2019-05-08 23:33:05,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
191282687-Service in Progress,191282687,2019-05-08 23:32:21,"333 W KILBOURN AV,MKE",1,THEFT,Service in Progress
191282721-Assignment Completed,191282721,2019-05-08 23:31:54,"749 W STATE ST,MKE",1,ASSIGN-ADMN MPD,Assignment Completed
191282720-Service in Progress,191282720,2019-05-08 23:31:51,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress
191282718-Assignment Completed,191282718,2019-05-08 23:30:52,3109 W KINNICKINNIC AVE,6,BUSINESS CHECK,Assignment Completed
191282717-Assignment Completed,191282717,2019-05-08 23:30:32,"700 E JONES ST,MKE",2,BUSINESS CHECK,Assignment Completed
191282716-To be Filed,191282716,2019-05-08 23:30:08,"N 99TH ST / W GREENWOOD TR,MKE",4,ACC PDO,To be Filed
191282714-Assignment Completed,191282714,2019-05-08 23:30:01,"245 W LINCOLN AV,MKE",2,REPORTS,Assignment Completed
191282696-Advised,191282696,2019-05-08 23:22:17,"2629 N 41ST ST,MKE",3,CALL FOR POLICE,Advised
191282737-Assignment Completed,191282737,2019-05-08 23:38:57,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
191282730-Service in Progress,191282730,2019-05-08 23:37:46,"2925 N 12TH ST,MKE",5,BATTERY DV,Service in Progress
191282726-Unable to Locate Complainant,191282726,2019-05-08 23:36:24,"W LISBON AV / W CAPITOL DR,MKE",7,WELFARE CITIZEN,Unable to Locate Complainant
191282731-Assignment Completed,191282731,2019-05-08 23:36:11,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
191282729-Service in Progress,191282729,2019-05-08 23:35:44,"749 W STATE ST,MKE",1,PRISONER TRANS,Service in Progress
191282728-Assignment Completed,191282728,2019-05-08 23:35:27,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
191282724-Assignment Completed,191282724,2019-05-08 23:33:05,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
191282720-Assignment Completed,191282720,2019-05-08 23:31:51,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
191282540-Advised/Referral,191282540,2019-05-08 23:24:52,"5517 N HOPKINS ST,MKE",4,VIOL REST ORDER,Advised/Referral
191282662-Advised,191282662,2019-05-08 23:07:00,"800 W JUNEAU AV,MKE",1,TRBL W/SUBJ,Advised
191282592-Assignment Completed,191282592,2019-05-08 22:48:03,"5859 N 40TH ST,MKE",4,CALL FOR POLICE,Assignment Completed
191282746-Advised,191282746,2019-05-08 23:44:45,"N 46TH ST / W HOYT PL,MKE",7,TRAFFIC STOP,Advised
191282742-Assignment Completed,191282742,2019-05-08 23:43:32,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
191282338-Service in Progress,191282338,2019-05-08 23:41:53,"3927 N 58TH ST,MKE",7,SUBJ WANTED,Service in Progress
191282740-Assignment Completed,191282740,2019-05-08 23:41:32,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
191282605-Advised,191282605,2019-05-08 23:40:39,"N 24TH ST / W WELLS ST,MKE",3,ENTRY TO AUTO,Advised
191282752-Assignment Completed,191282752,2019-05-08 23:48:47,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
191282748-Service in Progress,191282748,2019-05-08 23:47:10,"3226 N 24TH ST,MKE",5,INJ PERSON/SICK,Service in Progress
191282628-Service in Progress,191282628,2019-05-08 23:46:26,"1635 N WATER ST,MKE",1,ACC PDO,Service in Progress
191282749-Assignment Completed,191282749,2019-05-08 23:45:46,"3626 W FOND DU LAC AV,MKE",7,ASSIGN-ADMN MPD,Assignment Completed
191282745-Service in Progress,191282745,2019-05-08 23:45:23,"4852 N 60TH ST,MKE",7,BATTERY DV,Service in Progress
191282338-Unable to Locate Complainant,191282338,2019-05-08 23:41:53,"3927 N 58TH ST,MKE",7,SUBJ WANTED,Unable to Locate Complainant
191282676-Assignment Completed,191282676,2019-05-08 23:11:30,"N HAWLEY RD / W BLUE MOUND RD,MKE",3,ACC PI,Assignment Completed
191282761-Assignment Completed,191282761,2019-05-08 23:54:24,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
191282756-Assignment Completed,191282756,2019-05-08 23:53:39,"S 43RD ST / W FOREST HOME AV,MKE",6,ACC PI,Assignment Completed
191282758-Service in Progress,191282758,2019-05-08 23:52:57,"749 W STATE ST,MKE",1,INVESTIGATION,Service in Progress
191282739-Service in Progress,191282739,2019-05-08 23:52:40,"N 19TH PL / W ATKINSON AV,MKE",5,TRAFFIC HAZARD,Service in Progress
191282767-Service in Progress,191282767,2019-05-08 23:58:51,"5000 W CHAMBERS ST,MKE",7,SPECIAL ASSIGN,Service in Progress
191282710-Service in Progress,191282710,2019-05-08 23:57:21,"1222 N 35TH ST,MKE",3,SUSP PERS/AUTO,Service in Progress
191282735-Service in Progress,191282735,2019-05-08 23:57:10,"10831 W PARK PL,MKE",4,WELFARE CITIZEN,Service in Progress
191282677-Advised/Referral,191282677,2019-05-08 23:18:17,"2832 W CARMEN AV,MKE",4,VIOL REST ORDER,Advised/Referral
191290006-Service in Progress,191290006,2019-05-09 00:04:38,"2600 W CENTER ST,MKE",5,INVESTIGATION,Service in Progress
191282666-Service in Progress,191282666,2019-05-09 00:04:12,"N OLD WORLD THIRD ST / W MC KINLEY AV,MKE",1,ACC PDO,Service in Progress
191282503-Service in Progress,191282503,2019-05-09 00:09:50,"2458 W FOND DU LAC AV,MKE",3,SUBJ WANTED,Service in Progress
191282738-Service in Progress,191282738,2019-05-09 00:09:37,"3626 W FOND DU LAC AV,MKE",7,CONVEY PROPERTY,Service in Progress
191290010-Service in Progress,191290010,2019-05-09 00:09:08,"2348 N 54TH ST,MKE",3,VIOL REST ORDER,Service in Progress
191290011-Advised,191290011,2019-05-09 00:08:47,"N 36TH ST / W ROOSEVELT DR,MKE",7,TRAFFIC STOP,Advised
191290009-Service in Progress,191290009,2019-05-09 00:08:33,"5718 N 62ND ST,MKE",4,BATTERY DV,Service in Progress
191282770-Service in Progress,191282770,2019-05-09 00:08:27,"818 N 19TH ST,MKE",3,CALL FOR POLICE,Service in Progress
191282751-Service in Progress,191282751,2019-05-09 00:07:42,"2920 N VEL R PHILLIPS AV,MKE",5,CONVEY PROPERTY,Service in Progress
191282750-Service in Progress,191282750,2019-05-09 00:07:34,"4128 W BURLEIGH ST,MKE",7,TRBL W/SUBJ,Service in Progress
191282759-Service in Progress,191282759,2019-05-09 00:06:59,"2512 N 49TH ST,MKE",3,BATTERY DV,Service in Progress
191282669-Service in Progress,191282669,2019-05-09 00:06:46,"10207 W HAMPTON AV,MKE",4,FAMILY TROUBLE,Service in Progress
191282765-Service in Progress,191282765,2019-05-09 00:06:45,"N 60TH ST / W STARK ST,MKE",7,BATTERY,Service in Progress
191290008-Assignment Completed,191290008,2019-05-09 00:06:39,"6680 N TEUTONIA AV,MKE",4,RETURN STATION,Assignment Completed
191282694-Service in Progress,191282694,2019-05-09 00:05:58,"341 N 33RD ST,MKE",3,CALL FOR POLICE,Service in Progress
191290003-Service in Progress,191290003,2019-05-09 00:05:13,"5350 N LONG ISLAND DR,MKE",4,FIGHT,Service in Progress
191282741-Advised,191282741,2019-05-09 00:05:01,"4227 W LINCOLN AV,MKE",2,THREAT,Advised
191290004-Service in Progress,191290004,2019-05-09 00:14:18,"3401 N 1ST ST,MKE",5,CHILD CUSTODY,Service in Progress
191290018-Service in Progress,191290018,2019-05-09 00:14:14,"2412 N 5TH ST,MKE",5,SUBJ WITH GUN,Service in Progress
191290005-Service in Progress,191290005,2019-05-09 00:13:34,"2260 W ALVINA AV,MKE",6,THREAT,Service in Progress
