ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183162694-Assignment Completed,183162694,2018-11-12 23:28:05,"245 W LINCOLN AV,MKE",2,REPORTS,Assignment Completed
183162690-City Citation(s) Issued,183162690,2018-11-12 23:26:41,"3911 S 6TH ST,MKE",6,TRAFFIC STOP,City Citation(s) Issued
183162689-Assignment Completed,183162689,2018-11-12 23:26:25,"2920 N VEL R PHILLIPS AV,MKE",5,POLICE ADMIN,Assignment Completed
183162687-Assignment Completed,183162687,2018-11-12 23:25:20,"1030 E NORTH AV,MKE",5,BUSINESS CHECK,Assignment Completed
183162686-Assignment Completed,183162686,2018-11-12 23:24:53,"709 E CAPITOL DR,MKE",5,BUSINESS CHECK,Assignment Completed
183162678-Assignment Completed,183162678,2018-11-12 23:17:51,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Assignment Completed
183162675-Unable to Locate Complainant,183162675,2018-11-12 23:17:36,"2064 S 13TH ST,MKE",2,SHOTS FIRED,Unable to Locate Complainant
183162669-Assignment Completed,183162669,2018-11-12 23:14:20,"7600 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
183162666-Advised,183162666,2018-11-12 23:13:18,"2271 N 29TH ST,MKE",3,TRAFFIC STOP,Advised
183162649-Advised,183162649,2018-11-12 23:05:21,"2500-BLK N 47TH ST,MKE",3,SUSP PERS/AUTO,Advised
183162606-Assignment Completed,183162606,2018-11-12 22:42:28,"N 27TH ST / W LISBON AV,MKE",3,INVESTIGATION,Assignment Completed
183162707-Assignment Completed,183162707,2018-11-12 23:34:54,"7512 W APPLETON AV,MKE",7,BUSINESS CHECK,Assignment Completed
183162700-Unable to Locate Complainant,183162700,2018-11-12 23:34:24,"N WATER ST / E WISCONSIN AV,MKE",1,IND EXPOSURE,Unable to Locate Complainant
183162706-Service in Progress,183162706,2018-11-12 23:34:09,"2409 S 16TH ST,MKE",2,SUBJ STOP,Service in Progress
183162705-Advised,183162705,2018-11-12 23:33:44,"1544 W LINCOLN AV,MKE",2,TRAFFIC STOP,Advised
