ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183132639-Service in Progress,183132639,2018-11-09 23:28:18,"N WATER ST / E JUNEAU AV,MKE",1,SPECIAL ASSIGN,Service in Progress
183132638-Assignment Completed,183132638,2018-11-09 23:27:43,"830 N 15TH ST,MKE",3,FIRE,Assignment Completed
183132637-Assignment Completed,183132637,2018-11-09 23:27:10,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
183132635-Service in Progress,183132635,2018-11-09 23:26:37,"749 W STATE ST,MKE",1,RETURN STATION,Service in Progress
183132631-Service in Progress,183132631,2018-11-09 23:25:45,"5318 W LOCUST ST,MKE",7,BATTERY CUT-DV,Service in Progress
183132619-Service in Progress,183132619,2018-11-09 23:31:03,"1028 E JUNEAU AV,MKE",1,WELFARE CITIZEN,Service in Progress
183132635-Assignment Completed,183132635,2018-11-09 23:26:37,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
183132631-Advised/Referral,183132631,2018-11-09 23:25:45,"5318 W LOCUST ST,MKE",7,BATTERY CUT-DV,Advised/Referral
183132630-Assignment Completed,183132630,2018-11-09 23:24:58,"N 13TH ST / W JUNEAU AV,MKE",3,MEET GOVT AGENCY,Assignment Completed
183132588-To be Filed,183132588,2018-11-09 23:02:26,"3480 S 19TH ST,MKE",6,TRAFFIC STOP,To be Filed
183132577-To be Filed,183132577,2018-11-09 22:58:45,"2920 N VEL R PHILLIPS AV,MKE",5,FOLLOW UP,To be Filed
183132656-Advised,183132656,2018-11-09 23:39:55,"2458 S 12TH ST,MKE",2,911 ABUSE CONFIR,Advised
183132650-Service in Progress,183132650,2018-11-09 23:38:58,"1420 N 54TH ST,MKE",3,SUSP PERS/AUTO,Service in Progress
183132652-Assignment Completed,183132652,2018-11-09 23:38:40,"2430 S 5TH PL,MKE",2,ASSIGNMENT,Assignment Completed
183132654-Service in Progress,183132654,2018-11-09 23:38:05,"845 N 26TH ST,MKE",3,ENTRY,Service in Progress
183132655-Advised,183132655,2018-11-09 23:36:49,"S 9TH PL / W LINCOLN AV,MKE",2,TRAFFIC STOP,Advised
183132653-To be Filed,183132653,2018-11-09 23:36:22,"749 W STATE ST,MKE",1,REPORTS,To be Filed
183132648-Service in Progress,183132648,2018-11-09 23:44:50,"715 N MILWAUKEE ST,MKE",1,NOISE NUISANCE,Service in Progress
183132662-Service in Progress,183132662,2018-11-09 23:44:27,"4633 N 52ND ST,MKE",7,SUBJ WITH GUN,Service in Progress
183132457-Service in Progress,183132457,2018-11-09 23:44:16,"8620 W GRANTOSA DR,MKE",7,PROPERTY DAMAGE,Service in Progress
183132663-Service in Progress,183132663,2018-11-09 23:43:59,"224 W WASHINGTON ST,MKE",2,BATTERY DV,Service in Progress
183132665-To be Filed,183132665,2018-11-09 23:43:16,"2246 N 22ND ST,MKE",3,INVESTIGATION,To be Filed
183132664-Service in Progress,183132664,2018-11-09 23:42:50,"3500 S HOWELL AV,MKE",6,CITIZEN CONVEY,Service in Progress
183132588-Cleared by Arrest,183132588,2018-11-09 23:02:26,"3480 S 19TH ST,MKE",6,TRAFFIC STOP,Cleared by Arrest
183132680-Assignment Completed,183132680,2018-11-09 23:49:50,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183132678-Service in Progress,183132678,2018-11-09 23:49:17,"2600 W TOWNSEND ST,MKE",5,INVESTIGATION,Service in Progress
183132670-Service in Progress,183132670,2018-11-09 23:49:00,"2428 W ROOSEVELT DR,MKE",5,BATTERY DV,Service in Progress
183132676-Assignment Completed,183132676,2018-11-09 23:48:42,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183132657-Service in Progress,183132657,2018-11-09 23:46:24,"2573 N 40TH ST,MKE",3,BATTERY,Service in Progress
183132614-Service in Progress,183132614,2018-11-09 23:45:36,"1800 N HUBBARD ST,MKE",5,PARKING TROUBLE,Service in Progress
183132528-Advised/Referral,183132528,2018-11-09 23:00:05,"1002 W NORTH AV,MKE",3,ENTRY,Advised/Referral
183132693-Assignment Completed,183132693,2018-11-09 23:54:15,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
183132687-Assignment Completed,183132687,2018-11-09 23:52:24,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
183132669-Service in Progress,183132669,2018-11-09 23:52:17,"2351 N SHERMAN BL,MKE",3,FIGHT,Service in Progress
183132685-Assignment Completed,183132685,2018-11-09 23:52:05,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
183132683-Assignment Completed,183132683,2018-11-09 23:50:23,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
183132603-Service in Progress,183132603,2018-11-09 23:50:11,"3611 N 76TH ST,MKE",7,TRBL W/SUBJ,Service in Progress
183132648-Advised,183132648,2018-11-09 23:44:50,"715 N MILWAUKEE ST,MKE",1,NOISE NUISANCE,Advised
183132540-Advised,183132540,2018-11-09 23:59:15,"N 92ND ST / W BURLEIGH ST,MKE",7,ACC PDO,Advised
183132694-Service in Progress,183132694,2018-11-09 23:57:59,"1827 N FARWELL AV,MKE",1,SPECIAL ASSIGN,Service in Progress
183132686-Service in Progress,183132686,2018-11-09 23:55:59,"2748 S DELAWARE AV,MKE",6,VIOL REST ORDER,Service in Progress
183132650-Unable to Locate Complainant,183132650,2018-11-09 23:38:58,"1420 N 54TH ST,MKE",3,SUSP PERS/AUTO,Unable to Locate Complainant
183132654-To be Filed,183132654,2018-11-09 23:38:05,"845 N 26TH ST,MKE",3,ENTRY,To be Filed
183132622-Assignment Completed,183132622,2018-11-09 23:20:31,"2920 N VEL R PHILLIPS AV,MKE",5,POLICE ADMIN,Assignment Completed
183140002-Advised,183140002,2018-11-10 00:02:15,"165 E JUNEAU AV,MKE",1,TRBL W/SUBJ,Advised
183132657-Unable to Locate Complainant,183132657,2018-11-09 23:46:24,"2573 N 40TH ST,MKE",3,BATTERY,Unable to Locate Complainant
183132659-Service in Progress,183132659,2018-11-10 00:09:47,"3237 S 16TH ST,MKE",6,BATTERY,Service in Progress
183132555-Service in Progress,183132555,2018-11-10 00:08:12,"4534 N 39TH ST,MKE",7,PROPERTY DAMAGE,Service in Progress
183140005-Service in Progress,183140005,2018-11-10 00:06:43,"W LISBON AV / N 46TH ST,MKE",3,ACC PI,Service in Progress
183132698-Service in Progress,183132698,2018-11-10 00:05:52,"7934 N 64TH CT,MKE",4,PROPERTY DAM-DV,Service in Progress
183132644-Service in Progress,183132644,2018-11-10 00:05:04,"N 91ST ST / W GOOD HOPE RD,MKE",4,ACC UNKN INJ,Service in Progress
183132662-Advised/Referral,183132662,2018-11-09 23:44:27,"4633 N 52ND ST,MKE",7,PROPERTY DAMAGE,Advised/Referral
183140014-Service in Progress,183140014,2018-11-10 00:13:19,"2333 N 49TH ST,MKE",3,SPECIAL ASSIGN,Service in Progress
183132699-Service in Progress,183132699,2018-11-10 00:13:08,"N 27TH ST / W FOND DU LAC AV,MKE",3,ACC PDO,Service in Progress
183140013-Assignment Completed,183140013,2018-11-10 00:13:02,"5314 N TEUTONIA AV,MKE",4,ROBBERY ARMED,Assignment Completed
183132691-Service in Progress,183132691,2018-11-10 00:12:25,"1835 W MEINECKE AV,MKE",3,CALL FOR POLICE,Service in Progress
183140008-Service in Progress,183140008,2018-11-10 00:11:36,"305 N 29TH ST,MKE",3,BATTERY,Service in Progress
183132640-Service in Progress,183132640,2018-11-10 00:11:21,"3624 N 39TH ST,MKE",7,TRBL W/SUBJ,Service in Progress
183140009-Service in Progress,183140009,2018-11-10 00:11:12,"2548 S 6TH ST,MKE",2,PD/OTHER IN MKE,Service in Progress
183140010-Service in Progress,183140010,2018-11-10 00:10:56,"1032 E KNAPP ST,MKE",1,ENTRY,Service in Progress
183140003-Service in Progress,183140003,2018-11-10 00:10:31,"S 20TH ST / W NATIONAL AV,MKE",2,INJ PERSON/SICK,Service in Progress
183132574-Advised,183132574,2018-11-10 00:10:07,"2751 N 48TH ST,MKE",7,BATTERY,Advised
183140005-Assignment Completed,183140005,2018-11-10 00:06:43,"W LISBON AV / N 46TH ST,MKE",3,ACC PI,Assignment Completed
183132644-Unable to Locate Complainant,183132644,2018-11-10 00:05:04,"N 91ST ST / W GOOD HOPE RD,MKE",4,TRAFFIC HAZARD,Unable to Locate Complainant
183132686-Assignment Completed,183132686,2018-11-09 23:55:59,"2748 S DELAWARE AV,MKE",6,VIOL REST ORDER,Assignment Completed
183132678-Assignment Completed,183132678,2018-11-09 23:49:17,"2600 W TOWNSEND ST,MKE",5,INVESTIGATION,Assignment Completed
183132617-Assignment Completed,183132617,2018-11-09 23:21:36,"6409 N 73RD ST,MKE",4,RECK USE OF WEAP,Assignment Completed
183140022-Service in Progress,183140022,2018-11-10 00:19:47,"N 33RD ST / W AUER AV,MKE",7,PARK AND WALK,Service in Progress
183140019-Service in Progress,183140019,2018-11-10 00:18:19,"2301 W WISCONSIN AV,MKE",3,TAVERN CHECK,Service in Progress
183140018-Assignment Completed,183140018,2018-11-10 00:17:09,"6011 W BRADLEY RD,MKE",4,BUSINESS CHECK,Assignment Completed
183132670-Advised,183132670,2018-11-09 23:49:00,"2428 W ROOSEVELT DR,MKE",5,BATTERY DV,Advised
183132614-Assignment Completed,183132614,2018-11-09 23:45:36,"1800 N HUBBARD ST,MKE",5,PARKING TROUBLE,Assignment Completed
183140031-Assignment Completed,183140031,2018-11-10 00:23:27,"350 N PLANKINTON AV,MKE",1,BUSINESS CHECK,Assignment Completed
183140029-Service in Progress,183140029,2018-11-10 00:23:17,"2333 N 49TH ST,MKE",3,RETURN STATION,Service in Progress
183140026-Service in Progress,183140026,2018-11-10 00:22:30,"245 W LINCOLN AV,MKE",2,ASSIGNMENT,Service in Progress
183140024-Service in Progress,183140024,2018-11-10 00:21:42,"4479 N 36TH ST,MKE",7,SHOTSPOTTER,Service in Progress
183132604-Service in Progress,183132604,2018-11-10 00:21:33,"3036 N RICHARDS ST,MKE",5,SUBJ WANTED,Service in Progress
183132647-Service in Progress,183132647,2018-11-10 00:20:32,"575 W BECHER ST,MKE",2,STOLEN VEHICLE,Service in Progress
183140023-Service in Progress,183140023,2018-11-10 00:20:09,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Service in Progress
183140022-Assignment Completed,183140022,2018-11-10 00:19:47,"N 33RD ST / W AUER AV,MKE",7,PARK AND WALK,Assignment Completed
183140019-Assignment Completed,183140019,2018-11-10 00:18:19,"2301 W WISCONSIN AV,MKE",3,TAVERN CHECK,Assignment Completed
183132691-Unable to Locate Complainant,183132691,2018-11-10 00:12:25,"1835 W MEINECKE AV,MKE",3,CALL FOR POLICE,Unable to Locate Complainant
183132603-Advised,183132603,2018-11-09 23:50:11,"3611 N 76TH ST,MKE",7,TRBL W/SUBJ,Advised
183140036-Assignment Completed,183140036,2018-11-10 00:29:49,"165 E JUNEAU AV,MKE",1,TRBL W/SUBJ,Assignment Completed
183132677-Advised,183132677,2018-11-10 00:29:14,"555 S LAYTON BL,MKE",2,TRBL W/SUBJ,Advised
183140030-Advised,183140030,2018-11-10 00:26:59,"N 42ND ST / W SILVER SPRING DR,MKE",4,TRAFFIC HAZARD,Advised
183132673-Service in Progress,183132673,2018-11-10 00:26:23,"1230 E AUER AV,MKE",5,NOISE NUISANCE,Service in Progress
183140028-Service in Progress,183140028,2018-11-10 00:26:07,"2743 S 14TH ST,MKE",2,ENTRY AUTOS,Service in Progress
183132688-Service in Progress,183132688,2018-11-10 00:25:26,"1926 W ROGERS ST,MKE",2,TRBL W/SUBJ-DV,Service in Progress
183132555-Unable to Locate Complainant,183132555,2018-11-10 00:08:12,"4534 N 39TH ST,MKE",7,PROPERTY DAMAGE,Unable to Locate Complainant
183140043-Service in Progress,183140043,2018-11-10 00:33:48,"3400 S CHASE AV,MKE",6,PATROL,Service in Progress
183140041-Service in Progress,183140041,2018-11-10 00:33:05,"2333 N 49TH ST,MKE",3,REPORTS,Service in Progress
183140040-Service in Progress,183140040,2018-11-10 00:32:41,"5600 W CAPITOL DR,MKE",7,RETURN STATION,Service in Progress
183140039-Assignment Completed,183140039,2018-11-10 00:32:23,"1300 W COLLEGE AV,MKE",6,BUSINESS CHECK,Assignment Completed
183140037-Service in Progress,183140037,2018-11-10 00:30:19,"2333 N 49TH ST,MKE",3,RETURN STATION,Service in Progress
183132673-Advised,183132673,2018-11-10 00:26:23,"1230 E AUER AV,MKE",5,NOISE NUISANCE,Advised
183140024-Unable to Locate Complainant,183140024,2018-11-10 00:21:42,"4479 N 36TH ST,MKE",7,SHOTSPOTTER,Unable to Locate Complainant
183140023-To be Filed,183140023,2018-11-10 00:20:09,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,To be Filed
183140008-Assignment Completed,183140008,2018-11-10 00:11:36,"305 N 29TH ST,MKE",3,BATTERY,Assignment Completed
183132669-City Citation(s) Issued,183132669,2018-11-09 23:52:17,"2351 N SHERMAN BL,MKE",3,FIGHT,City Citation(s) Issued
183132605-Service in Progress,183132605,2018-11-10 00:38:04,"3079 N 40TH ST,MKE",7,NOISE NUISANCE,Service in Progress
183140046-Assignment Completed,183140046,2018-11-10 00:36:35,"3869 S 84TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
183140045-Service in Progress,183140045,2018-11-10 00:36:32,"1300 E BRADY ST,MKE",1,PARK AND WALK,Service in Progress
183140043-Assignment Completed,183140043,2018-11-10 00:33:48,"3400 S CHASE AV,MKE",6,PATROL,Assignment Completed
183132686-Advised/Referral,183132686,2018-11-09 23:55:59,"2748 S DELAWARE AV,MKE",6,VIOL REST ORDER,Advised/Referral
183140035-Service in Progress,183140035,2018-11-10 00:44:39,"6413 N 42ND ST,MKE",4,PROPERTY DAMAGE,Service in Progress
183140038-Service in Progress,183140038,2018-11-10 00:44:07,"5721 N 94TH ST,MKE",4,FAMILY TROUBLE,Service in Progress
183140054-Service in Progress,183140054,2018-11-10 00:43:15,2700 W TOWNSEND ST,5,INVESTIGATION,Service in Progress
183140052-Assignment Completed,183140052,2018-11-10 00:42:00,"11500 W GOOD HOPE RD,MKE",4,ACC UNKN INJ,Assignment Completed
183140047-Assignment Completed,183140047,2018-11-10 00:40:01,"N 79TH ST / W CALUMET RD,MKE",4,ACC PDO,Assignment Completed
183140040-Assignment Completed,183140040,2018-11-10 00:32:41,"5600 W CAPITOL DR,MKE",7,RETURN STATION,Assignment Completed
183132640-Advised,183132640,2018-11-10 00:11:21,"3624 N 39TH ST,MKE",7,TRBL W/SUBJ,Advised
183140009-Assignment Completed,183140009,2018-11-10 00:11:12,"2548 S 6TH ST,MKE",2,PD/OTHER IN MKE,Assignment Completed
183140010-Advised/Referral,183140010,2018-11-10 00:10:56,"1032 E KNAPP ST,MKE",1,ENTRY,Advised/Referral
183140059-Advised,183140059,2018-11-10 00:48:10,"2627 W CAPITOL DR,MKE",5,TRAFFIC STOP,Advised
183140058-Assignment Completed,183140058,2018-11-10 00:47:52,"545 W LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
183140055-Advised,183140055,2018-11-10 00:47:29,"W NATIONAL AV / S 23RD ST,MKE",2,SUBJ WITH GUN,Advised
183140053-Service in Progress,183140053,2018-11-10 00:46:41,"2500 W CENTER ST,MKE",5,TRBL W/SUBJ,Service in Progress
183140034-Service in Progress,183140034,2018-11-10 00:46:25,"2525 W LEGION ST,MKE",2,WELFARE CITIZEN,Service in Progress
183140056-Assignment Completed,183140056,2018-11-10 00:45:40,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
183140036-City Citation(s) Issued,183140036,2018-11-10 00:29:49,"165 E JUNEAU AV,MKE",1,TRBL W/SUBJ,City Citation(s) Issued
183140029-Assignment Completed,183140029,2018-11-10 00:23:17,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
183140014-Assignment Completed,183140014,2018-11-10 00:13:19,"2333 N 49TH ST,MKE",3,SPECIAL ASSIGN,Assignment Completed
183132690-Service in Progress,183132690,2018-11-10 00:54:32,"4140 N 50TH ST,MKE",7,TRBL W/SUBJ,Service in Progress
183140062-Advised,183140062,2018-11-10 00:54:20,"929 N ASTOR ST,MKE",1,SUSP PERS/AUTO,Advised
183140063-Service in Progress,183140063,2018-11-10 00:53:25,"3100 S 37TH ST,MKE",6,PATROL,Service in Progress
183140061-Service in Progress,183140061,2018-11-10 00:52:59,"2106 W WELLS ST,MKE",3,TAVERN CHECK,Service in Progress
183140060-Advised,183140060,2018-11-10 00:51:35,"4272 N TEUTONIA AV,MKE",5,TRAFFIC STOP,Advised
183140072-Service in Progress,183140072,2018-11-10 00:59:35,"3006 S 27TH ST,MKE",6,RETURN STATION,Service in Progress
183140071-Service in Progress,183140071,2018-11-10 00:59:32,"1624 W WELLS ST,MKE",3,BUSINESS CHECK,Service in Progress
183140067-Assignment Completed,183140067,2018-11-10 00:58:51,"4280 N 21ST ST,MKE",5,SUBJ WITH GUN,Assignment Completed
183140068-Service in Progress,183140068,2018-11-10 00:57:59,"191 N BROADWAY,MKE",1,VIOL REST ORD-DV,Service in Progress
183140066-Assignment Completed,183140066,2018-11-10 00:55:22,"4858 N 19TH ST,MKE",7,BUSINESS CHECK,Assignment Completed
183140057-Service in Progress,183140057,2018-11-10 00:55:14,"2947 N FREDERICK AV,MKE",1,NOISE NUISANCE,Service in Progress
183140037-Assignment Completed,183140037,2018-11-10 00:30:19,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
183132659-Advised/Referral,183132659,2018-11-10 00:09:47,"3237 S 16TH ST,MKE",6,BATTERY,Advised/Referral
183140057-Advised,183140057,2018-11-10 00:55:14,"2947 N FREDERICK AV,MKE",1,NOISE NUISANCE,Advised
183140063-Assignment Completed,183140063,2018-11-10 00:53:25,"3100 S 37TH ST,MKE",6,PATROL,Assignment Completed
183140061-Assignment Completed,183140061,2018-11-10 00:52:59,"2106 W WELLS ST,MKE",3,TAVERN CHECK,Assignment Completed
183140035-To be Filed,183140035,2018-11-10 00:44:39,"6415 N 42ND ST,MKE",4,PROPERTY DAMAGE,To be Filed
183140054-Assignment Completed,183140054,2018-11-10 00:43:15,"2700 W TOWNSEND ST,MKE",5,INVESTIGATION,Assignment Completed
183132604-Assignment Completed,183132604,2018-11-10 00:21:33,"3036 N RICHARDS ST,MKE",5,SUBJ WANTED,Assignment Completed
183132699-To be Filed,183132699,2018-11-10 00:13:08,"N 27TH ST / W FOND DU LAC AV,MKE",3,ACC PDO,To be Filed
183140007-Advised,183140007,2018-11-10 01:03:04,"808 N 24TH ST,MKE",3,NOISE NUISANCE,Advised
183140077-Advised,183140077,2018-11-10 01:02:33,"4023 N 48TH ST,MKE",7,TS TARGETED,Advised
183140067-Unable to Locate Complainant,183140067,2018-11-10 00:58:51,"4280 N 21ST ST,MKE",5,SUBJ WITH GUN,Unable to Locate Complainant
183140034-Advised,183140034,2018-11-10 00:46:25,"2525 W LEGION ST,MKE",2,WELFARE CITIZEN,Advised
183132605-City Citation(s) Issued,183132605,2018-11-10 00:38:04,"3079 N 40TH ST,MKE",7,NOISE NUISANCE,City Citation(s) Issued
183140003-Open Investigation,183140003,2018-11-10 00:10:31,"S 20TH ST / W NATIONAL AV,MKE",2,INJ PERSON/SICK,Open Investigation
183140083-Service in Progress,183140083,2018-11-10 01:09:55,"7515 W CAPITOL DR,MKE",7,ENTRY,Service in Progress
183140074-Assignment Completed,183140074,2018-11-10 01:08:43,"712 E KNAPP ST,MKE",1,WELFARE CITIZEN,Assignment Completed
183140079-Unable to Locate Complainant,183140079,2018-11-10 01:08:18,"W FOND DU LAC AV / W CAPITOL DR,MKE",7,RECKLESS VEHICLE,Unable to Locate Complainant
183140081-Assignment Completed,183140081,2018-11-10 01:07:14,"6325 N 76TH ST,MKE",4,BUSINESS CHECK,Assignment Completed
183140080-Assignment Completed,183140080,2018-11-10 01:05:19,"4118 S 1ST PL,MKE",6,PATROL,Assignment Completed
183140071-Assignment Completed,183140071,2018-11-10 00:59:32,"1624 W WELLS ST,MKE",3,BUSINESS CHECK,Assignment Completed
