ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182782865-Unable to Locate Complainant,182782865,2018-10-05 23:29:20,"1673 N CASS ST,MKE",1,TRAFFIC HAZARD,Unable to Locate Complainant
182782866-Assignment Completed,182782866,2018-10-05 23:26:21,"500 E CENTER ST,MKE",5,PARK AND WALK,Assignment Completed
182782862-Unable to Locate Complainant,182782862,2018-10-05 23:25:57,"2478 S 5TH PL,MKE",2,SHOTS FIRED,Unable to Locate Complainant
182782864-Advised,182782864,2018-10-05 23:25:14,"3028 N 27TH ST,MKE",5,TRAFFIC STOP,Advised
182782861-Service in Progress,182782861,2018-10-05 23:25:05,"949 N 9TH ST,MKE",1,FOLLOW UP,Service in Progress
182782850-Assignment Completed,182782850,2018-10-05 23:21:18,"2148 N 41ST ST,MKE",3,SHOTSPOTTER,Assignment Completed
182782842-To be Filed,182782842,2018-10-05 23:17:36,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed
182782860-Unable to Locate Complainant,182782860,2018-10-05 23:34:25,"1928 S 19TH ST,MKE",2,BATTERY DV,Unable to Locate Complainant
182782826-Service in Progress,182782826,2018-10-05 23:32:51,"2371 N 15TH ST,MKE",3,RECK USE OF WEAP,Service in Progress
182782821-Advised/Referral,182782821,2018-10-05 23:19:02,"6036 S 27TH ST,MKE",6,BATTERY,Advised/Referral
182782847-Advised,182782847,2018-10-05 23:19:00,"1737 N WATER ST,MKE",1,PARK AND WALK,Advised
182782829-To be Filed,182782829,2018-10-05 23:11:19,"2905 N OAKLAND AV,MKE",1,ACC PDO,To be Filed
182782827-Advised,182782827,2018-10-05 23:11:11,"2754 N 52ND ST,MKE",7,ENTRY,Advised
182782809-City Citation(s) Issued,182782809,2018-10-05 23:05:33,"3016 N CRAMER ST,MKE",1,TRBL W/SUBJ,City Citation(s) Issued
182782795-Advised/Referral,182782795,2018-10-05 22:58:28,"3762 S 54TH ST,MKE",6,BATTERY DV,Advised/Referral
182782832-Service in Progress,182782832,2018-10-05 23:39:40,"2578 S WENTWORTH AV,MKE",6,NOTIFICATION,Service in Progress
182782892-Assignment Completed,182782892,2018-10-05 23:39:08,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
