ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182792632-Assignment Completed,182792632,2018-10-06 23:29:52,"923 E LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
182792608-Service in Progress,182792608,2018-10-06 23:28:33,"2152 S 25TH ST,MKE",2,WELFARE CITIZEN,Service in Progress
182792629-Assignment Completed,182792629,2018-10-06 23:28:17,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
182792627-Unable to Locate Complainant,182792627,2018-10-06 23:27:51,"6500 N 54TH ST,MKE",4,INVESTIGATION,Unable to Locate Complainant
182792540-Advised,182792540,2018-10-06 23:26:38,"3239 N 33RD ST,MKE",7,ENTRY,Advised
182792614-Service in Progress,182792614,2018-10-06 23:25:34,"N TEUTONIA AV / W NORTH AV,MKE",3,ROBBERY ARMED,Service in Progress
182792621-Advised,182792621,2018-10-06 23:24:34,"W FOND DU LAC AV / W WRIGHT ST,MKE",3,TRAFFIC STOP,Advised
182792620-To be Filed,182792620,2018-10-06 23:24:28,"S 20TH ST / W MORGAN AV,MKE",6,VEHICLE PURSUIT,To be Filed
182792611-Advised,182792611,2018-10-06 23:19:47,"3355 S 27TH ST,MKE",6,TRBL W/SUBJ,Advised
182792609-Assignment Completed,182792609,2018-10-06 23:17:51,"1225 W LINCOLN AV,MKE",2,BUSINESS CHECK,Assignment Completed
182792599-Unable to Locate Complainant,182792599,2018-10-06 23:14:37,"2619 N 29TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
182792591-Advised,182792591,2018-10-06 23:14:26,"2645 N FARWELL AV,MKE",1,NOISE NUISANCE,Advised
182792596-Assignment Completed,182792596,2018-10-06 23:14:22,"401 E CAPITOL DR,MKE",5,SUBJ WITH GUN,Assignment Completed
182792590-Assignment Completed,182792590,2018-10-06 23:09:42,"3040 W GARFIELD AV,MKE",3,SHOTSPOTTER,Assignment Completed
182792582-Advised,182792582,2018-10-06 23:06:14,"W VLIET ST / N 46TH ST,MKE",3,TRAFFIC HAZARD,Advised
182792563-Advised,182792563,2018-10-06 23:01:22,"8605 W MEDFORD AV,MKE",4,FIGHT,Advised
182792561-Advised/Referral,182792561,2018-10-06 22:59:35,"535 W CONCORDIA AV,MKE",5,SUBJ WITH WEAPON,Advised/Referral
182792513-To be Filed,182792513,2018-10-06 22:57:08,"1869 N CAMBRIDGE AV,MKE",1,ABAND/STOLEN PRO,To be Filed
