ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190102862-Service in Progress,190102862,2019-01-10 23:29:39,"S 20TH ST / W HOWARD AV,MKE",6,BATTERY,Service in Progress
190102861-Assignment Completed,190102861,2019-01-10 23:28:16,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
190102860-Advised,190102860,2019-01-10 23:27:38,"101 W CAPITOL DR,MKE",5,TRAFFIC STOP,Advised
190102591-Assignment Completed,190102591,2019-01-10 23:26:54,"2232 W GREENFIELD AV,MKE",2,TRBL W/SUBJ,Assignment Completed
190102858-Advised,190102858,2019-01-10 23:26:27,"2921 N 53RD ST,MKE",7,TRAFFIC STOP,Advised
190102875-Assignment Completed,190102875,2019-01-10 23:34:31,"N 27TH ST / W TOWNSEND ST,MKE",5,INVESTIGATION,Assignment Completed
190102571-Unable to Locate Complainant,190102571,2019-01-10 23:32:22,"3301 N 29TH ST,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
190102870-City Citation(s) Issued,190102870,2019-01-10 23:32:07,"107 W CAPITOL DR,MKE",5,TRAFFIC STOP,City Citation(s) Issued
190102867-Service in Progress,190102867,2019-01-10 23:30:01,"749 W STATE ST,MKE",1,PRISONER TRANS,Service in Progress
190102784-To be Filed,190102784,2019-01-10 22:39:30,"245 W LINCOLN AV,MKE",2,REPORTS,To be Filed
190102872-Service in Progress,190102872,2019-01-10 23:35:32,"4427 N GREEN BAY AV,MKE",5,SUBJ WITH GUN,Service in Progress
190102876-Advised,190102876,2019-01-10 23:35:29,"4952 N 53RD ST,MKE",7,TRAFFIC STOP,Advised
190102862-Assignment Completed,190102862,2019-01-10 23:29:39,"S 20TH ST / W HOWARD AV,MKE",6,BATTERY,Assignment Completed
190102842-Assignment Completed,190102842,2019-01-10 23:17:55,"1749 S 16TH ST,MKE",2,ROBBERY ARMED,Assignment Completed
190102824-To be Filed,190102824,2019-01-10 23:04:31,"706 W MONTANA ST,MKE",6,STOLEN VEHICLE,To be Filed
190102896-Service in Progress,190102896,2019-01-10 23:44:16,"1721 W CANAL ST,MKE",3,SPECIAL ASSIGN,Service in Progress
190102894-Assignment Completed,190102894,2019-01-10 23:43:56,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190102892-Assignment Completed,190102892,2019-01-10 23:43:06,"4383 N 28TH ST,MKE",5,FOLLOW UP,Assignment Completed
190102686-Advised,190102686,2019-01-10 23:42:15,"3403 N 1ST ST,MKE",5,TRBL W/JUV,Advised
190102882-Service in Progress,190102882,2019-01-10 23:42:10,"2558 N 38TH ST,MKE",3,SHOTSPOTTER,Service in Progress
190102888-Assignment Completed,190102888,2019-01-10 23:41:53,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190102887-Advised,190102887,2019-01-10 23:41:41,"N 36TH ST / W ROOSEVELT DR,MKE",7,TRAFFIC STOP,Advised
190102847-Service in Progress,190102847,2019-01-10 23:41:11,"2750 N 37TH ST,MKE",7,ENTRY,Service in Progress
190102885-Assignment Completed,190102885,2019-01-10 23:40:45,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190102884-Advised,190102884,2019-01-10 23:40:03,"170 N WATER ST,MKE",1,TRAFFIC STOP,Advised
190102816-Assignment Completed,190102816,2019-01-10 23:00:16,"1044 N OLD WORLD THIRD ST,MKE",1,TAVERN CHECK,Assignment Completed
190102814-Assignment Completed,190102814,2019-01-10 22:59:07,"N 76TH ST / W HAMPTON AV,MKE",7,INVESTIGATION,Assignment Completed
190102796-City Citation(s) Issued,190102796,2019-01-10 22:58:30,"8571 N 106TH ST,MKE",4,PROPERTY DAMAGE,City Citation(s) Issued
190102915-Assignment Completed,190102915,2019-01-10 23:49:52,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190102914-Advised,190102914,2019-01-10 23:49:42,"724 S LAYTON BL,MKE",2,TRAFFIC STOP,Advised
190102913-Advised,190102913,2019-01-10 23:49:38,"6727 W VILLARD AV,MKE",7,TRAFFIC STOP,Advised
190102912-Assignment Completed,190102912,2019-01-10 23:49:16,"N MARTIN L KING JR DR / W KEEFE AV,MKE",5,INVESTIGATION,Assignment Completed
190102911-Service in Progress,190102911,2019-01-10 23:49:11,"8400-BLK W BROWN DEER RD,MKE",4,INVESTIGATION,Service in Progress
190102809-Advised,190102809,2019-01-10 23:48:25,"4476 N 29TH ST,MKE",5,TRBL W/SUBJ,Advised
190102906-Open Investigation,190102906,2019-01-10 23:47:10,"5370 N LONG ISLAND DR,MKE",4,INVESTIGATION,Open Investigation
190102905-Assignment Completed,190102905,2019-01-10 23:47:00,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190102904-Service in Progress,190102904,2019-01-10 23:46:54,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress
190102903-Assignment Completed,190102903,2019-01-10 23:46:45,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190102902-Assignment Completed,190102902,2019-01-10 23:46:34,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190102901-Assignment Completed,190102901,2019-01-10 23:45:34,"5400 W MILL RD,MKE",4,INVESTIGATION,Assignment Completed
190102898-Advised,190102898,2019-01-10 23:45:08,"5635 W VILLARD AV,MKE",7,TRAFFIC STOP,Advised
190102864-Advised,190102864,2019-01-10 23:45:04,"1400 E WARNIMONT AV,MKE",6,TRBL W/SUBJ,Advised
190102918-City Citation(s) Issued,190102918,2019-01-10 23:54:42,"207 E CAPITOL DR,MKE",5,TRAFFIC STOP,City Citation(s) Issued
190102859-Service in Progress,190102859,2019-01-10 23:52:05,"2370 S 18TH ST,MKE",2,ROBBERY ARMED,Service in Progress
190102897-Service in Progress,190102897,2019-01-10 23:51:29,"7507 N 42ND ST,MKE",4,BATTERY,Service in Progress
190102907-Service in Progress,190102907,2019-01-10 23:50:42,"4267 N 41ST ST,MKE",7,CALL FOR POLICE,Service in Progress
190102835-Unable to Locate Complainant,190102835,2019-01-10 23:55:11,"N SHERMAN BL / W NORTH AV,MKE",3,TRBL W/SUBJ,Unable to Locate Complainant
190102919-Assignment Completed,190102919,2019-01-10 23:55:11,"350 N PLANKINTON AV,MKE",1,BUSINESS CHECK,Assignment Completed
190102904-Assignment Completed,190102904,2019-01-10 23:46:54,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
190102857-Unable to Locate Complainant,190102857,2019-01-11 00:04:48,"2460 N 28TH ST,MKE",3,TRBL W/SUBJ,Unable to Locate Complainant
190110008-Service in Progress,190110008,2019-01-11 00:03:40,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress
190102921-Service in Progress,190102921,2019-01-11 00:03:12,"S 47TH ST / W FOREST HOME AV,MKE",6,PROPERTY PICKUP,Service in Progress
190110007-City Citation(s) Issued,190110007,2019-01-11 00:03:09,"600 S 1ST ST,MKE",2,TRAFFIC STOP,City Citation(s) Issued
190110006-Advised,190110006,2019-01-11 00:02:55,"1007 W MC KINLEY AV,MKE",1,TRAFFIC STOP,Advised
190102917-Service in Progress,190102917,2019-01-11 00:02:50,"2476 N 40TH ST,MKE",3,BATTERY,Service in Progress
190110005-Assignment Completed,190110005,2019-01-11 00:02:41,"717 S 1ST ST,MKE",2,BUSINESS CHECK,Assignment Completed
190110004-Service in Progress,190110004,2019-01-11 00:02:27,"749 W STATE ST,MKE",1,RETURN STATION,Service in Progress
190110003-Advised,190110003,2019-01-11 00:02:21,"812 S LAYTON BL,MKE",2,TRAFFIC STOP,Advised
190110001-Advised,190110001,2019-01-11 00:01:06,"N 60TH ST / W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Advised
190110014-Service in Progress,190110014,2019-01-11 00:09:53,"749 W STATE ST,MKE",1,REPORTS,Service in Progress
190110013-Service in Progress,190110013,2019-01-11 00:08:01,"545 W LAYTON AV,MKE",6,BUSINESS CHECK,Service in Progress
190110011-Assignment Completed,190110011,2019-01-11 00:06:35,"1832 E NORTH AV,MKE",1,FIGHT,Assignment Completed
190102900-Service in Progress,190102900,2019-01-11 00:06:13,"6720 W KEEFE AVENUE PK,MKE",7,MEET MFD,Service in Progress
190110009-Service in Progress,190110009,2019-01-11 00:05:22,"245 W LINCOLN AV,MKE",2,ASSIGNMENT,Service in Progress
190102907-Unable to Locate Complainant,190102907,2019-01-10 23:50:42,"4267 N 41ST ST,MKE",7,CALL FOR POLICE,Unable to Locate Complainant
