ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190612739-Service in Progress,190612739,2019-03-02 23:29:34,"9717 W APPLETON AV,MKE",4,BATTERY CUTTING,Service in Progress
190612744-Service in Progress,190612744,2019-03-02 23:28:39,"3811 W LINCOLN AV,MKE",2,POLICE ADMIN,Service in Progress
190612742-Assignment Completed,190612742,2019-03-02 23:27:49,"5300 W LLOYD ST,MKE",3,INVESTIGATION,Assignment Completed
190612736-Service in Progress,190612736,2019-03-02 23:27:16,"910 W KEEFE AV,MKE",5,ENTRY,Service in Progress
190612738-Assignment Completed,190612738,2019-03-02 23:27:02,"1614 E NORTH AV,MKE",1,BUSINESS CHECK,Assignment Completed
190612734-Service in Progress,190612734,2019-03-02 23:26:47,"116 W WISCONSIN AV,MKE",1,PROPERTY DAMAGE,Service in Progress
190612737-City Citation(s) Issued,190612737,2019-03-02 23:26:38,"N 47TH ST / W HAMPTON AV,MKE",7,TRAFFIC STOP,City Citation(s) Issued
190612735-Assignment Completed,190612735,2019-03-02 23:26:19,"2217 S 1ST ST,MKE",2,BUSINESS CHECK,Assignment Completed
190612733-Service in Progress,190612733,2019-03-02 23:25:25,"1031 N OLD WORLD THIRD ST,MKE",1,INJ PERSON/SICK,Service in Progress
190612755-Assignment Completed,190612755,2019-03-02 23:34:28,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190612754-Advised,190612754,2019-03-02 23:34:24,"1502 W BURLEIGH ST,MKE",5,TRAFFIC STOP,Advised
190612753-Assignment Completed,190612753,2019-03-02 23:34:19,"3615 W OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
190612670-Service in Progress,190612670,2019-03-02 23:33:07,"2753 N 36TH ST,MKE",7,SUBJ WANTED,Service in Progress
190612749-Service in Progress,190612749,2019-03-02 23:31:14,"1827 N FARWELL AV,MKE",1,SPECIAL ASSIGN,Service in Progress
190612748-City Citation(s) Issued,190612748,2019-03-02 23:30:37,"8518 W CAPITOL DR,MKE",7,TRAFFIC STOP,City Citation(s) Issued
190612747-Service in Progress,190612747,2019-03-02 23:30:18,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress
190612739-Unable to Locate Complainant,190612739,2019-03-02 23:29:34,"9717 W APPLETON AV,MKE",4,BATTERY CUTTING,Unable to Locate Complainant
190612744-Assignment Completed,190612744,2019-03-02 23:28:39,"3811 W LINCOLN AV,MKE",2,POLICE ADMIN,Assignment Completed
190612733-To be Filed,190612733,2019-03-02 23:25:25,"1031 N OLD WORLD THIRD ST,MKE",1,INJ PERSON/SICK,To be Filed
190612721-Advised,190612721,2019-03-02 23:20:15,"3950 N HOLTON ST,MKE",5,TRAFFIC STOP,Advised
190612719-Assignment Completed,190612719,2019-03-02 23:19:01,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190612687-To be Filed,190612687,2019-03-02 23:03:40,"N BUFFUM ST / E BURLEIGH ST,MKE",5,INVESTIGATION,To be Filed
190612684-Assignment Completed,190612684,2019-03-02 23:02:56,"9030 N 35TH, BD",7,INVESTIGATION,Assignment Completed
190612616-To be Filed,190612616,2019-03-02 22:39:04,"2322 S 15TH PL,MKE",2,ACC PDO,To be Filed
190612769-Advised,190612769,2019-03-02 23:39:40,"113 E JUNEAU AV,MKE",1,TRBL W/SUBJ,Advised
190612767-Assignment Completed,190612767,2019-03-02 23:38:31,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190612757-Service in Progress,190612757,2019-03-02 23:38:00,"2857 N HUBBARD ST,MKE",5,BATTERY,Service in Progress
190612765-Service in Progress,190612765,2019-03-02 23:37:53,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress
190612763-Advised,190612763,2019-03-02 23:36:56,"1135 N WATER ST,MKE",1,TRBL W/SUBJ,Advised
190612761-Service in Progress,190612761,2019-03-02 23:36:33,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
190612760-Service in Progress,190612760,2019-03-02 23:36:29,"N 60TH ST / W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Service in Progress
190612759-Service in Progress,190612759,2019-03-02 23:36:17,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Service in Progress
190612777-Assignment Completed,190612777,2019-03-02 23:43:52,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190612775-Assignment Completed,190612775,2019-03-02 23:42:55,"5105 S HOWELL AV,MKE",6,SUSP PERS/AUTO,Assignment Completed
190612773-Service in Progress,190612773,2019-03-02 23:42:51,"5078 N 22ND ST,MKE",7,BATTERY,Service in Progress
190612758-Service in Progress,190612758,2019-03-02 23:41:57,"1907 E PARK PL,MKE",1,MEET GOVT AGENCY,Service in Progress
190612772-Assignment Completed,190612772,2019-03-02 23:40:25,"N 60TH ST / W GOOD HOPE RD,MKE",4,TRBL W/SUBJ,Assignment Completed
190612771-Assignment Completed,190612771,2019-03-02 23:40:24,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
190612760-Advised,190612760,2019-03-02 23:36:29,"N 60TH ST / W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Advised
190612759-Assignment Completed,190612759,2019-03-02 23:36:17,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190612729-Advised/Referral,190612729,2019-03-02 23:24:17,"3520 N VEL R PHILLIPS AV,MKE",5,ENTRY,Advised/Referral
190612784-Assignment Completed,190612784,2019-03-02 23:48:00,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190612764-Unable to Locate Complainant,190612764,2019-03-02 23:47:08,"535 W CONCORDIA AV,MKE",5,SUBJ WITH WEAPON,Unable to Locate Complainant
190612766-Unable to Locate Complainant,190612766,2019-03-02 23:46:10,"W MILL RD / N TEUTONIA AV,MKE",4,TRBL W/SUBJ,Unable to Locate Complainant
190612781-Assignment Completed,190612781,2019-03-02 23:45:41,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190612778-Unable to Locate Complainant,190612778,2019-03-02 23:45:15,"N 61ST ST / W CENTER ST,MKE",3,SHOTS FIRED,Unable to Locate Complainant
190612776-Service in Progress,190612776,2019-03-02 23:45:04,"5029 N 53RD ST,MKE",7,CHILD CUSTODY,Service in Progress
190612747-Assignment Completed,190612747,2019-03-02 23:30:18,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
190612734-Assignment Completed,190612734,2019-03-02 23:26:47,"116 W WISCONSIN AV,MKE",1,PROPERTY DAMAGE,Assignment Completed
190612794-Service in Progress,190612794,2019-03-02 23:52:34,"165 E JUNEAU AV,MKE",1,FIGHT,Service in Progress
190612792-Assignment Completed,190612792,2019-03-02 23:52:06,"N TEUTONIA AV / W GOOD HOPE RD,MKE",4,PATROL,Assignment Completed
190612800-Assignment Completed,190612800,2019-03-02 23:59:15,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
190612709-To be Filed,190612709,2019-03-02 23:58:36,"7053 W VAN BECK AV,MKE",6,ABAND/STOLEN PRO,To be Filed
190612796-Advised,190612796,2019-03-02 23:56:20,"N 51ST BL / W CUSTER AV,MKE",4,TRAFFIC HAZARD,Advised
190612773-Assignment Completed,190612773,2019-03-02 23:42:51,"5078 N 22ND ST,MKE",7,BATTERY,Assignment Completed
190612765-Assignment Completed,190612765,2019-03-02 23:37:53,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
190612761-Assignment Completed,190612761,2019-03-02 23:36:33,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190612702-Advised/Referral,190612702,2019-03-02 23:09:21,"2477 N 37TH ST,MKE",3,FAMILY TROUBL-DV,Advised/Referral
190612756-Service in Progress,190612756,2019-03-03 00:04:52,"5073 N 24TH PL,MKE",7,WELFARE CITIZEN,Service in Progress
190620005-Service in Progress,190620005,2019-03-03 00:03:18,"178 W BODEN ST,MKE",6,BUSINESS CHECK,Service in Progress
190620004-Service in Progress,190620004,2019-03-03 00:01:38,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress
190620002-Assignment Completed,190620002,2019-03-03 00:01:18,"2759 S KINNICKINNIC AV,MKE",6,BUSINESS CHECK,Assignment Completed
190612799-Advised/Referral,190612799,2019-03-03 00:00:01,"2222 W BECHER ST,MKE",2,FIGHT,Advised/Referral
190620001-Assignment Completed,190620001,2019-03-03 00:00:01,"3006 S 27TH ST,MKE",6,REPORTS,Assignment Completed
190612776-Advised,190612776,2019-03-02 23:45:04,"5029 N 53RD ST,MKE",7,CHILD CUSTODY,Advised
190612758-Assignment Completed,190612758,2019-03-02 23:41:57,"1907 E PARK PL,MKE",1,MEET GOVT AGENCY,Assignment Completed
190612698-Assignment Completed,190612698,2019-03-02 23:07:15,"3006 S 27TH ST,MKE",6,PRISONER TRANS,Assignment Completed
190620009-Service in Progress,190620009,2019-03-03 00:07:34,"S MUSKEGO AV / W MITCHELL ST,MKE",2,ACC PDO,Service in Progress
190620012-Assignment Completed,190620012,2019-03-03 00:07:29,"6680 N TEUTONIA AV,MKE",4,RETURN STATION,Assignment Completed
190612750-Service in Progress,190612750,2019-03-03 00:07:14,"5000 W CHAMBERS ST,MKE",7,TRBL W/SUBJ,Service in Progress
190612779-Service in Progress,190612779,2019-03-03 00:05:36,"3626 W FOND DU LAC AV,MKE",7,HOSPITAL TO MCMH,Service in Progress
190620005-Assignment Completed,190620005,2019-03-03 00:03:18,"178 W BODEN ST,MKE",6,BUSINESS CHECK,Assignment Completed
190620018-Service in Progress,190620018,2019-03-03 00:12:18,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress
190620017-Assignment Completed,190620017,2019-03-03 00:11:28,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
190620008-Service in Progress,190620008,2019-03-03 00:10:01,"7809 W ACACIA ST,MKE",4,CALL FOR POLICE,Service in Progress
190612794-City Citation(s) Issued,190612794,2019-03-02 23:52:34,"165 E JUNEAU AV,MKE",1,FIGHT,City Citation(s) Issued
190620028-Advised,190620028,2019-03-03 00:18:59,"2913 S 38TH ST,MKE",6,CRUELTY ANIMAL,Advised
190620031-Service in Progress,190620031,2019-03-03 00:18:59,"749 W STATE ST,MKE",1,ASSIGNMENT,Service in Progress
190620029-Service in Progress,190620029,2019-03-03 00:18:45,"9200 W WISCONSIN AV,MKE",3,HOSPITAL GUARD,Service in Progress
190620027-Advised/Referral,190620027,2019-03-03 00:17:30,"2333 N 49TH ST,MKE",3,RETURN STATION,Advised/Referral
190620025-Advised,190620025,2019-03-03 00:16:48,"N 27TH ST / W TOWNSEND ST,MKE",5,TRAFFIC STOP,Advised
190620024-Service in Progress,190620024,2019-03-03 00:16:25,"949 N 9TH ST,MKE",1,PROPERTY PICKUP,Service in Progress
190620021-City Citation(s) Issued,190620021,2019-03-03 00:16:01,"4610 W FOND DU LAC AV,MKE",7,PARKING TROUBLE,City Citation(s) Issued
190612713-Service in Progress,190612713,2019-03-03 00:15:08,"1939 N 5TH ST,MKE",5,SUSP PERS/AUTO,Service in Progress
190620041-Service in Progress,190620041,2019-03-03 00:24:43,"9010 N 97TH ST,MKE",4,VIOL REST ORD-DV,Service in Progress
190612791-Service in Progress,190612791,2019-03-03 00:24:32,"2900 N 17TH ST,MKE",5,TRBL W/SUBJ,Service in Progress
190620040-Service in Progress,190620040,2019-03-03 00:23:29,"3338 N 28TH ST,MKE",5,TRAFFIC STOP,Service in Progress
190620019-Service in Progress,190620019,2019-03-03 00:21:32,"3402 N OAKLAND AV,MKE",1,THEFT VEHICLE,Service in Progress
190612751-Advised,190612751,2019-03-03 00:21:22,"922 E KNAPP ST,MKE",1,SUSP PERS/AUTO,Advised
190620036-Assignment Completed,190620036,2019-03-03 00:20:43,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
190620033-Service in Progress,190620033,2019-03-03 00:20:04,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Service in Progress
190620027-Assignment Completed,190620027,2019-03-03 00:17:30,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
190620024-Assignment Completed,190620024,2019-03-03 00:16:25,"949 N 9TH ST,MKE",1,PROPERTY PICKUP,Assignment Completed
190620008-Unable to Locate Complainant,190620008,2019-03-03 00:10:01,"7809 W ACACIA ST,MKE",4,CALL FOR POLICE,Unable to Locate Complainant
190620060-Assignment Completed,190620060,2019-03-03 00:28:10,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
190620044-Service in Progress,190620044,2019-03-03 00:27:51,"822 S WATER ST,MKE",2,CRUELTY ANIMAL,Service in Progress
190620051-Service in Progress,190620051,2019-03-03 00:27:42,"2600-BLK N HUBBARD ST,MKE",5,SHOTS FIRED,Service in Progress
190620007-Service in Progress,190620007,2019-03-03 00:27:13,"1964 S 33RD ST,MKE",2,TRBL W/SUBJ,Service in Progress
190620055-Service in Progress,190620055,2019-03-03 00:27:11,"4610 W FOND DU LAC AV,MKE",7,TAVERN CHECK,Service in Progress
190620053-Assignment Completed,190620053,2019-03-03 00:26:56,"9130 W HAMPTON AV,MKE",7,BUSINESS CHECK,Assignment Completed
190620050-Advised,190620050,2019-03-03 00:26:33,"4700 W HAMPTON AV,MKE",7,TRAFFIC STOP,Advised
190612713-Unable to Locate Complainant,190612713,2019-03-03 00:15:08,"1939 N 5TH ST,MKE",5,SUSP PERS/AUTO,Unable to Locate Complainant
190620067-Advised,190620067,2019-03-03 00:34:37,"2600 W HOWARD AV,MKE",6,TRAFFIC STOP,Advised
190620062-Service in Progress,190620062,2019-03-03 00:32:21,"406 W CENTER ST,MKE",5,TRBL W/SUBJ,Service in Progress
190620065-Service in Progress,190620065,2019-03-03 00:31:43,"749 W STATE ST,MKE",1,ASSIGNMENT,Service in Progress
190620064-Service in Progress,190620064,2019-03-03 00:31:16,"245 W LINCOLN AV,MKE",2,ASSIGNMENT,Service in Progress
190620040-Advised,190620040,2019-03-03 00:23:29,"3338 N 28TH ST,MKE",5,TRAFFIC STOP,Advised
190620019-Assignment Completed,190620019,2019-03-03 00:21:32,"3402 N OAKLAND AV,MKE",1,THEFT VEHICLE,Assignment Completed
190620071-Advised,190620071,2019-03-03 00:39:45,"3200 S 76TH ST,MKE",6,SUSP PERS/AUTO,Advised
190620074-Service in Progress,190620074,2019-03-03 00:39:34,"2920 N VEL R PHILLIPS AV,MKE",5,CONVEY PROPERTY,Service in Progress
190620073-Assignment Completed,190620073,2019-03-03 00:38:43,"800 E LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
190620072-Assignment Completed,190620072,2019-03-03 00:37:32,"3033 W LISBON AV,MKE",3,BUSINESS CHECK,Assignment Completed
190620069-Unable to Locate Complainant,190620069,2019-03-03 00:37:02,"4600 W BRENTWOOD CT,MKE",4,CALL FOR POLICE,Unable to Locate Complainant
190620064-Assignment Completed,190620064,2019-03-03 00:31:16,"245 W LINCOLN AV,MKE",2,ASSIGNMENT,Assignment Completed
190620051-Unable to Locate Complainant,190620051,2019-03-03 00:27:42,"2600-BLK N HUBBARD ST,MKE",5,SHOTS FIRED,Unable to Locate Complainant
190612791-Advised,190612791,2019-03-03 00:24:32,"2900 N 17TH ST,MKE",5,TRBL W/SUBJ,Advised
190620031-Assignment Completed,190620031,2019-03-03 00:18:59,"749 W STATE ST,MKE",1,ASSIGNMENT,Assignment Completed
190620080-Service in Progress,190620080,2019-03-03 00:44:50,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress
190620076-Service in Progress,190620076,2019-03-03 00:42:30,"1325 E BRADY ST,MKE",1,INJ PERSON/SICK,Service in Progress
190620078-Service in Progress,190620078,2019-03-03 00:41:53,"125 E JUNEAU AV,MKE",1,WELFARE CITIZEN,Service in Progress
190620077-Service in Progress,190620077,2019-03-03 00:41:40,"3006 S 27TH ST,MKE",6,RETURN STATION,Service in Progress
190620075-Service in Progress,190620075,2019-03-03 00:40:21,"6929 W SILVER SPRING DR,MKE",4,PRISONER TRANS,Service in Progress
190620044-Unable to Locate Complainant,190620044,2019-03-03 00:27:51,"822 S WATER ST,MKE",2,CRUELTY ANIMAL,Unable to Locate Complainant
190620033-Assignment Completed,190620033,2019-03-03 00:20:04,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
190620092-Assignment Completed,190620092,2019-03-03 00:49:55,"5000 S HOWELL AV,MKE",6,PATROL,Assignment Completed
190620090-Assignment Completed,190620090,2019-03-03 00:49:27,"1044 N OLD WORLD THIRD ST,MKE",1,INJ PERSON/SICK,Assignment Completed
190620089-Assignment Completed,190620089,2019-03-03 00:49:24,"N 29TH ST / W AUER AV,MKE",5,NON PURSUIT NO P,Assignment Completed
190620087-Service in Progress,190620087,2019-03-03 00:48:56,"6330 W CAPITOL DR,MKE",7,BUSINESS CHECK,Service in Progress
190620086-Advised,190620086,2019-03-03 00:48:03,"4020 N TEUTONIA AV,MKE",5,TRAFFIC STOP,Advised
190620056-Service in Progress,190620056,2019-03-03 00:45:58,"2333 N 49TH ST,MKE",3,CONVEY PROPERTY,Service in Progress
190620082-Service in Progress,190620082,2019-03-03 00:45:28,"W CONSTANCE AV / W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Service in Progress
190620079-Filed Driver Exchange Report,190620079,2019-03-03 00:45:03,"N 27TH ST / W FOND DU LAC AV,MKE",3,ACC PI,Filed Driver Exchange Report
190620071-Assignment Completed,190620071,2019-03-03 00:39:45,"3200 S 76TH ST,MKE",6,SUSP PERS/AUTO,Assignment Completed
190620065-Assignment Completed,190620065,2019-03-03 00:31:43,"749 W STATE ST,MKE",1,ASSIGNMENT,Assignment Completed
190620098-Advised,190620098,2019-03-03 00:54:14,"N TEUTONIA AV / W GREEN TREE RD,MKE",4,TRAFFIC STOP,Advised
190620081-Unable to Locate Complainant,190620081,2019-03-03 00:54:07,"E OGDEN AV / N VAN BUREN ST,MKE",1,WELFARE CITIZEN,Unable to Locate Complainant
190620096-Unable to Locate Complainant,190620096,2019-03-03 00:53:24,"2576 N 50TH ST,MKE",3,TRBL W/SUBJ,Unable to Locate Complainant
