ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190472507-Assignment Completed,190472507,2019-02-16 23:27:25,"3006 S 27TH ST,MKE",6,POLICE ADMIN,Assignment Completed
190472521-Service in Progress,190472521,2019-02-16 23:34:38,"749 W STATE ST,MKE",1,REPORTS,Service in Progress
190472470-Advised,190472470,2019-02-16 23:33:38,"3702 N 16TH ST,MKE",5,TRBL W/SUBJ-DV,Advised
190472475-Unable to Locate Complainant,190472475,2019-02-16 23:32:57,"W WALKER ST / S 6TH ST,MKE",2,LOOSE ANIMAL,Unable to Locate Complainant
190472516-Service in Progress,190472516,2019-02-16 23:31:02,"700-BLK N JEFFERSON ST,MKE",1,PARK AND WALK,Service in Progress
190472514-Service in Progress,190472514,2019-02-16 23:30:38,"700-BLK N MILWAUKEE ST,MKE",1,PARK AND WALK,Service in Progress
190472513-Service in Progress,190472513,2019-02-16 23:30:20,"N WATER ST / E JUNEAU AV,MKE",1,PARK AND WALK,Service in Progress
190472512-Service in Progress,190472512,2019-02-16 23:30:07,"N WATER ST / E JUNEAU AV,MKE",1,PARK AND WALK,Service in Progress
190472455-City Citation(s) Issued,190472455,2019-02-16 23:22:24,"8200 W SILVER SPRING DR,MKE",4,ACC PDO,City Citation(s) Issued
190472480-Advised,190472480,2019-02-16 23:18:11,"5315 N 83RD ST,MKE",4,FIGHT,Advised
190472466-Unable to Locate Complainant,190472466,2019-02-16 23:10:08,"4475 N HOPKINS ST,MKE",7,SUSP PERS/AUTO,Unable to Locate Complainant
190472453-Unable to Locate Complainant,190472453,2019-02-16 23:06:24,"4232 N 62ND ST,MKE",7,SUSP PERS/AUTO,Unable to Locate Complainant
190472457-Assignment Completed,190472457,2019-02-16 23:03:04,"3700 N 40TH ST,MKE",7,INVESTIGATION,Assignment Completed
190472433-Advised,190472433,2019-02-16 22:59:05,"425 E MENOMONEE ST,MKE",1,TRBL W/SUBJ,Advised
190472435-Assignment Completed,190472435,2019-02-16 22:58:32,"S 35TH ST / W NATIONAL AV,MKE",2,ACC PDO,Assignment Completed
190472419-To be Filed,190472419,2019-02-16 22:45:57,"10854 W DONNA DR,MKE",4,SHOTS FIRED,To be Filed
190472542-Service in Progress,190472542,2019-02-16 23:39:53,"749 W STATE ST,MKE",1,OUT OF SERVICE,Service in Progress
190472537-Advised/Referral,190472537,2019-02-16 23:39:03,"W LISBON AV / W MEINECKE AV,MKE",3,SUBJ WITH GUN,Advised/Referral
190472533-Unable to Locate Complainant,190472533,2019-02-16 23:38:44,"2249 S 15TH PL,MKE",2,SHOTS FIRED-DV,Unable to Locate Complainant
190472538-To be Filed,190472538,2019-02-16 23:38:15,"2333 N 49TH ST,MKE",3,REPORTS,To be Filed
190472536-Service in Progress,190472536,2019-02-16 23:37:19,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress
190472532-Assignment Completed,190472532,2019-02-16 23:37:07,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
190472531-Service in Progress,190472531,2019-02-16 23:36:53,"1827 N FARWELL AV,MKE",1,SPECIAL ASSIGN,Service in Progress
190472529-Advised,190472529,2019-02-16 23:36:13,"125 E JUNEAU AV,MKE",1,INVESTIGATION,Advised
190472525-Assignment Completed,190472525,2019-02-16 23:35:38,"1380 W CENTER ST,MKE",5,FOLLOW UP,Assignment Completed
190472524-Assignment Completed,190472524,2019-02-16 23:35:23,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190472523-Assignment Completed,190472523,2019-02-16 23:35:11,"8636 N 106TH ST,MKE",4,NETWORK CRIMINAL,Assignment Completed
190472557-Assignment Completed,190472557,2019-02-16 23:45:00,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190472553-Assignment Completed,190472553,2019-02-16 23:43:16,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190472495-Service in Progress,190472495,2019-02-16 23:42:14,"3052 N 44TH ST,MKE",7,INJ PERSON/SICK,Service in Progress
190472547-Assignment Completed,190472547,2019-02-16 23:41:12,"600 W LAYTON AV,MKE",6,PATROL,Assignment Completed
190472545-Assignment Completed,190472545,2019-02-16 23:40:42,"8910 N 95TH ST,MKE",4,NETWORK CRIMINAL,Assignment Completed
190472540-Service in Progress,190472540,2019-02-16 23:49:02,"2728 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Service in Progress
190472566-Assignment Completed,190472566,2019-02-16 23:48:46,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190472558-Service in Progress,190472558,2019-02-16 23:47:57,"1722 N 40TH ST,MKE",3,ENTRY,Service in Progress
190472534-Service in Progress,190472534,2019-02-16 23:47:44,"6442 N 91ST ST,MKE",4,TRBL W/JUV,Service in Progress
190472426-Service in Progress,190472426,2019-02-16 23:47:29,"2956 N PROSPECT AV,MKE",1,NOISE NUISANCE,Service in Progress
190472556-Service in Progress,190472556,2019-02-16 23:46:45,"3006 S 27TH ST,MKE",6,MED RUN,Service in Progress
190472562-Assignment Completed,190472562,2019-02-16 23:46:42,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190472560-Assignment Completed,190472560,2019-02-16 23:45:10,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190472414-Service in Progress,190472414,2019-02-16 23:45:08,"2625 N 46TH ST,MKE",3,FAMILY TROUBLE,Service in Progress
190472542-Assignment Completed,190472542,2019-02-16 23:39:53,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190472536-Assignment Completed,190472536,2019-02-16 23:37:19,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
190472576-Assignment Completed,190472576,2019-02-16 23:54:50,"S 15TH ST / W BECHER ST,MKE",2,NON PURSUIT NO P,Assignment Completed
190472570-Unable to Locate Complainant,190472570,2019-02-16 23:54:25,"4701 W LISBON AV,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
190472573-Assignment Completed,190472573,2019-02-16 23:54:10,"5500 S HOWELL AV,MKE",6,PATROL,Assignment Completed
190472458-Advised,190472458,2019-02-16 23:52:23,"3112 N 38TH ST,MKE",7,TRBL W/SUBJ,Advised
190472505-Service in Progress,190472505,2019-02-16 23:51:36,"2333 N 49TH ST,MKE",3,PRISONER TRANS,Service in Progress
190472527-Service in Progress,190472527,2019-02-16 23:50:28,"2117 S 33RD ST,MKE",2,TRBL W/SUBJ,Service in Progress
190472558-Advised,190472558,2019-02-16 23:47:57,"1722 N 40TH ST,MKE",3,ENTRY,Advised
190472582-Service in Progress,190472582,2019-02-16 23:59:47,"125 E JUNEAU AV,MKE",1,TRBL W/SUBJ,Service in Progress
190472578-Unable to Locate Complainant,190472578,2019-02-16 23:57:02,"2723 S 27TH ST,MKE",2,SHOTS FIRED,Unable to Locate Complainant
190472577-Service in Progress,190472577,2019-02-16 23:56:29,"5434 N 40TH ST,MKE",4,SHOTS FIRED,Service in Progress
190472522-Service in Progress,190472522,2019-02-16 23:55:50,"6000 N 63RD ST,MKE",4,TRBL W/SUBJ-DV,Service in Progress
190472510-Assignment Completed,190472510,2019-02-16 23:55:43,"2920 N 23RD ST,MKE",5,PROPERTY DAM-DV,Assignment Completed
190472571-Assignment Completed,190472571,2019-02-16 23:55:43,"2501 S 27TH ST,MKE",2,SHOTSPOTTER,Assignment Completed
190472575-Service in Progress,190472575,2019-02-16 23:55:10,"3626 W FOND DU LAC AV,MKE",7,MED RUN,Service in Progress
190472414-Advised,190472414,2019-02-16 23:45:08,"2625 N 46TH ST,MKE",3,FAMILY TROUBLE,Advised
190472580-Service in Progress,190472580,2019-02-17 00:04:26,"S 10TH ST / W GREENFIELD AV,MKE",2,SOLICITING,Service in Progress
190480005-Service in Progress,190480005,2019-02-17 00:03:29,"2249 S 15TH PL,MKE",2,TRBL W/SUBJ-DV,Service in Progress
190472549-Service in Progress,190472549,2019-02-17 00:03:15,"8227 W BENDER AV,MKE",4,TRBL W/SUBJ-DV,Service in Progress
190472583-Assignment Completed,190472583,2019-02-17 00:01:41,"2956 S 49TH ST,MKE",6,SUSP PERS/AUTO,Assignment Completed
190480003-Service in Progress,190480003,2019-02-17 00:01:17,"2333 N 49TH ST,MKE",3,ASSIGNMENT,Service in Progress
190480002-Service in Progress,190480002,2019-02-17 00:01:10,"4115 N 56TH ST,MKE",7,RETURN STATION,Service in Progress
190472565-Service in Progress,190472565,2019-02-17 00:00:23,"2723 N 52ND ST,MKE",7,TRBL W/SUBJ,Service in Progress
190480015-Assignment Completed,190480015,2019-02-17 00:09:42,"N 60TH ST / W SPOKANE ST,MKE",4,PATROL,Assignment Completed
190480014-Service in Progress,190480014,2019-02-17 00:09:23,"245 W LINCOLN AV,MKE",2,PRISONER TRANS,Service in Progress
190480013-Service in Progress,190480013,2019-02-17 00:07:52,"2333 N 49TH ST,MKE",3,RETURN STATION,Service in Progress
190480008-Service in Progress,190480008,2019-02-17 00:07:43,"841 N BROADWAY,MKE",1,WELFARE CITIZEN,Service in Progress
190472555-Advised,190472555,2019-02-17 00:06:41,"3273 N 12TH ST,MKE",5,TRBL W/SUBJ,Advised
190472550-Unable to Locate Complainant,190472550,2019-02-17 00:06:10,"2756 N 24TH ST,MKE",5,CALL FOR POLICE,Unable to Locate Complainant
190480007-Unable to Locate Complainant,190480007,2019-02-17 00:05:42,"N 27TH ST / W CAPITOL DR,MKE",5,BATTERY,Unable to Locate Complainant
190480010-Assignment Completed,190480010,2019-02-17 00:05:41,"369 E OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
190472580-Unable to Locate Complainant,190472580,2019-02-17 00:04:26,"S 10TH ST / W GREENFIELD AV,MKE",2,SOLICITING,Unable to Locate Complainant
190480003-Assignment Completed,190480003,2019-02-17 00:01:17,"2333 N 49TH ST,MKE",3,ASSIGNMENT,Assignment Completed
190472565-Unable to Locate Complainant,190472565,2019-02-17 00:00:23,"2723 N 52ND ST,MKE",7,TRBL W/SUBJ,Unable to Locate Complainant
190472521-Assignment Completed,190472521,2019-02-16 23:34:38,"749 W STATE ST,MKE",1,REPORTS,Assignment Completed
190480021-Assignment Completed,190480021,2019-02-17 00:14:20,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
190480017-Advised/Referral,190480017,2019-02-17 00:12:48,"N 51ST BL / W MELVINA ST,MKE",7,ENTRY AUTOS,Advised/Referral
190472465-Service in Progress,190472465,2019-02-17 00:11:05,"3079 N 40TH ST,MKE",7,NOISE NUISANCE,Service in Progress
190472563-Advised,190472563,2019-02-17 00:10:42,"1025 N 8TH ST,MKE",1,SUBJ WITH WEAPON,Advised
190480016-Service in Progress,190480016,2019-02-17 00:10:22,"749 W STATE ST,MKE",1,INVESTIGATION,Service in Progress
190480030-Advised/Referral,190480030,2019-02-17 00:18:15,"2660 N 49TH ST,MKE",3,BATTERY DV,Advised/Referral
190472448-Service in Progress,190472448,2019-02-17 00:17:54,"2920 N VEL R PHILLIPS AV,MKE",5,PROPERTY PICKUP,Service in Progress
190480027-Advised,190480027,2019-02-17 00:17:18,"2360 S 27TH ST,MKE",2,TRAFFIC STOP,Advised
190480025-Assignment Completed,190480025,2019-02-17 00:15:54,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Assignment Completed
190480024-Service in Progress,190480024,2019-02-17 00:15:38,"3510 N 7TH ST,MKE",5,BUSINESS CHECK,Service in Progress
190480013-Assignment Completed,190480013,2019-02-17 00:07:52,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
190480041-Assignment Completed,190480041,2019-02-17 00:24:38,"3006 S 27TH ST,MKE",6,POLICE ADMIN,Assignment Completed
190480040-Service in Progress,190480040,2019-02-17 00:24:35,"1300 W COLLEGE AV,MKE",6,BUSINESS CHECK,Service in Progress
190480039-Advised,190480039,2019-02-17 00:24:22,"5201 W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
190480004-Service in Progress,190480004,2019-02-17 00:24:06,"7007 N 42ND ST,MKE",4,SUBJ WANTED,Service in Progress
190480038-Assignment Completed,190480038,2019-02-17 00:23:46,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
190480029-Service in Progress,190480029,2019-02-17 00:23:13,"452 N 41ST ST,MKE",3,SUSP PERS/AUTO,Service in Progress
190480037-Service in Progress,190480037,2019-02-17 00:23:01,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Service in Progress
190480036-Assignment Completed,190480036,2019-02-17 00:22:35,"100 W BODEN ST,MKE",6,BUSINESS CHECK,Assignment Completed
190480033-Assignment Completed,190480033,2019-02-17 00:20:49,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
190480005-Unable to Locate Complainant,190480005,2019-02-17 00:03:29,"2249 S 15TH PL,MKE",2,TRBL W/SUBJ-DV,Unable to Locate Complainant
190472583-Unable to Locate Complainant,190472583,2019-02-17 00:01:41,"2956 S 49TH ST,MKE",6,SUSP PERS/AUTO,Unable to Locate Complainant
190472577-Unable to Locate Complainant,190472577,2019-02-16 23:56:29,"5434 N 40TH ST,MKE",4,SHOTS FIRED,Unable to Locate Complainant
190480044-Service in Progress,190480044,2019-02-17 00:29:41,"1345 W LOCUST ST,MKE",5,TRBL W/SUBJ-DV,Service in Progress
190480042-Service in Progress,190480042,2019-02-17 00:29:08,"1726 S 24TH ST,MKE",2,TRBL W/SUBJ,Service in Progress
190480046-Assignment Completed,190480046,2019-02-17 00:29:03,"7600 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
190480043-Assignment Completed,190480043,2019-02-17 00:27:35,"N 43RD ST / W GOOD HOPE RD,MKE",4,PATROL,Assignment Completed
190480058-Assignment Completed,190480058,2019-02-17 00:34:33,"N 91ST ST / W CAPITOL DR,MKE",7,PROPERTY PICKUP,Assignment Completed
190480057-Assignment Completed,190480057,2019-02-17 00:34:15,"9200 W BLUE MOUND RD,MKE",3,BUSINESS CHECK,Assignment Completed
190480053-Service in Progress,190480053,2019-02-17 00:33:45,"623 W KNEELAND ST,MKE",5,BATTERY DV,Service in Progress
190472561-Advised,190472561,2019-02-17 00:33:27,"2178 N 44TH ST,MKE",3,TRBL W/SUBJ,Advised
190480054-Assignment Completed,190480054,2019-02-17 00:32:45,"3869 S 84TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
190480051-Unable to Locate Complainant,190480051,2019-02-17 00:32:40,"7942 W BROWN DEER RD,MKE",4,SUBJ WITH GUN,Unable to Locate Complainant
190480052-Service in Progress,190480052,2019-02-17 00:32:12,"1100 N WATER ST,MKE",1,PARK AND WALK,Service in Progress
190480049-Assignment Completed,190480049,2019-02-17 00:31:36,"2300 W MITCHELL ST,MKE",2,PATROL,Assignment Completed
190480047-Service in Progress,190480047,2019-02-17 00:30:44,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Service in Progress
190480040-Assignment Completed,190480040,2019-02-17 00:24:35,"1300 W COLLEGE AV,MKE",6,BUSINESS CHECK,Assignment Completed
190480029-Unable to Locate Complainant,190480029,2019-02-17 00:23:13,"452 N 41ST ST,MKE",3,SUSP PERS/AUTO,Unable to Locate Complainant
190480024-City Citation(s) Issued,190480024,2019-02-17 00:15:38,"3510 N 7TH ST,MKE",5,BUSINESS CHECK,City Citation(s) Issued
190472465-Advised,190472465,2019-02-17 00:11:05,"3079 N 40TH ST,MKE",7,NOISE NUISANCE,Advised
190472549-Advised,190472549,2019-02-17 00:03:15,"8227 W BENDER AV,MKE",4,TRBL W/SUBJ-DV,Advised
190480002-Assignment Completed,190480002,2019-02-17 00:01:10,"4115 N 56TH ST,MKE",7,RETURN STATION,Assignment Completed
190472582-Advised,190472582,2019-02-16 23:59:47,"125 E JUNEAU AV,MKE",1,TRBL W/SUBJ,Advised
190472522-Advised,190472522,2019-02-16 23:55:50,"6000 N 63RD ST,MKE",4,TRBL W/SUBJ-DV,Advised
190472540-Advised,190472540,2019-02-16 23:49:02,"2728 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Advised
190472534-Advised,190472534,2019-02-16 23:47:44,"6442 N 91ST ST,MKE",4,TRBL W/JUV,Advised
190480063-Advised,190480063,2019-02-17 00:39:49,"N 57TH ST / W KEEFE AV,MKE",7,WELFARE CITIZEN,Advised
190480048-Advised/Referral,190480048,2019-02-17 00:39:02,"2443 N 1ST ST,MKE",5,BATTERY CUTTING,Advised/Referral
190480060-Advised,190480060,2019-02-17 00:38:20,"1219 N 31ST ST,MKE",3,TRBL W/SUBJ,Advised
190480062-Assignment Completed,190480062,2019-02-17 00:38:10,"1401 W MITCHELL ST,MKE",2,BUSINESS CHECK,Assignment Completed
190480061-Advised,190480061,2019-02-17 00:37:38,"100 W HOLT AV,MKE",6,TRAFFIC STOP,Advised
190480055-Service in Progress,190480055,2019-02-17 00:36:59,"3702 N 16TH ST,MKE",5,BATTERY,Service in Progress
190480044-Advised,190480044,2019-02-17 00:29:41,"1345 W LOCUST ST,MKE",5,TRBL W/SUBJ-DV,Advised
190480042-Assignment Completed,190480042,2019-02-17 00:29:08,"1726 S 24TH ST,MKE",2,TRBL W/SUBJ,Assignment Completed
190472448-Assignment Completed,190472448,2019-02-17 00:17:54,"2920 N VEL R PHILLIPS AV,MKE",5,PROPERTY PICKUP,Assignment Completed
190480022-Advised,190480022,2019-02-17 00:43:49,"3858 S MINER ST,MKE",6,NOISE NUISANCE,Advised
190480064-Service in Progress,190480064,2019-02-17 00:41:25,"W ARTHUR AV / S 14TH ST,MKE",2,SHOTS FIRED,Service in Progress
190480067-Advised,190480067,2019-02-17 00:41:15,"N 48TH ST / W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
190480080-Assignment Completed,190480080,2019-02-17 00:49:56,"3500 W MOTHER DANIELS WA,MKE",7,BUSINESS CHECK,Assignment Completed
190480078-Advised,190480078,2019-02-17 00:49:08,"S 1ST ST / W LAPHAM BL,MKE",2,TRBL W/SUBJ,Advised
190480075-Service in Progress,190480075,2019-02-17 00:49:02,"W CAPITOL DR / W LISBON AV,MKE",7,ACC UNKN INJ,Service in Progress
190480077-Service in Progress,190480077,2019-02-17 00:48:50,"3900 S 27TH ST,MKE",6,PATROL,Service in Progress
190480069-Unable to Locate Complainant,190480069,2019-02-17 00:48:48,"2001 S 15TH PL,MKE",2,SUSP PERS/AUTO,Unable to Locate Complainant
190480074-Assignment Completed,190480074,2019-02-17 00:48:47,"2200 N 54TH ST,MKE",3,MEET GOVT AGENCY,Assignment Completed
190480072-Assignment Completed,190480072,2019-02-17 00:46:36,D7,7,RETURN STATION,Assignment Completed
190480047-Assignment Completed,190480047,2019-02-17 00:30:44,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Assignment Completed
190480042-Unable to Locate Complainant,190480042,2019-02-17 00:29:08,"1726 S 24TH ST,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant
