ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190942708-Service in Progress,190942708,2019-04-04 23:28:10,"1107 S 18TH ST,MKE",2,SUSP PERS/AUTO,Service in Progress
190942733-Assignment Completed,190942733,2019-04-04 23:27:40,"N 45TH ST / W AUER AV,MKE",7,INVESTIGATION,Assignment Completed
190942727-Service in Progress,190942727,2019-04-04 23:27:16,"2929 W WISCONSIN AV,MKE",3,DEAD ON ENTRY,Service in Progress
190942635-Service in Progress,190942635,2019-04-04 23:26:50,"275 W WISCONSIN AV,MKE",1,FRAUD,Service in Progress
190942731-Service in Progress,190942731,2019-04-04 23:26:46,"N 84TH ST / W FLORIST AV,MKE",4,INVESTIGATION,Service in Progress
190942716-Unable to Locate Complainant,190942716,2019-04-04 23:25:53,"5110 W HAMPTON AV,MKE",7,PROPERTY DAMAGE,Unable to Locate Complainant
190942722-Assignment Completed,190942722,2019-04-04 23:23:54,"4400 W CENTER ST,MKE",7,INVESTIGATION,Assignment Completed
190942719-To be Filed,190942719,2019-04-04 23:22:32,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed
190942717-Unable to Locate Complainant,190942717,2019-04-04 23:20:57,"5938 N 70TH ST,MKE",4,CALL FOR POLICE,Unable to Locate Complainant
190942706-Unable to Locate Complainant,190942706,2019-04-04 23:17:12,"8831 N 96TH ST,MKE",4,TRBL W/SUBJ,Unable to Locate Complainant
190942657-Advised,190942657,2019-04-04 23:09:22,"2718 N 49TH ST,MKE",7,TRBL W/SUBJ,Advised
190942691-Advised,190942691,2019-04-04 23:07:51,"6050 W BLUE MOUND RD,MKE",3,TRAFFIC STOP,Advised
190942679-Assignment Completed,190942679,2019-04-04 23:04:45,"N 29TH ST / W CARMEN AV,MKE",4,CALL FOR POLICE,Assignment Completed
190942674-To be Filed,190942674,2019-04-04 23:02:10,"6929 W SILVER SPRING DR,MKE",4,REPORTS,To be Filed
190942662-Assignment Completed,190942662,2019-04-04 22:53:06,"3006 S 27TH ST,MKE",6,ASSIGN-ADMN MPD,Assignment Completed
190942754-Service in Progress,190942754,2019-04-04 23:34:52,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Service in Progress
190942755-Service in Progress,190942755,2019-04-04 23:34:52,"6798 W APPLETON AV,MKE",7,TRAFFIC STOP,Service in Progress
190942753-Assignment Completed,190942753,2019-04-04 23:34:48,"3839 W BURNHAM ST,MKE",2,CONVEY PROPERTY,Assignment Completed
190942749-Assignment Completed,190942749,2019-04-04 23:34:05,"3006 S 27TH ST,MKE",6,REPORTS,Assignment Completed
190942748-Assignment Completed,190942748,2019-04-04 23:33:57,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
190942747-Service in Progress,190942747,2019-04-04 23:33:43,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Service in Progress
190942746-Service in Progress,190942746,2019-04-04 23:33:42,"5517 W NORTH AV,MKE",3,TAVERN CHECK,Service in Progress
190942745-Assignment Completed,190942745,2019-04-04 23:32:41,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190942744-Advised,190942744,2019-04-04 23:32:37,"1213 N WATER ST,MKE",1,TRBL W/SUBJ,Advised
190942743-Assignment Completed,190942743,2019-04-04 23:32:28,"7507 W OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
190942741-Assignment Completed,190942741,2019-04-04 23:31:56,"6292 S 27TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
190942740-Service in Progress,190942740,2019-04-04 23:31:21,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
190942738-Assignment Completed,190942738,2019-04-04 23:30:27,"4400 W CENTER ST,MKE",7,BUSINESS CHECK,Assignment Completed
190942737-Assignment Completed,190942737,2019-04-04 23:30:07,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190942708-Unable to Locate Complainant,190942708,2019-04-04 23:28:10,"1107 S 18TH ST,MKE",2,SUSP PERS/AUTO,Unable to Locate Complainant
190942635-Advised,190942635,2019-04-04 23:26:50,"275 W WISCONSIN AV,MKE",1,FRAUD,Advised
190942625-Assignment Completed,190942625,2019-04-04 23:24:43,"N 40TH ST / W DOUGLAS AV,MKE",4,WATER MAIN BREAK,Assignment Completed
190942718-Assignment Completed,190942718,2019-04-04 23:22:19,"4700 W WASHINGTON BL,MKE",3,INVESTIGATION,Assignment Completed
190942702-Assignment Completed,190942702,2019-04-04 23:15:24,"1575 W WASHINGTON ST,MKE",2,ACC PDO,Assignment Completed
190942687-To be Filed,190942687,2019-04-04 23:06:49,"3626 W FOND DU LAC AV,MKE",7,REPORTS,To be Filed
190942683-Assignment Completed,190942683,2019-04-04 23:04:24,"N 34TH ST / W MEINECKE AV,MKE",3,INVESTIGATION,Assignment Completed
190942617-Assignment Completed,190942617,2019-04-04 22:55:23,"2967 N OAKLAND AV,MKE",1,TRBL W/SUBJ,Assignment Completed
