ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190022795-Service in Progress,190022795,2019-01-02 23:28:02,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress
190022604-Assignment Completed,190022604,2019-01-02 23:15:04,"1546 S 38TH ST,MKE",2,WELFARE CITIZEN,Assignment Completed
190022681-To be Filed,190022681,2019-01-02 22:48:04,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed
190022806-Assignment Completed,190022806,2019-01-02 23:34:07,"3869 S 84TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
190022803-Service in Progress,190022803,2019-01-02 23:33:14,"749 W STATE ST,MKE",1,RETURN STATION,Service in Progress
190022800-Assignment Completed,190022800,2019-01-02 23:31:56,"6700 W VILLARD AV,MKE",4,PATROL,Assignment Completed
190022799-Assignment Completed,190022799,2019-01-02 23:30:23,"7000 W ACACIA ST,MKE",4,INVESTIGATION,Assignment Completed
190022798-Advised,190022798,2019-01-02 23:30:09,"4419 S HOWELL AV,MKE",6,TRAFFIC STOP,Advised
190022795-To be Filed,190022795,2019-01-02 23:28:02,"245 W LINCOLN AV,MKE",2,REPORTS,To be Filed
190022747-Assignment Completed,190022747,2019-01-02 23:08:49,"2020 E PARK PL,MKE",1,ABAND/STOLEN PRO,Assignment Completed
190022721-Advised/Referral,190022721,2019-01-02 22:59:59,"3308 N 23RD ST,MKE",5,BATTERY,Advised/Referral
190022807-Service in Progress,190022807,2019-01-02 23:38:56,"2776 N 53RD ST,MKE",7,BATTERY DV,Service in Progress
190022814-To be Filed,190022814,2019-01-02 23:38:07,"3879 N 24TH PL,MKE",5,SHOTSPOTTER,To be Filed
190022817-Service in Progress,190022817,2019-01-02 23:37:46,"3826 W NATIONAL AV,MKE",2,RECKLESS VEHICLE,Service in Progress
190022816-Advised,190022816,2019-01-02 23:37:32,"W VILLARD AV / N HOPKINS ST,MKE",4,TRAFFIC STOP,Advised
190022815-Assignment Completed,190022815,2019-01-02 23:37:28,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
190022813-City Citation(s) Issued,190022813,2019-01-02 23:36:54,"4800 W SILVER SPRING DR,MKE",4,TRAFFIC STOP,City Citation(s) Issued
190022812-Assignment Completed,190022812,2019-01-02 23:36:52,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190022810-Advised,190022810,2019-01-02 23:35:42,"2350 N 10TH ST,MKE",3,TRAFFIC STOP,Advised
190022809-Service in Progress,190022809,2019-01-02 23:35:26,"3006 S 27TH ST,MKE",6,RETURN STATION,Service in Progress
190022808-Service in Progress,190022808,2019-01-02 23:35:24,"749 W STATE ST,MKE",1,OUT OF SERVICE,Service in Progress
190022756-Assignment Completed,190022756,2019-01-02 23:10:29,"749 W STATE ST,MKE",1,REPORTS,Assignment Completed
190022715-Assignment Completed,190022715,2019-01-02 22:57:04,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190022825-Assignment Completed,190022825,2019-01-02 23:42:57,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190022824-Service in Progress,190022824,2019-01-02 23:42:37,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Service in Progress
190022820-Assignment Completed,190022820,2019-01-02 23:40:45,"1213 N WATER ST,MKE",1,TAVERN CHECK,Assignment Completed
190022805-Service in Progress,190022805,2019-01-02 23:40:31,"N 35TH ST / W LOCUST ST,MKE",7,ACC PI,Service in Progress
190022754-Assignment Completed,190022754,2019-01-02 23:09:44,"S 84TH ST / W O CONNOR ST,MKE",3,PATROL,Assignment Completed
190022833-Assignment Completed,190022833,2019-01-02 23:49:05,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190022832-Assignment Completed,190022832,2019-01-02 23:48:57,350 N PLANKINTON AVE,1,BUSINESS CHECK,Assignment Completed
190022831-Assignment Completed,190022831,2019-01-02 23:47:36,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190022801-Advised/Referral,190022801,2019-01-02 23:47:27,"4081 N 26TH ST,MKE",5,THEFT VEHICLE,Advised/Referral
190022828-Advised,190022828,2019-01-02 23:47:16,"4130 N 84TH ST,MKE",7,MEET MFD,Advised
190022829-Assignment Completed,190022829,2019-01-02 23:45:49,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190022793-Assignment Completed,190022793,2019-01-02 23:45:25,"3372 N BOOTH ST,MKE",5,TRBL W/SUBJ,Assignment Completed
190022826-Assignment Completed,190022826,2019-01-02 23:45:09,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190022824-Assignment Completed,190022824,2019-01-02 23:42:37,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
190022809-Assignment Completed,190022809,2019-01-02 23:35:26,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
190022719-Open Investigation,190022719,2019-01-02 22:58:49,"3017 N SHERMAN BL,MKE",7,BATTERY DV,Open Investigation
190022845-Advised,190022845,2019-01-02 23:54:34,"6900 W SILVER SPRING DR,MKE",4,TRAFFIC STOP,Advised
190022842-Service in Progress,190022842,2019-01-02 23:52:55,"749 W STATE ST,MKE",1,INVESTIGATION,Service in Progress
190022838-Assignment Completed,190022838,2019-01-02 23:51:02,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
190022835-Advised,190022835,2019-01-02 23:50:30,"5871 N 76TH ST,MKE",4,TRAFFIC STOP,Advised
190022716-To be Filed,190022716,2019-01-02 22:57:20,"749 W STATE ST,MKE",1,INVESTIGATION,To be Filed
190022853-Assignment Completed,190022853,2019-01-02 23:59:48,"8500-BLK W BROWN DEER RD,MKE",4,INVESTIGATION,Assignment Completed
190022852-Assignment Completed,190022852,2019-01-02 23:59:37,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
190022849-Assignment Completed,190022849,2019-01-02 23:57:28,"2701 W MORGAN AV,MKE",6,BUSINESS CHECK,Assignment Completed
190022847-Assignment Completed,190022847,2019-01-02 23:56:53,"1800 N ARLINGTON PL,MKE",1,PATROL,Assignment Completed
190022841-Service in Progress,190022841,2019-01-02 23:56:36,"1312 S 35TH ST,MKE",2,ENTRY,Service in Progress
190022830-Advised,190022830,2019-01-02 23:56:23,"N 49TH ST / W CENTER ST,MKE",3,MEET MFD,Advised
190022842-To be Filed,190022842,2019-01-02 23:52:55,"749 W STATE ST,MKE",1,INVESTIGATION,To be Filed
190022807-Advised/Referral,190022807,2019-01-02 23:38:56,"2776 N 53RD ST,MKE",7,BATTERY DV,Advised/Referral
190022803-Assignment Completed,190022803,2019-01-02 23:33:14,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
190022789-Advised,190022789,2019-01-03 00:04:18,"4530 W LLOYD ST,MKE",3,WELFARE CITIZEN,Advised
190022854-Unable to Locate Complainant,190022854,2019-01-03 00:02:50,"1795 N WATER ST,MKE",1,FIGHT,Unable to Locate Complainant
190030005-Service in Progress,190030005,2019-01-03 00:02:46,"2727 N 24TH PL,MKE",5,TRAFFIC STOP,Service in Progress
190030002-Service in Progress,190030002,2019-01-03 00:02:14,"9091 N 76TH ST,MKE",4,SPECIAL ASSIGN,Service in Progress
190022793-Unable to Locate Complainant,190022793,2019-01-02 23:45:25,"3372 N BOOTH ST,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
190030011-Service in Progress,190030011,2019-01-03 00:09:48,"1523 S 9TH ST,MKE",2,ENTRY,Service in Progress
190030009-Unable to Locate Complainant,190030009,2019-01-03 00:09:14,"2664 W VLIET ST,MKE",3,BATTERY,Unable to Locate Complainant
