ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190382482-Service in Progress,190382482,2019-02-07 23:29:07,"S 31ST ST / W LINCOLN AV,MKE",2,RECKLESS VEHICLE,Service in Progress
190382484-Service in Progress,190382484,2019-02-07 23:28:55,"5841 W BLUE MOUND RD,MKE",3,TAVERN CHECK,Service in Progress
190382480-Service in Progress,190382480,2019-02-07 23:27:49,"224 W WASHINGTON ST,MKE",2,ROBBERY ARMED,Service in Progress
190382479-Service in Progress,190382479,2019-02-07 23:25:20,"3811 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress
190382442-Advised,190382442,2019-02-07 23:07:18,"6600-BLK W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Advised
190382417-City Citation(s) Issued,190382417,2019-02-07 22:57:19,"927 N 27TH ST,MKE",3,TRAFFIC STOP,City Citation(s) Issued
190382462-Service in Progress,190382462,2019-02-07 23:34:39,"4136 W FOND DU LAC AV,MKE",7,CALL FOR POLICE,Service in Progress
190382497-City Citation(s) Issued,190382497,2019-02-07 23:33:50,"N 68TH ST / W CAPITOL DR,MKE",7,TRAFFIC STOP,City Citation(s) Issued
190382494-Assignment Completed,190382494,2019-02-07 23:33:14,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
190382491-Advised,190382491,2019-02-07 23:32:28,"N 46TH ST / W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
190382487-Assignment Completed,190382487,2019-02-07 23:30:41,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Assignment Completed
190382486-Assignment Completed,190382486,2019-02-07 23:30:33,"3006 S 27TH ST,MKE",6,REPORTS,Assignment Completed
190382482-Unable to Locate Complainant,190382482,2019-02-07 23:29:07,"S 31ST ST / W LINCOLN AV,MKE",2,RECKLESS VEHICLE,Unable to Locate Complainant
190382480-Assignment Completed,190382480,2019-02-07 23:27:49,"224 W WASHINGTON ST,MKE",2,ROBBERY ARMED,Assignment Completed
190382479-Assignment Completed,190382479,2019-02-07 23:25:20,"3811 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
190382474-Advised,190382474,2019-02-07 23:24:59,"2431 S 8TH ST,MKE",2,SUSP PERS/AUTO,Advised
190382453-Assignment Completed,190382453,2019-02-07 23:13:33,"749 W STATE ST,MKE",1,SPECIAL ASSIGN,Assignment Completed
190382451-To be Filed,190382451,2019-02-07 23:12:25,"W CAPITOL DR / W APPLETON AV,MKE",7,VEHICLE PURSUIT,To be Filed
190382434-To be Filed,190382434,2019-02-07 23:12:20,"1335 W SCOTT ST,MKE",2,ACC PDO,To be Filed
190382444-Assignment Completed,190382444,2019-02-07 23:08:22,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Assignment Completed
190382422-Assignment Completed,190382422,2019-02-07 22:58:07,"2447 N 26TH ST,MKE",3,FOLLOW UP,Assignment Completed
190382385-Assignment Completed,190382385,2019-02-07 22:37:53,"3006 S 27TH ST,MKE",6,REPORTS,Assignment Completed
190382382-Assignment Completed,190382382,2019-02-07 22:36:38,"705 N 8TH ST,MKE",1,BATTERY DV,Assignment Completed
190382505-Assignment Completed,190382505,2019-02-07 23:37:45,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Assignment Completed
190382504-Assignment Completed,190382504,2019-02-07 23:37:23,"9091 N 76TH ST,MKE",4,BUSINESS CHECK,Assignment Completed
190382502-Service in Progress,190382502,2019-02-07 23:37:03,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
190382484-Assignment Completed,190382484,2019-02-07 23:28:55,"5841 W BLUE MOUND RD,MKE",3,TAVERN CHECK,Assignment Completed
190382447-To be Filed,190382447,2019-02-07 23:22:20,"N 56TH ST / W CAPITOL DR,MKE",7,SUSP PERS/AUTO,To be Filed
190382465-Unable to Locate Complainant,190382465,2019-02-07 23:19:35,"1721 W CANAL ST,MKE",3,DUI,Unable to Locate Complainant
190382514-Service in Progress,190382514,2019-02-07 23:42:18,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Service in Progress
190382512-Assignment Completed,190382512,2019-02-07 23:41:17,"W CENTER ST / N TEUTONIA AV,MKE",5,INVESTIGATION,Assignment Completed
190382502-Assignment Completed,190382502,2019-02-07 23:37:03,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190382447-Unable to Locate Complainant,190382447,2019-02-07 23:22:20,"N 56TH ST / W CAPITOL DR,MKE",7,SUSP PERS/AUTO,Unable to Locate Complainant
190382421-Advised/Referral,190382421,2019-02-07 23:08:02,"2317 W NASH ST,MKE",5,TRBL W/SUBJ-DV,Advised/Referral
190382528-Advised,190382528,2019-02-07 23:49:26,"310 W LAPHAM BL,MKE",2,TRAFFIC STOP,Advised
190382525-Assignment Completed,190382525,2019-02-07 23:47:49,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190382523-Assignment Completed,190382523,2019-02-07 23:46:49,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
190382515-Service in Progress,190382515,2019-02-07 23:46:23,"2458 N 22ND ST,MKE",3,SUSP PERS/AUTO,Service in Progress
190382506-Unable to Locate Complainant,190382506,2019-02-07 23:45:59,"2214 N FARWELL AV,MKE",1,TRBL W/SUBJ,Unable to Locate Complainant
190382520-Service in Progress,190382520,2019-02-07 23:45:56,"3104 W WELLS ST,MKE",3,BATTERY,Service in Progress
190382521-Service in Progress,190382521,2019-02-07 23:45:50,"2333 N 49TH ST,MKE",3,RETURN STATION,Service in Progress
190382462-Unable to Locate Complainant,190382462,2019-02-07 23:34:39,"4136 W FOND DU LAC AV,MKE",7,CALL FOR POLICE,Unable to Locate Complainant
190382468-Unable to Locate Complainant,190382468,2019-02-07 23:22:15,"3278 N DOUSMAN ST,MKE",5,BATTERY DV,Unable to Locate Complainant
190382463-Unable to Locate Complainant,190382463,2019-02-07 23:16:53,"2707 N 47TH ST,MKE",7,SUBJ WITH GUN,Unable to Locate Complainant
190382510-Service in Progress,190382510,2019-02-07 23:54:29,"7707 W MORGAN AV,MKE",6,TRBL W/SUBJ,Service in Progress
190382530-Service in Progress,190382530,2019-02-07 23:53:21,"920 S 9TH ST,MKE",2,INJ PERSON/SICK,Service in Progress
190382485-Service in Progress,190382485,2019-02-07 23:52:10,"2607 W GOLDCREST AV,MKE",6,TRBL W/SUBJ,Service in Progress
190382535-Assignment Completed,190382535,2019-02-07 23:51:59,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190382532-Assignment Completed,190382532,2019-02-07 23:51:01,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
