ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190832561-Service in Progress,190832561,2019-03-24 23:25:39,"2333 N 49TH ST,MKE",3,RETURN STATION,Service in Progress
190832542-Advised,190832542,2019-03-24 23:23:47,"945 N 12TH ST,MKE",3,WELFARE CITIZEN,Advised
190832510-Advised,190832510,2019-03-24 23:20:38,"601 E OGDEN AV,MKE",1,NOISE NUISANCE,Advised
190832549-Assignment Completed,190832549,2019-03-24 23:16:51,"3006 S 27TH ST,MKE",6,ASSIGN ADMN MPD,Assignment Completed
190832521-Unable to Locate Complainant,190832521,2019-03-24 23:13:43,"4123 N 44TH ST,MKE",7,WELFARE CITIZEN,Unable to Locate Complainant
190832496-Assignment Completed,190832496,2019-03-24 22:43:45,"3610 N 39TH ST,MKE",7,ROBBERY ST ARM,Assignment Completed
190832500-Assignment Completed,190832500,2019-03-24 22:43:09,"N 83RD ST / W KEEFE AV,MKE",7,INVESTIGATION,Assignment Completed
190832567-Service in Progress,190832567,2019-03-24 23:34:24,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Service in Progress
190832566-Assignment Completed,190832566,2019-03-24 23:34:03,"232 W LOCUST ST,MKE",5,TRAFFIC STOP,Assignment Completed
190832565-City Citation(s) Issued,190832565,2019-03-24 23:31:56,"N 6TH ST / W MC KINLEY AV,MKE",1,TRAFFIC STOP,City Citation(s) Issued
190832564-Service in Progress,190832564,2019-03-24 23:30:43,"4323 N 60TH ST,MKE",7,TAVERN CHECK,Service in Progress
190832543-Unable to Locate Complainant,190832543,2019-03-24 23:39:43,"2653 N 29TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
190832571-Assignment Completed,190832571,2019-03-24 23:38:18,"800 E LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
190832568-Service in Progress,190832568,2019-03-24 23:37:31,"3336 N BUFFUM ST,MKE",5,SUBJ W/WEAPON-DV,Service in Progress
190832563-Service in Progress,190832563,2019-03-24 23:37:25,"1721 W CANAL ST,MKE",3,ACC PDO,Service in Progress
190832567-Assignment Completed,190832567,2019-03-24 23:34:24,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190832532-Advised,190832532,2019-03-24 23:12:51,"4714 W MILL RD,MKE",4,ACC PDO,Advised
190832523-City Citation(s) Issued,190832523,2019-03-24 22:59:16,"1004 N 10TH ST,MKE",1,BATTERY,City Citation(s) Issued
190832581-Assignment Completed,190832581,2019-03-24 23:43:55,"245 W LINCOLN AV,MKE",2,REPORTS,Assignment Completed
190832579-Service in Progress,190832579,2019-03-24 23:41:46,"9600 W GREENWOOD TR,MKE",4,SPECIAL ASSIGN,Service in Progress
190832577-Assignment Completed,190832577,2019-03-24 23:41:40,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190832575-Service in Progress,190832575,2019-03-24 23:41:24,"6929 W SILVER SPRING DR,MKE",4,PRISONER TRANS,Service in Progress
190832570-Service in Progress,190832570,2019-03-24 23:40:28,5909 N MILWAUKEE RVR PKWY,7,PRISONER TRANS,Service in Progress
190832573-Service in Progress,190832573,2019-03-24 23:40:03,"3006 S 27TH ST,MKE",6,RETURN STATION,Service in Progress
190832563-To be Filed,190832563,2019-03-24 23:37:25,"1721 W CANAL ST,MKE",3,ACC PDO,To be Filed
190832564-Assignment Completed,190832564,2019-03-24 23:30:43,"4323 N 60TH ST,MKE",7,TAVERN CHECK,Assignment Completed
190832593-Advised,190832593,2019-03-24 23:49:37,"3175 N MARTIN L KING JR DR,MKE",5,TRAFFIC STOP,Advised
190832591-Service in Progress,190832591,2019-03-24 23:48:32,"4115 N 56TH ST,MKE",7,RETURN STATION,Service in Progress
190832590-Assignment Completed,190832590,2019-03-24 23:48:27,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190832574-Service in Progress,190832574,2019-03-24 23:46:55,"4222 W BURLEIGH ST,MKE",7,INJ PERSON/SICK,Service in Progress
190832587-Service in Progress,190832587,2019-03-24 23:46:18,"4774 N 44TH ST,MKE",7,TRAFFIC STOP,Service in Progress
190832586-Assignment Completed,190832586,2019-03-24 23:46:12,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190832584-Assignment Completed,190832584,2019-03-24 23:45:22,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190832604-Assignment Completed,190832604,2019-03-24 23:54:01,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190832603-Service in Progress,190832603,2019-03-24 23:53:59,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Service in Progress
190832601-Service in Progress,190832601,2019-03-24 23:53:25,"4115 N 56TH ST,MKE",7,RETURN STATION,Service in Progress
190832583-Advised/Referral,190832583,2019-03-24 23:52:05,"1230 N OLD WORLD THIRD ST,MKE",1,BATTERY,Advised/Referral
190832598-Assignment Completed,190832598,2019-03-24 23:51:31,"4228 N 15TH ST,MKE",5,CITIZEN CONVEY,Assignment Completed
190832596-Assignment Completed,190832596,2019-03-24 23:50:55,"3869 S 84TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
190832591-Assignment Completed,190832591,2019-03-24 23:48:32,"4115 N 56TH ST,MKE",7,RETURN STATION,Assignment Completed
190832587-City Citation(s) Issued,190832587,2019-03-24 23:46:18,"4774 N 44TH ST,MKE",7,TRAFFIC STOP,City Citation(s) Issued
190832573-Assignment Completed,190832573,2019-03-24 23:40:03,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
190832561-Assignment Completed,190832561,2019-03-24 23:25:39,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
190832611-Service in Progress,190832611,2019-03-24 23:58:28,"3006 S 27TH ST,MKE",6,SPECIAL ASSIGN,Service in Progress
190832522-Advised,190832522,2019-03-24 23:58:24,"4263 N 73RD ST,MKE",7,FAMILY TROUBLE,Advised
190832606-Advised,190832606,2019-03-24 23:55:46,"2720 W HIGHLAND BL,MKE",3,TRAFFIC STOP,Advised
190832588-Service in Progress,190832588,2019-03-25 00:04:52,"N 6TH ST / W NORTH AV,MKE",5,BATTERY DV,Service in Progress
190832554-Service in Progress,190832554,2019-03-25 00:02:59,"8636 W LANCASTER AV,MKE",7,TRBL W/SUBJ,Service in Progress
190832597-Unable to Locate Complainant,190832597,2019-03-25 00:01:25,"6225 W CAPITOL DR,MKE",7,TRBL W/SUBJ,Unable to Locate Complainant
190832609-Service in Progress,190832609,2019-03-25 00:00:40,"4854 N 39TH ST,MKE",7,ABDUCTION,Service in Progress
190840002-Service in Progress,190840002,2019-03-25 00:00:31,"158 E JUNEAU AV,MKE",1,TAVERN CHECK,Service in Progress
190840001-Advised,190840001,2019-03-25 00:00:28,"2960 S CHASE AV,MKE",6,TRAFFIC STOP,Advised
190832611-Assignment Completed,190832611,2019-03-24 23:58:28,"3006 S 27TH ST,MKE",6,SPECIAL ASSIGN,Assignment Completed
190832574-Advised,190832574,2019-03-24 23:46:55,"4222 W BURLEIGH ST,MKE",7,INJ PERSON/SICK,Advised
190832580-Service in Progress,190832580,2019-03-24 23:42:17,"1916 S 5TH PL,MKE",2,INJ PERSON/SICK,Service in Progress
190832605-Service in Progress,190832605,2019-03-25 00:09:25,"1673 S 9TH ST,MKE",2,SUBJ WANTED,Service in Progress
190832589-Service in Progress,190832589,2019-03-25 00:08:51,"3412 W LINCOLN AV,MKE",2,WELFARE CITIZEN,Service in Progress
190840010-Assignment Completed,190840010,2019-03-25 00:08:38,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
190840009-Service in Progress,190840009,2019-03-25 00:08:37,"2333 N 49TH ST,MKE",3,SPECIAL ASSIGN,Service in Progress
190832595-Service in Progress,190832595,2019-03-25 00:05:03,"N 24TH ST / W LANCASTER AV,MKE",7,BATTERY,Service in Progress
190840021-Service in Progress,190840021,2019-03-25 00:14:36,"4300 W SILVER SPRING DR,MKE",4,PATROL,Service in Progress
190840020-Assignment Completed,190840020,2019-03-25 00:14:28,"245 W LINCOLN AV,MKE",2,SPECIAL ASSIGN,Assignment Completed
190840019-Assignment Completed,190840019,2019-03-25 00:14:27,"749 W STATE ST,MKE",1,VEHICLE MAINT,Assignment Completed
