ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183432668-Assignment Completed,183432668,2018-12-09 23:29:55,"5311 S HOWELL AV,MKE",6,BUSINESS CHECK,Assignment Completed
183432666-Advised,183432666,2018-12-09 23:29:07,"3713 N HOLTON ST,MKE",5,TRAFFIC STOP,Advised
183432665-Service in Progress,183432665,2018-12-09 23:28:11,"4766 N 42ND ST,MKE",7,TRAFFIC STOP,Service in Progress
183432663-Service in Progress,183432663,2018-12-09 23:27:11,D1,SPD,RETURN STATION,Service in Progress
183432661-Service in Progress,183432661,2018-12-09 23:26:29,"3600 S 27TH ST,MKE",6,TRAFFIC STOP,Service in Progress
183432594-Service in Progress,183432594,2018-12-09 23:25:43,"10404 W FOUNTAIN AV,MKE",4,PROPERTY DAMAGE,Service in Progress
183432647-Assignment Completed,183432647,2018-12-09 23:19:58,"2964 S CLEMENT AV,MKE",6,TRBL W/SUBJ-DV,Assignment Completed
183432655-Assignment Completed,183432655,2018-12-09 23:19:57,"3510 W GARFIELD AV,MKE",3,TRAFFIC STOP,Assignment Completed
183432586-Assignment Completed,183432586,2018-12-09 22:52:56,"2635 W FOND DU LAC AV,MKE",3,MEET MFD,Assignment Completed
183432677-Assignment Completed,183432677,2018-12-09 23:34:06,"4100 S 27TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
183432672-Advised,183432672,2018-12-09 23:33:49,"S 35TH ST / W OKLAHOMA AV,MKE",6,WELFARE CITIZEN,Advised
183432675-Assignment Completed,183432675,2018-12-09 23:33:45,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183432676-Assignment Completed,183432676,2018-12-09 23:33:45,"2601 W STATE ST,MKE",3,TAVERN CHECK,Assignment Completed
183432674-Assignment Completed,183432674,2018-12-09 23:33:15,"3233 S 27TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
183432671-Service in Progress,183432671,2018-12-09 23:32:18,"5300 W WASHINGTON BL,MKE",3,PATROL,Service in Progress
183432670-Service in Progress,183432670,2018-12-09 23:32:06,"2900 W HOPKINS ST,MKE",5,TRAFFIC STOP,Service in Progress
183432669-Assignment Completed,183432669,2018-12-09 23:31:46,"2100 N 54TH ST,MKE",3,FOLLOW UP,Assignment Completed
183432662-Advised,183432662,2018-12-09 23:30:49,"4621 S QUINCY AV,MKE",6,FAMILY TROUBL-DV,Advised
183432661-Advised,183432661,2018-12-09 23:26:29,"3600 S 27TH ST,MKE",6,TRAFFIC STOP,Advised
183432636-City Citation(s) Issued,183432636,2018-12-09 23:14:49,"N 92ND ST / W CARMEN AV,MKE",4,BATTERY,City Citation(s) Issued
183432626-Service in Progress,183432626,2018-12-09 23:39:54,"6623 N 81ST ST,MKE",4,INJ PERSON/SICK,Service in Progress
183432524-Service in Progress,183432524,2018-12-09 23:37:58,"5536 N 31ST ST,MKE",4,TRBL W/SUBJ,Service in Progress
183432686-Service in Progress,183432686,2018-12-09 23:37:55,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Service in Progress
183432684-Service in Progress,183432684,2018-12-09 23:37:29,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Service in Progress
183432679-Advised,183432679,2018-12-09 23:36:39,"E OGDEN AV / N JEFFERSON ST,MKE",1,WELFARE CITIZEN,Advised
183432681-Assignment Completed,183432681,2018-12-09 23:36:20,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183432680-Assignment Completed,183432680,2018-12-09 23:36:19,"7000 W O CONNOR ST,MKE",3,PATROL,Assignment Completed
183432671-Assignment Completed,183432671,2018-12-09 23:32:18,"5300 W WASHINGTON BL,MKE",3,PATROL,Assignment Completed
183432605-Unable to Locate Complainant,183432605,2018-12-09 23:44:32,"2743 N 10TH ST,MKE",5,WELFARE CITIZEN,Unable to Locate Complainant
183432698-Assignment Completed,183432698,2018-12-09 23:43:36,"N 35TH ST / W BROWN ST,MKE",3,INVESTIGATION,Assignment Completed
183432697-Service in Progress,183432697,2018-12-09 23:43:23,"828 S 1ST ST,MKE",2,TAVERN CHECK,Service in Progress
183432688-Unable to Locate Complainant,183432688,2018-12-09 23:42:59,"N OAKLAND AV / E LOCUST ST,MKE",1,WELFARE CITIZEN,Unable to Locate Complainant
183432696-Assignment Completed,183432696,2018-12-09 23:41:24,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
183432695-Advised,183432695,2018-12-09 23:40:46,"N 54TH ST / W SILVER SPRING DR,MKE",4,TRAFFIC STOP,Advised
183432693-Assignment Completed,183432693,2018-12-09 23:40:44,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
183432692-Assignment Completed,183432692,2018-12-09 23:40:42,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
183432691-City Citation(s) Issued,183432691,2018-12-09 23:40:25,"3800 N HOLTON ST,MKE",5,TRAFFIC STOP,City Citation(s) Issued
183432690-Service in Progress,183432690,2018-12-09 23:40:18,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Service in Progress
183432686-Assignment Completed,183432686,2018-12-09 23:37:55,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
183432684-Assignment Completed,183432684,2018-12-09 23:37:29,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
183432670-Advised,183432670,2018-12-09 23:32:06,"2900 W HOPKINS ST,MKE",5,TRAFFIC STOP,Advised
183432705-Assignment Completed,183432705,2018-12-09 23:49:58,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
183432702-Service in Progress,183432702,2018-12-09 23:48:15,"735 W WISCONSIN AV,MKE",1,ENTRY,Service in Progress
183432704-Unable to Locate Complainant,183432704,2018-12-09 23:48:11,"N 86TH ST / W BRENTWOOD AV,MKE",4,SUSP PERS/AUTO,Unable to Locate Complainant
183432703-Advised,183432703,2018-12-09 23:47:05,"1110 N OLD WORLD THIRD ST,MKE",1,CITIZEN CONTACT,Advised
183432701-Assignment Completed,183432701,2018-12-09 23:46:17,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
183432664-Unable to Locate Complainant,183432664,2018-12-09 23:45:06,"S 1ST ST / E GREENFIELD AV,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant
183432699-Service in Progress,183432699,2018-12-09 23:45:05,"4963 N 56TH ST,MKE",7,PROPERTY DAM-DV,Service in Progress
183432712-Assignment Completed,183432712,2018-12-09 23:54:21,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
183432710-Service in Progress,183432710,2018-12-09 23:53:55,"N 52ND ST / W CUSTER AV,MKE",4,SHOTS FIRED,Service in Progress
183432626-Advised/Referral,183432626,2018-12-09 23:39:54,"6623 N 81ST ST,MKE",4,INJ PERSON/SICK,Advised/Referral
183432656-Advised,183432656,2018-12-09 23:24:09,"2842 N 35TH ST,MKE",7,TRBL W/SUBJ-DV,Advised
183432659-Service in Progress,183432659,2018-12-09 23:59:18,"5440 N 64TH ST,MKE",4,CALL FOR POLICE,Service in Progress
183432713-Assignment Completed,183432713,2018-12-09 23:55:18,"1 S BREWERS WA,MKE",3,PATROL,Assignment Completed
183432709-Assignment Completed,183432709,2018-12-09 23:52:22,"1344 E BRADY ST,MKE",1,BUSINESS CHECK,Assignment Completed
183432699-Assignment Completed,183432699,2018-12-09 23:45:05,"4963 N 56TH ST,MKE",7,PROPERTY DAM-DV,Assignment Completed
183432517-Service in Progress,183432517,2018-12-10 00:04:57,"7800 W FOND DU LAC AV,MKE",4,SUBJ WANTED,Service in Progress
183440004-Service in Progress,183440004,2018-12-10 00:04:50,"245 W LINCOLN AV,MKE",2,FOLLOW UP,Service in Progress
183440003-Advised,183440003,2018-12-10 00:04:10,"N MARTIN L KING JR DR / W CHAMBERS ST,MKE",5,BUS INVESTIGATIO,Advised
183432718-Service in Progress,183432718,2018-12-10 00:02:22,"S 27TH ST / W LINCOLN AV,MKE",2,ACC PDO,Service in Progress
