ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190812961-Unable to Locate Complainant,190812961,2019-03-22 23:28:52,"N 22ND ST / W CHERRY ST,MKE",3,CALL FOR POLICE,Unable to Locate Complainant
190812950-Advised,190812950,2019-03-22 23:28:45,"104 E MASON ST,MKE",1,CALL FOR POLICE,Advised
190812968-Assignment Completed,190812968,2019-03-22 23:28:42,"607 S 70TH ST,MKE",3,BUSINESS CHECK,Assignment Completed
190812964-Advised,190812964,2019-03-22 23:26:18,"W MAXWELL PL / W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Advised
190812963-Service in Progress,190812963,2019-03-22 23:25:54,"N 40TH ST / W HAMPTON AV,MKE",7,TRAFFIC STOP,Service in Progress
190812962-To be Filed,190812962,2019-03-22 23:25:53,"2333 N 49TH ST,MKE",3,REPORTS,To be Filed
190812863-Service in Progress,190812863,2019-03-22 23:25:49,"2912 W WELLS ST,MKE",3,NOISE NUISANCE,Service in Progress
190812954-Unable to Locate Complainant,190812954,2019-03-22 23:23:02,"2814 N 9TH ST,MKE",5,SHOTSPOTTER,Unable to Locate Complainant
190812940-To be Filed,190812940,2019-03-22 23:14:06,"9505 W MORGAN AV,MKE",6,FOLLOW UP,To be Filed
190812871-Advised,190812871,2019-03-22 22:53:11,"N 6TH ST / W HIGHLAND AV,MKE",1,STOLEN VEHICLE,Advised
190812977-Service in Progress,190812977,2019-03-22 23:34:11,"5817 N 78TH ST,MKE",4,NETWORK CRIMINAL,Service in Progress
190812975-Assignment Completed,190812975,2019-03-22 23:33:56,"2000 W BROWN ST,MKE",3,INVESTIGATION,Assignment Completed
190812952-Service in Progress,190812952,2019-03-22 23:30:30,"E IRVING PL / N CAMBRIDGE AV,MKE",1,ACC PI,Service in Progress
190812970-Assignment Completed,190812970,2019-03-22 23:30:05,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
