ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
191052917-Service in Progress,191052917,2019-04-15 23:29:53,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Service in Progress
191052914-Assignment Completed,191052914,2019-04-15 23:28:38,"N HAWLEY RD / W BLUE MOUND RD,MKE",3,TRBL W/SUBJ,Assignment Completed
191052911-Advised,191052911,2019-04-15 23:27:37,"2100 W NORTH AV,MKE",3,TRAFFIC STOP,Advised
191052909-Service in Progress,191052909,2019-04-15 23:26:42,"1200 W COLLEGE AV,MKE",6,SUSP PERS/AUTO,Service in Progress
191052919-Assignment Completed,191052919,2019-04-15 23:32:23,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
191052844-Unable to Locate Complainant,191052844,2019-04-15 23:32:18,"3719 N 18TH ST,MKE",5,WELFARE CITIZEN,Unable to Locate Complainant
191052917-Assignment Completed,191052917,2019-04-15 23:29:53,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
191052909-Unable to Locate Complainant,191052909,2019-04-15 23:26:42,"1200 W COLLEGE AV,MKE",6,SUSP PERS/AUTO,Unable to Locate Complainant
191052888-Advised,191052888,2019-04-15 23:22:41,"1633 N PROSPECT AV,MKE",1,NOISE NUISANCE,Advised
191052895-Assignment Completed,191052895,2019-04-15 23:17:15,"N VEL R PHILLIPS AV / W NORTH AV,MKE",5,PATROL,Assignment Completed
191052890-Assignment Completed,191052890,2019-04-15 23:15:44,"8333 W APPLETON AV,MKE",7,BUSINESS CHECK,Assignment Completed
191052874-Advised,191052874,2019-04-15 23:06:07,"627 E CAPITOL DR,MKE",5,ENTRY TO AUTO,Advised
191052862-Advised,191052862,2019-04-15 23:01:07,"632 W HISTORIC MITCHELL ST,MKE",2,TRBL W/SUBJ,Advised
191052825-To be Filed,191052825,2019-04-15 22:41:55,"2012 S 28TH ST,MKE",2,THEFT VEHICLE,To be Filed
191052823-Service in Progress,191052823,2019-04-15 23:39:58,"4057 N GREEN BAY AV,MKE",5,THEFT,Service in Progress
191052933-Unable to Locate Complainant,191052933,2019-04-15 23:39:20,"4856 N EVANS ST,MKE",7,SHOTS FIRED,Unable to Locate Complainant
191052932-Service in Progress,191052932,2019-04-15 23:38:51,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Service in Progress
191052930-Advised,191052930,2019-04-15 23:38:06,"N 46TH ST / W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
191052929-Assignment Completed,191052929,2019-04-15 23:37:34,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
191052928-Advised,191052928,2019-04-15 23:37:21,"W SILVER SPRING DR / N LOVERS LANE RD,MKE",4,TRAFFIC STOP,Advised
191052923-Assignment Completed,191052923,2019-04-15 23:35:53,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
191052922-Assignment Completed,191052922,2019-04-15 23:35:48,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
191052941-Service in Progress,191052941,2019-04-15 23:44:00,"749 W STATE ST,MKE",1,PRISONER TRANS,Service in Progress
191052940-Assignment Completed,191052940,2019-04-15 23:43:02,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
191052934-Service in Progress,191052934,2019-04-15 23:42:44,"2878 N 36TH ST,MKE",7,SUBJ WANTED,Service in Progress
191052938-Service in Progress,191052938,2019-04-15 23:41:57,"9611 W GREENWOOD TR,MKE",4,CONVEY PROPERTY,Service in Progress
191052937-Assignment Completed,191052937,2019-04-15 23:41:50,"3800 W NORTH AV,MKE",3,PATROL,Assignment Completed
191052935-Assignment Completed,191052935,2019-04-15 23:41:25,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
191052823-City Citation(s) Issued,191052823,2019-04-15 23:39:58,"4057 N GREEN BAY AV,MKE",5,THEFT,City Citation(s) Issued
191052932-Assignment Completed,191052932,2019-04-15 23:38:51,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
191052897-Unable to Locate Complainant,191052897,2019-04-15 23:22:01,"2202 S KINNICKINNIC AV,MKE",6,SUSP PERS/AUTO,Unable to Locate Complainant
191052948-Service in Progress,191052948,2019-04-15 23:49:49,"2551 S 34TH ST,MKE",2,CALL FOR POLICE,Service in Progress
191052950-Service in Progress,191052950,2019-04-15 23:49:01,4000 W CLYBOURN ST,3,TAVERN CHECK,Service in Progress
191052945-Unable to Locate Complainant,191052945,2019-04-15 23:48:18,"345 N 33RD ST,MKE",3,CALL FOR POLICE,Unable to Locate Complainant
