ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183500001-Service in Progress,183500001,2018-12-16 23:30:17,4769 N 47TH ST,7,SUBJ STOP,Service in Progress
183502524-Service in Progress,183502524,2018-12-16 23:19:32,"749 W STATE ST,MKE",1,REPORTS,Service in Progress
183502523-Service in Progress,183502523,2018-12-16 23:18:12,"749 W STATE ST,MKE",1,ASSIGNMENT,Service in Progress
183502524-Assignment Completed,183502524,2018-12-16 23:19:32,"749 W STATE ST,MKE",1,REPORTS,Assignment Completed
183502523-Assignment Completed,183502523,2018-12-16 23:18:12,"749 W STATE ST,MKE",1,ASSIGNMENT,Assignment Completed
183510002-Assignment Completed,183510002,2018-12-17 00:10:03,"2333 N 49TH ST,MKE",3,ASSIGNMENT,Assignment Completed
183510003-Assignment Completed,183510003,2018-12-17 00:15:15,"800 E LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
183510005-Assignment Completed,183510005,2018-12-17 00:21:00,2601 W STATE ST,3,TAVERN CHECK,Assignment Completed
183510004-Assignment Completed,183510004,2018-12-17 00:20:09,"749 W STATE ST,MKE",1,REPORTS,Assignment Completed
183510006-Assignment Completed,183510006,2018-12-17 00:36:08,"1125 N OLD WORLD THIRD ST,MKE",1,TAVERN CHECK,Assignment Completed
183510007-Assignment Completed,183510007,2018-12-17 00:55:00,"11777 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed
183510008-Service in Progress,183510008,2018-12-17 01:01:36,1009 S 1ST ST,2,BUSINESS CHECK,Service in Progress
183510008-Assignment Completed,183510008,2018-12-17 01:01:36,1009 S 1ST ST,2,BUSINESS CHECK,Assignment Completed
183510009-Advised,183510009,2018-12-17 01:14:16,"1512 N EDISON ST,MKE",1,WELFARE CITIZEN,Advised
183510014-Unable to Locate Complainant,183510014,2018-12-17 01:29:41,"1804 W NORTH AV,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
183510015-Service in Progress,183510015,2018-12-17 01:30:38,"5501 W FOND DU LAC AV,MKE",7,BUSINESS CHECK,Service in Progress
183510019-Service in Progress,183510019,2018-12-17 01:36:09,"1125 N OLD WORLD THIRD ST,MKE",1,TAVERN CHECK,Service in Progress
183510017-Service in Progress,183510017,2018-12-17 01:44:03,"2333 N 49TH ST,MKE",3,ASSIGNMENT,Service in Progress
183510011-Service in Progress,183510011,2018-12-17 01:40:06,"2394 E NORTH AV,MKE",1,TRBL W/SUBJ,Service in Progress
183510024-Service in Progress,183510024,2018-12-17 01:47:26,"2790 N CARLTON PL,MKE",7,TRBL W/SUBJ-DV,Service in Progress
183510025-Assignment Completed,183510025,2018-12-17 01:46:03,"3626 W FOND DU LAC AV,MKE",7,ASSIGNMENT,Assignment Completed
183510015-Assignment Completed,183510015,2018-12-17 01:30:38,"5501 W FOND DU LAC AV,MKE",7,BUSINESS CHECK,Assignment Completed
183510029-Advised,183510029,2018-12-17 01:54:40,"8124 W MEDFORD AV,MKE",4,SUBJ WITH GUN,Advised
183510030-To be Filed,183510030,2018-12-17 01:52:52,"1826 E BENNETT AV,MKE",6,THEFT VEHICLE,To be Filed
183510028-Service in Progress,183510028,2018-12-17 01:52:17,"2825 N BOOTH ST,MKE",5,WELFARE CITIZEN,Service in Progress
183510035-Assignment Completed,183510035,2018-12-17 01:59:19,"1801 W OLIVE ST,MKE",5,SCHL PERIMETER,Assignment Completed
183510032-Assignment Completed,183510032,2018-12-17 01:55:37,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
183510038-Assignment Completed,183510038,2018-12-17 02:03:14,"6636 W APPLETON AV,MKE",7,BUSINESS CHECK,Assignment Completed
183510036-Service in Progress,183510036,2018-12-17 02:01:51,"N 36TH ST / W CONGRESS ST,MKE",7,VEHICLE PURSUIT,Service in Progress
183510022-Assignment Completed,183510022,2018-12-17 02:08:51,"3224 S 16TH ST,MKE",6,TRBL W/SUBJ,Assignment Completed
183510046-Service in Progress,183510046,2018-12-17 02:11:45,"2333 N 49TH ST,MKE",3,PRISONER TRANS,Service in Progress
183510042-Assignment Completed,183510042,2018-12-17 02:11:31,"N 8TH ST / W BURLEIGH ST,MKE",5,ACC UNKN INJ,Assignment Completed
183510044-Service in Progress,183510044,2018-12-17 02:10:39,"2333 N 49TH ST,MKE",3,REPORTS,Service in Progress
183510036-Assignment Completed,183510036,2018-12-17 02:01:51,"N 36TH ST / W CONGRESS ST,MKE",7,VEHICLE PURSUIT,Assignment Completed
183510051-Service in Progress,183510051,2018-12-17 02:19:16,"2301 N LAKE DR,MKE",1,SPECIAL ASSIGN,Service in Progress
183510034-Service in Progress,183510034,2018-12-17 02:19:05,"646 W PIERCE ST,MKE",2,RECK USE OF W-DV,Service in Progress
183510049-Unable to Locate Complainant,183510049,2018-12-17 02:16:59,"754 W BURLEIGH ST,MKE",5,CALL FOR POLICE,Unable to Locate Complainant
183510050-Service in Progress,183510050,2018-12-17 02:15:57,"749 W STATE ST,MKE",1,ASSIGNMENT,Service in Progress
183510028-Advised,183510028,2018-12-17 01:52:17,"2825 N BOOTH ST,MKE",5,WELFARE CITIZEN,Advised
183510025-To be Filed,183510025,2018-12-17 01:46:03,"3626 W FOND DU LAC AV,MKE",7,ASSIGNMENT,To be Filed
183510011-Assignment Completed,183510011,2018-12-17 01:40:06,"2394 E NORTH AV,MKE",1,TRBL W/SUBJ,Assignment Completed
183510052-Service in Progress,183510052,2018-12-17 02:23:51,"3235 S 84TH ST,MKE",6,WELFARE CITIZEN,Service in Progress
183510055-Cleared by Arrest,183510055,2018-12-17 02:22:44,"2629 N 48TH ST,MKE",3,TRAFFIC STOP,Cleared by Arrest
183510054-Service in Progress,183510054,2018-12-17 02:22:28,"1100 W HISTORIC MITCHELL ST,MKE",2,SHOTS FIRED,Service in Progress
183510053-Assignment Completed,183510053,2018-12-17 02:20:54,"7900 W GRANTOSA DR,MKE",7,SHOTS FIRED,Assignment Completed
183510059-Service in Progress,183510059,2018-12-17 02:29:41,"N 41ST ST / W CUSTER AV,MKE",4,ACC PDO,Service in Progress
183510034-Advised/Referral,183510034,2018-12-17 02:19:05,"646 W PIERCE ST,MKE",2,RECK USE OF W-DV,Advised/Referral
183510044-To be Filed,183510044,2018-12-17 02:10:39,"2333 N 49TH ST,MKE",3,REPORTS,To be Filed
183510024-Advised,183510024,2018-12-17 01:47:26,"2790 N CARLTON PL,MKE",7,TRBL W/SUBJ-DV,Advised
183510019-Assignment Completed,183510019,2018-12-17 01:36:09,"1125 N OLD WORLD THIRD ST,MKE",1,TAVERN CHECK,Assignment Completed
183510063-Advised,183510063,2018-12-17 02:31:32,"3326 W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Advised
183510025-Cleared by Arrest,183510025,2018-12-17 01:46:03,"3626 W FOND DU LAC AV,MKE",7,ASSIGNMENT,Cleared by Arrest
183510068-Assignment Completed,183510068,2018-12-17 02:39:32,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
183510062-Unable to Locate Complainant,183510062,2018-12-17 02:37:29,"3290 N 49TH ST,MKE",7,WELFARE CITIZEN,Unable to Locate Complainant
183510065-To be Filed,183510065,2018-12-17 02:36:28,"2324 N 45TH ST,MKE",3,SHOTSPOTTER,To be Filed
183510074-Assignment Completed,183510074,2018-12-17 02:44:37,"3500 W MICHIGAN ST,MKE",3,PATROL,Assignment Completed
183510072-Service in Progress,183510072,2018-12-17 02:42:05,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Service in Progress
183510070-Unable to Locate Complainant,183510070,2018-12-17 02:41:48,"3059 N 29TH ST,MKE",5,SHOTSPOTTER,Unable to Locate Complainant
183510075-Assignment Completed,183510075,2018-12-17 02:47:12,"1351 N 40TH ST,MKE",3,PROPERTY DAMAGE,Assignment Completed
183510081-Service in Progress,183510081,2018-12-17 02:54:24,"4964 N 55TH ST,MKE",7,PROPERTY DAMAGE,Service in Progress
183510077-Service in Progress,183510077,2018-12-17 02:52:42,"3107 N 44TH ST,MKE",7,INJ PERSON/SICK,Service in Progress
183510079-Service in Progress,183510079,2018-12-17 02:52:22,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress
183510067-Service in Progress,183510067,2018-12-17 02:51:53,"6931 W TALLMADGE PL,MKE",4,PROPERTY DAM-DV,Service in Progress
183510076-Service in Progress,183510076,2018-12-17 02:50:11,"5900-BLK W HADLEY ST,MKE",7,RECKLESS VEHICLE,Service in Progress
183510059-Assignment Completed,183510059,2018-12-17 02:29:41,"N 41ST ST / W CUSTER AV,MKE",4,ACC PDO,Assignment Completed
183510084-Assignment Completed,183510084,2018-12-17 02:58:13,"S 5TH PL / W BECHER ST,MKE",2,TRAFFIC STOP,Assignment Completed
183510083-Assignment Completed,183510083,2018-12-17 02:57:30,"1100 W WELLS ST,MKE",3,FOLLOW UP,Assignment Completed
183510066-Service in Progress,183510066,2018-12-17 02:56:21,"5049 N 74TH ST,MKE",7,ENTRY AUTOS,Service in Progress
183510075-Advised,183510075,2018-12-17 02:47:12,"1351 N 40TH ST,MKE",3,PROPERTY DAMAGE,Advised
183510091-Assignment Completed,183510091,2018-12-17 03:04:41,"3071 N 60TH ST,MKE",7,BUSINESS CHECK,Assignment Completed
183510078-Service in Progress,183510078,2018-12-17 03:03:14,"9200 W WISCONSIN AV,MKE",3,ASSIGNMENT,Service in Progress
183510090-Service in Progress,183510090,2018-12-17 03:02:53,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Service in Progress
183510085-Service in Progress,183510085,2018-12-17 03:00:33,"749 W STATE ST,MKE",1,REPORTS,Service in Progress
183510067-Advised,183510067,2018-12-17 02:51:53,"6931 W TALLMADGE PL,MKE",4,PROPERTY DAM-DV,Advised
183510046-Assignment Completed,183510046,2018-12-17 02:11:45,"2333 N 49TH ST,MKE",3,PRISONER TRANS,Assignment Completed
183510095-Assignment Completed,183510095,2018-12-17 03:10:00,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
183510093-Service in Progress,183510093,2018-12-17 03:07:33,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress
183510092-Assignment Completed,183510092,2018-12-17 03:06:05,"3700-BLK W GALENA ST,MKE",3,INVESTIGATION,Assignment Completed
183510097-Service in Progress,183510097,2018-12-17 03:15:00,"9420 W BECKETT AV,MKE",4,CALL FOR POLICE,Service in Progress
183510094-Service in Progress,183510094,2018-12-17 03:10:53,"945 N 12TH ST,MKE",3,ROBBERY ST ARM,Service in Progress
183510098-Service in Progress,183510098,2018-12-17 03:15:41,"3626 W FOND DU LAC AV,MKE",7,PRISONER TRANS,Service in Progress
183510093-Assignment Completed,183510093,2018-12-17 03:07:33,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
183510072-Open Investigation,183510072,2018-12-17 02:42:05,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Open Investigation
183510101-City Citation(s) Issued,183510101,2018-12-17 03:21:53,"3337 N SHERMAN BL,MKE",7,PARKING TROUBLE,City Citation(s) Issued
183510097-Assignment Completed,183510097,2018-12-17 03:15:00,"9420 W BECKETT AV,MKE",4,CALL FOR POLICE,Assignment Completed
183510106-Assignment Completed,183510106,2018-12-17 03:28:42,"4800 W LLOYD ST,MKE",3,PATROL,Assignment Completed
183510105-Advised,183510105,2018-12-17 03:28:05,"1804 E NORTH AV,MKE",1,TRAFFIC STOP,Advised
183510104-Service in Progress,183510104,2018-12-17 03:25:53,"245 W LINCOLN AV,MKE",2,ASSIGNMENT,Service in Progress
183510109-Advised,183510109,2018-12-17 03:32:29,"3450 N MARTIN L KING JR DR,MKE",5,TRAFFIC STOP,Advised
183510108-Advised,183510108,2018-12-17 03:31:33,"1428 W RING ST,MKE",5,TRAFFIC STOP,Advised
183510077-Advised,183510077,2018-12-17 02:52:42,"3107 N 44TH ST,MKE",7,INJ PERSON/SICK,Advised
183510102-Advised,183510102,2018-12-17 03:38:11,"2131 S 5TH PL,MKE",2,FAMILY TROUBL-DV,Advised
183510081-To be Filed,183510081,2018-12-17 02:54:24,"4964 N 55TH ST,MKE",7,PROPERTY DAMAGE,To be Filed
183510116-Service in Progress,183510116,2018-12-17 03:44:26,"2012 N 36TH ST,MKE",3,SHOTSPOTTER,Service in Progress
183510113-Advised,183510113,2018-12-17 03:42:09,"2905 N 23RD ST,MKE",5,SUSP PERS/AUTO,Advised
183510114-Unable to Locate Complainant,183510114,2018-12-17 03:41:56,"W WISCONSIN AV / N 27TH ST,MKE",3,SHOTS FIRED,Unable to Locate Complainant
183510118-Service in Progress,183510118,2018-12-17 03:49:06,"1400 W ORCHARD ST,MKE",2,ROBBERY ST ARM,Service in Progress
183510117-Advised,183510117,2018-12-17 03:46:33,"2534 W HOPKINS ST,MKE",5,TRAFFIC STOP,Advised
183510103-Service in Progress,183510103,2018-12-17 03:45:55,"2811 S 14TH ST,MKE",6,FIRE,Service in Progress
183510115-Service in Progress,183510115,2018-12-17 03:45:24,"2604 W LINCOLN AV,MKE",2,SUSP PERS/AUTO,Service in Progress
183510090-Assignment Completed,183510090,2018-12-17 03:02:53,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Assignment Completed
183510066-To be Filed,183510066,2018-12-17 02:56:21,"5049 N 74TH ST,MKE",7,ENTRY AUTOS,To be Filed
183510120-Service in Progress,183510120,2018-12-17 03:52:25,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress
183510124-Advised,183510124,2018-12-17 03:59:30,"5200 W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Advised
183510123-Service in Progress,183510123,2018-12-17 03:56:56,"E CHICAGO ST / N JACKSON ST,MKE",1,PATROL,Service in Progress
