ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190372227-Advised,190372227,2019-02-06 23:28:40,"1412 W GREENFIELD AV,MKE",2,VIOL REST ORDER,Advised
190372247-To be Filed,190372247,2019-02-06 23:27:43,"4012 W ROOSEVELT DR,MKE",7,SHOTSPOTTER,To be Filed
190372246-Service in Progress,190372246,2019-02-06 23:26:42,"3126 W JUNEAU AV,MKE",3,FIGHT,Service in Progress
190372244-To be Filed,190372244,2019-02-06 23:24:28,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed
190372241-Assignment Completed,190372241,2019-02-06 23:23:46,"504 S LAYTON BL,MKE",2,BUSINESS CHECK,Assignment Completed
190372185-Assignment Completed,190372185,2019-02-06 22:45:42,"749 W STATE ST,MKE",1,FOLLOW UP,Assignment Completed
190372250-Service in Progress,190372250,2019-02-06 23:34:00,"5020 N 47TH ST,MKE",7,BATTERY CUTTING,Service in Progress
190372254-Assignment Completed,190372254,2019-02-06 23:31:17,"709 W OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
190372253-Assignment Completed,190372253,2019-02-06 23:30:31,"2201 S 7TH ST,MKE",2,PATROL,Assignment Completed
190372231-Advised,190372231,2019-02-06 23:37:57,"4919 N 52ND ST,MKE",7,FAMILY TROUBLE,Advised
190372258-Service in Progress,190372258,2019-02-06 23:36:32,"2707 W BURLEIGH ST,MKE",5,SUBJ STOP,Service in Progress
190372256-Service in Progress,190372256,2019-02-06 23:35:07,"3761 N 60TH ST,MKE",7,BATTERY,Service in Progress
190372266-Advised/Referral,190372266,2019-02-06 23:43:54,"1328 E ALBION ST,MKE",1,SUBJ WITH WEAPON,Advised/Referral
190372267-Assignment Completed,190372267,2019-02-06 23:41:45,"5880 S HOWELL AV,MKE",6,BUSINESS CHECK,Assignment Completed
190372255-Service in Progress,190372255,2019-02-06 23:41:11,"N 35TH ST / W MC KINLEY BL,MKE",3,TRBL W/SUBJ,Service in Progress
190372202-Service in Progress,190372202,2019-02-06 23:41:05,"4020 W GOOD HOPE RD,MKE",4,ADDL INFO,Service in Progress
190372265-Assignment Completed,190372265,2019-02-06 23:41:00,"237 N 35TH ST,MKE",3,TAVERN CHECK,Assignment Completed
190372280-Unable to Locate Complainant,190372280,2019-02-06 23:49:10,"1743 S PEARL ST,MKE",2,SHOTSPOTTER,Unable to Locate Complainant
190372281-Assignment Completed,190372281,2019-02-06 23:48:47,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190372279-Assignment Completed,190372279,2019-02-06 23:48:02,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190372278-Assignment Completed,190372278,2019-02-06 23:46:39,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190372277-Assignment Completed,190372277,2019-02-06 23:46:33,"1907 E PARK PL,MKE",1,SUBJ WANTED,Assignment Completed
