ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183313199-Assignment Completed,183313199,2018-11-27 23:26:18,"4152 N 56TH ST,MKE",7,CITIZEN CONTACT,Assignment Completed
183313198-Assignment Completed,183313198,2018-11-27 23:25:33,"6929 W SILVER SPRING DR,MKE",4,POLICE ADMIN,Assignment Completed
183313190-Assignment Completed,183313190,2018-11-27 23:22:17,"426 N 31ST ST,MKE",3,ENTRY,Assignment Completed
183313188-Unable to Locate Complainant,183313188,2018-11-27 23:21:00,"S 24TH ST / W MINERAL ST,MKE",2,SHOTS FIRED,Unable to Locate Complainant
183313180-Advised/Referral,183313180,2018-11-27 23:16:21,"2339 S 9TH ST,MKE",2,BATTERY,Advised/Referral
183313173-Assignment Completed,183313173,2018-11-27 23:07:33,"N 57TH ST / W SILVER SPRING DR,MKE",4,NON PURSUIT NO P,Assignment Completed
183313143-Assignment Completed,183313143,2018-11-27 22:53:57,"N 27TH ST / W BURLEIGH ST,MKE",5,INVESTIGATION,Assignment Completed
183313139-Unable to Locate Complainant,183313139,2018-11-27 22:51:31,"3355 N VEL R PHILLIPS AV,MKE",5,FOLLOW UP,Unable to Locate Complainant
183313122-Cleared by Arrest,183313122,2018-11-27 22:42:12,"5825 W HOPE AV,MKE",7,SUBJ STOP,Cleared by Arrest
183313107-Unable to Locate Complainant,183313107,2018-11-27 22:39:35,"922 W KEEFE AV,MKE",5,SUBJ WANTED,Unable to Locate Complainant
183313109-Assignment Completed,183313109,2018-11-27 22:33:57,"N WATER ST / E CHICAGO ST,MKE",1,PATROL,Assignment Completed
183313207-Advised,183313207,2018-11-27 23:34:55,"2109 N 12TH ST,MKE",3,TRAFFIC STOP,Advised
183313205-Assignment Completed,183313205,2018-11-27 23:33:33,"6680 N TEUTONIA AV,MKE",4,RETURN STATION,Assignment Completed
183313096-Service in Progress,183313096,2018-11-27 23:32:07,"3510 N 7TH ST,MKE",5,TRBL W/SUBJ,Service in Progress
183313202-Advised,183313202,2018-11-27 23:31:16,"2916 W LINCOLN AV,MKE",2,TRBL W/SUBJ,Advised
183313191-To be Filed,183313191,2018-11-27 23:19:59,"871 N 24TH ST,MKE",3,ENTRY AUTOS,To be Filed
183313135-Assignment Completed,183313135,2018-11-27 23:05:09,"2333 N 49TH ST,MKE",3,CONVEY PROPERTY,Assignment Completed
183313116-To be Filed,183313116,2018-11-27 22:49:44,"N 20TH ST / W HOPKINS ST,MKE",5,WELFARE CITIZEN,To be Filed
183313212-Assignment Completed,183313212,2018-11-27 23:38:55,"4061 N 54TH ST,MKE",7,BUSINESS CHECK,Assignment Completed
183313206-Service in Progress,183313206,2018-11-27 23:37:45,"9315 W SHERIDAN AV,MKE",4,TRBL W/SUBJ,Service in Progress
183313211-Assignment Completed,183313211,2018-11-27 23:37:21,"2012 W CAPITOL DR,MKE",5,BUSINESS CHECK,Assignment Completed
183313209-Assignment Completed,183313209,2018-11-27 23:36:50,"2479 N FRATNEY ST,MKE",5,BUSINESS CHECK,Assignment Completed
183313136-Assignment Completed,183313136,2018-11-27 22:50:33,"3006 S 27TH ST,MKE",6,POLICE ADMIN,Assignment Completed
183313227-City Citation(s) Issued,183313227,2018-11-27 23:44:49,"E NORTH AV / N CAMBRIDGE AV,MKE",1,TRAFFIC STOP,City Citation(s) Issued
183313226-Service in Progress,183313226,2018-11-27 23:44:41,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Service in Progress
183313225-Service in Progress,183313225,2018-11-27 23:44:20,"3100 N TEUTONIA AV,MKE",5,INVESTIGATION,Service in Progress
183313222-Assignment Completed,183313222,2018-11-27 23:43:33,"1300 E BRADY ST,MKE",1,PATROL,Assignment Completed
183313221-Assignment Completed,183313221,2018-11-27 23:42:51,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183313220-Service in Progress,183313220,2018-11-27 23:42:44,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Service in Progress
183313214-Assignment Completed,183313214,2018-11-27 23:40:18,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
183313238-Assignment Completed,183313238,2018-11-27 23:49:24,"2428 N MURRAY AV,MKE",1,BUSINESS CHECK,Assignment Completed
183313097-Service in Progress,183313097,2018-11-27 23:49:10,"7300 W DEAN RD,MKE",4,NOISE NUISANCE,Service in Progress
183313237-Assignment Completed,183313237,2018-11-27 23:48:20,"6929 W SILVER SPRING DR,MKE",4,POLICE ADMIN,Assignment Completed
183313234-Assignment Completed,183313234,2018-11-27 23:47:11,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183313232-Assignment Completed,183313232,2018-11-27 23:45:43,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
183313231-Assignment Completed,183313231,2018-11-27 23:45:34,"6929 W SILVER SPRING DR,MKE",4,POLICE ADMIN,Assignment Completed
183313187-Service in Progress,183313187,2018-11-27 23:45:19,"436 N 41ST ST,MKE",3,SUSP PERS/AUTO,Service in Progress
183313226-Assignment Completed,183313226,2018-11-27 23:44:41,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
183313225-Assignment Completed,183313225,2018-11-27 23:44:20,"3100 N TEUTONIA AV,MKE",5,INVESTIGATION,Assignment Completed
183313220-Assignment Completed,183313220,2018-11-27 23:42:44,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
183313206-Advised,183313206,2018-11-27 23:37:45,"9315 W SHERIDAN AV,MKE",4,TRBL W/SUBJ,Advised
183313184-Advised/Referral,183313184,2018-11-27 23:20:26,"2150 S 13TH ST,MKE",2,BATTERY DV,Advised/Referral
183313163-To be Filed,183313163,2018-11-27 23:10:20,"231 W WISCONSIN AV,MKE",1,PROPERTY DAMAGE,To be Filed
183313153-To be Filed,183313153,2018-11-27 22:58:16,"3626 W FOND DU LAC AV,MKE",7,SPECIAL ASSIGN,To be Filed
183313073-Advised,183313073,2018-11-27 22:54:36,"4909 N 24TH ST,MKE",7,FAMILY TROUBL-DV,Advised
183313240-Advised,183313240,2018-11-27 23:50:26,"2731 W TOWNSEND ST,MKE",5,SUBJ STOP,Advised
183313254-Service in Progress,183313254,2018-11-27 23:59:29,"S 49TH ST / W CLEVELAND AV,MKE",6,PROPERTY PICKUP,Service in Progress
183313251-Service in Progress,183313251,2018-11-27 23:59:01,"3204 N JULIA ST,MKE",5,SUBJ WITH GUN-DV,Service in Progress
183313252-Service in Progress,183313252,2018-11-27 23:56:57,"945 N 12TH ST,MKE",3,SPECIAL ASSIGN,Service in Progress
183313250-Advised,183313250,2018-11-27 23:55:48,"N WATER ST / E PLEASANT ST,MKE",1,TRAFFIC STOP,Advised
183313246-Service in Progress,183313246,2018-11-27 23:55:24,"2630 W WISCONSIN AV,MKE",3,SHOTSPOTTER,Service in Progress
183313248-Service in Progress,183313248,2018-11-27 23:55:14,"3975 N TEUTONIA AV,MKE",5,BUSINESS CHECK,Service in Progress
183320003-Service in Progress,183320003,2018-11-28 00:03:35,"3006 S 27TH ST,MKE",6,POLICE ADMIN,Service in Progress
183320010-Service in Progress,183320010,2018-11-28 00:09:53,"N 89TH ST / W CARMEN AV,MKE",4,INVESTIGATION,Service in Progress
183320008-Assignment Completed,183320008,2018-11-28 00:08:42,"110 E LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
183320007-Advised,183320007,2018-11-28 00:08:31,"2017 E NORTH AV,MKE",1,TRAFFIC STOP,Advised
183320002-Unable to Locate Complainant,183320002,2018-11-28 00:07:43,"2502 N 50TH ST,MKE",3,CRUELTY ANIMAL,Unable to Locate Complainant
183320006-Service in Progress,183320006,2018-11-28 00:05:49,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress
183313254-Assignment Completed,183313254,2018-11-27 23:59:29,"S 49TH ST / W CLEVELAND AV,MKE",6,PROPERTY PICKUP,Assignment Completed
183313246-To be Filed,183313246,2018-11-27 23:55:24,"2630 W WISCONSIN AV,MKE",3,SHOTSPOTTER,To be Filed
183313248-Assignment Completed,183313248,2018-11-27 23:55:14,"3975 N TEUTONIA AV,MKE",5,BUSINESS CHECK,Assignment Completed
183320019-Assignment Completed,183320019,2018-11-28 00:14:49,"2800 N BUFFUM ST,MKE",5,INVESTIGATION,Assignment Completed
183313151-Service in Progress,183313151,2018-11-28 00:14:05,"4203 N 91ST ST,MKE",7,TRBL W/SUBJ,Service in Progress
183320017-Assignment Completed,183320017,2018-11-28 00:13:02,"350 N PLANKINTON AV,MKE",1,BUSINESS CHECK,Assignment Completed
183320014-Assignment Completed,183320014,2018-11-28 00:12:18,"3828 N 27TH ST,MKE",5,TRAFFIC STOP,Assignment Completed
