ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182763154-Service in Progress,182763154,2018-10-03 23:29:20,"3911 W SHERIDAN AV,MKE",4,BATTERY,Service in Progress
182763162-Service in Progress,182763162,2018-10-03 23:28:42,"2130 N 31ST ST,MKE",3,BATTERY,Service in Progress
182763164-Service in Progress,182763164,2018-10-03 23:28:40,"811 N JEFFERSON ST,MKE",1,PARK AND WALK,Service in Progress
182763159-To be Filed,182763159,2018-10-03 23:25:54,"3626 W FOND DU LAC AV,MKE",7,REPORTS,To be Filed
182763158-Assignment Completed,182763158,2018-10-03 23:25:43,"3500 W CLARKE ST,MKE",3,PATROL,Assignment Completed
182763157-Assignment Completed,182763157,2018-10-03 23:25:08,"9200 W BLUE MOUND RD,MKE",3,BUSINESS CHECK,Assignment Completed
182763089-Advised,182763089,2018-10-03 23:17:31,"400 N WATER ST,MKE",1,NOISE NUISANCE,Advised
182763143-Unable to Locate Complainant,182763143,2018-10-03 23:17:25,"3950 N 20TH ST,MKE",5,SHOTSPOTTER,Unable to Locate Complainant
182763141-Assignment Completed,182763141,2018-10-03 23:16:29,"3372 N OAKLAND AV,MKE",1,SUSP PERS/AUTO,Assignment Completed
182763135-No Prosecution,182763135,2018-10-03 23:12:50,"600 W ROGERS ST,MKE",2,SUBJ W/WEAPON-DV,No Prosecution
182762995-Filed Driver Exchange Report,182762995,2018-10-03 23:11:21,"10330 W SILVER SPRING DR,MKE",4,ACC PDO,Filed Driver Exchange Report
182763117-Assignment Completed,182763117,2018-10-03 23:02:12,"3033 W LISBON AV,MKE",3,TRBL W/SUBJ,Assignment Completed
182763108-Assignment Completed,182763108,2018-10-03 22:59:10,"6929 W SILVER SPRING DR,MKE",4,POLICE ADMIN,Assignment Completed
182763064-Advised,182763064,2018-10-03 22:37:26,"3271 S 57TH ST,MKE",6,TRBL W/SUBJ,Advised
182762822-Advised,182762822,2018-10-03 22:33:16,"8128 W HERBERT AV,MKE",7,WELFARE CITIZEN,Advised
182763174-Service in Progress,182763174,2018-10-03 23:34:55,"5232 N 91ST ST,MKE",4,TRAFFIC STOP,Service in Progress
182763171-Assignment Completed,182763171,2018-10-03 23:33:32,"1121 W OKLAHOMA AV,MKE",6,SUBJ WANTED,Assignment Completed
182763169-Advised,182763169,2018-10-03 23:32:35,"4044 N 44TH ST,MKE",7,TRAFFIC STOP,Advised
182763150-Advised,182763150,2018-10-03 23:32:12,"1558 S 10TH ST,MKE",2,PROPERTY DAMAGE,Advised
182763124-Unable to Locate Complainant,182763124,2018-10-03 23:32:01,"2356 N BREMEN ST,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
182763168-Advised,182763168,2018-10-03 23:30:42,"4500 W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
182762989-Unable to Locate Complainant,182762989,2018-10-03 23:17:55,"2707 W BURLEIGH ST,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
182763140-Advised/Referral,182763140,2018-10-03 23:16:15,"3438 S ALABAMA AV,MKE",6,BATTERY DV,Advised/Referral
182763177-Unable to Locate Complainant,182763177,2018-10-03 23:36:23,"S 7TH ST / W LAPHAM BL,MKE",2,CALL FOR POLICE,Unable to Locate Complainant
182763181-Advised,182763181,2018-10-03 23:36:20,"N 25TH ST / W KEEFE AV,MKE",5,TRAFFIC STOP,Advised
182763179-Service in Progress,182763179,2018-10-03 23:35:58,"2302 W STATE ST,MKE",3,TAVERN CHECK,Service in Progress
182763175-Service in Progress,182763175,2018-10-03 23:35:42,"2558 N 40TH ST,MKE",3,FIGHT,Service in Progress
182763176-Service in Progress,182763176,2018-10-03 23:35:06,"1821 E NORTH AV,MKE",1,TRAFFIC STOP,Service in Progress
182763154-Unable to Locate Complainant,182763154,2018-10-03 23:29:20,"3911 W SHERIDAN AV,MKE",4,TRBL W/SUBJ,Unable to Locate Complainant
182763200-Assignment Completed,182763200,2018-10-03 23:44:33,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
182763199-Assignment Completed,182763199,2018-10-03 23:44:12,"5230 W BLUE MOUND RD,MKE",3,BUSINESS CHECK,Assignment Completed
182763189-Assignment Completed,182763189,2018-10-03 23:42:32,"2148 S 15TH ST,MKE",2,BATTERY DV,Assignment Completed
182763195-Assignment Completed,182763195,2018-10-03 23:42:25,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
182763194-Service in Progress,182763194,2018-10-03 23:41:58,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Service in Progress
182763184-Service in Progress,182763184,2018-10-03 23:41:36,"2172 W FOREST HOME AV,MKE",2,BATTERY CUTTING,Service in Progress
182763192-Service in Progress,182763192,2018-10-03 23:41:24,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Service in Progress
182763191-Service in Progress,182763191,2018-10-03 23:40:19,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Service in Progress
182763210-Assignment Completed,182763210,2018-10-03 23:49:03,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
182763209-Assignment Completed,182763209,2018-10-03 23:48:10,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
182763207-Service in Progress,182763207,2018-10-03 23:47:25,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress
182763206-Assignment Completed,182763206,2018-10-03 23:47:14,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
182763204-Service in Progress,182763204,2018-10-03 23:46:30,"E WELLS ST / N JEFFERSON ST,MKE",1,PARK AND WALK,Service in Progress
182763203-Assignment Completed,182763203,2018-10-03 23:45:45,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
182763194-Assignment Completed,182763194,2018-10-03 23:41:58,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
182763192-Assignment Completed,182763192,2018-10-03 23:41:24,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
