ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182882891-Unable to Locate Complainant,182882891,2018-10-15 23:28:44,"2947 N BUFFUM ST,MKE",5,CALL FOR POLICE,Unable to Locate Complainant
182882892-Service in Progress,182882892,2018-10-15 23:28:23,"333 W KILBOURN AV,MKE",1,SUBJ WITH WEAPON,Service in Progress
182882895-Service in Progress,182882895,2018-10-15 23:27:07,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Service in Progress
182882894-Advised,182882894,2018-10-15 23:26:37,"4670 N 84TH ST,MKE",7,TRAFFIC STOP,Advised
182882893-Advised,182882893,2018-10-15 23:26:14,"N 23RD ST / W CHAMBERS ST,MKE",5,INVESTIGATION,Advised
182882887-Assignment Completed,182882887,2018-10-15 23:21:48,"3006 S 27TH ST,MKE",6,REPORTS,Assignment Completed
182882873-City Citation(s) Issued,182882873,2018-10-15 23:12:45,"7109 W GRANTOSA DR,MKE",4,BATTERY,City Citation(s) Issued
182882858-To be Filed,182882858,2018-10-15 23:03:57,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed
182882832-City Citation(s) Issued,182882832,2018-10-15 22:47:18,"2370 N 9TH ST,MKE",3,PARKING TROUBLE,City Citation(s) Issued
182882831-Assignment Completed,182882831,2018-10-15 22:47:08,"N 84TH ST / W VILLARD AV,MKE",7,INVESTIGATION,Assignment Completed
182882823-Assignment Completed,182882823,2018-10-15 22:38:46,"N HUMBOLDT BL / E HADLEY ST,MKE",5,INVESTIGATION,Assignment Completed
182882808-Assignment Completed,182882808,2018-10-15 22:33:30,"446 N 25TH ST,MKE",3,ACC PI,Assignment Completed
182882904-Advised,182882904,2018-10-15 23:35:00,"W APPLETON AV / W PERKINS PL,MKE",7,TRAFFIC STOP,Advised
182882902-Advised,182882902,2018-10-15 23:34:30,"8050 W APPLETON AV,MKE",7,TRAFFIC STOP,Advised
182882890-Service in Progress,182882890,2018-10-15 23:33:36,"2917 W BROWN ST,MKE",3,TRBL W/SUBJ,Service in Progress
182882901-Assignment Completed,182882901,2018-10-15 23:33:26,"N 20TH ST / W VIENNA AV,MKE",5,INVESTIGATION,Assignment Completed
182882899-Assignment Completed,182882899,2018-10-15 23:33:02,"2333 N 49TH ST,MKE",3,INVESTIGATION,Assignment Completed
182882879-Unable to Locate Complainant,182882879,2018-10-15 23:31:41,"N 28TH ST / W WELLS ST,MKE",3,TRBL W/SUBJ,Unable to Locate Complainant
182882898-Assignment Completed,182882898,2018-10-15 23:30:04,"3626 W FOND DU LAC AV,MKE",7,REPORTS,Assignment Completed
182882895-Assignment Completed,182882895,2018-10-15 23:27:07,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
182882886-Assignment Completed,182882886,2018-10-15 23:21:41,"4715 W VLIET ST,MKE",3,REPORTS,Assignment Completed
