ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190442630-Assignment Completed,190442630,2019-02-13 23:26:38,"5100 S 27TH ST,MKE",6,PATROL,Assignment Completed
190442605-Unable to Locate Complainant,190442605,2019-02-13 23:17:24,"833 W WINDLAKE AV,MKE",2,FIGHT,Unable to Locate Complainant
190442603-To be Filed,190442603,2019-02-13 23:10:52,"3013 W ST PAUL AV,MKE",3,STOLEN VEHICLE,To be Filed
190442537-To be Filed,190442537,2019-02-13 22:31:45,"3030 N 59TH ST,MKE",7,MEET MFD,To be Filed
190442639-Advised,190442639,2019-02-13 23:34:46,"552 W LAYTON AV,MKE",6,SUSP PERS/AUTO,Advised
190442644-Service in Progress,190442644,2019-02-13 23:34:07,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Service in Progress
190442643-Assignment Completed,190442643,2019-02-13 23:33:38,"1609 E NORTH AV,MKE",1,BUSINESS CHECK,Assignment Completed
190442642-Service in Progress,190442642,2019-02-13 23:33:23,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
190442641-Service in Progress,190442641,2019-02-13 23:33:05,"N 20TH LA / W HADLEY ST,MKE",5,INVESTIGATION,Service in Progress
190442640-Assignment Completed,190442640,2019-02-13 23:32:11,"N 76TH ST / W FLORIST AV,MKE",4,PATROL,Assignment Completed
190442637-Assignment Completed,190442637,2019-02-13 23:30:36,"W CENTER ST / N TEUTONIA AV,MKE",5,RECKLESS VEHICLE,Assignment Completed
190442619-Advised/Referral,190442619,2019-02-13 23:22:25,"5407 W CALUMET RD,MKE",4,ENTRY,Advised/Referral
190442661-Assignment Completed,190442661,2019-02-13 23:39:12,"4919 W NORTH AV,MKE",3,TAVERN CHECK,Assignment Completed
190442659-Assignment Completed,190442659,2019-02-13 23:38:45,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190442653-Assignment Completed,190442653,2019-02-13 23:37:22,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190442647-Assignment Completed,190442647,2019-02-13 23:35:25,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190442644-Assignment Completed,190442644,2019-02-13 23:34:07,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190442642-Assignment Completed,190442642,2019-02-13 23:33:23,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190442672-To be Filed,190442672,2019-02-13 23:44:31,"N SHERMAN BL / W CAPITOL DR,MKE",7,NON PURSUIT,To be Filed
190442670-Assignment Completed,190442670,2019-02-13 23:43:36,"9100 W GOOD HOPE RD,MKE",4,PATROL,Assignment Completed
190442669-Assignment Completed,190442669,2019-02-13 23:43:24,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190442667-Advised,190442667,2019-02-13 23:42:09,"4000 W SILVER SPRING DR,MKE",4,TRAFFIC STOP,Advised
190442646-Unable to Locate Complainant,190442646,2019-02-13 23:41:49,"2220 S 6TH ST,MKE",2,CALL FOR POLICE,Unable to Locate Complainant
190442664-Assignment Completed,190442664,2019-02-13 23:41:21,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190442618-Unable to Locate Complainant,190442618,2019-02-13 23:41:16,"1621 S 24TH ST,MKE",2,SUSP PERS/AUTO,Unable to Locate Complainant
190442574-Service in Progress,190442574,2019-02-13 23:50:00,"3355 S 27TH ST,MKE",6,SHOPLIFTER,Service in Progress
190442645-Service in Progress,190442645,2019-02-13 23:46:44,"3626 W FOND DU LAC AV,MKE",7,PRISONER TRANS,Service in Progress
190442674-Assignment Completed,190442674,2019-02-13 23:46:22,"N 76TH ST / W MILL RD,MKE",4,TRAFFIC HAZARD,Assignment Completed
190442638-Service in Progress,190442638,2019-02-13 23:45:32,"2877 N 34TH ST,MKE",7,CALL FOR POLICE,Service in Progress
190442648-Unable to Locate Complainant,190442648,2019-02-13 23:45:07,"4042 N 90TH ST,MKE",7,TRBL W/SUBJ,Unable to Locate Complainant
190442587-Assignment Completed,190442587,2019-02-13 23:03:46,"749 W STATE ST,MKE",1,REPORTS,Assignment Completed
190442686-Advised,190442686,2019-02-13 23:54:37,"111 E LAYTON AV,MKE",6,TRAFFIC STOP,Advised
190442682-Assignment Completed,190442682,2019-02-13 23:53:42,"800 E LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
190442681-Service in Progress,190442681,2019-02-13 23:52:56,"3400 W CAPITOL DR,MKE",7,TRAFFIC STOP,Service in Progress
190442678-Assignment Completed,190442678,2019-02-13 23:50:40,"749 W STATE ST,MKE",1,POLICE ADMIN,Assignment Completed
190442641-Assignment Completed,190442641,2019-02-13 23:33:05,"N 20TH LA / W HADLEY ST,MKE",5,INVESTIGATION,Assignment Completed
190442675-Service in Progress,190442675,2019-02-13 23:59:30,"W COLLEGE AV / S 13TH ST,MKE",6,THEFT,Service in Progress
190442692-Service in Progress,190442692,2019-02-13 23:59:07,"945 N 12TH ST,MKE",3,SHOOTING,Service in Progress
190442690-Assignment Completed,190442690,2019-02-13 23:58:23,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
190442684-Unable to Locate Complainant,190442684,2019-02-13 23:55:05,"709 E LINUS ST,MKE",6,SHOTS FIRED,Unable to Locate Complainant
190442233-Service in Progress,190442233,2019-02-14 00:04:36,"3888 N 93RD ST,MKE",7,SUBJ WANTED,Service in Progress
190442654-Service in Progress,190442654,2019-02-14 00:04:26,"1948 W BURNHAM ST,MKE",2,SUSPICIOUS-OTH,Service in Progress
190442685-Service in Progress,190442685,2019-02-14 00:03:48,"9921 W CONGRESS ST,MKE",7,WELFARE CITIZEN,Service in Progress
190450006-Service in Progress,190450006,2019-02-14 00:02:48,"2920 N VEL R PHILLIPS AV,MKE",5,SPECIAL ASSIGN,Service in Progress
190450004-Unable to Locate Complainant,190450004,2019-02-14 00:02:39,"2174 W FOREST HOME AV,MKE",2,SHOTSPOTTER,Unable to Locate Complainant
190450001-Advised,190450001,2019-02-14 00:00:21,"W LEON TR / W MILL RD,MKE",4,TRAFFIC STOP,Advised
190442676-Service in Progress,190442676,2019-02-14 00:09:56,"4042 N 90TH ST,MKE",7,TRBL W/SUBJ-DV,Service in Progress
190450016-Service in Progress,190450016,2019-02-14 00:08:29,"780 N JEFFERSON ST,MKE",1,BUSINESS CHECK,Service in Progress
190450013-Service in Progress,190450013,2019-02-14 00:08:14,"2150 S 18TH ST,MKE",2,SHOTSPOTTER,Service in Progress
190442621-Service in Progress,190442621,2019-02-14 00:08:13,"3626 W FOND DU LAC AV,MKE",7,PRISONER TRANS,Service in Progress
190450005-Service in Progress,190450005,2019-02-14 00:08:02,"10136 W FOND DU LAC AV,MKE",4,CRUELTY ANIMAL,Service in Progress
190450012-Assignment Completed,190450012,2019-02-14 00:07:33,"1832 E NORTH AV,MKE",1,BUSINESS CHECK,Assignment Completed
190442683-Unable to Locate Complainant,190442683,2019-02-14 00:07:01,"N 38TH ST / W CENTER ST,MKE",3,SUSP PERS/AUTO,Unable to Locate Complainant
190442693-Service in Progress,190442693,2019-02-14 00:06:35,"1570 S 31ST ST,MKE",2,ACC PDO,Service in Progress
190442679-Service in Progress,190442679,2019-02-14 00:06:01,"1589 S MUSKEGO AV,MKE",2,ENTRY-DV,Service in Progress
190442677-Service in Progress,190442677,2019-02-14 00:05:07,"N 8TH ST / W KEEFE AV,MKE",5,ACC PDO,Service in Progress
190442604-City Citation(s) Issued,190442604,2019-02-13 23:11:46,"N FARWELL AV / E WINDSOR PL,MKE",1,TRAFFIC STOP,City Citation(s) Issued
190450017-Service in Progress,190450017,2019-02-14 00:11:26,"749 W STATE ST,MKE",1,MED RUN,Service in Progress
190442687-Service in Progress,190442687,2019-02-14 00:11:01,"5034 N 50TH ST,MKE",7,VIOL REST ORDER,Service in Progress
190450007-Service in Progress,190450007,2019-02-14 00:10:01,"6152 N 35TH ST,MKE",4,CALL FOR POLICE,Service in Progress
190442654-Unable to Locate Complainant,190442654,2019-02-14 00:04:26,"1948 W BURNHAM ST,MKE",2,SUSPICIOUS-OTH,Unable to Locate Complainant
190450027-Assignment Completed,190450027,2019-02-14 00:19:13,"2200 W GARFIELD AV,MKE",3,PARK AND WALK,Assignment Completed
190450026-Service in Progress,190450026,2019-02-14 00:18:14,"2300 W CAPITOL DR,MKE",5,INVESTIGATION,Service in Progress
190450024-Service in Progress,190450024,2019-02-14 00:17:22,"S 22ND ST / W TRIPOLI AV,MKE",6,SUSP PERS/AUTO,Service in Progress
190450023-Service in Progress,190450023,2019-02-14 00:16:13,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress
190450032-Assignment Completed,190450032,2019-02-14 00:23:57,"4401 N GREEN BAY AV,MKE",5,BUSINESS CHECK,Assignment Completed
190450031-Service in Progress,190450031,2019-02-14 00:23:23,"2333 N 49TH ST,MKE",3,PRISONER TRANS,Service in Progress
190450029-Advised,190450029,2019-02-14 00:21:55,"3954 N 26TH ST,MKE",5,TRAFFIC STOP,Advised
190442676-Assignment Completed,190442676,2019-02-14 00:09:56,"4042 N 90TH ST,MKE",7,TRBL W/SUBJ-DV,Assignment Completed
190450013-To be Filed,190450013,2019-02-14 00:08:14,"2150 S 18TH ST,MKE",2,SHOTSPOTTER,To be Filed
190442693-Assignment Completed,190442693,2019-02-14 00:06:35,"1570 S 31ST ST,MKE",2,ACC PDO,Assignment Completed
190442638-Unable to Locate Complainant,190442638,2019-02-13 23:45:32,"2877 N 34TH ST,MKE",7,CALL FOR POLICE,Unable to Locate Complainant
190450039-Assignment Completed,190450039,2019-02-14 00:28:57,"749 W STATE ST,MKE",1,POLICE ADMIN,Assignment Completed
190450038-Service in Progress,190450038,2019-02-14 00:28:18,"3100 N DOWNER AV,MKE",1,PARK AND WALK,Service in Progress
190450036-Assignment Completed,190450036,2019-02-14 00:27:16,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
190450035-Assignment Completed,190450035,2019-02-14 00:26:48,"2023 S KINNICKINNIC AV,MKE",2,BUSINESS CHECK,Assignment Completed
190450043-Unable to Locate Complainant,190450043,2019-02-14 00:34:15,"S 1ST ST / E ORCHARD ST,MKE",2,SUSP PERS/AUTO,Unable to Locate Complainant
190450040-Advised,190450040,2019-02-14 00:33:45,"2624 W LISBON AV,MKE",3,TRBL W/SUBJ,Advised
190450038-Assignment Completed,190450038,2019-02-14 00:28:18,"3100 N DOWNER AV,MKE",1,PARK AND WALK,Assignment Completed
