ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190972575-Assignment Completed,190972575,2019-04-07 23:29:02,3301 B OAKLAND,1,BUSINESS CHECK,Assignment Completed
190972468-Service in Progress,190972468,2019-04-07 23:28:50,"1560 W FOREST HOME AV,MKE",2,PROPERTY DAMAGE,Service in Progress
190972554-Service in Progress,190972554,2019-04-07 23:25:39,"2348 S 31ST ST,MKE",2,BATTERY DV,Service in Progress
190972569-Advised,190972569,2019-04-07 23:25:29,"2478 N 27TH ST,MKE",3,TRAFFIC STOP,Advised
190972426-Unable to Locate Complainant,190972426,2019-04-07 23:24:23,"4326 W FOND DU LAC AV,MKE",7,NOISE NUISANCE,Unable to Locate Complainant
190972493-Advised,190972493,2019-04-07 23:20:15,"300 W MICHIGAN ST,MKE",1,TRBL W/SUBJ,Advised
190972558-Advised,190972558,2019-04-07 23:17:21,"2950 N OAKLAND AV,MKE",1,TRAFFIC STOP,Advised
190972536-Advised,190972536,2019-04-07 23:15:31,"2518 N 17TH ST,MKE",3,FIGHT,Advised
190972531-Assignment Completed,190972531,2019-04-07 23:03:07,"3700 W MICHIGAN ST,MKE",3,VACANT HOUSE CHK,Assignment Completed
190972460-City Citation(s) Issued,190972460,2019-04-07 22:30:20,"1300 W CLEVELAND AV,MKE",2,BATTERY,City Citation(s) Issued
190972581-City Citation(s) Issued,190972581,2019-04-07 23:34:46,"2600 W MORGAN AV,MKE",6,TRAFFIC STOP,City Citation(s) Issued
190972544-Service in Progress,190972544,2019-04-07 23:33:10,"2231 W CAPITOL DR,MKE",5,ABDUCTION,Service in Progress
190972579-Advised,190972579,2019-04-07 23:33:01,"N 51ST BL / W FIEBRANTZ AV,MKE",7,TRAFFIC STOP,Advised
190972573-Service in Progress,190972573,2019-04-07 23:31:33,"2749 N 11TH LA,MKE",5,SUSP PERS/AUTO,Service in Progress
190972568-Service in Progress,190972568,2019-04-07 23:31:12,"6225 W CAPITOL DR,MKE",7,HOLDUP ALARM,Service in Progress
190972578-Assignment Completed,190972578,2019-04-07 23:30:29,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190972565-Advised/Referral,190972565,2019-04-07 23:24:27,"S CESAR E CHAVEZ DR / W NATIONAL AV,MKE",2,BATTERY,Advised/Referral
190972505-Unable to Locate Complainant,190972505,2019-04-07 23:21:49,"9033 N MICHELE ST,MKE",4,CALL FOR POLICE,Unable to Locate Complainant
190972499-Advised/Referral,190972499,2019-04-07 22:50:15,"8018 W VILLARD AV,MKE",4,FIGHT,Advised/Referral
190972482-Cleared by Arrest,190972482,2019-04-07 22:40:12,"8875 W POTOMAC AV,MKE",7,INVESTIGATION,Cleared by Arrest
190972587-Assignment Completed,190972587,2019-04-07 23:37:25,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
190972455-Service in Progress,190972455,2019-04-07 23:36:59,"4104 N ELMHURST RD,MKE",7,ENTRY,Service in Progress
190972415-Unable to Locate Complainant,190972415,2019-04-07 23:35:28,"2710 N BUFFUM ST,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
190972583-Service in Progress,190972583,2019-04-07 23:35:10,"E BRADY ST / N VAN BUREN ST,MKE",1,TRAFFIC STOP,Service in Progress
190972480-Service in Progress,190972480,2019-04-07 23:44:52,"626 E TOWNSEND ST,MKE",5,ROBBERY,Service in Progress
190972599-Assignment Completed,190972599,2019-04-07 23:44:25,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190972595-Service in Progress,190972595,2019-04-07 23:42:44,"N 52ND ST / W HAMPTON AV,MKE",7,NON PURSUIT,Service in Progress
190972592-Service in Progress,190972592,2019-04-07 23:41:19,"4605 W CONGRESS ST,MKE",7,SUSP PERS/AUTO,Service in Progress
190972591-Service in Progress,190972591,2019-04-07 23:41:04,"1350 N 23RD ST,MKE",3,TRBL W/SUBJ,Service in Progress
190972593-Assignment Completed,190972593,2019-04-07 23:40:32,"4323 N 60TH ST,MKE",7,TAVERN CHECK,Assignment Completed
190972585-Service in Progress,190972585,2019-04-07 23:40:17,"6292 S 27TH ST,MKE",6,THEFT,Service in Progress
190972590-Assignment Completed,190972590,2019-04-07 23:40:03,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190972608-Assignment Completed,190972608,2019-04-07 23:49:27,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190972605-Assignment Completed,190972605,2019-04-07 23:47:09,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190972602-Assignment Completed,190972602,2019-04-07 23:45:25,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190972544-Assignment Completed,190972544,2019-04-07 23:33:10,"2231 W CAPITOL DR,MKE",5,PROPERTY DAMAGE,Assignment Completed
190972554-Advised/Referral,190972554,2019-04-07 23:25:39,"2348 S 31ST ST,MKE",2,BATTERY DV,Advised/Referral
190972542-To be Filed,190972542,2019-04-07 23:14:20,"1721 W CANAL ST,MKE",3,ABAND/PROP WEAPO,To be Filed
190972611-Assignment Completed,190972611,2019-04-07 23:53:26,"4225 W NASH ST,MKE",7,FIGHT,Assignment Completed
190972496-Service in Progress,190972496,2019-04-07 23:52:18,"1318 E ALBION ST,MKE",1,TRBL W/SUBJ,Service in Progress
190972610-Service in Progress,190972610,2019-04-07 23:50:30,"3700 N 13TH ST,MKE",5,SUBJ STOP,Service in Progress
190972626-Service in Progress,190972626,2019-04-07 23:59:07,"6929 W SILVER SPRING DR,MKE",4,ASSIGNMENT,Service in Progress
190972618-Unable to Locate Complainant,190972618,2019-04-07 23:58:12,"1418 N 35TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
190972620-Assignment Completed,190972620,2019-04-07 23:55:53,"3717 N 76TH ST,MKE",7,TAVERN CHECK,Assignment Completed
190972607-Service in Progress,190972607,2019-04-07 23:55:40,"9161 N 86TH CT,MKE",4,BATTERY,Service in Progress
190972598-Service in Progress,190972598,2019-04-07 23:55:05,"433 W ST PAUL AV,MKE",1,TRBL W/SUBJ,Service in Progress
190972547-Advised,190972547,2019-04-07 23:19:18,"1918 E LAFAYETTE PL,MKE",1,TRBL W/SUBJ,Advised
190972596-Unable to Locate Complainant,190972596,2019-04-08 00:04:45,"1306 N 25TH ST,MKE",3,TRBL W/SUBJ,Unable to Locate Complainant
190972343-Service in Progress,190972343,2019-04-08 00:04:26,"7704 W LISBON AV,MKE",7,TRBL W/SUBJ,Service in Progress
190972630-Service in Progress,190972630,2019-04-08 00:04:09,"N 29TH ST / W WALNUT ST,MKE",3,INJ PERSON/SICK,Service in Progress
190980005-Assignment Completed,190980005,2019-04-08 00:03:42,"1300 W LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
190980003-Unable to Locate Complainant,190980003,2019-04-08 00:03:25,"2001 W VLIET ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
190980004-Assignment Completed,190980004,2019-04-08 00:02:31,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Assignment Completed
190972621-Unable to Locate Complainant,190972621,2019-04-08 00:01:38,"2257 N 38TH ST,MKE",3,CALL FOR POLICE,Unable to Locate Complainant
190972623-Service in Progress,190972623,2019-04-08 00:01:05,"5438 N 92ND ST,MKE",4,INJ PERSON/SICK,Service in Progress
190972624-Unable to Locate Complainant,190972624,2019-04-08 00:00:55,"W GREENFIELD AV / S CESAR E CHAVEZ DR,MKE",2,IND EXPOSURE,Unable to Locate Complainant
190972543-Service in Progress,190972543,2019-04-08 00:00:38,"5241 N 33RD ST,MKE",4,WELFARE CITIZEN,Service in Progress
190972598-Advised,190972598,2019-04-07 23:55:05,"433 W ST PAUL AV,MKE",1,TRBL W/SUBJ,Advised
190972611-Unable to Locate Complainant,190972611,2019-04-07 23:53:26,"4225 W NASH ST,MKE",7,FIGHT,Unable to Locate Complainant
190972496-Unable to Locate Complainant,190972496,2019-04-07 23:52:18,"1318 E ALBION ST,MKE",1,TRBL W/SUBJ,Unable to Locate Complainant
190972592-Advised,190972592,2019-04-07 23:41:19,"4605 W CONGRESS ST,MKE",7,SUSP PERS/AUTO,Advised
190972455-Advised/Referral,190972455,2019-04-07 23:36:59,"4104 N ELMHURST RD,MKE",7,ENTRY,Advised/Referral
190972538-Advised,190972538,2019-04-07 23:20:14,"5326 N 83RD ST,MKE",4,INJ PERSON/SICK,Advised
190980012-Assignment Completed,190980012,2019-04-08 00:09:55,"3869 S 84TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
190980009-Service in Progress,190980009,2019-04-08 00:09:23,"4928 W VLIET ST,MKE",3,TAVERN CHECK,Service in Progress
190972514-Service in Progress,190972514,2019-04-08 00:08:36,"619 W WALNUT ST,MKE",5,THREAT,Service in Progress
190972484-Service in Progress,190972484,2019-04-08 00:07:32,"5056 N 50TH ST,MKE",7,FAMILY TROUBLE,Service in Progress
190980007-Advised,190980007,2019-04-08 00:06:45,"N 52ND ST / W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
190972625-Service in Progress,190972625,2019-04-08 00:06:10,"3006 S 27TH ST,MKE",6,PRISONER TRANS,Service in Progress
190972470-Service in Progress,190972470,2019-04-08 00:06:08,"3065 N 25TH ST,MKE",5,ROBBERY,Service in Progress
190972597-Advised,190972597,2019-04-08 00:05:52,"1911 N 32ND ST,MKE",3,TRBL W/SUBJ,Advised
190980006-Service in Progress,190980006,2019-04-08 00:05:45,"6929 W SILVER SPRING DR,MKE",4,SPECIAL ASSIGN,Service in Progress
190980002-Service in Progress,190980002,2019-04-08 00:05:09,"4173 N 14TH ST,MKE",5,BATTERY DV,Service in Progress
190972573-Advised,190972573,2019-04-07 23:31:33,"2749 N 11TH LA,MKE",5,SUSP PERS/AUTO,Advised
190972468-To be Filed,190972468,2019-04-07 23:28:50,"1560 W FOREST HOME AV,MKE",2,PROPERTY DAMAGE,To be Filed
190980014-Service in Progress,190980014,2019-04-08 00:13:53,"5730 N LOVERS LANE RD,MKE",4,ENTRY,Service in Progress
190980016-Service in Progress,190980016,2019-04-08 00:13:36,"8900 W WISCONSIN AV,MKE",3,ASSIGNMENT,Service in Progress
190980008-Unable to Locate Complainant,190980008,2019-04-08 00:10:38,"3410 W LISBON AV,MKE",3,NOISE NUISANCE,Unable to Locate Complainant
190972630-Advised,190972630,2019-04-08 00:04:09,"N 29TH ST / W WALNUT ST,MKE",3,INJ PERSON/SICK,Advised
190972610-Advised,190972610,2019-04-07 23:50:30,"3700 N 13TH ST,MKE",5,SUBJ STOP,Advised
190980024-Service in Progress,190980024,2019-04-08 00:19:53,"E NORTH AV / N COMMERCE ST,MKE",5,MFD OTHER,Service in Progress
190980023-Service in Progress,190980023,2019-04-08 00:18:40,"3626 W FOND DU LAC AV,MKE",7,CONVEY PROPERTY,Service in Progress
190980017-Service in Progress,190980017,2019-04-08 00:18:10,"5256 N 27TH ST,MKE",4,SHOTS FIRED,Service in Progress
190980019-Service in Progress,190980019,2019-04-08 00:17:49,"3183 N 14TH ST,MKE",5,THREAT,Service in Progress
190980021-Service in Progress,190980021,2019-04-08 00:16:18,"4051 N 73RD ST,MKE",7,TRAFFIC STOP,Service in Progress
190980018-Service in Progress,190980018,2019-04-08 00:15:06,"245 W LINCOLN AV,MKE",2,ASSIGN-ADMN MPD,Service in Progress
190972484-Unable to Locate Complainant,190972484,2019-04-08 00:07:32,"5056 N 50TH ST,MKE",7,FAMILY TROUBLE,Unable to Locate Complainant
190980031-Assignment Completed,190980031,2019-04-08 00:24:35,"369 E OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
190980029-Advised,190980029,2019-04-08 00:22:43,"154 E JUNEAU AV,MKE",1,TRBL W/SUBJ,Advised
190980022-Service in Progress,190980022,2019-04-08 00:20:07,"330 W WELLS ST,MKE",1,SUBJ WITH WEAPON,Service in Progress
190980017-Unable to Locate Complainant,190980017,2019-04-08 00:18:10,"5256 N 27TH ST,MKE",4,SHOTS FIRED,Unable to Locate Complainant
190980021-Advised,190980021,2019-04-08 00:16:18,"4051 N 73RD ST,MKE",7,TRAFFIC STOP,Advised
190972343-Unable to Locate Complainant,190972343,2019-04-08 00:04:26,"7704 W LISBON AV,MKE",7,TRBL W/SUBJ,Unable to Locate Complainant
190972623-Advised,190972623,2019-04-08 00:01:05,"5438 N 92ND ST,MKE",4,INJ PERSON/SICK,Advised
190972626-Assignment Completed,190972626,2019-04-07 23:59:07,"6929 W SILVER SPRING DR,MKE",4,ASSIGNMENT,Assignment Completed
190972568-City Citation(s) Issued,190972568,2019-04-07 23:31:12,"6225 W CAPITOL DR,MKE",7,HOLDUP ALARM,City Citation(s) Issued
190980041-Assignment Completed,190980041,2019-04-08 00:30:00,"619 E OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
190980039-Service in Progress,190980039,2019-04-08 00:29:35,"2014 W HAMPTON AV,MKE",7,SUSP PERS/AUTO,Service in Progress
190980036-Service in Progress,190980036,2019-04-08 00:28:55,"N 19TH PL / W PURDUE ST,MKE",7,ACC UNKN INJ,Service in Progress
190980027-Service in Progress,190980027,2019-04-08 00:28:38,"626 E STATE ST,MKE",1,TRBL W/SUBJ,Service in Progress
190980035-False Alarm (Weather Related),190980035,2019-04-08 00:28:24,"1301 N 12TH ST,MKE",3,BURG/AUD GOVT,False Alarm (Weather Related)
190980038-Assignment Completed,190980038,2019-04-08 00:28:07,"N SUMMIT AV / E WYOMING PL,MKE",1,TRAFFIC STOP,Assignment Completed
190980037-Service in Progress,190980037,2019-04-08 00:28:05,"4115 N 56TH ST,MKE",7,RETURN STATION,Service in Progress
190972580-Service in Progress,190972580,2019-04-08 00:27:33,"3026 N 63RD ST,MKE",7,TRBL W/SUBJ,Service in Progress
190980028-Service in Progress,190980028,2019-04-08 00:27:10,"2531 W VICTORY LA,MKE",5,MFD OTHER,Service in Progress
190980034-Assignment Completed,190980034,2019-04-08 00:27:08,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
190980033-Assignment Completed,190980033,2019-04-08 00:26:38,"1609 E NORTH AV,MKE",1,BUSINESS CHECK,Assignment Completed
190980025-Service in Progress,190980025,2019-04-08 00:25:09,"1030 N MARSHALL ST,MKE",1,TRBL W/SUBJ,Service in Progress
190980032-Assignment Completed,190980032,2019-04-08 00:25:02,"3869 S 84TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
190980050-Assignment Completed,190980050,2019-04-08 00:34:41,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
190980046-Assignment Completed,190980046,2019-04-08 00:33:38,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
190980045-Assignment Completed,190980045,2019-04-08 00:33:19,"1300 W COLLEGE AV,MKE",6,BUSINESS CHECK,Assignment Completed
190980044-Service in Progress,190980044,2019-04-08 00:32:08,"1609 E NORTH AV,MKE",1,FOLLOW UP,Service in Progress
190980042-Service in Progress,190980042,2019-04-08 00:30:23,"245 W LINCOLN AV,MKE",2,INVESTIGATION,Service in Progress
190980038-Advised,190980038,2019-04-08 00:28:07,"N SUMMIT AV / E WYOMING PL,MKE",1,TRAFFIC STOP,Advised
190980025-Advised,190980025,2019-04-08 00:25:09,"1030 N MARSHALL ST,MKE",1,TRBL W/SUBJ,Advised
190980022-Advised/Referral,190980022,2019-04-08 00:20:07,"330 W WELLS ST,MKE",1,TRBL W/SUBJ,Advised/Referral
190980024-Advised,190980024,2019-04-08 00:19:53,"E NORTH AV / N COMMERCE ST,MKE",5,MFD OTHER,Advised
190980019-Advised,190980019,2019-04-08 00:17:49,"3183 N 14TH ST,MKE",5,THREAT,Advised
