ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
191122936-Service in Progress,191122936,2019-04-22 23:27:20,"5739 N 62ND ST,MKE",4,BATTERY,Service in Progress
191122934-Service in Progress,191122934,2019-04-22 23:25:36,"3719 N 25TH ST,MKE",5,ENTRY,Service in Progress
191122785-Advised,191122785,2019-04-22 22:51:22,"3218 N 52ND ST,MKE",7,THREAT,Advised
191122949-Assignment Completed,191122949,2019-04-22 23:33:32,"600 E GREENFIELD AV,MKE",2,BUSINESS CHECK,Assignment Completed
191122947-Assignment Completed,191122947,2019-04-22 23:31:37,"3425 W SILVER SPRING DR,MKE",4,ROBBERY,Assignment Completed
191122946-Assignment Completed,191122946,2019-04-22 23:30:32,"959 W LINCOLN AV,MKE",2,BUSINESS CHECK,Assignment Completed
191122942-Service in Progress,191122942,2019-04-22 23:30:07,"1538 W WASHINGTON ST,MKE",2,SHOTS FIRED,Service in Progress
191122934-Advised,191122934,2019-04-22 23:25:36,"3719 N 25TH ST,MKE",5,ENTRY,Advised
191122921-Advised,191122921,2019-04-22 23:21:04,"2543 S 7TH ST,MKE",2,WELFARE CITIZEN,Advised
191122886-Assignment Completed,191122886,2019-04-22 22:59:13,"4800 N 36TH ST,MKE",7,INVESTIGATION,Assignment Completed
191122967-Assignment Completed,191122967,2019-04-22 23:39:46,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
191122966-Assignment Completed,191122966,2019-04-22 23:39:15,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
191122965-Assignment Completed,191122965,2019-04-22 23:38:57,"2500 N 30TH ST,MKE",3,INVESTIGATION,Assignment Completed
191122964-Assignment Completed,191122964,2019-04-22 23:38:42,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
191122963-Assignment Completed,191122963,2019-04-22 23:38:12,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
191122962-Assignment Completed,191122962,2019-04-22 23:37:53,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
