ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190132473-Service in Progress,190132473,2019-01-13 23:28:43,"5821 W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Service in Progress
190132464-Service in Progress,190132464,2019-01-13 23:27:50,"2920 N VEL R PHILLIPS AV,MKE",5,HOSPITAL TO MCMH,Service in Progress
190132424-Advised,190132424,2019-01-13 23:26:59,"8809 W THURSTON AV,MKE",4,TRBL W/SUBJ,Advised
190132470-Service in Progress,190132470,2019-01-13 23:26:27,"3172 N HOLTON ST,MKE",5,TRAFFIC STOP,Service in Progress
190132473-Advised,190132473,2019-01-13 23:28:43,"5821 W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Advised
190132438-Advised,190132438,2019-01-13 23:12:29,"S 5TH ST / W WASHINGTON ST,MKE",2,ACC PDO,Advised
190132411-Advised,190132411,2019-01-13 23:06:51,"4077 N 68TH ST,MKE",7,FAMILY TROUBL-DV,Advised
190132474-Service in Progress,190132474,2019-01-13 23:38:48,"111 W HOWARD AV,MKE",6,THEFT,Service in Progress
190132480-Service in Progress,190132480,2019-01-13 23:38:15,"5300 N 34TH ST,MKE",4,ENTRY,Service in Progress
190132481-Assignment Completed,190132481,2019-01-13 23:37:38,"S 49TH ST / W DAKOTA ST,MKE",6,SUSP PERS/AUTO,Assignment Completed
190132486-Assignment Completed,190132486,2019-01-13 23:37:32,"1682 N VAN BUREN ST,MKE",1,BUSINESS CHECK,Assignment Completed
190132484-Service in Progress,190132484,2019-01-13 23:37:20,"3006 S 27TH ST,MKE",6,FOLLOW UP,Service in Progress
190132482-Assignment Completed,190132482,2019-01-13 23:36:38,"8300 N 111TH ST,MKE",4,PATROL,Assignment Completed
190132494-Assignment Completed,190132494,2019-01-13 23:44:25,"4115 N 56TH ST,MKE",7,RETURN STATION,Assignment Completed
190132467-Service in Progress,190132467,2019-01-13 23:42:59,"1617 S 30TH ST,MKE",2,FAMILY TROUBLE,Service in Progress
190132493-Assignment Completed,190132493,2019-01-13 23:42:30,"7607 W HAMPTON AV,MKE",7,TAVERN CHECK,Assignment Completed
190132489-Assignment Completed,190132489,2019-01-13 23:41:32,"5444 N 54TH ST,MKE",4,CALL FOR POLICE,Assignment Completed
190132492-Advised,190132492,2019-01-13 23:41:26,"4912 N 76TH ST,MKE",7,TRAFFIC STOP,Advised
190132491-Assignment Completed,190132491,2019-01-13 23:41:15,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190132490-Assignment Completed,190132490,2019-01-13 23:40:50,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190132420-To be Filed,190132420,2019-01-13 22:56:25,"1830 W GRANT ST,MKE",2,FIRE,To be Filed
190132502-Service in Progress,190132502,2019-01-13 23:48:12,"9326 W SHERIDAN AV,MKE",4,PROPERTY DAM-DV,Service in Progress
190132499-Service in Progress,190132499,2019-01-13 23:46:58,"1600 N ARLINGTON PL,MKE",1,PATROL,Service in Progress
190132325-Advised,190132325,2019-01-13 23:46:11,"4139 N SHERMAN BL,MKE",7,ROBBERY ARMED,Advised
190132496-Assignment Completed,190132496,2019-01-13 23:45:51,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190132495-Service in Progress,190132495,2019-01-13 23:45:06,"N 10TH ST / W KEEFE AV,MKE",5,NON PURSUIT NO P,Service in Progress
190132467-Advised,190132467,2019-01-13 23:42:59,"1617 S 30TH ST,MKE",2,FAMILY TROUBLE,Advised
190132510-Assignment Completed,190132510,2019-01-13 23:53:31,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190132508-Assignment Completed,190132508,2019-01-13 23:52:12,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190132368-Service in Progress,190132368,2019-01-13 23:50:32,"3626 W FOND DU LAC AV,MKE",7,CONVEY PROPERTY,Service in Progress
190132499-Assignment Completed,190132499,2019-01-13 23:46:58,"1600 N ARLINGTON PL,MKE",1,PATROL,Assignment Completed
190132468-Assignment Completed,190132468,2019-01-13 23:24:36,"2700 N HOLTON ST,MKE",5,PARK AND WALK,Assignment Completed
190132448-Cleared by Arrest,190132448,2019-01-13 23:14:38,"1300 N 35TH ST,MKE",3,TRAFFIC STOP,Cleared by Arrest
190132515-Service in Progress,190132515,2019-01-13 23:59:50,"4805 W OKLAHOMA AV,MKE",6,FIGHT,Service in Progress
190132358-Cleared by Arrest,190132358,2019-01-13 23:58:58,"4136 W FOND DU LAC AV,MKE",7,SUBJ WANTED,Cleared by Arrest
190132511-Service in Progress,190132511,2019-01-13 23:55:41,"4930 N 44TH ST,MKE",7,FIGHT,Service in Progress
190132466-Assignment Completed,190132466,2019-01-13 23:23:31,"10330 W SILVER SPRING DR,MKE",4,SHOPLIFTER,Assignment Completed
190140007-Assignment Completed,190140007,2019-01-14 00:03:45,"5311 S HOWELL AV,MKE",6,BUSINESS CHECK,Assignment Completed
190140006-Service in Progress,190140006,2019-01-14 00:03:42,"749 W STATE ST,MKE",1,PRISONER TRANS,Service in Progress
190140005-Advised,190140005,2019-01-14 00:03:04,"N VEL R PHILLIPS AV / W MC KINLEY AV,MKE",1,TRAFFIC STOP,Advised
190140004-Assignment Completed,190140004,2019-01-14 00:02:57,"3626 W FOND DU LAC AV,MKE",7,ADDL INFO,Assignment Completed
190140003-Advised,190140003,2019-01-14 00:02:15,"N GREEN BAY AV / W HAMPTON AV,MKE",7,TRAFFIC STOP,Advised
190140002-Assignment Completed,190140002,2019-01-14 00:02:11,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
190140001-Assignment Completed,190140001,2019-01-14 00:01:18,"4600 W FOND DU LAC AV,MKE",7,PD/OTHER IN MKE,Assignment Completed
190132442-To be Filed,190132442,2019-01-13 23:13:09,"N PROSPECT AV / E NORTH AV,MKE",1,INJ PERSON/SICK,To be Filed
190132497-Unable to Locate Complainant,190132497,2019-01-14 00:09:38,"S 19TH ST / W WASHINGTON ST,MKE",2,SUSP PERS/AUTO,Unable to Locate Complainant
190140015-Service in Progress,190140015,2019-01-14 00:09:14,"1800 W OKLAHOMA AV,MKE",6,TRAFFIC HAZARD,Service in Progress
190140012-Service in Progress,190140012,2019-01-14 00:07:10,"W HAMPTON AV / N 68TH ST,MKE",7,BATTERY,Service in Progress
190132500-Service in Progress,190132500,2019-01-14 00:06:13,"N 20TH ST / W WALNUT ST,MKE",3,WELFARE CITIZEN,Service in Progress
190140011-Service in Progress,190140011,2019-01-14 00:05:57,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress
