ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190112842-Assignment Completed,190112842,2019-01-11 23:29:00,"245 W LINCOLN AV,MKE",2,CONVEY PROPERTY,Assignment Completed
190112835-Service in Progress,190112835,2019-01-11 23:26:56,"1247 N 34TH ST,MKE",3,ENTRY,Service in Progress
190112838-Assignment Completed,190112838,2019-01-11 23:25:29,"3870 S HOWELL AV,MKE",6,BUSINESS CHECK,Assignment Completed
190112831-Assignment Completed,190112831,2019-01-11 23:21:02,"700 S 5TH ST,MKE",2,PATROL,Assignment Completed
190112793-Assignment Completed,190112793,2019-01-11 23:01:12,"3006 S 27TH ST,MKE",6,POLICE ADMIN,Assignment Completed
190112780-Assignment Completed,190112780,2019-01-11 22:58:57,"954 N 37TH ST,MKE",3,FIGHT,Assignment Completed
190112785-City Citation(s) Issued,190112785,2019-01-11 22:58:21,"S 15TH ST / W GRANT ST,MKE",2,TRAFFIC STOP,City Citation(s) Issued
190112768-Unable to Locate Complainant,190112768,2019-01-11 22:56:14,"S 10TH ST / W GRANT ST,MKE",2,ACC PDO,Unable to Locate Complainant
190112654-Advised,190112654,2019-01-11 22:41:43,"2935 N OAKLAND AV,MKE",1,TRBL W/SUBJ,Advised
190112853-Service in Progress,190112853,2019-01-11 23:34:47,"1336 S 7TH ST,MKE",2,BUSINESS CHECK,Service in Progress
190112812-Unable to Locate Complainant,190112812,2019-01-11 23:33:50,"2335 S 16TH ST,MKE",2,TRBL W/SUBJ-DV,Unable to Locate Complainant
190112848-Assignment Completed,190112848,2019-01-11 23:32:48,"2920 N VEL R PHILLIPS AV,MKE",5,REPORTS,Assignment Completed
190112847-Service in Progress,190112847,2019-01-11 23:32:47,"700 N MILWAUKEE ST,MKE",1,SPECIAL ASSIGN,Service in Progress
190112845-Assignment Completed,190112845,2019-01-11 23:32:28,"9119 W JOLENO LA,MKE",4,TRBL W/SUBJ-DV,Assignment Completed
190112833-Service in Progress,190112833,2019-01-11 23:32:20,"2313 W HAMPTON AV,MKE",7,BATTERY DV,Service in Progress
190112844-Advised,190112844,2019-01-11 23:31:09,"3160 S 27TH ST,MKE",6,TRAFFIC STOP,Advised
190112867-Assignment Completed,190112867,2019-01-11 23:39:07,"2759 S KINNICKINNIC AV,MKE",6,BUSINESS CHECK,Assignment Completed
190112866-Service in Progress,190112866,2019-01-11 23:39:05,"949 N 9TH ST,MKE",1,PRISONER TRANS,Service in Progress
190112860-Service in Progress,190112860,2019-01-11 23:37:24,"N 51ST ST / W CHAMBERS ST,MKE",7,ACC PI,Service in Progress
190112861-Assignment Completed,190112861,2019-01-11 23:37:07,"9200 W BIRCH AV,MKE",4,PATROL,Assignment Completed
190112802-Advised,190112802,2019-01-11 23:36:48,"3558 N 15TH ST,MKE",5,FAMILY TROUBL-DV,Advised
190112857-Assignment Completed,190112857,2019-01-11 23:35:58,"6100 W MAIN ST,MKE",3,FOLLOW UP,Assignment Completed
190112846-Unable to Locate Complainant,190112846,2019-01-11 23:35:05,"S 51ST ST / W CLEVELAND AV,MKE",6,SUSPICIOUS-OTH,Unable to Locate Complainant
190112845-Advised,190112845,2019-01-11 23:32:28,"9119 W JOLENO LA,MKE",4,TRBL W/SUBJ-DV,Advised
190112796-Cleared by Arrest,190112796,2019-01-11 23:02:45,"555 S LAYTON BL,MKE",2,VIOL REST ORDER,Cleared by Arrest
190112781-To be Filed,190112781,2019-01-11 22:59:44,"245 W LINCOLN AV,MKE",2,INJ PERSON/SICK,To be Filed
190112885-Assignment Completed,190112885,2019-01-11 23:44:52,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
190112883-Assignment Completed,190112883,2019-01-11 23:44:37,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190112882-Assignment Completed,190112882,2019-01-11 23:44:25,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190112855-Service in Progress,190112855,2019-01-11 23:43:34,"10155 W APPLETON AV,MKE",4,BATTERY,Service in Progress
190112876-Service in Progress,190112876,2019-01-11 23:42:50,"4715 W VLIET ST,MKE",3,RETURN STATION,Service in Progress
190112875-Assignment Completed,190112875,2019-01-11 23:42:49,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190112870-Assignment Completed,190112870,2019-01-11 23:41:24,"4700 W CENTER ST,MKE",7,INVESTIGATION,Assignment Completed
190112853-Assignment Completed,190112853,2019-01-11 23:34:47,"1336 S 7TH ST,MKE",2,BUSINESS CHECK,Assignment Completed
190112819-Unable to Locate Complainant,190112819,2019-01-11 23:14:00,"10437 W DONNA DR,MKE",4,CALL FOR POLICE,Unable to Locate Complainant
190112822-To be Filed,190112822,2019-01-11 23:13:46,"949 N 9TH ST,MKE",1,INVESTIGATION,To be Filed
190112795-Unable to Locate Complainant,190112795,2019-01-11 23:02:01,"1523 N 34TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
190112753-To be Filed,190112753,2019-01-11 22:45:31,"2501 S 13TH ST,MKE",2,THEFT,To be Filed
190112881-Service in Progress,190112881,2019-01-11 23:49:50,"3160 S CLEMENT AV,MKE",6,FAMILY TROUBL-DV,Service in Progress
190112889-Assignment Completed,190112889,2019-01-11 23:49:11,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190112888-Assignment Completed,190112888,2019-01-11 23:47:30,"4024 S HOWELL AV,MKE",6,TAVERN CHECK,Assignment Completed
