ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190432583-Service in Progress,190432583,2019-02-12 23:29:39,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
190432579-Service in Progress,190432579,2019-02-12 23:27:55,"749 W STATE ST,MKE",1,RETURN STATION,Service in Progress
190432578-Service in Progress,190432578,2019-02-12 23:27:10,"2758 N 5TH ST,MKE",5,CALL FOR POLICE,Service in Progress
190432576-Service in Progress,190432576,2019-02-12 23:25:08,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Service in Progress
190432565-Advised,190432565,2019-02-12 23:21:00,"631 E MORGAN AV,MKE",6,SUSP PERS/AUTO,Advised
190432553-Assignment Completed,190432553,2019-02-12 23:09:50,"N 28TH ST / W GARFIELD AV,MKE",3,INVESTIGATION,Assignment Completed
190432548-To be Filed,190432548,2019-02-12 23:08:46,"3750 W LISBON AV,MKE",3,TRAFFIC STOP,To be Filed
190432544-Assignment Completed,190432544,2019-02-12 23:05:59,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,Assignment Completed
190432537-Assignment Completed,190432537,2019-02-12 23:01:42,"S 16TH ST / W OKLAHOMA AV,MKE",6,CITIZEN CONVEY,Assignment Completed
190432495-Advised,190432495,2019-02-12 22:59:31,"N 12TH ST / W STATE ST,MKE",3,ACC PDO,Advised
190432532-Advised,190432532,2019-02-12 22:59:11,"2820 W WELLS ST,MKE",3,TRBL W/SUBJ-DV,Advised
190432521-Assignment Completed,190432521,2019-02-12 22:50:26,"2200 W HIGHLAND AV,MKE",3,TRAFFIC LASER,Assignment Completed
190432510-Assignment Completed,190432510,2019-02-12 22:42:56,"2333 N 49TH ST,MKE",3,REPORTS,Assignment Completed
190432503-Assignment Completed,190432503,2019-02-12 22:40:46,"2333 N 49TH ST,MKE",3,INVESTIGATION,Assignment Completed
190432501-To be Filed,190432501,2019-02-12 22:40:05,"3006 S 27TH ST,MKE",6,POLICE ADMIN,To be Filed
190432574-Service in Progress,190432574,2019-02-12 23:34:55,"N 73RD ST / W BRADLEY RD,MKE",4,INJ PERSON/SICK,Service in Progress
190432588-Service in Progress,190432588,2019-02-12 23:32:57,"2052 S 15TH PL,MKE",2,SHOTSPOTTER,Service in Progress
190432587-Assignment Completed,190432587,2019-02-12 23:31:37,"3355 S 27TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
190432557-Advised,190432557,2019-02-12 23:30:14,"3641 N 21ST ST,MKE",5,FAMILY TROUBLE,Advised
190432583-Assignment Completed,190432583,2019-02-12 23:29:39,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190432579-Assignment Completed,190432579,2019-02-12 23:27:55,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
190432576-Assignment Completed,190432576,2019-02-12 23:25:08,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
190432567-Assignment Completed,190432567,2019-02-12 23:20:28,"N 99TH ST / W EVERTS ST,MKE",4,PLANT CAR,Assignment Completed
