ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190492890-Advised,190492890,2019-02-18 23:29:14,"3426 W VILLARD AV,MKE",4,TRAFFIC STOP,Advised
190492889-Service in Progress,190492889,2019-02-18 23:28:47,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
190492888-Service in Progress,190492888,2019-02-18 23:26:57,"749 W STATE ST,MKE",1,POLICE ADMIN,Service in Progress
190492886-Advised,190492886,2019-02-18 23:25:53,"N DOWNER AV / E WEBSTER PL,MKE",1,TRAFFIC STOP,Advised
190492885-Assignment Completed,190492885,2019-02-18 23:25:52,"N SHERMAN BL / W BURLEIGH ST,MKE",7,PARK AND WALK,Assignment Completed
190492884-Service in Progress,190492884,2019-02-18 23:25:38,"4625 N TEUTONIA AV,MKE",5,TRAFFIC STOP,Service in Progress
190492817-Unable to Locate Complainant,190492817,2019-02-18 23:00:24,"514 E HOMER ST,MKE",6,WELFARE CITIZEN,Unable to Locate Complainant
190492819-To be Filed,190492819,2019-02-18 22:51:35,"1378 W FOND DU LAC AV,MKE",3,TRAFFIC STOP,To be Filed
190492815-Assignment Completed,190492815,2019-02-18 22:49:05,"6929 W SILVER SPRING DR,MKE",4,POLICE ADMIN,Assignment Completed
190492781-Assignment Completed,190492781,2019-02-18 22:33:16,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Assignment Completed
190492871-Service in Progress,190492871,2019-02-18 23:34:06,"N 27TH ST / W WISCONSIN AV,MKE",3,INJ PERSON/SICK,Service in Progress
190492877-Service in Progress,190492877,2019-02-18 23:33:38,"N 19TH ST / W MELVINA ST,MKE",5,CALL FOR POLICE,Service in Progress
190492894-Assignment Completed,190492894,2019-02-18 23:32:06,"2333 N 49TH ST,MKE",3,ASSIGNMENT,Assignment Completed
190492893-Assignment Completed,190492893,2019-02-18 23:32:01,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190492888-To be Filed,190492888,2019-02-18 23:26:57,"749 W STATE ST,MKE",1,POLICE ADMIN,To be Filed
190492884-Advised,190492884,2019-02-18 23:25:38,"4625 N TEUTONIA AV,MKE",5,TRAFFIC STOP,Advised
190492864-Assignment Completed,190492864,2019-02-18 23:23:34,"1936 W JUNEAU AV,MKE",3,ACC PDO,Assignment Completed
190492841-Advised,190492841,2019-02-18 23:01:29,"3615 W NATIONAL AV,MKE",2,NOTIFICATION,Advised
190492813-Assignment Completed,190492813,2019-02-18 22:48:24,"658 S 64TH ST,MKE",3,ENTRY AUTOS,Assignment Completed
190492901-Assignment Completed,190492901,2019-02-18 23:38:35,"3006 S 27TH ST,MKE",6,REPORTS,Assignment Completed
190492865-Service in Progress,190492865,2019-02-18 23:37:36,"N 35TH ST / W CAPITOL DR,MKE",7,INJ PERSON/SICK,Service in Progress
190492863-Assignment Completed,190492863,2019-02-18 23:10:48,"W APPLETON AV / W CAPITOL DR,MKE",7,NON PURSUIT,Assignment Completed
