ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183373061-Unable to Locate Complainant,183373061,2018-12-03 23:28:02,"1929 N 32ND ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
183373060-Assignment Completed,183373060,2018-12-03 23:27:06,"5730 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
183373056-Service in Progress,183373056,2018-12-03 23:26:07,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Service in Progress
183373049-Advised,183373049,2018-12-03 23:25:52,"1410 N 27TH ST,MKE",3,CALL FOR POLICE,Advised
183373053-Service in Progress,183373053,2018-12-03 23:25:21,"2302 W STATE ST,MKE",3,TAVERN CHECK,Service in Progress
183373046-Assignment Completed,183373046,2018-12-03 23:20:37,"722 E BURLEIGH ST,MKE",5,BUSINESS CHECK,Assignment Completed
183373042-Assignment Completed,183373042,2018-12-03 23:19:08,"4900 W CENTER ST,MKE",7,PATROL,Assignment Completed
183373041-Assignment Completed,183373041,2018-12-03 23:18:23,"1532 W WELLS ST,MKE",3,BUSINESS CHECK,Assignment Completed
183373028-Advised,183373028,2018-12-03 23:08:38,"5151 W SILVER SPRING DR,MKE",4,CALL FOR POLICE,Advised
183373008-To be Filed,183373008,2018-12-03 22:59:09,"2333 N 49TH ST,MKE",3,FOLLOW UP,To be Filed
183372964-Assignment Completed,183372964,2018-12-03 22:37:14,"300 W STATE ST,MKE",1,PARK AND WALK,Assignment Completed
183373079-To be Filed,183373079,2018-12-03 23:34:55,"2920 N VEL R PHILLIPS AV,MKE",5,FOLLOW UP,To be Filed
183373058-Service in Progress,183373058,2018-12-03 23:33:05,"7800 W FOND DU LAC AV,MKE",4,ENTRY,Service in Progress
183373074-Service in Progress,183373074,2018-12-03 23:32:56,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
183373063-Assignment Completed,183373063,2018-12-03 23:32:24,"6501 W FOND DU LAC AV,MKE",7,BURG/AUD GOVT,Assignment Completed
183373052-Unable to Locate Complainant,183373052,2018-12-03 23:31:44,"306 E PLAINFIELD AV,MKE",6,SUSP PERS/AUTO,Unable to Locate Complainant
183373056-Assignment Completed,183373056,2018-12-03 23:26:07,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
183373053-Assignment Completed,183373053,2018-12-03 23:25:21,"2302 W STATE ST,MKE",3,TAVERN CHECK,Assignment Completed
183373035-Assignment Completed,183373035,2018-12-03 23:13:50,"1732 W MINERAL ST,MKE",2,WELFARE CITIZEN,Assignment Completed
183372958-City Citation(s) Issued,183372958,2018-12-03 22:36:23,"4044 N 25TH ST,MKE",5,BATTERY,City Citation(s) Issued
183373088-Assignment Completed,183373088,2018-12-03 23:39:21,"5232 W HEMLOCK RD,MKE",4,FOLLOW UP,Assignment Completed
183373037-Unable to Locate Complainant,183373037,2018-12-03 23:38:52,"3330 W CENTER ST,MKE",7,CALL FOR POLICE,Unable to Locate Complainant
183373078-Service in Progress,183373078,2018-12-03 23:38:12,"N 40TH ST / W LOCUST ST,MKE",7,SUBJ WITH GUN,Service in Progress
183373083-City Citation(s) Issued,183373083,2018-12-03 23:37:52,"2718 N 23RD ST,MKE",5,FIRE,City Citation(s) Issued
183373086-Assignment Completed,183373086,2018-12-03 23:37:35,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
183373082-Assignment Completed,183373082,2018-12-03 23:36:45,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
183373080-Assignment Completed,183373080,2018-12-03 23:36:34,"1009 S 1ST ST,MKE",2,BUSINESS CHECK,Assignment Completed
183373074-Assignment Completed,183373074,2018-12-03 23:32:56,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
183373043-To be Filed,183373043,2018-12-03 23:19:19,"6929 W SILVER SPRING DR,MKE",4,REPORTS,To be Filed
183373073-Service in Progress,183373073,2018-12-03 23:43:18,"3721 W NATIONAL AV,MKE",2,BATTERY,Service in Progress
183373091-Assignment Completed,183373091,2018-12-03 23:42:20,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183373090-Assignment Completed,183373090,2018-12-03 23:40:43,"4700 W WRIGHT ST,MKE",3,INVESTIGATION,Assignment Completed
183373089-Assignment Completed,183373089,2018-12-03 23:40:38,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
183373108-Service in Progress,183373108,2018-12-03 23:49:50,"N 89TH ST / W CARMEN AV,MKE",4,INVESTIGATION,Service in Progress
183373107-Service in Progress,183373107,2018-12-03 23:49:48,"2500 W CENTER ST,MKE",5,SUBJ STOP,Service in Progress
183373103-Assignment Completed,183373103,2018-12-03 23:47:12,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
183373102-Assignment Completed,183373102,2018-12-03 23:46:49,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
183373101-Assignment Completed,183373101,2018-12-03 23:45:59,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
183373100-Assignment Completed,183373100,2018-12-03 23:45:40,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
183373099-Advised,183373099,2018-12-03 23:45:37,"4400 W LLOYD ST,MKE",3,TRAFFIC STOP,Advised
183373098-Assignment Completed,183373098,2018-12-03 23:45:36,"1532 W WELLS ST,MKE",3,BUSINESS CHECK,Assignment Completed
183372986-Advised,183372986,2018-12-03 22:58:00,"3028 N 39TH ST,MKE",7,CALL FOR POLICE,Advised
183373054-To be Filed,183373054,2018-12-03 23:54:17,"4875 N 54TH ST,MKE",7,BATTERY DV,To be Filed
183373118-Assignment Completed,183373118,2018-12-03 23:51:55,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
183373096-Service in Progress,183373096,2018-12-03 23:51:47,"N GREEN BAY AV / W HAMPTON AV,MKE",7,FIGHT,Service in Progress
183373114-Assignment Completed,183373114,2018-12-03 23:51:12,"1609 E NORTH AV,MKE",1,BUSINESS CHECK,Assignment Completed
183373105-Service in Progress,183373105,2018-12-03 23:51:10,"2239 N HUMBOLDT AV,MKE",5,ACC PI,Service in Progress
183373112-Service in Progress,183373112,2018-12-03 23:50:05,"146 E JUNEAU AV,MKE",1,BUSINESS CHECK,Service in Progress
183373111-Service in Progress,183373111,2018-12-03 23:50:04,"2422 W CAPITOL DR,MKE",5,BUSINESS CHECK,Service in Progress
183373068-Service in Progress,183373068,2018-12-03 23:57:18,"5000 W CHAMBERS ST,MKE",7,MEET MFD,Service in Progress
183373122-Service in Progress,183373122,2018-12-03 23:55:30,"2601 W STATE ST,MKE",3,TAVERN CHECK,Service in Progress
183373120-Assignment Completed,183373120,2018-12-03 23:55:24,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183373096-Assignment Completed,183373096,2018-12-03 23:51:47,"N GREEN BAY AV / W HAMPTON AV,MKE",7,FIGHT,Assignment Completed
183373111-Assignment Completed,183373111,2018-12-03 23:50:04,"2422 W CAPITOL DR,MKE",5,BUSINESS CHECK,Assignment Completed
183373107-Advised,183373107,2018-12-03 23:49:48,"2500 W CENTER ST,MKE",5,SUBJ STOP,Advised
183373117-Service in Progress,183373117,2018-12-04 00:04:55,"2121 N 2ND ST,MKE",5,WELFARE CITIZEN,Service in Progress
183380005-Service in Progress,183380005,2018-12-04 00:04:32,"1400 E BRADY ST,MKE",1,PATROL,Service in Progress
183373116-Service in Progress,183373116,2018-12-04 00:03:57,"4436 W BURLEIGH ST,MKE",7,CALL FOR POLICE,Service in Progress
183373076-Service in Progress,183373076,2018-12-04 00:03:11,"3274 N 60TH ST,MKE",7,TRBL W/SUBJ-DV,Service in Progress
183372988-Service in Progress,183372988,2018-12-04 00:02:38,"4614 S 1ST ST,MKE",6,PROPERTY DAMAGE,Service in Progress
183373097-Service in Progress,183373097,2018-12-04 00:02:10,"903 N 37TH ST,MKE",3,NOISE NUISANCE,Service in Progress
183373085-Service in Progress,183373085,2018-12-04 00:01:43,"S 13TH ST / W OKLAHOMA AV,MKE",6,INJ PERSON/SICK,Service in Progress
183380002-Service in Progress,183380002,2018-12-04 00:01:12,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress
183380001-Service in Progress,183380001,2018-12-04 00:00:46,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress
183373122-Assignment Completed,183373122,2018-12-03 23:55:30,"2601 W STATE ST,MKE",3,TAVERN CHECK,Assignment Completed
183380004-Service in Progress,183380004,2018-12-04 00:09:45,"8300 W BROWN DEER RD,MKE",4,ENTRY,Service in Progress
183380009-Service in Progress,183380009,2018-12-04 00:09:17,"2467 N 5TH ST,MKE",5,LANDLORD/TEN TRB,Service in Progress
183373075-Unable to Locate Complainant,183373075,2018-12-04 00:08:19,"2422 W HAMPTON AV,MKE",7,TRBL W/SUBJ,Unable to Locate Complainant
183380006-Service in Progress,183380006,2018-12-04 00:06:13,"2014 W GREENFIELD AV,MKE",2,TRAFFIC STOP,Service in Progress
183373121-Service in Progress,183373121,2018-12-04 00:05:47,"3444 N 17TH ST,MKE",5,TRBL W/SUBJ-DV,Service in Progress
183373117-Advised,183373117,2018-12-04 00:04:55,"2121 N 2ND ST,MKE",5,WELFARE CITIZEN,Advised
183380005-Assignment Completed,183380005,2018-12-04 00:04:32,"1400 E BRADY ST,MKE",1,PATROL,Assignment Completed
183373096-Unable to Locate Complainant,183373096,2018-12-03 23:51:47,"N GREEN BAY AV / W HAMPTON AV,MKE",7,FIGHT,Unable to Locate Complainant
