ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190842767-Advised,190842767,2019-03-25 23:29:57,"3551 N TEUTONIA AV,MKE",5,TRBL W/SUBJ,Advised
190842795-Advised,190842795,2019-03-25 23:28:50,"W VILLARD AV / W LINCOLN CREEK PK,MKE",7,TRAFFIC STOP,Advised
190842792-Advised,190842792,2019-03-25 23:28:15,"4200 W LOCUST ST,MKE",7,SUBJ STOP,Advised
190842776-Assignment Completed,190842776,2019-03-25 23:11:20,"2658 N PIERCE ST,MKE",5,SUSP PERS/AUTO,Assignment Completed
190842728-Unable to Locate Complainant,190842728,2019-03-25 22:59:01,"1904 E BELLEVIEW PL,MKE",1,SUBJ WANTED,Unable to Locate Complainant
190842805-Advised,190842805,2019-03-25 23:34:18,"1302 W ROGERS ST,MKE",2,TRAFFIC STOP,Advised
190842803-Open Investigation,190842803,2019-03-25 23:33:08,"1316 W HAYES AV,MKE",2,TRAFFIC STOP,Open Investigation
190842793-Service in Progress,190842793,2019-03-25 23:31:55,"932 E LAND PL,MKE",1,THEFT,Service in Progress
190842800-Advised,190842800,2019-03-25 23:31:39,"S HOWELL AV / E LAYTON AV,MKE",6,TRAFFIC STOP,Advised
190842799-Assignment Completed,190842799,2019-03-25 23:31:35,"6011 W BRADLEY RD,MKE",4,BUSINESS CHECK,Assignment Completed
190842796-Advised,190842796,2019-03-25 23:30:48,"2323 W MITCHELL ST,MKE",2,FAMILY TROUBL-DV,Advised
190842790-Service in Progress,190842790,2019-03-25 23:30:18,"945 N 12TH ST,MKE",3,BATTERY,Service in Progress
190842794-Service in Progress,190842794,2019-03-25 23:30:14,"4464 N 60TH ST,MKE",7,SUBJ WITH WEAPON,Service in Progress
190842788-Assignment Completed,190842788,2019-03-25 23:23:50,"5172 N 35TH ST,MKE",7,TAVERN CHECK,Assignment Completed
190842766-Advised,190842766,2019-03-25 23:05:45,"N 76TH ST / W HAMPTON AV,MKE",7,TRAFFIC STOP,Advised
190842744-Advised/Referral,190842744,2019-03-25 23:00:24,"541 W RING ST,MKE",5,BATTERY DV,Advised/Referral
190842814-Advised/Referral,190842814,2019-03-25 23:39:50,"2407 W AUER AV,MKE",5,BATTERY,Advised/Referral
190842818-Service in Progress,190842818,2019-03-25 23:39:47,"1744 N 20TH ST,MKE",3,TRAFFIC STOP,Service in Progress
190842817-Assignment Completed,190842817,2019-03-25 23:38:58,"200 N 35TH ST,MKE",3,BUSINESS CHECK,Assignment Completed
190842816-Advised,190842816,2019-03-25 23:38:56,"2712 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Advised
190842815-Assignment Completed,190842815,2019-03-25 23:38:52,"1200 W CENTER ST,MKE",5,INVESTIGATION,Assignment Completed
190842813-Assignment Completed,190842813,2019-03-25 23:37:12,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190842810-Advised,190842810,2019-03-25 23:36:29,"4327 W HAMPTON AV,MKE",7,TRAFFIC STOP,Advised
190842809-Advised,190842809,2019-03-25 23:36:08,"N 55TH ST / W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
