ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182902776-Service in Progress,182902776,2018-10-17 23:29:32,"3006 S 27TH ST,MKE",6,BUSINESS CHECK,Service in Progress
182902775-Service in Progress,182902775,2018-10-17 23:28:43,"5520 W VLIET ST,MKE",3,TAVERN CHECK,Service in Progress
182902774-Assignment Completed,182902774,2018-10-17 23:28:39,"N TEUTONIA AV / W FLORIST AV,MKE",4,INVESTIGATION,Assignment Completed
182902768-Service in Progress,182902768,2018-10-17 23:27:23,"6929 W SILVER SPRING DR,MKE",4,PROPERTY PICKUP,Service in Progress
182902723-Service in Progress,182902723,2018-10-17 23:25:39,"1330 S 18TH ST,MKE",2,TRBL W/SUBJ,Service in Progress
182902769-Service in Progress,182902769,2018-10-17 23:25:15,"4858 N 61ST ST,MKE",7,FIGHT,Service in Progress
182902720-Assignment Completed,182902720,2018-10-17 22:54:50,"6929 W SILVER SPRING DR,MKE",4,VEHICLE MAINT,Assignment Completed
182902730-Assignment Completed,182902730,2018-10-17 23:34:39,"3006 S 27TH ST,MKE",6,ASSIGNMENT,Assignment Completed
182902779-Advised,182902779,2018-10-17 23:34:09,"5375 N SHERMAN BL,MKE",4,TRAFFIC STOP,Advised
182902771-Service in Progress,182902771,2018-10-17 23:31:31,"N 64TH ST / W HAMPTON AV,MKE",7,ROBBERY ST ARM,Service in Progress
182902778-Advised,182902778,2018-10-17 23:31:22,"6700 W FLORIST AV,MKE",4,SUSP PERS/AUTO,Advised
182902775-Assignment Completed,182902775,2018-10-17 23:28:43,"5520 W VLIET ST,MKE",3,TAVERN CHECK,Assignment Completed
182902762-Assignment Completed,182902762,2018-10-17 23:17:24,"N 51ST BL / W VILLARD AV,MKE",7,INVESTIGATION,Assignment Completed
182902761-To be Filed,182902761,2018-10-17 23:16:54,"N 34TH ST / W AUER AV,MKE",7,VEHICLE PURSUIT,To be Filed
182902753-Advised,182902753,2018-10-17 23:13:12,"3074 S 56TH ST,MKE",6,SUSP PERS/AUTO,Advised
182902737-To be Filed,182902737,2018-10-17 23:10:30,"2831 N OAKLAND AV,MKE",1,THEFT VEHICLE,To be Filed
182902671-To be Filed,182902671,2018-10-17 22:48:49,"N 21ST ST / W CENTER ST,MKE",3,ACC PDO,To be Filed
182902783-Advised,182902783,2018-10-17 23:39:33,"4800-BLK N TEUTONIA AV,MKE",7,TRAFFIC STOP,Advised
182902781-Advised,182902781,2018-10-17 23:37:00,"N 60TH ST / W MILL RD,MKE",4,TRAFFIC STOP,Advised
182902780-Assignment Completed,182902780,2018-10-17 23:36:15,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
182902675-Assignment Completed,182902675,2018-10-17 23:18:34,"3417 S 11TH ST,MKE",6,STOLEN VEHICLE,Assignment Completed
182902793-Assignment Completed,182902793,2018-10-17 23:44:46,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
182902711-Service in Progress,182902711,2018-10-17 23:44:37,"2491 S 7TH ST,MKE",2,TRBL W/SUBJ,Service in Progress
182902789-Assignment Completed,182902789,2018-10-17 23:44:24,"E JUNEAU AV / N PROSPECT AV,MKE",1,WELFARE CITIZEN,Assignment Completed
182902782-Service in Progress,182902782,2018-10-17 23:43:00,"N 6TH ST / W WELLS ST,MKE",1,WELFARE CITIZEN,Service in Progress
182902787-Advised,182902787,2018-10-17 23:42:09,"1125 W CAPITOL DR,MKE",5,TRAFFIC STOP,Advised
182902785-Assignment Completed,182902785,2018-10-17 23:40:43,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
182902743-To be Filed,182902743,2018-10-17 23:07:47,"2973 N BOOTH ST,MKE",5,INVESTIGATION,To be Filed
182902807-Assignment Completed,182902807,2018-10-17 23:49:49,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
182902805-Assignment Completed,182902805,2018-10-17 23:48:30,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
182902804-Service in Progress,182902804,2018-10-17 23:47:20,"524 S LAYTON BL,MKE",2,BUSINESS CHECK,Service in Progress
182902803-Service in Progress,182902803,2018-10-17 23:47:00,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Service in Progress
182902802-Assignment Completed,182902802,2018-10-17 23:46:56,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
182902801-Assignment Completed,182902801,2018-10-17 23:46:35,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
182902790-Unable to Locate Complainant,182902790,2018-10-17 23:46:26,"8141 W OKLAHOMA AV,MKE",6,SUBJ WITH GUN,Unable to Locate Complainant
182902797-Assignment Completed,182902797,2018-10-17 23:46:01,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
182902794-Assignment Completed,182902794,2018-10-17 23:45:06,"6680 N TEUTONIA AV,MKE",4,RETURN STATION,Assignment Completed
182902799-Unable to Locate Complainant,182902799,2018-10-17 23:54:03,"4869 N 50TH ST,MKE",7,SHOTS FIRED,Unable to Locate Complainant
182902817-Assignment Completed,182902817,2018-10-17 23:53:30,"100 W NATIONAL AV,MKE",2,PATROL,Assignment Completed
182902814-Advised,182902814,2018-10-17 23:52:26,"5200 W VILLARD AV,MKE",4,TRAFFIC STOP,Advised
182902812-Assignment Completed,182902812,2018-10-17 23:52:18,"N HOPKINS ST / W HAMPTON AV,MKE",7,NON PURSUIT,Assignment Completed
182902809-Assignment Completed,182902809,2018-10-17 23:51:45,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
182902796-Unable to Locate Complainant,182902796,2018-10-17 23:51:36,"N 41ST ST / W GLENDALE AV,MKE",7,SHOTS FIRED,Unable to Locate Complainant
182902804-Assignment Completed,182902804,2018-10-17 23:47:20,"524 S LAYTON BL,MKE",2,BUSINESS CHECK,Assignment Completed
182902765-Service in Progress,182902765,2018-10-17 23:59:50,"6230 W CHAMBERS ST,MKE",7,TRBL W/SUBJ,Service in Progress
182902823-Assignment Completed,182902823,2018-10-17 23:58:08,"4928 W VLIET ST,MKE",3,TAVERN CHECK,Assignment Completed
182902815-Advised,182902815,2018-10-17 23:57:24,"3938 N 30TH ST,MKE",5,TRBL W/SUBJ,Advised
182902808-Service in Progress,182902808,2018-10-17 23:55:52,"5456 N 41ST ST,MKE",4,BATTERY DV,Service in Progress
182902820-Assignment Completed,182902820,2018-10-17 23:55:31,"2700 W TOWNSEND ST,MKE",5,INVESTIGATION,Assignment Completed
182902819-Advised,182902819,2018-10-17 23:55:13,"3853 N 27TH ST,MKE",5,TRAFFIC STOP,Advised
182902803-Assignment Completed,182902803,2018-10-17 23:47:00,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
182902711-Unable to Locate Complainant,182902711,2018-10-17 23:44:37,"2491 S 7TH ST,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant
182902789-Advised,182902789,2018-10-17 23:44:24,"E JUNEAU AV / N PROSPECT AV,MKE",1,WELFARE CITIZEN,Advised
182902723-Advised,182902723,2018-10-17 23:25:39,"1330 S 18TH ST,MKE",2,TRBL W/SUBJ,Advised
182902582-To be Filed,182902582,2018-10-17 23:15:46,"3330 S 30TH ST,MKE",6,THEFT VEHICLE,To be Filed
182902773-Service in Progress,182902773,2018-10-18 00:04:52,"N 13TH ST / W ST PAUL AV,MKE",3,INJ PERSON/SICK,Service in Progress
182902818-Service in Progress,182902818,2018-10-18 00:04:39,"8827 W VERONA CT,MKE",6,FAMILY TROUBL-DV,Service in Progress
182910009-Assignment Completed,182910009,2018-10-18 00:04:34,"3828 W NATIONAL AV,MKE",2,TAVERN CHECK,Assignment Completed
182910007-Service in Progress,182910007,2018-10-18 00:03:39,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress
182902826-Unable to Locate Complainant,182902826,2018-10-18 00:03:25,"1785 N WATER ST,MKE",1,SHOTS FIRED,Unable to Locate Complainant
182910004-Service in Progress,182910004,2018-10-18 00:02:06,"245 W LINCOLN AV,MKE",2,FOLLOW UP,Service in Progress
182902721-Unable to Locate Complainant,182902721,2018-10-18 00:01:34,"2733 N 33RD ST,MKE",7,NOISE NUISANCE,Unable to Locate Complainant
182910001-Service in Progress,182910001,2018-10-18 00:01:13,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress
182910017-Service in Progress,182910017,2018-10-18 00:09:39,"545 W LAYTON AV,MKE",6,BUSINESS CHECK,Service in Progress
