ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183352810-Service in Progress,183352810,2018-12-01 23:29:57,"2920 N VEL R PHILLIPS AV,MKE",5,CONVEY PROPERTY,Service in Progress
183352809-City Citation(s) Issued,183352809,2018-12-01 23:29:55,"1300 S 1ST ST,MKE",2,TRAFFIC STOP,City Citation(s) Issued
183352808-Unable to Locate Complainant,183352808,2018-12-01 23:29:40,"11800 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Unable to Locate Complainant
183352795-Service in Progress,183352795,2018-12-01 23:29:26,"2518 N MARTIN L KING JR DR,MKE",5,FIGHT,Service in Progress
183352807-Service in Progress,183352807,2018-12-01 23:29:26,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
183352806-Service in Progress,183352806,2018-12-01 23:29:21,"700-BLK N JEFFERSON ST,MKE",1,PARK AND WALK,Service in Progress
183352805-Assignment Completed,183352805,2018-12-01 23:29:13,"722 E BURLEIGH ST,MKE",5,BUSINESS CHECK,Assignment Completed
183352801-Assignment Completed,183352801,2018-12-01 23:27:28,"1300 W COLLEGE AV,MKE",6,BUSINESS CHECK,Assignment Completed
183352799-Assignment Completed,183352799,2018-12-01 23:26:11,"346 N BROADWAY,MKE",1,BUSINESS CHECK,Assignment Completed
183352798-Service in Progress,183352798,2018-12-01 23:26:05,"E CENTER ST / N BUFFUM ST,MKE",5,INVESTIGATION,Service in Progress
183352796-Assignment Completed,183352796,2018-12-01 23:25:07,"2023 S KINNICKINNIC AV,MKE",2,BUSINESS CHECK,Assignment Completed
183352789-Unable to Locate Complainant,183352789,2018-12-01 23:20:35,"N 69TH ST / W BOBOLINK AV,MKE",4,SUBJ WITH WEAPON,Unable to Locate Complainant
183352740-To be Filed,183352740,2018-12-01 22:52:05,"245 W LINCOLN AV,MKE",2,REPORTS,To be Filed
183352650-Advised/Referral,183352650,2018-12-01 22:41:07,"2236 N 57TH ST,MKE",3,TRBL W/SUBJ-DV,Advised/Referral
183352814-Service in Progress,183352814,2018-12-01 23:34:35,"916 E OGDEN AV,MKE",1,ACC PDO,Service in Progress
183352819-Advised,183352819,2018-12-01 23:33:46,"4301 W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
183352817-Unable to Locate Complainant,183352817,2018-12-01 23:33:24,"2548 N 35TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
183352816-Advised,183352816,2018-12-01 23:32:37,"405 N 27TH ST,MKE",3,BUSINESS CHECK,Advised
183352795-Advised,183352795,2018-12-01 23:29:26,"2518 N MARTIN L KING JR DR,MKE",5,FIGHT,Advised
183352798-Assignment Completed,183352798,2018-12-01 23:26:05,"E CENTER ST / N BUFFUM ST,MKE",5,INVESTIGATION,Assignment Completed
183352771-Assignment Completed,183352771,2018-12-01 23:09:11,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
183352755-To be Filed,183352755,2018-12-01 23:02:21,"749 W STATE ST,MKE",1,REPORTS,To be Filed
183352829-Assignment Completed,183352829,2018-12-01 23:39:28,"6401 S 13TH ST,MKE",6,BUSINESS CHECK,Assignment Completed
183352828-Assignment Completed,183352828,2018-12-01 23:39:06,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
183352827-Assignment Completed,183352827,2018-12-01 23:38:38,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
183352818-Service in Progress,183352818,2018-12-01 23:37:12,"2620 W LLOYD ST,MKE",3,BATTERY,Service in Progress
183352821-Service in Progress,183352821,2018-12-01 23:35:58,"N 76TH ST / W ACACIA ST,MKE",4,ACC UNKN INJ,Service in Progress
183352820-Assignment Completed,183352820,2018-12-01 23:35:13,"2009 W COLLEGE AV,MKE",6,BUSINESS CHECK,Assignment Completed
183352814-Advised,183352814,2018-12-01 23:34:35,"916 E OGDEN AV,MKE",1,ACC PDO,Advised
183352810-Assignment Completed,183352810,2018-12-01 23:29:57,"2920 N VEL R PHILLIPS AV,MKE",5,CONVEY PROPERTY,Assignment Completed
183352807-Assignment Completed,183352807,2018-12-01 23:29:26,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
183352774-Assignment Completed,183352774,2018-12-01 23:11:38,"534 W OKLAHOMA AV,MKE",6,ACC PI,Assignment Completed
183352734-Assignment Completed,183352734,2018-12-01 22:49:59,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183352838-Service in Progress,183352838,2018-12-01 23:43:55,"922 S 34TH ST,MKE",2,TRAFFIC HAZARD,Service in Progress
183352836-Advised,183352836,2018-12-01 23:43:16,"6311 S 13TH ST,MKE",6,TRAFFIC STOP,Advised
183352832-Advised,183352832,2018-12-01 23:40:57,"N 6TH ST / W STATE ST,MKE",1,TRAFFIC STOP,Advised
183352782-Advised,183352782,2018-12-01 23:21:11,"2022 S 13TH ST,MKE",2,ACC PDO,Advised
183352830-Service in Progress,183352830,2018-12-01 23:49:32,"949 N 9TH ST,MKE",1,MED RUN,Service in Progress
183352851-Assignment Completed,183352851,2018-12-01 23:49:31,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
183352850-Advised,183352850,2018-12-01 23:49:08,"3800 W FAIRMOUNT AV,MKE",7,TRAFFIC STOP,Advised
183352848-Assignment Completed,183352848,2018-12-01 23:48:27,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
183352847-Assignment Completed,183352847,2018-12-01 23:46:46,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183352846-Service in Progress,183352846,2018-12-01 23:46:17,"1827 N FARWELL AV,MKE",1,SPECIAL ASSIGN,Service in Progress
