ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190902636-Unable to Locate Complainant,190902636,2019-03-31 23:29:38,"2506 N 37TH ST,MKE",3,WELFARE CITIZEN,Unable to Locate Complainant
190902645-Service in Progress,190902645,2019-03-31 23:28:49,"E TOWNSEND ST / N WEIL ST,MKE",5,PATROL,Service in Progress
190902641-Service in Progress,190902641,2019-03-31 23:27:58,"3839 N HUMBOLDT BL,MKE",5,SHOTS FIRED,Service in Progress
190902643-Advised,190902643,2019-03-31 23:27:54,"2810 W NORTH AV,MKE",3,TRAFFIC STOP,Advised
190902640-Unable to Locate Complainant,190902640,2019-03-31 23:26:26,"4336 N 14TH ST,MKE",5,SHOTSPOTTER,Unable to Locate Complainant
190902627-Service in Progress,190902627,2019-03-31 23:25:46,"N VEL R PHILLIPS AV / W COURT ST,MKE",1,ENTRY AUTOS,Service in Progress
190902639-Service in Progress,190902639,2019-03-31 23:25:31,"1500 W CANAL ST,MKE",3,PARK AND WALK,Service in Progress
190902638-Assignment Completed,190902638,2019-03-31 23:25:09,"800 E LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
190902625-Advised/Referral,190902625,2019-03-31 23:20:08,"3957 S 76TH ST,MKE",6,TRBL W/SUBJ,Advised/Referral
190902622-To be Filed,190902622,2019-03-31 23:17:47,"3626 W FOND DU LAC AV,MKE",7,INVESTIGATION,To be Filed
190902610-Advised,190902610,2019-03-31 23:11:33,"4510 W LLOYD ST,MKE",3,SUSP PERS/AUTO,Advised
190902603-Assignment Completed,190902603,2019-03-31 23:05:53,"2600 N SHERMAN BL,MKE",3,TRAFFIC STOP,Assignment Completed
190902564-Advised,190902564,2019-03-31 23:05:08,"5066 N 28TH ST,MKE",7,TRBL W/SUBJ,Advised
190902576-Unable to Locate Complainant,190902576,2019-03-31 22:56:26,"2225 N 44TH ST,MKE",3,CALL FOR POLICE,Unable to Locate Complainant
190902555-Assignment Completed,190902555,2019-03-31 22:45:38,"3006 S 27TH ST,MKE",6,REPORTS,Assignment Completed
190902497-City Citation(s) Issued,190902497,2019-03-31 22:44:01,"3003 N 53RD ST,MKE",7,NOISE NUISANCE,City Citation(s) Issued
190902533-City Citation(s) Issued,190902533,2019-03-31 22:32:46,"2040 W WISCONSIN AV,MKE",3,ABAND/STOLEN PRO,City Citation(s) Issued
190902648-Service in Progress,190902648,2019-03-31 23:33:37,"N 56TH ST / W RUBY AV,MKE",7,SUBJ WITH GUN,Service in Progress
190902651-Service in Progress,190902651,2019-03-31 23:33:33,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Service in Progress
190902649-Service in Progress,190902649,2019-03-31 23:31:43,"2944 S 9TH PL,MKE",6,BATTERY,Service in Progress
190902645-Assignment Completed,190902645,2019-03-31 23:28:49,"E TOWNSEND ST / N WEIL ST,MKE",5,PATROL,Assignment Completed
190902641-Unable to Locate Complainant,190902641,2019-03-31 23:27:58,"3839 N HUMBOLDT BL,MKE",5,SHOTS FIRED,Unable to Locate Complainant
