ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182592671-Service in Progress,182592671,2018-09-16 23:29:41,"2301 N LAKE DR,MKE",1,HOSPITAL GUARD,Service in Progress
182592668-Service in Progress,182592668,2018-09-16 23:29:22,"2725 S 12TH ST,MKE",2,SUBJ WITH GUN,Service in Progress
182592670-Advised,182592670,2018-09-16 23:29:10,"101 W CAPITOL DR,MKE",5,TRAFFIC STOP,Advised
182592650-Service in Progress,182592650,2018-09-16 23:28:47,"1100 S 11TH ST,MKE",2,SUSP PERS/AUTO,Service in Progress
182592666-Service in Progress,182592666,2018-09-16 23:27:41,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Service in Progress
182592528-Advised,182592528,2018-09-16 23:12:37,"9415 W SILVER SPRING DR,MKE",4,FAMILY TROUBLE,Advised
182592615-Unable to Locate Complainant,182592615,2018-09-16 23:10:28,"1110 W MAPLE ST,MKE",2,ACC PI,Unable to Locate Complainant
182592616-City Citation(s) Issued,182592616,2018-09-16 22:53:47,"4044 W VERA AV,MKE",4,BATTERY DV,City Citation(s) Issued
182592601-To be Filed,182592601,2018-09-16 22:50:01,"204 W LAYTON AV,MKE",6,INJ PERSON/SICK,To be Filed
182592510-City Citation(s) Issued,182592510,2018-09-16 22:44:31,"5501 N 76TH ST,MKE",4,BATTERY,City Citation(s) Issued
182592678-Assignment Completed,182592678,2018-09-16 23:32:39,"435 S WATER ST,MKE",2,NON PURSUIT NO P,Assignment Completed
182592672-Service in Progress,182592672,2018-09-16 23:30:06,"146 E JUNEAU AV,MKE",1,SPECIAL ASSIGN,Service in Progress
182592666-Assignment Completed,182592666,2018-09-16 23:27:41,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
182592658-Assignment Completed,182592658,2018-09-16 23:20:42,"4115 N 56TH ST,MKE",7,POLICE ADMIN,Assignment Completed
182592627-Open Investigation,182592627,2018-09-16 23:03:16,"9324 W BROWN DEER RD,MKE",4,SHOTS FIRED,Open Investigation
182592694-Assignment Completed,182592694,2018-09-16 23:39:40,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
182592517-Advised,182592517,2018-09-16 23:39:39,"3410 N NEWHALL ST,MKE",1,TRBL W/SUBJ-DV,Advised
182592690-Service in Progress,182592690,2018-09-16 23:38:39,"749 W STATE ST,MKE",1,OUT OF SERVICE,Service in Progress
182592687-Assignment Completed,182592687,2018-09-16 23:37:29,"232 W LOCUST ST,MKE",5,BUSINESS CHECK,Assignment Completed
182592685-Service in Progress,182592685,2018-09-16 23:37:05,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
182592680-Unable to Locate Complainant,182592680,2018-09-16 23:36:53,"2153 W MORGAN AV,MKE",6,CALL FOR POLICE,Unable to Locate Complainant
182592681-Advised,182592681,2018-09-16 23:35:21,"4400 W MEINECKE AV,MKE",3,TRAFFIC STOP,Advised
182592669-Service in Progress,182592669,2018-09-16 23:43:49,"2433 W NATIONAL AV,MKE",2,SHOTS FIRED,Service in Progress
182592701-Assignment Completed,182592701,2018-09-16 23:43:18,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
182592700-Assignment Completed,182592700,2018-09-16 23:42:11,"2920 N 4TH ST,MKE",5,OUT OF SERVICE,Assignment Completed
182592688-Service in Progress,182592688,2018-09-16 23:41:43,"N 9TH ST / W SOMERS ST,MKE",5,SHOTS FIRED,Service in Progress
182592698-Assignment Completed,182592698,2018-09-16 23:41:12,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
182592691-Service in Progress,182592691,2018-09-16 23:40:28,"1212 W VINE ST,MKE",3,SHOTSPOTTER,Service in Progress
182592690-Assignment Completed,182592690,2018-09-16 23:38:39,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
182592685-Assignment Completed,182592685,2018-09-16 23:37:05,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
182592704-Unable to Locate Complainant,182592704,2018-09-16 23:48:08,"1500-BLK S 22ND ST,MKE",2,SHOTS FIRED,Unable to Locate Complainant
182592696-Service in Progress,182592696,2018-09-16 23:47:12,"4221 W CAPITOL DR,MKE",7,SUBJ WITH WEAPON,Service in Progress
182592703-Assignment Completed,182592703,2018-09-16 23:45:16,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
182592669-Advised,182592669,2018-09-16 23:43:49,"2433 W NATIONAL AV,MKE",2,SHOTS FIRED,Advised
182592709-Assignment Completed,182592709,2018-09-16 23:50:50,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
182592707-Unable to Locate Complainant,182592707,2018-09-16 23:50:11,"S MUSKEGO AV / W MITCHELL ST,MKE",2,SHOTS FIRED,Unable to Locate Complainant
182592708-Unable to Locate Complainant,182592708,2018-09-16 23:50:04,"3829 N 42ND ST,MKE",7,SHOTS FIRED,Unable to Locate Complainant
182592706-Assignment Completed,182592706,2018-09-16 23:48:04,"N 60TH ST / W SILVER SPRING DR,MKE",4,TRAFFIC HAZARD,Assignment Completed
182592696-Unable to Locate Complainant,182592696,2018-09-16 23:47:12,"4221 W CAPITOL DR,MKE",7,SUBJ WITH WEAPON,Unable to Locate Complainant
182592688-Unable to Locate Complainant,182592688,2018-09-16 23:41:43,"N 9TH ST / W SOMERS ST,MKE",5,SHOTS FIRED,Unable to Locate Complainant
182592716-Advised,182592716,2018-09-17 00:03:51,"S 22ND ST / W WILBUR AV,MKE",6,SUSP PERS/AUTO,Advised
182592715-Service in Progress,182592715,2018-09-17 00:03:50,"N 20TH ST / W STATE ST,MKE",3,RECK USE OF WEAP,Service in Progress
182592662-Service in Progress,182592662,2018-09-17 00:03:23,"6909 N 42ND ST,MKE",4,WELFARE CITIZEN,Service in Progress
182592636-Service in Progress,182592636,2018-09-17 00:02:38,"5917 N 71ST ST,MKE",4,CALL FOR POLICE,Service in Progress
182600003-Assignment Completed,182600003,2018-09-17 00:02:33,"1400 E BRADY ST,MKE",1,BUSINESS CHECK,Assignment Completed
182592697-Service in Progress,182592697,2018-09-17 00:01:39,"7675 N 76TH ST,MKE",4,TRBL W/JUV,Service in Progress
182600001-Advised,182600001,2018-09-17 00:00:35,"400 W FRESHWATER WA,MKE",1,TRAFFIC STOP,Advised
182592665-Service in Progress,182592665,2018-09-17 00:09:50,"4568 S 20TH ST,MKE",6,NOISE NUISANCE,Service in Progress
182600007-Assignment Completed,182600007,2018-09-17 00:09:11,"855 W LAYTON AV,MKE",6,BUSINESS CHECK,Assignment Completed
182592649-Service in Progress,182592649,2018-09-17 00:09:07,"1820 S 18TH ST,MKE",2,INJ PERSON/SICK,Service in Progress
182592714-Unable to Locate Complainant,182592714,2018-09-17 00:08:31,"2920 N RICHARDS ST,MKE",5,NOISE NUISANCE,Unable to Locate Complainant
182600005-Service in Progress,182600005,2018-09-17 00:08:07,"3445 N 96TH ST,MKE",7,SUSP PERS/AUTO,Service in Progress
182592719-Service in Progress,182592719,2018-09-17 00:07:26,"4614 N 41ST ST,MKE",7,SUSP PERS/AUTO,Service in Progress
182600002-Service in Progress,182600002,2018-09-17 00:07:24,"4231 N 27TH ST,MKE",5,WELFARE CITIZEN,Service in Progress
182592692-Service in Progress,182592692,2018-09-17 00:06:41,"140 S HAWLEY RD,MKE",3,RECKLESS VEHICLE,Service in Progress
182600004-Assignment Completed,182600004,2018-09-17 00:05:19,"6929 W SILVER SPRING DR,MKE",4,SUBJ WITH GUN,Assignment Completed
182600013-Assignment Completed,182600013,2018-09-17 00:12:35,"4115 N 56TH ST,MKE",7,RETURN STATION,Assignment Completed
182600011-Service in Progress,182600011,2018-09-17 00:12:17,"749 W STATE ST,MKE",1,CONVEY PROPERTY,Service in Progress
182600010-Service in Progress,182600010,2018-09-17 00:11:58,"3500 N 76TH ST,MKE",7,MEET GOVT AGENCY,Service in Progress
182600008-Service in Progress,182600008,2018-09-17 00:11:05,"7320 W CAPITOL DR,MKE",7,HOLDUP ALARM,Service in Progress
182592661-Service in Progress,182592661,2018-09-17 00:10:18,"2812 N 5TH ST,MKE",5,TRBL W/SUBJ,Service in Progress
182592649-Unable to Locate Complainant,182592649,2018-09-17 00:09:07,"1820 S 18TH ST,MKE",2,INJ PERSON/SICK,Unable to Locate Complainant
182592691-Unable to Locate Complainant,182592691,2018-09-16 23:40:28,"1212 W VINE ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
182600034-Service in Progress,182600034,2018-09-17 00:19:55,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress
182600033-Service in Progress,182600033,2018-09-17 00:19:36,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress
182592667-Unable to Locate Complainant,182592667,2018-09-17 00:19:16,"6638 N 76TH ST,MKE",4,CALL FOR POLICE,Unable to Locate Complainant
182600031-Assignment Completed,182600031,2018-09-17 00:17:44,"1401 W MITCHELL ST,MKE",2,BUSINESS CHECK,Assignment Completed
182600016-Service in Progress,182600016,2018-09-17 00:17:36,"2824 N 38TH ST,MKE",7,SHOTSPOTTER,Service in Progress
182600028-Unable to Locate Complainant,182600028,2018-09-17 00:17:36,"2431 N 38TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
182600029-Service in Progress,182600029,2018-09-17 00:17:22,"749 W STATE ST,MKE",1,REPORTS,Service in Progress
