ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182842733-Advised,182842733,2018-10-11 23:27:48,"S 26TH ST / W NATIONAL AV,MKE",2,TRBL W/SUBJ,Advised
182842734-Assignment Completed,182842734,2018-10-11 23:26:30,"2800 W TOWNSEND ST,MKE",5,INVESTIGATION,Assignment Completed
182842732-Assignment Completed,182842732,2018-10-11 23:25:40,"1225 W LINCOLN AV,MKE",2,BUSINESS CHECK,Assignment Completed
182842731-Assignment Completed,182842731,2018-10-11 23:25:20,"1433 W HIGHLAND AV,MKE",3,FOLLOW UP,Assignment Completed
182842740-Service in Progress,182842740,2018-10-11 23:34:42,"2333 N 49TH ST,MKE",3,CONVEY PROPERTY,Service in Progress
182842744-Service in Progress,182842744,2018-10-11 23:34:41,"927 N 27TH ST,MKE",3,TAVERN CHECK,Service in Progress
182842743-Service in Progress,182842743,2018-10-11 23:33:36,"W CAPITOL DR / W FOND DU LAC AV,MKE",7,TRAFFIC HAZARD,Service in Progress
182842736-Service in Progress,182842736,2018-10-11 23:31:44,"N SHERMAN BL / W NORTH AV,MKE",3,ACC PDO,Service in Progress
182842721-Advised/Referral,182842721,2018-10-11 23:20:26,"4630 W KINNICKINNIC RIVER PK,MKE",6,ENTRY AUTOS,Advised/Referral
182842715-Assignment Completed,182842715,2018-10-11 23:08:47,"1400 W BURNHAM ST,MKE",2,PROPERTY PICKUP,Assignment Completed
182842657-Advised,182842657,2018-10-11 22:58:23,"1513 N 21ST ST,MKE",3,TRBL W/SUBJ-DV,Advised
182842688-Assignment Completed,182842688,2018-10-11 22:48:40,"5075 N SHERMAN BL,MKE",7,SPECIAL ASSIGN,Assignment Completed
182842754-Service in Progress,182842754,2018-10-11 23:39:41,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress
182842741-Service in Progress,182842741,2018-10-11 23:39:38,"5253 S HOWELL AV,MKE",6,LOST CHILD,Service in Progress
182842753-Assignment Completed,182842753,2018-10-11 23:39:35,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
182842752-Assignment Completed,182842752,2018-10-11 23:38:54,"1401 W MITCHELL ST,MKE",2,BUSINESS CHECK,Assignment Completed
182842749-Service in Progress,182842749,2018-10-11 23:37:13,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress
182842745-Service in Progress,182842745,2018-10-11 23:35:06,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Service in Progress
182842736-Assignment Completed,182842736,2018-10-11 23:31:44,"N SHERMAN BL / W NORTH AV,MKE",3,ACC PDO,Assignment Completed
182842760-Assignment Completed,182842760,2018-10-11 23:42:10,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
182842758-Service in Progress,182842758,2018-10-11 23:41:23,"749 W STATE ST,MKE",1,ASSIGNMENT,Service in Progress
182842755-Service in Progress,182842755,2018-10-11 23:40:46,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Service in Progress
182842745-Assignment Completed,182842745,2018-10-11 23:35:06,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
182842744-Assignment Completed,182842744,2018-10-11 23:34:41,"927 N 27TH ST,MKE",3,TAVERN CHECK,Assignment Completed
182842780-Assignment Completed,182842780,2018-10-11 23:48:33,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
182842778-Service in Progress,182842778,2018-10-11 23:48:09,"N SHERMAN BL / W BURLEIGH ST,MKE",7,ACC UNKN INJ,Service in Progress
182842764-Advised,182842764,2018-10-11 23:47:54,"3163 N BUFFUM ST,MKE",5,TRBL W/SUBJ,Advised
182842742-Unable to Locate Complainant,182842742,2018-10-11 23:46:25,"1685 N FRANKLIN PL,MKE",1,WELFARE CITIZEN,Unable to Locate Complainant
182842772-Assignment Completed,182842772,2018-10-11 23:46:21,"3251 N 28TH ST,MKE",5,INVESTIGATION,Assignment Completed
182842770-Assignment Completed,182842770,2018-10-11 23:45:51,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
182842755-Assignment Completed,182842755,2018-10-11 23:40:46,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
182842786-Assignment Completed,182842786,2018-10-11 23:53:49,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
182842785-Assignment Completed,182842785,2018-10-11 23:52:05,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
182842784-Service in Progress,182842784,2018-10-11 23:51:58,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress
182842782-Advised,182842782,2018-10-11 23:51:17,"3632 N SHERMAN BL,MKE",7,TRAFFIC STOP,Advised
182842776-Service in Progress,182842776,2018-10-11 23:50:24,"N SHERMAN BL / W BURLEIGH ST,MKE",7,SUBJ WITH GUN,Service in Progress
182842791-Service in Progress,182842791,2018-10-11 23:59:56,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress
182842759-Advised,182842759,2018-10-11 23:58:06,"1503 E IRVING PL,MKE",1,NOISE NUISANCE,Advised
182842787-Assignment Completed,182842787,2018-10-11 23:57:11,"1951 S 8TH ST,MKE",2,ENTRY-DV,Assignment Completed
182842788-Service in Progress,182842788,2018-10-11 23:55:31,"5272 N 68TH ST,MKE",4,SHOTS FIRED,Service in Progress
182842743-Assignment Completed,182842743,2018-10-11 23:33:36,"W CAPITOL DR / W FOND DU LAC AV,MKE",7,TRAFFIC HAZARD,Assignment Completed
182850004-Advised,182850004,2018-10-12 00:02:50,"3271 N RICHARDS ST,MKE",5,TRAFFIC STOP,Advised
182850002-Assignment Completed,182850002,2018-10-12 00:02:19,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
182850001-Service in Progress,182850001,2018-10-12 00:02:02,"3006 S 27TH ST,MKE",6,RETURN STATION,Service in Progress
182842756-Unable to Locate Complainant,182842756,2018-10-12 00:07:28,"901 W WINNEBAGO ST,MKE",1,TRBL W/SUBJ,Unable to Locate Complainant
182850010-Advised,182850010,2018-10-12 00:07:17,"4521 N GREEN BAY AV,MKE",7,TRAFFIC STOP,Advised
182842730-Service in Progress,182842730,2018-10-12 00:07:13,"8615 W HAMPTON AV,MKE",7,FAMILY TROUBLE,Service in Progress
182850006-Service in Progress,182850006,2018-10-12 00:05:07,"2333 N 49TH ST,MKE",3,RETURN STATION,Service in Progress
182842749-Assignment Completed,182842749,2018-10-11 23:37:13,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
182850029-Service in Progress,182850029,2018-10-12 00:14:37,"2333 N 49TH ST,MKE",3,POLICE ADMIN,Service in Progress
182850028-Service in Progress,182850028,2018-10-12 00:14:13,"7600 W CAPITOL DR,MKE",7,BUSINESS CHECK,Service in Progress
182850027-Assignment Completed,182850027,2018-10-12 00:14:11,"1300 W ATKINSON AV,MKE",5,INVESTIGATION,Assignment Completed
182850022-Advised,182850022,2018-10-12 00:13:56,"3240 N 1ST ST,MKE",5,BATTERY,Advised
182850026-Service in Progress,182850026,2018-10-12 00:13:51,"1200 N WATER ST,MKE",1,PARK AND WALK,Service in Progress
182850024-Service in Progress,182850024,2018-10-12 00:13:30,"1200 N WATER ST,MKE",1,PARK AND WALK,Service in Progress
182850021-Service in Progress,182850021,2018-10-12 00:12:50,"1044 N OLD WORLD THIRD ST,MKE",1,PARK AND WALK,Service in Progress
182850019-Advised,182850019,2018-10-12 00:12:34,"1510 W FIEBRANTZ AV,MKE",5,TRAFFIC STOP,Advised
182850013-Assignment Completed,182850013,2018-10-12 00:12:32,"2115 W WISCONSIN AV,MKE",3,ENTRY,Assignment Completed
182850018-Advised,182850018,2018-10-12 00:11:43,"N WATER ST / E PLEASANT ST,MKE",1,TRAFFIC STOP,Advised
182850017-Service in Progress,182850017,2018-10-12 00:11:28,"1044 N OLD WORLD THIRD ST,MKE",1,PARK AND WALK,Service in Progress
182850016-Service in Progress,182850016,2018-10-12 00:11:04,"749 W STATE ST,MKE",1,INVESTIGATION,Service in Progress
182842738-Service in Progress,182842738,2018-10-12 00:10:39,"8874 W CONGRESS ST,MKE",7,TRBL W/SUBJ-DV,Service in Progress
