ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183543018-Service in Progress,183543018,2018-12-20 23:28:10,"5520 W VLIET ST,MKE",3,TAVERN CHECK,Service in Progress
183543017-Assignment Completed,183543017,2018-12-20 23:28:03,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
183543011-Service in Progress,183543011,2018-12-20 23:26:47,"2041 N 49TH ST,MKE",3,FIRE,Service in Progress
183543013-City Citation(s) Issued,183543013,2018-12-20 23:26:46,"700 N MILWAUKEE ST,MKE",1,TRBL W/SUBJ,City Citation(s) Issued
183542993-Open Investigation,183542993,2018-12-20 23:14:33,"2336 W WISCONSIN AV,MKE",3,THEFT,Open Investigation
183542973-Advised,183542973,2018-12-20 23:07:40,"5014 S 13TH ST,MKE",6,SUSP PERS/AUTO,Advised
183542977-Advised,183542977,2018-12-20 23:06:56,"1725 N PROSPECT AV,MKE",1,CALL FOR POLICE,Advised
183543010-Service in Progress,183543010,2018-12-20 23:34:04,"1618 S 4TH ST,MKE",2,BATTERY DV,Service in Progress
183543007-Service in Progress,183543007,2018-12-20 23:33:21,"10000 W FOUNTAIN AV,MKE",4,WELFARE CITIZEN,Service in Progress
183543023-Service in Progress,183543023,2018-12-20 23:32:30,"4745 N 41ST ST,MKE",7,TRBL W/SUBJ,Service in Progress
183543015-Advised,183543015,2018-12-20 23:31:28,"525 W LINCOLN AV,MKE",2,TRBL W/SUBJ,Advised
183543021-Assignment Completed,183543021,2018-12-20 23:31:15,"1414 E WARNIMONT AV,MKE",6,PD/OTHER IN MKE,Assignment Completed
183543018-Assignment Completed,183543018,2018-12-20 23:28:10,"5520 W VLIET ST,MKE",3,TAVERN CHECK,Assignment Completed
183542967-City Citation(s) Issued,183542967,2018-12-20 22:57:56,"3614 W NORTH AV,MKE",3,TRAFFIC STOP,City Citation(s) Issued
183542964-Service in Progress,183542964,2018-12-20 23:37:36,"E VIENNA AV / N HOLTON ST,MKE",5,SUBJ WITH GUN,Service in Progress
183543030-Assignment Completed,183543030,2018-12-20 23:37:02,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183543007-Unable to Locate Complainant,183543007,2018-12-20 23:33:21,"10000 W FOUNTAIN AV,MKE",4,WELFARE CITIZEN,Unable to Locate Complainant
183543023-Open Investigation,183543023,2018-12-20 23:32:30,"4745 N 41ST ST,MKE",7,TRBL W/SUBJ,Open Investigation
183542949-Advised,183542949,2018-12-20 23:15:48,"1565 W MITCHELL ST,MKE",2,TRBL W/SUBJ,Advised
183542958-To be Filed,183542958,2018-12-20 22:55:02,"749 W STATE ST,MKE",1,REPORTS,To be Filed
183542928-Service in Progress,183542928,2018-12-20 23:43:51,"2556 N BOOTH ST,MKE",5,WELFARE CITIZEN,Service in Progress
183543032-Service in Progress,183543032,2018-12-20 23:43:51,"7507 N 42ND ST,MKE",4,BATTERY DV,Service in Progress
183543035-Assignment Completed,183543035,2018-12-20 23:43:02,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
183542954-Service in Progress,183542954,2018-12-20 23:41:02,"N 20TH ST / W CAPITOL DR,MKE",5,INJ PERSON/SICK,Service in Progress
183543045-Assignment Completed,183543045,2018-12-20 23:49:45,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
