ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190542522-To be Filed,190542522,2019-02-23 23:29:57,"7607 W HAMPTON AV,MKE",7,TAVERN CHECK,To be Filed
190542456-Service in Progress,190542456,2019-02-23 23:29:52,"7917 N 64TH CT,MKE",4,TRBL W/SUBJ-DV,Service in Progress
190542508-Service in Progress,190542508,2019-02-23 23:28:17,"S CARFERRY DR / E LINCOLN AV,MKE",6,ACC UNKN INJ,Service in Progress
190542505-Assignment Completed,190542505,2019-02-23 23:24:10,"3940 W LISBON AV,MKE",3,INVESTIGATION,Assignment Completed
190542486-Unable to Locate Complainant,190542486,2019-02-23 23:20:33,"7710 W VILLARD AV,MKE",4,VIOL REST ORDER,Unable to Locate Complainant
190542492-Assignment Completed,190542492,2019-02-23 23:19:29,"3006 S 27TH ST,MKE",6,REPORTS,Assignment Completed
190542467-To be Filed,190542467,2019-02-23 23:09:54,"2333 N 49TH ST,MKE",3,SPECIAL ASSIGN,To be Filed
190542441-Assignment Completed,190542441,2019-02-23 22:56:16,"2700 W ATKINSON AV,MKE",5,VEHICLE PURSUIT,Assignment Completed
190542491-Advised,190542491,2019-02-23 23:34:22,"S 27TH ST / W FOREST HOME AV,MKE",2,WELFARE CITIZEN,Advised
190542534-Service in Progress,190542534,2019-02-23 23:34:16,PIZZA SHUTTLE,1,SPECIAL ASSIGN,Service in Progress
190542525-Unable to Locate Complainant,190542525,2019-02-23 23:33:46,"4821 N 22ND ST,MKE",7,SUBJ WITH WEAPON,Unable to Locate Complainant
190542526-Advised,190542526,2019-02-23 23:31:43,"W FOREST HOME AV / W OKLAHOMA AV,MKE",6,RECKLESS VEHICLE,Advised
190542524-Service in Progress,190542524,2019-02-23 23:30:39,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress
190542463-Unable to Locate Complainant,190542463,2019-02-23 23:24:59,"6102 W SHERIDAN AV,MKE",4,WELFARE CITIZEN,Unable to Locate Complainant
190542426-Assignment Completed,190542426,2019-02-23 23:13:04,"N TEUTONIA AV / W NORTH AV,MKE",3,ACC PDO,Assignment Completed
190542388-Advised/Referral,190542388,2019-02-23 22:39:46,"8202 W GRANTOSA DR,MKE",7,ENTRY,Advised/Referral
190542489-Unable to Locate Complainant,190542489,2019-02-23 23:38:10,"804 W CENTER ST,MKE",5,BATTERY,Unable to Locate Complainant
190542539-Service in Progress,190542539,2019-02-23 23:36:41,"S 45TH ST / W OKLAHOMA AV,MKE",6,TRAFFIC STOP,Service in Progress
190542536-Assignment Completed,190542536,2019-02-23 23:35:44,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190542481-To be Filed,190542481,2019-02-23 23:18:20,"S 20TH ST / W LAYTON AV,MKE",6,INJ PERSON/SICK,To be Filed
190542548-Service in Progress,190542548,2019-02-23 23:43:27,"1837 N 26TH ST,MKE",3,SHOTSPOTTER,Service in Progress
190542549-Service in Progress,190542549,2019-02-23 23:42:43,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
190542541-Service in Progress,190542541,2019-02-23 23:41:03,"3058 N 34TH ST,MKE",7,SUSP PERS/AUTO,Service in Progress
190542567-Assignment Completed,190542567,2019-02-23 23:49:28,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190542530-Service in Progress,190542530,2019-02-23 23:49:01,"1018 W BURLEIGH ST,MKE",5,SUBJ WITH WEAPON,Service in Progress
190542564-Service in Progress,190542564,2019-02-23 23:48:44,"11800 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Service in Progress
190542563-Service in Progress,190542563,2019-02-23 23:48:28,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Service in Progress
190542545-Service in Progress,190542545,2019-02-23 23:48:05,"8333 W APPLETON AV,MKE",7,ROBBERY ARMED,Service in Progress
190542554-Service in Progress,190542554,2019-02-23 23:47:42,"1236 S 22ND ST,MKE",2,ENTRY,Service in Progress
190542562-Service in Progress,190542562,2019-02-23 23:47:15,"7920 N 64TH CT,MKE",4,RECK USE OF WEAP,Service in Progress
190542561-Assignment Completed,190542561,2019-02-23 23:47:04,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190542550-Service in Progress,190542550,2019-02-23 23:45:43,"3637 W FOND DU LAC AV,MKE",7,SHOTSPOTTER,Service in Progress
190542555-Advised,190542555,2019-02-23 23:45:43,"1044 N OLD WORLD THIRD ST,MKE",1,TRBL W/SUBJ,Advised
190542524-To be Filed,190542524,2019-02-23 23:30:39,"245 W LINCOLN AV,MKE",2,REPORTS,To be Filed
190542435-Cleared by Arrest,190542435,2019-02-23 22:54:55,"2275 N 27TH ST,MKE",3,TRAFFIC STOP,Cleared by Arrest
190542575-Service in Progress,190542575,2019-02-23 23:55:00,"4715 W VLIET ST,MKE",3,RETURN STATION,Service in Progress
190542573-Assignment Completed,190542573,2019-02-23 23:54:16,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190542570-Assignment Completed,190542570,2019-02-23 23:51:53,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190542515-Unable to Locate Complainant,190542515,2019-02-23 23:50:58,"N 19TH ST / W VIENNA AV,MKE",5,SUSP PERS/AUTO,Unable to Locate Complainant
190542569-Assignment Completed,190542569,2019-02-23 23:50:33,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190542564-Assignment Completed,190542564,2019-02-23 23:48:44,"11800 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed
190542550-Unable to Locate Complainant,190542550,2019-02-23 23:45:43,"3637 W FOND DU LAC AV,MKE",7,SHOTSPOTTER,Unable to Locate Complainant
190542580-Assignment Completed,190542580,2019-02-23 23:57:13,"4066 N 13TH ST,MKE",5,SHOTSPOTTER,Assignment Completed
190542578-Service in Progress,190542578,2019-02-23 23:56:05,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress
190542530-Advised/Referral,190542530,2019-02-23 23:49:01,"1018 W BURLEIGH ST,MKE",5,SUBJ WITH WEAPON,Advised/Referral
190542554-Advised/Referral,190542554,2019-02-23 23:47:42,"1236 S 22ND ST,MKE",2,ENTRY,Advised/Referral
190542549-Assignment Completed,190542549,2019-02-23 23:42:43,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
190542483-Service in Progress,190542483,2019-02-24 00:04:55,"1846 N 12TH ST,MKE",3,ACC PDO,Service in Progress
190550008-Assignment Completed,190550008,2019-02-24 00:04:37,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
190550006-Assignment Completed,190550006,2019-02-24 00:03:03,"8333 W APPLETON AV,MKE",7,BUSINESS CHECK,Assignment Completed
190550005-Service in Progress,190550005,2019-02-24 00:02:42,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress
190550004-Assignment Completed,190550004,2019-02-24 00:02:31,"200 W BODEN ST,MKE",6,BUSINESS CHECK,Assignment Completed
190542568-No Prosecution,190542568,2019-02-24 00:02:06,"2809 W HIGHLAND BL,MKE",3,SUBJ WITH WEAPON,No Prosecution
190542517-Service in Progress,190542517,2019-02-24 00:01:51,"3039 N 27TH ST,MKE",5,TRBL W/SUBJ-DV,Service in Progress
190550001-Service in Progress,190550001,2019-02-24 00:00:34,"3626 W FOND DU LAC AV,MKE",7,SPECIAL ASSIGN,Service in Progress
190542578-Assignment Completed,190542578,2019-02-23 23:56:05,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
190542469-Unable to Locate Complainant,190542469,2019-02-23 23:15:15,"234 E RESERVOIR AV,MKE",5,SUSP PERS/AUTO,Unable to Locate Complainant
190542521-Service in Progress,190542521,2019-02-24 00:09:43,"N 14TH ST / W WALNUT ST,MKE",3,ACC PDO,Service in Progress
190550009-Service in Progress,190550009,2019-02-24 00:09:34,"10520 W JONEN ST,MKE",4,BATTERY,Service in Progress
190550014-Unable to Locate Complainant,190550014,2019-02-24 00:08:55,"2603 N 37TH ST,MKE",3,TRBL W/SUBJ-DV,Unable to Locate Complainant
190542511-Service in Progress,190542511,2019-02-24 00:07:05,"6028 N 61ST ST,MKE",4,RECK USE OF WEAP,Service in Progress
190550011-Service in Progress,190550011,2019-02-24 00:14:57,"4027 N 24TH ST,MKE",5,FAMILY TROUBL-DV,Service in Progress
190550007-Service in Progress,190550007,2019-02-24 00:14:51,"4909 N 47TH ST,MKE",7,TRBL W/SUBJ,Service in Progress
190550022-Service in Progress,190550022,2019-02-24 00:14:50,"3006 S 27TH ST,MKE",6,REPORTS,Service in Progress
190550012-Service in Progress,190550012,2019-02-24 00:14:31,"E KILBOURN AV / N MILWAUKEE ST,MKE",1,WELFARE CITIZEN,Service in Progress
190542565-Service in Progress,190542565,2019-02-24 00:14:23,"808 N 24TH ST,MKE",3,TRBL W/SUBJ,Service in Progress
190550020-Service in Progress,190550020,2019-02-24 00:13:20,"1607 N 21ST ST,MKE",3,SHOTSPOTTER,Service in Progress
190550013-Unable to Locate Complainant,190550013,2019-02-24 00:12:32,"N WATER ST / E STATE ST,MKE",1,INJ PERSON/SICK,Unable to Locate Complainant
190542533-Service in Progress,190542533,2019-02-24 00:11:39,"3301 N OAKLAND AV,MKE",1,THEFT,Service in Progress
190550017-Service in Progress,190550017,2019-02-24 00:10:28,"749 W STATE ST,MKE",1,RETURN STATION,Service in Progress
190542545-Assignment Completed,190542545,2019-02-23 23:48:05,"8333 W APPLETON AV,MKE",7,ROBBERY ARMED,Assignment Completed
190542496-To be Filed,190542496,2019-02-23 23:21:13,"9200 W WISCONSIN AV,MKE",3,SPECIAL ASSIGN,To be Filed
190550027-Assignment Completed,190550027,2019-02-24 00:20:00,"369 E OKLAHOMA AV,MKE",6,BUSINESS CHECK,Assignment Completed
190550026-Service in Progress,190550026,2019-02-24 00:19:51,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Service in Progress
190550025-Service in Progress,190550025,2019-02-24 00:18:44,"S 6TH ST / W NATIONAL AV,MKE",2,WELFARE CITIZEN,Service in Progress
190542513-Service in Progress,190542513,2019-02-24 00:18:23,"808 N OLD WORLD THIRD ST,MKE",1,CALL FOR POLICE,Service in Progress
190542553-Service in Progress,190542553,2019-02-24 00:17:39,"1032 W BURLEIGH ST,MKE",5,ACC PDO,Service in Progress
190542470-Assignment Completed,190542470,2019-02-24 00:16:17,"2920 N VEL R PHILLIPS AV,MKE",5,PRISONER TRANS,Assignment Completed
190542520-Service in Progress,190542520,2019-02-24 00:15:44,"3158 N RICHARDS ST,MKE",5,SUBJ WITH WEAPON,Service in Progress
190542460-Advised,190542460,2019-02-24 00:24:41,"818 W ATKINSON AV,MKE",5,ABAND/STOLEN PRO,Advised
190550028-Assignment Completed,190550028,2019-02-24 00:20:59,"5369 S 22ND PL,MKE",6,SUSP PERS/AUTO,Assignment Completed
190542513-Advised,190542513,2019-02-24 00:18:23,"808 N OLD WORLD THIRD ST,MKE",1,CALL FOR POLICE,Advised
190550012-Advised,190550012,2019-02-24 00:14:31,"E KILBOURN AV / N MILWAUKEE ST,MKE",1,WELFARE CITIZEN,Advised
190550020-To be Filed,190550020,2019-02-24 00:13:20,"1607 N 21ST ST,MKE",3,SHOTSPOTTER,To be Filed
190550017-Assignment Completed,190550017,2019-02-24 00:10:28,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
190550044-Service in Progress,190550044,2019-02-24 00:29:39,"245 W LINCOLN AV,MKE",2,INVESTIGATION,Service in Progress
190550043-Service in Progress,190550043,2019-02-24 00:29:02,"2809 W HIGHLAND BL,MKE",3,SUBJ WANTED,Service in Progress
190550030-Service in Progress,190550030,2019-02-24 00:27:09,"1139 N 18TH ST,MKE",3,CALL FOR POLICE,Service in Progress
190550039-Assignment Completed,190550039,2019-02-24 00:27:09,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
190542527-Service in Progress,190542527,2019-02-24 00:27:04,"2728 W CAPITOL DR,MKE",5,TRBL W/SUBJ,Service in Progress
190550036-Service in Progress,190550036,2019-02-24 00:26:52,"E OKLAHOMA AV / S KINNICKINNIC AV,MKE",6,TRBL W/SUBJ,Service in Progress
190550026-Assignment Completed,190550026,2019-02-24 00:19:51,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Assignment Completed
190542520-Advised,190542520,2019-02-24 00:15:44,"3158 N RICHARDS ST,MKE",5,SUBJ WITH WEAPON,Advised
190550005-Assignment Completed,190550005,2019-02-24 00:02:42,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
190550048-Assignment Completed,190550048,2019-02-24 00:34:52,"4606 N 50TH ST,MKE",7,SUBJ WITH GUN,Assignment Completed
190550049-Service in Progress,190550049,2019-02-24 00:34:34,"4111 W MILL RD,MKE",4,BUSINESS CHECK,Service in Progress
190550045-Service in Progress,190550045,2019-02-24 00:33:02,"N 76TH ST / W CAPITOL DR,MKE",7,WELFARE CITIZEN,Service in Progress
190550047-Service in Progress,190550047,2019-02-24 00:32:24,"N 58TH ST / W FAIRMOUNT AV,MKE",7,SHOTS FIRED,Service in Progress
190542582-Advised,190542582,2019-02-24 00:31:49,"4100 N 21ST ST,MKE",5,TRBL W/SUBJ,Advised
190550046-Assignment Completed,190550046,2019-02-24 00:30:58,"N TEUTONIA AV / W GREEN TREE RD,MKE",4,PATROL,Assignment Completed
190550040-Service in Progress,190550040,2019-02-24 00:30:49,"N 13TH ST / W RING ST,MKE",5,SUSP PERS/AUTO,Service in Progress
190550030-Advised,190550030,2019-02-24 00:27:09,"1139 N 18TH ST,MKE",3,CALL FOR POLICE,Advised
190550011-Unable to Locate Complainant,190550011,2019-02-24 00:14:57,"4027 N 24TH ST,MKE",5,FAMILY TROUBL-DV,Unable to Locate Complainant
190550007-Advised,190550007,2019-02-24 00:14:51,"4909 N 47TH ST,MKE",7,TRBL W/SUBJ,Advised
190542565-Advised,190542565,2019-02-24 00:14:23,"808 N 24TH ST,MKE",3,TRBL W/SUBJ,Advised
190542533-To be Filed,190542533,2019-02-24 00:11:39,"3301 N OAKLAND AV,MKE",1,THEFT,To be Filed
190542575-Assignment Completed,190542575,2019-02-23 23:55:00,"4715 W VLIET ST,MKE",3,RETURN STATION,Assignment Completed
190542548-Open Investigation,190542548,2019-02-23 23:43:27,"1837 N 26TH ST,MKE",3,SHOTSPOTTER,Open Investigation
190550063-Assignment Completed,190550063,2019-02-24 00:39:42,"1401 W MITCHELL ST,MKE",2,BUSINESS CHECK,Assignment Completed
190550010-Advised,190550010,2019-02-24 00:38:20,"612 W WISCONSIN AV,MKE",1,TRBL W/SUBJ,Advised
190550060-Assignment Completed,190550060,2019-02-24 00:37:50,"9922 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
190542499-Advised,190542499,2019-02-24 00:37:18,"1400 E BRADY ST,MKE",1,TRBL W/SUBJ,Advised
190550059-Service in Progress,190550059,2019-02-24 00:37:05,"1716 W LINCOLN AV,MKE",2,TS TARGETED,Service in Progress
