ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
182982759-Service in Progress,182982759,2018-10-25 23:29:53,"3604 W BROWN ST,MKE",3,ACC PDO,Service in Progress
182982725-Unable to Locate Complainant,182982725,2018-10-25 23:29:47,"7901 W GLENBROOK RD,MKE",4,NOISE NUISANCE,Unable to Locate Complainant
182982778-Advised,182982778,2018-10-25 23:29:17,"720 N HAWLEY RD,MKE",3,TRAFFIC STOP,Advised
182982687-Advised,182982687,2018-10-25 23:27:40,"517 E BURLEIGH ST,MKE",5,FAMILY TROUBLE,Advised
182982733-Advised,182982733,2018-10-25 23:24:34,"3331 N 6TH ST,MKE",5,TRBL W/SUBJ,Advised
182982770-Unable to Locate Complainant,182982770,2018-10-25 23:23:39,"2755 N 33RD ST,MKE",7,SHOTSPOTTER,Unable to Locate Complainant
182982773-Advised,182982773,2018-10-25 23:23:39,"2450 W CAPITOL DR,MKE",5,TRAFFIC STOP,Advised
182982766-Unable to Locate Complainant,182982766,2018-10-25 23:19:44,"N 29TH ST / W CLYBOURN ST,MKE",3,SHOTS FIRED,Unable to Locate Complainant
182982765-Service in Progress,182982765,2018-10-25 23:18:57,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Service in Progress
182982763-Advised,182982763,2018-10-25 23:16:25,66TH/ BROWN DEER,4,TRAFFIC STOP,Advised
182982761-Advised,182982761,2018-10-25 23:16:07,"600 N HAWLEY RD,MKE",3,TRAFFIC STOP,Advised
182982760-Assignment Completed,182982760,2018-10-25 23:14:54,"3256 S PINE AV,MKE",6,INVESTIGATION,Assignment Completed
182982757-Assignment Completed,182982757,2018-10-25 23:12:47,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
182982756-Assignment Completed,182982756,2018-10-25 23:11:52,"1213 N WATER ST,MKE",1,TAVERN CHECK,Assignment Completed
182982750-Service in Progress,182982750,2018-10-25 23:11:22,"3626 W FOND DU LAC AV,MKE",7,MED RUN,Service in Progress
182982693-Service in Progress,182982693,2018-10-25 23:11:16,"1814 N MARSHALL ST,MKE",1,ENTRY AUTOS,Service in Progress
182982754-Assignment Completed,182982754,2018-10-25 23:11:14,"4400 N TEUTONIA AV,MKE",5,INVESTIGATION,Assignment Completed
182982753-Advised,182982753,2018-10-25 23:09:37,"3100 W ATKINSON AV,MKE",5,TRAFFIC STOP,Advised
182982661-Assignment Completed,182982661,2018-10-25 23:08:50,"3626 W FOND DU LAC AV,MKE",7,CONVEY PROPERTY,Assignment Completed
182982747-Service in Progress,182982747,2018-10-25 23:06:57,"1932 E KENILWORTH PL,MKE",1,FOLLOW UP,Service in Progress
182982721-Service in Progress,182982721,2018-10-25 23:06:44,"2536 W WARNIMONT AV,MKE",6,ACC PDO,Service in Progress
182982744-Service in Progress,182982744,2018-10-25 23:05:01,"N 60TH ST / W BRADLEY RD,MKE",4,ASSIGNMENT,Service in Progress
182982633-Service in Progress,182982633,2018-10-25 23:04:00,"4408 W BURLEIGH ST,MKE",7,TRBL W/SUBJ,Service in Progress
182982743-Assignment Completed,182982743,2018-10-25 23:03:57,"1200 W NORTH AV,MKE",3,INVESTIGATION,Assignment Completed
182982739-Assignment Completed,182982739,2018-10-25 23:03:54,"112 W KASSNER PL,MKE",2,TRBL W/SUBJ-DV,Assignment Completed
182982740-Service in Progress,182982740,2018-10-25 23:02:38,"N 37TH ST / W CHAMBERS ST,MKE",7,FOOT PURSUIT,Service in Progress
182982738-Assignment Completed,182982738,2018-10-25 23:02:21,"3006 S 27TH ST,MKE",6,POLICE ADMIN,Assignment Completed
182982737-Advised,182982737,2018-10-25 23:02:09,"6659 W BLUE MOUND RD,WAU",3,TRAFFIC STOP,Advised
182982735-Assignment Completed,182982735,2018-10-25 23:00:37,"9100 W MILL RD,MKE",4,PATROL,Assignment Completed
182982734-Assignment Completed,182982734,2018-10-25 22:59:32,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
182982729-Service in Progress,182982729,2018-10-25 22:59:17,"6333 S 20TH ST,MKE",6,SUSP PERS/AUTO,Service in Progress
182982731-Assignment Completed,182982731,2018-10-25 22:58:35,"N 37TH ST / W CHAMBERS ST,MKE",7,SHOTS FIRED,Assignment Completed
