ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183292722-Assignment Completed,183292722,2018-11-25 23:29:22,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
183292716-Service in Progress,183292716,2018-11-25 23:28:57,"S 14TH ST / W BURNHAM ST,MKE",2,ACC PI,Service in Progress
183292721-Advised,183292721,2018-11-25 23:28:11,"2867 N OAKLAND AV,MKE",1,BUSINESS CHECK,Advised
183292717-Service in Progress,183292717,2018-11-25 23:27:59,"3856 N 39TH ST,MKE",7,FIRE,Service in Progress
183292720-Advised,183292720,2018-11-25 23:27:43,"3381 N 35TH ST,MKE",7,TRAFFIC STOP,Advised
183292695-Service in Progress,183292695,2018-11-25 23:25:25,"317 N 95TH ST,MKE",3,PROPERTY DAM-DV,Service in Progress
183292579-Service in Progress,183292579,2018-11-25 23:33:01,"9710 W LISBON AV,MKE",7,ENTRY AUTOS,Service in Progress
183292702-Service in Progress,183292702,2018-11-25 23:32:48,"9405 W BECKETT AV,MKE",4,TRBL W/SUBJ,Service in Progress
183292726-Assignment Completed,183292726,2018-11-25 23:31:57,"N TEUTONIA AV / W VILLARD AV,MKE",7,PATROL,Assignment Completed
183292725-Service in Progress,183292725,2018-11-25 23:31:45,"5200 W FOND DU LAC AV,MKE",7,BUSINESS CHECK,Service in Progress
183292716-Advised/Referral,183292716,2018-11-25 23:28:57,"S 14TH ST / W BURNHAM ST,MKE",2,ACC PI,Advised/Referral
183292713-Assignment Completed,183292713,2018-11-25 23:24:29,"927 N 27TH ST,MKE",3,TAVERN CHECK,Assignment Completed
183292699-Assignment Completed,183292699,2018-11-25 23:19:41,"3350 N 38TH ST,MKE",7,INVESTIGATION,Assignment Completed
183292670-Advised/Referral,183292670,2018-11-25 23:11:14,"2300-BLK S 33RD ST,MKE",2,ENTRY,Advised/Referral
183292679-Assignment Completed,183292679,2018-11-25 23:08:33,"4211 W NORTH AV,MKE",3,FOLLOW UP,Assignment Completed
183292742-Service in Progress,183292742,2018-11-25 23:39:58,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Service in Progress
183292741-Service in Progress,183292741,2018-11-25 23:39:16,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Service in Progress
183292739-Service in Progress,183292739,2018-11-25 23:38:13,1125 N OLD WORLD THIRD ST,1,BUSINESS CHECK,Service in Progress
