ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183522990-Assignment Completed,183522990,2018-12-18 23:28:59,"1401 W MITCHELL ST,MKE",2,BUSINESS CHECK,Assignment Completed
183522988-Service in Progress,183522988,2018-12-18 23:28:54,"6248 S HOWELL AV,MKE",6,TRAFFIC STOP,Service in Progress
183522971-Service in Progress,183522971,2018-12-18 23:27:43,"2709 N 44TH ST,MKE",7,BATTERY DV,Service in Progress
183522984-Service in Progress,183522984,2018-12-18 23:25:45,"245 W LINCOLN AV,MKE",2,RETURN STATION,Service in Progress
183522969-Assignment Completed,183522969,2018-12-18 23:18:43,"2731 N 26TH ST,MKE",5,NETWORK CRIMINAL,Assignment Completed
183522938-To be Filed,183522938,2018-12-18 22:57:46,"245 W LINCOLN AV,MKE",2,POLICE ADMIN,To be Filed
183522805-Advised,183522805,2018-12-18 22:37:14,"5015 W FAIRMOUNT AV,MKE",7,TRBL W/SUBJ-DV,Advised
183522890-Unable to Locate Complainant,183522890,2018-12-18 23:34:48,"1671 N PROSPECT AV,MKE",1,NOISE NUISANCE,Unable to Locate Complainant
183522997-Assignment Completed,183522997,2018-12-18 23:34:43,"6410 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed
183522996-Assignment Completed,183522996,2018-12-18 23:34:22,"4300 W VILLARD AV,MKE",4,PARK AND WALK,Assignment Completed
183522994-Assignment Completed,183522994,2018-12-18 23:34:01,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
183522995-Assignment Completed,183522995,2018-12-18 23:34:01,"N 107TH ST / W SILVER SPRING DR,MKE",4,PATROL,Assignment Completed
183522941-Unable to Locate Complainant,183522941,2018-12-18 23:32:15,"3451 W VILLARD AV,MKE",7,CALL FOR POLICE,Unable to Locate Complainant
183522987-Service in Progress,183522987,2018-12-18 23:30:05,"2550 N 24TH ST,MKE",3,911 ABUSE CONFIR,Service in Progress
183522988-Advised,183522988,2018-12-18 23:28:54,"6248 S HOWELL AV,MKE",6,TRAFFIC STOP,Advised
183523009-Service in Progress,183523009,2018-12-18 23:39:41,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Service in Progress
183523008-Assignment Completed,183523008,2018-12-18 23:39:36,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
183523007-Assignment Completed,183523007,2018-12-18 23:39:35,"2422 W CAPITOL DR,MKE",5,BUSINESS CHECK,Assignment Completed
183523005-Service in Progress,183523005,2018-12-18 23:39:17,"3521 N VEL R PHILLIPS AV,MKE",5,FIRE,Service in Progress
183522991-Service in Progress,183522991,2018-12-18 23:38:41,"2722 N 59TH ST,MKE",7,FORGERY,Service in Progress
183522999-Advised,183522999,2018-12-18 23:38:30,"8214 W BENDER AV,MKE",4,CALL FOR POLICE,Advised
183523002-Advised,183523002,2018-12-18 23:38:29,"N JEFFERSON ST / E MENOMONEE ST,MKE",1,WELFARE CITIZEN,Advised
183523004-Advised,183523004,2018-12-18 23:38:13,"708 E CLARKE ST,MKE",5,TRAFFIC STOP,Advised
183522977-Service in Progress,183522977,2018-12-18 23:36:47,"2007 W CLARKE ST,MKE",3,PROPERTY DAM-DV,Service in Progress
