ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190262662-Service in Progress,190262662,2019-01-26 23:29:33,"4300 N TEUTONIA AV,MKE",5,INVESTIGATION,Service in Progress
190262661-Advised,190262661,2019-01-26 23:29:27,"4858 N 60TH ST,MKE",7,TRAFFIC STOP,Advised
190262655-Assignment Completed,190262655,2019-01-26 23:28:26,"2960 N 60TH ST,MKE",7,TRBL W/SUBJ,Assignment Completed
190262656-Assignment Completed,190262656,2019-01-26 23:27:58,"N 60TH ST / W SILVER SPRING DR,MKE",4,PATROL,Assignment Completed
190262608-Service in Progress,190262608,2019-01-26 23:27:09,"1043 S 31ST ST,MKE",2,TRBL W/SUBJ-DV,Service in Progress
190262653-Service in Progress,190262653,2019-01-26 23:26:45,"2415 N DOUSMAN ST,MKE",5,ENTRY,Service in Progress
190262648-Service in Progress,190262648,2019-01-26 23:25:45,"2635 S 6TH ST,MKE",2,ACC PDO,Service in Progress
190262675-Assignment Completed,190262675,2019-01-26 23:34:59,"6001 N TEUTONIA AV,MKE",4,BUSINESS CHECK,Assignment Completed
190262673-Assignment Completed,190262673,2019-01-26 23:34:43,"N 27TH ST / W FOND DU LAC AV,MKE",3,INJ PERSON/SICK,Assignment Completed
190262666-Advised,190262666,2019-01-26 23:33:30,"1554 W CHAMBERS ST,MKE",5,TRBL W/SUBJ-DV,Advised
190262671-Assignment Completed,190262671,2019-01-26 23:32:59,"N 55TH ST / W VILLARD AV,MKE",7,TRAFFIC HAZARD,Assignment Completed
190262585-To be Filed,190262585,2019-01-26 23:32:29,"W LEON TR / W MILL RD,MKE",4,ACC PDO,To be Filed
190262669-Assignment Completed,190262669,2019-01-26 23:32:25,"N 21ST LA / W BROWN ST,MKE",3,ACC PDO,Assignment Completed
190262668-Assignment Completed,190262668,2019-01-26 23:31:36,"4925 W HAMPTON AV,MKE",7,BUSINESS CHECK,Assignment Completed
190262667-Assignment Completed,190262667,2019-01-26 23:31:34,"1229 N 45TH ST,MKE",3,SHOTSPOTTER,Assignment Completed
190262625-Service in Progress,190262625,2019-01-26 23:30:42,"945 N 12TH ST,MKE",3,TRBL W/SUBJ,Service in Progress
190262663-Service in Progress,190262663,2019-01-26 23:30:16,"4023 W GALENA ST,MKE",3,SHOTSPOTTER,Service in Progress
190262608-Unable to Locate Complainant,190262608,2019-01-26 23:27:09,"1043 S 31ST ST,MKE",2,TRBL W/SUBJ-DV,Unable to Locate Complainant
190262582-Advised,190262582,2019-01-26 22:49:53,"9575 W FOND DU LAC AV,MKE",4,BATTERY DV,Advised
190262556-Assignment Completed,190262556,2019-01-26 22:45:23,"3158 N RICHARDS ST,MKE",5,TRBL W/SUBJ,Assignment Completed
190262685-Assignment Completed,190262685,2019-01-26 23:39:15,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
190262684-Service in Progress,190262684,2019-01-26 23:38:47,"N 60TH ST / W RUBY AV,MKE",7,TRAFFIC STOP,Service in Progress
190262680-Assignment Completed,190262680,2019-01-26 23:38:22,"5310 W CENTER ST,MKE",7,PATROL,Assignment Completed
190262676-Service in Progress,190262676,2019-01-26 23:38:07,"3050 N 89TH ST,MKE",7,WELFARE CITIZEN,Service in Progress
190262631-Unable to Locate Complainant,190262631,2019-01-26 23:37:58,"1430 S 4TH ST,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant
190262657-Advised,190262657,2019-01-26 23:37:16,"3809 N 75TH ST,MKE",7,CALL FOR POLICE,Advised
190262639-Unable to Locate Complainant,190262639,2019-01-26 23:37:13,"1338 W FOREST HOME AV,MKE",2,TRBL W/SUBJ,Unable to Locate Complainant
190262677-Service in Progress,190262677,2019-01-26 23:36:38,"749 W STATE ST,MKE",1,OUT OF SERVICE,Service in Progress
190262674-Assignment Completed,190262674,2019-01-26 23:35:20,"5062 N 39TH ST,MKE",7,FIRE,Assignment Completed
190262672-Service in Progress,190262672,2019-01-26 23:35:13,"6468 S 20TH ST,MKE",6,PROPERTY DAM-DV,Service in Progress
190262653-Advised/Referral,190262653,2019-01-26 23:26:45,"2415 N DOUSMAN ST,MKE",5,ENTRY,Advised/Referral
190262628-To be Filed,190262628,2019-01-26 23:09:54,"N 20TH ST / W NORTH AV,MKE",3,ACC PDO,To be Filed
190262701-Assignment Completed,190262701,2019-01-26 23:44:55,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
190262699-Advised,190262699,2019-01-26 23:43:49,"2920 N SHERMAN BL,MKE",7,TRAFFIC STOP,Advised
190262694-Service in Progress,190262694,2019-01-26 23:43:11,"5033 N 19TH ST,MKE",7,ENTRY,Service in Progress
190262693-Assignment Completed,190262693,2019-01-26 23:41:49,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
190262692-Assignment Completed,190262692,2019-01-26 23:41:43,"2479 N FRATNEY ST,MKE",5,BUSINESS CHECK,Assignment Completed
190262689-Service in Progress,190262689,2019-01-26 23:41:42,"2247 N 49TH ST,MKE",3,SUBJ WITH WEAPON,Service in Progress
190262684-City Citation(s) Issued,190262684,2019-01-26 23:38:47,"N 60TH ST / W RUBY AV,MKE",7,TRAFFIC STOP,City Citation(s) Issued
190262676-Unable to Locate Complainant,190262676,2019-01-26 23:38:07,"3050 N 89TH ST,MKE",7,WELFARE CITIZEN,Unable to Locate Complainant
190262677-Assignment Completed,190262677,2019-01-26 23:36:38,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
190262672-Advised/Referral,190262672,2019-01-26 23:35:13,"6468 S 20TH ST,MKE",6,PROPERTY DAM-DV,Advised/Referral
190262662-Assignment Completed,190262662,2019-01-26 23:29:33,"4300 N TEUTONIA AV,MKE",5,INVESTIGATION,Assignment Completed
190262647-Assignment Completed,190262647,2019-01-26 23:22:42,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
190262702-Service in Progress,190262702,2019-01-26 23:47:36,"9440 W BROWN DEER RD,MKE",4,BATTERY,Service in Progress
190262687-Service in Progress,190262687,2019-01-26 23:47:13,"1113 S 22ND ST,MKE",2,STOLEN VEHICLE,Service in Progress
190262694-Advised/Referral,190262694,2019-01-26 23:43:11,"5033 N 19TH ST,MKE",7,ENTRY,Advised/Referral
190262689-Assignment Completed,190262689,2019-01-26 23:41:42,"2247 N 49TH ST,MKE",3,SUBJ WITH WEAPON,Assignment Completed
190262674-False Alarm,190262674,2019-01-26 23:35:20,"5062 N 39TH ST,MKE",7,FIRE,False Alarm
190262667-Unable to Locate Complainant,190262667,2019-01-26 23:31:34,"1229 N 45TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
190262663-Unable to Locate Complainant,190262663,2019-01-26 23:30:16,"4023 W GALENA ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
190262523-Advised,190262523,2019-01-26 23:10:31,"2961 N 14TH ST,MKE",5,PROPERTY DAMAGE,Advised
190262716-Assignment Completed,190262716,2019-01-26 23:54:32,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
190262697-Assignment Completed,190262697,2019-01-26 23:54:12,"6200-BLK N 60TH ST,MKE",4,CITIZEN CONVEY,Assignment Completed
190262712-Advised,190262712,2019-01-26 23:53:26,"4740 W HAMPTON AV,MKE",7,TRAFFIC STOP,Advised
190262709-Assignment Completed,190262709,2019-01-26 23:50:36,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
190262558-Advised,190262558,2019-01-26 23:58:57,"9014 W FAIRMOUNT AV,MKE",7,NOISE NUISANCE,Advised
190262724-Advised,190262724,2019-01-26 23:58:47,"4821 W HAMPTON AV,MKE",7,TRAFFIC STOP,Advised
190262722-Service in Progress,190262722,2019-01-26 23:57:58,"3717 N 76TH ST,MKE",7,TAVERN CHECK,Service in Progress
190262721-Assignment Completed,190262721,2019-01-26 23:57:24,"N 33RD ST / W AUER AV,MKE",7,PARK AND WALK,Assignment Completed
190262711-Service in Progress,190262711,2019-01-26 23:57:23,"4214 W NASH ST,MKE",7,STOLEN VEHICLE,Service in Progress
190262719-Assignment Completed,190262719,2019-01-26 23:56:43,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
190262717-Service in Progress,190262717,2019-01-26 23:56:31,"4202 W HOPE AV,MKE",7,SHOTSPOTTER,Service in Progress
190262714-Unable to Locate Complainant,190262714,2019-01-26 23:56:00,"2473 N HOLTON ST,MKE",5,CALL FOR POLICE,Unable to Locate Complainant
190262702-Unable to Locate Complainant,190262702,2019-01-26 23:47:36,"9440 W BROWN DEER RD,MKE",4,BATTERY,Unable to Locate Complainant
190262649-Service in Progress,190262649,2019-01-27 00:04:56,"N 27TH ST / W CAPITOL DR,MKE",5,ACC PDO,Service in Progress
190262597-Service in Progress,190262597,2019-01-27 00:04:51,"329 W MITCHELL ST,MKE",2,ASSIGNMENT,Service in Progress
190270002-Service in Progress,190270002,2019-01-27 00:04:17,"4029 N ELMHURST RD,MKE",7,RECK USE OF WEAP,Service in Progress
190270007-Assignment Completed,190270007,2019-01-27 00:03:57,10320 W WATERTOWN PLANK RD,2,ASSIGNMENT,Assignment Completed
190270009-Advised,190270009,2019-01-27 00:03:47,"2800 W VLIET ST,MKE",3,TRAFFIC STOP,Advised
190270008-Service in Progress,190270008,2019-01-27 00:03:35,"749 W STATE ST,MKE",1,PRISONER TRANS,Service in Progress
190270006-Service in Progress,190270006,2019-01-27 00:02:18,"5600 W CAPITOL DR,MKE",7,RETURN STATION,Service in Progress
190270005-Advised,190270005,2019-01-27 00:02:17,"N 61ST ST / W MARION ST,MKE",7,TS TARGETED,Advised
190270004-To be Filed,190270004,2019-01-27 00:02:12,"3006 S 27TH ST,MKE",6,REPORTS,To be Filed
190270001-Service in Progress,190270001,2019-01-27 00:01:41,"2829 N 53RD ST,MKE",7,BATTERY DV,Service in Progress
190270019-Unable to Locate Complainant,190270019,2019-01-27 00:10:00,"3183 N 16TH ST,MKE",5,SHOTSPOTTER,Unable to Locate Complainant
190262691-Service in Progress,190262691,2019-01-27 00:09:05,"N 12TH ST / W HADLEY ST,MKE",5,ACC PDO,Service in Progress
190270011-Assignment Completed,190270011,2019-01-27 00:08:49,"2417 N CRAMER ST,MKE",1,INJ PERSON/SICK,Assignment Completed
190262725-Advised,190262725,2019-01-27 00:08:38,"456 E BROWN ST,MKE",5,TRBL W/SUBJ,Advised
190270018-Service in Progress,190270018,2019-01-27 00:08:13,"2920 N VEL R PHILLIPS AV,MKE",5,PRISONER TRANS,Service in Progress
190262630-Service in Progress,190262630,2019-01-27 00:07:41,"2821 N 10TH ST,MKE",5,SUBJ WANTED,Service in Progress
190262600-Service in Progress,190262600,2019-01-27 00:07:02,"401 E CAPITOL DR,MKE",5,SHOPLIFTER,Service in Progress
190270012-Service in Progress,190270012,2019-01-27 00:06:36,"2809 W HIGHLAND BL,MKE",3,BATTERY DV,Service in Progress
190270013-Service in Progress,190270013,2019-01-27 00:06:29,"3149 S 77TH ST,MKE",6,TRBL W/SUBJ-DV,Service in Progress
190262654-Service in Progress,190262654,2019-01-27 00:06:28,"2309 W MERRILL ST,MKE",2,STOLEN VEHICLE,Service in Progress
190262718-Service in Progress,190262718,2019-01-27 00:05:34,"3435 N 24TH PL,MKE",5,FAMILY TROUBL-DV,Service in Progress
190270027-Service in Progress,190270027,2019-01-27 00:14:27,"1640 W BRUCE ST,MKE",2,WELFARE CITIZEN,Service in Progress
190270031-Service in Progress,190270031,2019-01-27 00:14:05,"749 W STATE ST,MKE",1,VEHICLE MAINT,Service in Progress
190270029-Assignment Completed,190270029,2019-01-27 00:13:26,"1300 W COLLEGE AV,MKE",6,BUSINESS CHECK,Assignment Completed
190270028-Service in Progress,190270028,2019-01-27 00:13:17,"6114 W CAPITOL DR,MKE",7,TRAFFIC STOP,Service in Progress
190262723-Advised,190262723,2019-01-27 00:11:41,"3750 S 14TH ST,MKE",6,NOISE NUISANCE,Advised
190270025-Assignment Completed,190270025,2019-01-27 00:11:37,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
190262654-Unable to Locate Complainant,190262654,2019-01-27 00:06:28,"2309 W MERRILL ST,MKE",2,STOLEN VEHICLE,Unable to Locate Complainant
190262722-Assignment Completed,190262722,2019-01-26 23:57:58,"3717 N 76TH ST,MKE",7,TAVERN CHECK,Assignment Completed
190262652-Assignment Completed,190262652,2019-01-26 23:24:43,"6818 W CLOVERNOOK ST,MKE",4,FOLLOW UP,Assignment Completed
190270044-Service in Progress,190270044,2019-01-27 00:19:01,"5890 S HOWELL AV,MKE",6,BUSINESS CHECK,Service in Progress
190270042-Advised,190270042,2019-01-27 00:18:32,"6711 W FOND DU LAC AV,MKE",7,TRAFFIC STOP,Advised
190270038-Service in Progress,190270038,2019-01-27 00:18:21,"2536 S 67TH ST,MKE",6,SUSP PERS/AUTO,Service in Progress
190270040-Service in Progress,190270040,2019-01-27 00:17:37,"2333 N 49TH ST,MKE",3,RETURN STATION,Service in Progress
190270033-Advised,190270033,2019-01-27 00:17:28,"E CURTIS PL / N FARWELL AV,MKE",1,WELFARE CITIZEN,Advised
190270035-Assignment Completed,190270035,2019-01-27 00:16:03,"749 W STATE ST,MKE",1,POLICE ADMIN,Assignment Completed
190262703-Advised,190262703,2019-01-27 00:15:43,"8001 W BROWN DEER RD,MKE",4,THEFT,Advised
190270028-City Citation(s) Issued,190270028,2019-01-27 00:13:17,"6114 W CAPITOL DR,MKE",7,TRAFFIC STOP,City Citation(s) Issued
190262630-Unable to Locate Complainant,190262630,2019-01-27 00:07:41,"2821 N 10TH ST,MKE",5,SUBJ WANTED,Unable to Locate Complainant
190262600-City Citation(s) Issued,190262600,2019-01-27 00:07:02,"401 E CAPITOL DR,MKE",5,SHOPLIFTER,City Citation(s) Issued
190270013-Advised,190270013,2019-01-27 00:06:29,"3149 S 77TH ST,MKE",6,TRBL W/SUBJ-DV,Advised
190262649-Open Investigation,190262649,2019-01-27 00:04:56,"N 27TH ST / W CAPITOL DR,MKE",5,ACC PDO,Open Investigation
190270006-Assignment Completed,190270006,2019-01-27 00:02:18,"5600 W CAPITOL DR,MKE",7,RETURN STATION,Assignment Completed
