ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
190933072-Unable to Locate Complainant,190933072,2019-04-03 23:29:57,"2247 S 21ST PL,MKE",2,SHOTSPOTTER,Unable to Locate Complainant
190933074-Assignment Completed,190933074,2019-04-03 23:29:10,"2333 N 49TH ST,MKE",3,RETURN STATION,Assignment Completed
190933073-To be Filed,190933073,2019-04-03 23:28:52,"6929 W SILVER SPRING DR,MKE",4,REPORTS,To be Filed
190933071-Assignment Completed,190933071,2019-04-03 23:28:33,"1100 W MINERAL ST,MKE",2,PATROL,Assignment Completed
190933068-Service in Progress,190933068,2019-04-03 23:28:25,"955 N 14TH ST,MKE",3,BATTERY,Service in Progress
190933070-Service in Progress,190933070,2019-04-03 23:27:56,"6415 W BRADLEY RD,MKE",4,TRAFFIC STOP,Service in Progress
190933069-Assignment Completed,190933069,2019-04-03 23:27:29,"1000 W MINERAL ST,MKE",2,PATROL,Assignment Completed
190933067-Assignment Completed,190933067,2019-04-03 23:27:11,"4808 N HOPKINS ST,MKE",7,BUSINESS CHECK,Assignment Completed
190933046-Unable to Locate Complainant,190933046,2019-04-03 23:26:13,"4812 W OKLAHOMA AV,MKE",6,TRBL W/SUBJ,Unable to Locate Complainant
190933065-Unable to Locate Complainant,190933065,2019-04-03 23:25:12,"2634 N 40TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
190933066-Assignment Completed,190933066,2019-04-03 23:25:04,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
190933045-Unable to Locate Complainant,190933045,2019-04-03 23:15:30,"4225 N 91ST ST,MKE",7,SUBJ WANTED,Unable to Locate Complainant
190933044-Assignment Completed,190933044,2019-04-03 23:13:36,"245 W LINCOLN AV,MKE",2,REPORTS,Assignment Completed
190933084-Service in Progress,190933084,2019-04-03 23:34:59,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Service in Progress
190933082-Service in Progress,190933082,2019-04-03 23:34:46,"2423 S 12TH ST,MKE",2,MFD OTHER,Service in Progress
190933083-Advised,190933083,2019-04-03 23:34:27,"7116 W SILVER SPRING DR,MKE",4,TRAFFIC STOP,Advised
190933079-Service in Progress,190933079,2019-04-03 23:33:02,"4301 W LLOYD ST,MKE",3,SHOTSPOTTER,Service in Progress
190933048-Service in Progress,190933048,2019-04-03 23:32:43,"2347 S 9TH ST,MKE",2,LOOSE ANIMAL,Service in Progress
190933077-Assignment Completed,190933077,2019-04-03 23:32:12,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
190933076-Unable to Locate Complainant,190933076,2019-04-03 23:31:02,"N 39TH ST / W NORTH AV,MKE",3,WELFARE CITIZEN,Unable to Locate Complainant
190933080-Service in Progress,190933080,2019-04-03 23:39:08,"N 29TH ST / W FOND DU LAC AV,MKE",5,CALL FOR POLICE,Service in Progress
190933098-Assignment Completed,190933098,2019-04-03 23:38:34,"1832 E NORTH AV,MKE",1,TAVERN CHECK,Assignment Completed
