ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183323153-Advised,183323153,2018-11-28 23:29:58,"1700 W SCOTT ST,MKE",2,TRAFFIC STOP,Advised
183323151-Assignment Completed,183323151,2018-11-28 23:29:37,"5811 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
183323146-Assignment Completed,183323146,2018-11-28 23:26:30,"2932 W VINE ST,MKE",3,VACANT HOUSE CHK,Assignment Completed
183323145-Assignment Completed,183323145,2018-11-28 23:24:52,"2333 N 49TH ST,MKE",3,REPORTS,Assignment Completed
183323138-To be Filed,183323138,2018-11-28 23:20:52,"245 W LINCOLN AV,MKE",2,REPORTS,To be Filed
183323105-Advised,183323105,2018-11-28 23:19:03,"2405 N 53RD ST,MKE",3,WELFARE CITIZEN,Advised
183323131-Advised,183323131,2018-11-28 23:16:59,"1400 W GREENFIELD AV,MKE",2,TRAFFIC STOP,Advised
183323104-Advised,183323104,2018-11-28 23:02:50,"2210 N 33RD ST,MKE",3,CALL FOR POLICE,Advised
183323103-Open Investigation,183323103,2018-11-28 23:01:06,"W FOREST HOME AV / W LINCOLN AV,MKE",2,NON PURSUIT,Open Investigation
183323018-Advised,183323018,2018-11-28 22:50:10,"9830 W BROWN DEER RD,MKE",4,FAMILY TROUBLE,Advised
183323043-To be Filed,183323043,2018-11-28 22:33:50,"824 E CENTER ST,MKE",5,THEFT VEHICLE,To be Filed
183323155-Assignment Completed,183323155,2018-11-28 23:31:48,"401 E CAPITOL DR,MKE",5,BUSINESS CHECK,Assignment Completed
183323154-Service in Progress,183323154,2018-11-28 23:31:27,"6929 W SILVER SPRING DR,MKE",4,ASSIGNMENT,Service in Progress
183323168-Assignment Completed,183323168,2018-11-28 23:39:53,"3006 S 27TH ST,MKE",6,SPECIAL ASSIGN,Assignment Completed
183323166-Service in Progress,183323166,2018-11-28 23:38:35,"749 W STATE ST,MKE",1,OUT OF SERVICE,Service in Progress
183323165-Service in Progress,183323165,2018-11-28 23:38:26,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Service in Progress
183323164-Assignment Completed,183323164,2018-11-28 23:37:23,"3476 N HOLTON ST,MKE",5,BUSINESS CHECK,Assignment Completed
183323161-Assignment Completed,183323161,2018-11-28 23:37:00,"5825 W CAPITOL DR,MKE",7,BUSINESS CHECK,Assignment Completed
183323162-Advised,183323162,2018-11-28 23:37:00,"2710 N TEUTONIA AV,MKE",5,TRAFFIC STOP,Advised
183323183-To be Filed,183323183,2018-11-28 23:44:16,"2333 N 49TH ST,MKE",3,FOLLOW UP,To be Filed
183323182-Assignment Completed,183323182,2018-11-28 23:44:12,"6929 W SILVER SPRING DR,MKE",4,RETURN STATION,Assignment Completed
183323181-Assignment Completed,183323181,2018-11-28 23:43:59,"1300 E BRADY ST,MKE",1,PATROL,Assignment Completed
183323180-Assignment Completed,183323180,2018-11-28 23:43:52,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
183323176-Service in Progress,183323176,2018-11-28 23:43:07,"6929 W SILVER SPRING DR,MKE",4,FOLLOW UP,Service in Progress
183323167-Advised/Referral,183323167,2018-11-28 23:42:58,"4295 N TEUTONIA AV,MKE",5,THEFT,Advised/Referral
183323175-Assignment Completed,183323175,2018-11-28 23:42:01,"604 S 64TH ST,MKE",3,TAVERN CHECK,Assignment Completed
183323174-Assignment Completed,183323174,2018-11-28 23:41:58,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
183323173-Assignment Completed,183323173,2018-11-28 23:41:52,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
183323172-Assignment Completed,183323172,2018-11-28 23:40:22,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
183323147-Service in Progress,183323147,2018-11-28 23:40:08,"5237 N 35TH ST,MKE",4,ENTRY,Service in Progress
183323165-Assignment Completed,183323165,2018-11-28 23:38:26,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
183323122-Assignment Completed,183323122,2018-11-28 23:11:33,"949 N 9TH ST,MKE",1,INVESTIGATION,Assignment Completed
183323109-Unable to Locate Complainant,183323109,2018-11-28 23:05:49,"4974 N 21ST ST,MKE",7,BATTERY,Unable to Locate Complainant
183323192-Assignment Completed,183323192,2018-11-28 23:47:43,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
183323190-Service in Progress,183323190,2018-11-28 23:47:15,"714 E BRADY ST,MKE",1,BUSINESS CHECK,Service in Progress
183323189-Assignment Completed,183323189,2018-11-28 23:46:58,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183323188-Assignment Completed,183323188,2018-11-28 23:46:16,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183323187-Assignment Completed,183323187,2018-11-28 23:46:11,"S MUSKEGO AV / W BOW ST,MKE",2,ACC PDO,Assignment Completed
183323119-Service in Progress,183323119,2018-11-28 23:45:44,"N 35TH ST / W CAPITOL DR,MKE",7,ACC PI,Service in Progress
183323205-Assignment Completed,183323205,2018-11-28 23:54:30,"2700 W TOWNSEND ST,MKE",5,INVESTIGATION,Assignment Completed
183323196-Service in Progress,183323196,2018-11-28 23:54:03,"N HOLTON ST / E CENTER ST,MKE",5,TRAFFIC HAZARD,Service in Progress
183323194-Assignment Completed,183323194,2018-11-28 23:52:47,"3615 W NATIONAL AV,MKE",2,INJ PERSON/SICK,Assignment Completed
183323190-Assignment Completed,183323190,2018-11-28 23:47:15,"714 E BRADY ST,MKE",1,BUSINESS CHECK,Assignment Completed
183323212-Advised,183323212,2018-11-28 23:58:27,"W CAPITOL DR / N TEUTONIA AV,MKE",5,TRAFFIC STOP,Advised
183323185-Service in Progress,183323185,2018-11-28 23:57:39,"8606 W HOWARD AV,MKE",6,ACC PDO,Service in Progress
183323211-Service in Progress,183323211,2018-11-28 23:56:48,"6929 W SILVER SPRING DR,MKE",4,ASSIGNMENT,Service in Progress
183323210-Service in Progress,183323210,2018-11-28 23:56:38,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Service in Progress
183323206-Advised,183323206,2018-11-28 23:55:01,"900 N WATER ST,MKE",1,TRAFFIC STOP,Advised
183323142-Assignment Completed,183323142,2018-11-28 23:22:11,"749 W STATE ST,MKE",1,ASSIGNMENT,Assignment Completed
183323135-Service in Progress,183323135,2018-11-29 00:04:58,"N 47TH ST / W HAMPTON AV,MKE",7,WELFARE CITIZEN,Service in Progress
183330009-Assignment Completed,183330009,2018-11-29 00:04:51,"3006 S 27TH ST,MKE",6,FOLLOW UP,Assignment Completed
