ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183112878-Assignment Completed,183112878,2018-11-07 23:29:28,"1629 W HOPKINS ST,MKE",5,TRAFFIC STOP,Assignment Completed
183112877-Assignment Completed,183112877,2018-11-07 23:28:43,"1225 W LINCOLN AV,MKE",2,BUSINESS CHECK,Assignment Completed
183112875-Service in Progress,183112875,2018-11-07 23:27:55,"N 27TH ST / W LISBON AV,MKE",3,TRAFFIC LASER,Service in Progress
183112874-Assignment Completed,183112874,2018-11-07 23:27:34,"1300 W COLLEGE AV,MKE",6,BUSINESS CHECK,Assignment Completed
183112873-Advised,183112873,2018-11-07 23:26:37,"1111 S 2ND ST,MKE",2,TRAFFIC STOP,Advised
183112865-Service in Progress,183112865,2018-11-07 23:26:02,"7030 W TALLMADGE PL,MKE",4,VIOL REST ORDER,Service in Progress
183112866-Assignment Completed,183112866,2018-11-07 23:21:10,"3626 W FOND DU LAC AV,MKE",7,FOLLOW UP,Assignment Completed
183112851-Assignment Completed,183112851,2018-11-07 23:11:26,"245 W LINCOLN AV,MKE",2,CONVEY PROPERTY,Assignment Completed
183112885-Service in Progress,183112885,2018-11-07 23:33:45,"426 E CHAMBERS ST,MKE",5,INJ PERSON/SICK,Service in Progress
183112884-Assignment Completed,183112884,2018-11-07 23:31:48,"5311 S HOWELL AV,MKE",6,BUSINESS CHECK,Assignment Completed
183112883-Advised,183112883,2018-11-07 23:31:38,"1735 W ATKINSON AV,MKE",5,TRAFFIC STOP,Advised
183112882-Assignment Completed,183112882,2018-11-07 23:31:22,"2100 S LAYTON BL,MKE",2,TRAFFIC LASER,Assignment Completed
183112879-Advised,183112879,2018-11-07 23:30:05,"1930 W HOWARD AV,MKE",6,TRAFFIC STOP,Advised
183112836-Assignment Completed,183112836,2018-11-07 23:03:58,"7600 W CAPITOL DR,MKE",7,PARK AND WALK,Assignment Completed
183112890-Assignment Completed,183112890,2018-11-07 23:37:53,"S LAYTON BL / W NATIONAL AV,MKE",2,PATROL,Assignment Completed
183112889-Assignment Completed,183112889,2018-11-07 23:36:04,"3626 W FOND DU LAC AV,MKE",7,RETURN STATION,Assignment Completed
183112888-Assignment Completed,183112888,2018-11-07 23:35:45,"5841 W BLUEMOUND RD,MKE",3,TAVERN CHECK,Assignment Completed
183112887-Service in Progress,183112887,2018-11-07 23:35:25,"2022 W CAPITOL DR,MKE",5,SUBJ STOP,Service in Progress
183112868-Assignment Completed,183112868,2018-11-07 23:23:34,"749 W STATE ST,MKE",1,REPORTS,Assignment Completed
183112899-Service in Progress,183112899,2018-11-07 23:44:18,"749 W STATE ST,MKE",1,RETURN STATION,Service in Progress
183112897-Assignment Completed,183112897,2018-11-07 23:42:48,"N 27TH ST / W JUNEAU AV,MKE",3,FOOT PURSUIT,Assignment Completed
183112895-Assignment Completed,183112895,2018-11-07 23:42:11,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
183112894-Assignment Completed,183112894,2018-11-07 23:41:46,"2920 N VEL R PHILLIPS AV,MKE",5,RETURN STATION,Assignment Completed
183112893-Assignment Completed,183112893,2018-11-07 23:41:42,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
183112891-Service in Progress,183112891,2018-11-07 23:40:28,"W FOREST HOME AV / S 49TH ST,MKE",6,TRAFFIC HAZARD,Service in Progress
183112892-Assignment Completed,183112892,2018-11-07 23:40:19,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
183112885-Assignment Completed,183112885,2018-11-07 23:33:45,"426 E CHAMBERS ST,MKE",5,INJ PERSON/SICK,Assignment Completed
183112907-Advised,183112907,2018-11-07 23:48:49,"W EVERGREEN LA / S LAYTON BL,MKE",2,FIGHT,Advised
183112909-Assignment Completed,183112909,2018-11-07 23:48:45,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183112903-Assignment Completed,183112903,2018-11-07 23:48:25,"E LINNWOOD AV / N MURRAY AV,MKE",1,SUSP PERS/AUTO,Assignment Completed
183112853-Service in Progress,183112853,2018-11-07 23:47:44,"2723 N 52ND ST,MKE",7,PROPERTY DAMAGE,Service in Progress
183112906-Advised,183112906,2018-11-07 23:47:17,"2302 W MINERAL ST,MKE",2,TRAFFIC STOP,Advised
183112905-Assignment Completed,183112905,2018-11-07 23:47:08,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
183112901-Advised,183112901,2018-11-07 23:45:53,"N OAKLAND AV / E NORTH AV,MKE",1,TRAFFIC STOP,Advised
183112872-Service in Progress,183112872,2018-11-07 23:53:52,"1327 E RANDOLPH CT,MKE",5,ROBBERY ST ARM,Service in Progress
183112860-Service in Progress,183112860,2018-11-07 23:51:52,"1416 E VAN BECK AV,MKE",6,ENTRY AUTOS,Service in Progress
183112913-Service in Progress,183112913,2018-11-07 23:51:17,"4224 N 75TH ST,MKE",7,BATTERY CUT-DV,Service in Progress
183112915-Assignment Completed,183112915,2018-11-07 23:50:36,"3000 W LOCUST ST,MKE",5,INVESTIGATION,Assignment Completed
183112912-Assignment Completed,183112912,2018-11-07 23:50:19,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
183112887-Advised,183112887,2018-11-07 23:35:25,"2022 W CAPITOL DR,MKE",5,SUBJ STOP,Advised
183112841-To be Filed,183112841,2018-11-07 23:08:45,"1869 N HUMBOLDT AV,MKE",1,PROPERTY DAMAGE,To be Filed
183112870-Assignment Completed,183112870,2018-11-07 23:24:20,"7514 W APPLETON AV,MKE",7,INVESTIGATION,Assignment Completed
183120001-Service in Progress,183120001,2018-11-08 00:02:36,"2100 S LAYTON BL,MKE",2,TRAFFIC LASER,Service in Progress
183112846-Service in Progress,183112846,2018-11-08 00:02:10,"4745 N 34TH ST,MKE",7,BATTERY DV,Service in Progress
183112902-Advised,183112902,2018-11-08 00:01:42,"2016 W LINCOLN AV,MKE",2,SUSP PERS/AUTO,Advised
183112920-Service in Progress,183112920,2018-11-08 00:00:32,"S 27TH ST / W LOOMIS RD,MKE",6,TRAFFIC HAZARD,Service in Progress
183112919-Service in Progress,183112919,2018-11-08 00:00:06,"3869 S 84TH ST,MKE",6,THEFT,Service in Progress
183112875-Assignment Completed,183112875,2018-11-07 23:27:55,"N 27TH ST / W LISBON AV,MKE",3,TRAFFIC LASER,Assignment Completed
183112881-Service in Progress,183112881,2018-11-08 00:08:58,"5770 N 33RD ST,MKE",4,LOOSE ANIMAL,Service in Progress
183112900-Service in Progress,183112900,2018-11-08 00:08:39,"3808 W MT VERNON AV,MKE",3,NOISE NUISANCE,Service in Progress
183120007-Unable to Locate Complainant,183120007,2018-11-08 00:07:19,"2221 W BROWN ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
183120008-Service in Progress,183120008,2018-11-08 00:06:42,"3626 W FOND DU LAC AV,MKE",7,SPECIAL ASSIGN,Service in Progress
183112921-Service in Progress,183112921,2018-11-08 00:05:18,"7457 W THURSTON AV,MKE",4,BATTERY DV,Service in Progress
183120005-Assignment Completed,183120005,2018-11-08 00:05:16,"245 W LINCOLN AV,MKE",2,CONVEY PROPERTY,Assignment Completed
183112899-Assignment Completed,183112899,2018-11-07 23:44:18,"749 W STATE ST,MKE",1,RETURN STATION,Assignment Completed
183120017-Assignment Completed,183120017,2018-11-08 00:14:37,"749 W STATE ST,MKE",1,POLICE ADMIN,Assignment Completed
183120013-Assignment Completed,183120013,2018-11-08 00:12:01,"7600 W OKLAHOMA AV,WA",6,MEET GOVT AGENCY,Assignment Completed
183120015-Service in Progress,183120015,2018-11-08 00:11:15,"245 W LINCOLN AV,MKE",2,POLICE ADMIN,Service in Progress
183112897-Service in Progress,183112897,2018-11-07 23:42:48,"1233 N 27TH ST,MKE",3,FOOT PURSUIT,Service in Progress
183112856-Assignment Completed,183112856,2018-11-07 23:19:24,"6000 W VILLARD AV,MKE",4,INJ PERSON/SICK,Assignment Completed
183120025-Service in Progress,183120025,2018-11-08 00:19:56,"2671 N 2ND ST,MKE",5,STOLEN VEHICLE,Service in Progress
183120016-Service in Progress,183120016,2018-11-08 00:19:06,"N 60TH ST / W VILLARD AV,MKE",7,BATTERY DV,Service in Progress
183120023-Service in Progress,183120023,2018-11-08 00:18:30,"245 W LINCOLN AV,MKE",2,REPORTS,Service in Progress
