ID,Call Number,Date/Time,Location,Police District,Nature of Call,Status
183492894-Service in Progress,183492894,2018-12-15 23:29:38,"3601 W HIGHLAND BL,MKE",3,TRBL W/SUBJ-DV,Service in Progress
183492903-Assignment Completed,183492903,2018-12-15 23:29:37,"9114 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed
183492902-Service in Progress,183492902,2018-12-15 23:29:32,"2301 W WISCONSIN AV,MKE",3,TAVERN CHECK,Service in Progress
183492839-Service in Progress,183492839,2018-12-15 23:28:35,"9036 N 75TH ST,MKE",4,ABAND/STOLEN PRO,Service in Progress
183492899-Service in Progress,183492899,2018-12-15 23:28:28,"6929 W SILVER SPRING DR,MKE",4,REPORTS,Service in Progress
183492897-Assignment Completed,183492897,2018-12-15 23:28:20,"1400 W CAPITOL DR,MKE",5,TRAFFIC LASER,Assignment Completed
183492896-To be Filed,183492896,2018-12-15 23:28:10,"6929 W SILVER SPRING DR,MKE",4,ASSIGNMENT,To be Filed
183492893-Advised,183492893,2018-12-15 23:26:40,"3400 W CAPITOL DR,MKE",7,TRAFFIC STOP,Advised
183492736-Unable to Locate Complainant,183492736,2018-12-15 23:26:13,"2330 W ROOSEVELT DR,MKE",5,TRBL W/SUBJ,Unable to Locate Complainant
183492885-Assignment Completed,183492885,2018-12-15 23:22:33,"W FOND DU LAC AV / W ELY PL,MKE",7,BUS INVESTIGATIO,Assignment Completed
183492877-To be Filed,183492877,2018-12-15 23:19:09,"245 W LINCOLN AV,MKE",2,INVESTIGATION,To be Filed
183492759-To be Filed,183492759,2018-12-15 22:35:21,"509 W WISCONSIN AV,MKE",1,TRBL W/SUBJ,To be Filed
183492907-Service in Progress,183492907,2018-12-15 23:34:34,"3618 S 23RD ST,MKE",6,BATTERY DV,Service in Progress
183492915-Service in Progress,183492915,2018-12-15 23:34:25,"3620 W NATIONAL AV,MKE",2,TRAFFIC STOP,Service in Progress
183492890-Unable to Locate Complainant,183492890,2018-12-15 23:33:46,"N 18TH ST / W NORTH AV,MKE",3,PROPERTY DAMAGE,Unable to Locate Complainant
183492914-Assignment Completed,183492914,2018-12-15 23:33:31,"10400 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed
183492911-Advised,183492911,2018-12-15 23:32:55,"4050 N 34TH ST,MKE",7,TRAFFIC STOP,Advised
183492906-Service in Progress,183492906,2018-12-15 23:32:08,"2542 N FARWELL AV,MKE",1,BATTERY,Service in Progress
183492910-Assignment Completed,183492910,2018-12-15 23:31:57,"10330 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed
183492909-Service in Progress,183492909,2018-12-15 23:31:55,"3006 S 27TH ST,MKE",6,RETURN STATION,Service in Progress
183492908-Assignment Completed,183492908,2018-12-15 23:31:40,"2920 N VEL R PHILLIPS AV,MKE",5,OUT OF SERVICE,Assignment Completed
183492716-Advised,183492716,2018-12-15 23:30:08,"3131 N 44TH ST,MKE",7,CALL FOR POLICE,Advised
183492859-Assignment Completed,183492859,2018-12-15 23:09:53,"1100 N OLD WORLD THIRD ST,MKE",1,SPECIAL ASSIGN,Assignment Completed
183492735-Advised,183492735,2018-12-15 22:52:22,"8620 W HOWARD AV,MKE",6,NOISE NUISANCE,Advised
183492926-Assignment Completed,183492926,2018-12-15 23:39:13,5428 W NORTH AV,3,BUSINESS CHECK,Assignment Completed
183492925-Assignment Completed,183492925,2018-12-15 23:39:01,"3626 W FOND DU LAC AV,MKE",7,POLICE ADMIN,Assignment Completed
183492924-Service in Progress,183492924,2018-12-15 23:38:24,"1827 N FARWELL AV,MKE",1,SPECIAL ASSIGN,Service in Progress
183492916-Unable to Locate Complainant,183492916,2018-12-15 23:37:33,"N 38TH ST / W NORTH AV,MKE",3,TRBL W/SUBJ,Unable to Locate Complainant
183492840-Service in Progress,183492840,2018-12-15 23:37:08,"3422 N 57TH ST,MKE",7,ASSIST FIRE/AMB,Service in Progress
183492922-Service in Progress,183492922,2018-12-15 23:36:36,"10220 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Service in Progress
183492921-Assignment Completed,183492921,2018-12-15 23:36:02,"1205 E BRADY ST,MKE",1,BUSINESS CHECK,Assignment Completed
183492918-Service in Progress,183492918,2018-12-15 23:35:23,"700-BLK N JEFFERSON ST,MKE",1,SPECIAL ASSIGN,Service in Progress
183492861-Service in Progress,183492861,2018-12-15 23:35:06,"2945 N MOTHER SIMPSON WA,MKE",5,PROPERTY DAM-DV,Service in Progress
183492875-Advised,183492875,2018-12-15 23:44:42,"N 50TH ST / W NASH ST,MKE",7,DUI,Advised
183492940-Assignment Completed,183492940,2018-12-15 23:44:14,"3626 W FOND DU LAC AV,MKE",7,OUT OF SERVICE,Assignment Completed
183492939-Service in Progress,183492939,2018-12-15 23:44:13,"218 E CENTER ST,MKE",5,TRAFFIC STOP,Service in Progress
183492938-Advised,183492938,2018-12-15 23:43:58,"S 32ND ST / W NATIONAL AV,MKE",2,TRAFFIC STOP,Advised
183492937-Advised,183492937,2018-12-15 23:43:53,"3126 N MARTIN L KING JR DR,MKE",5,TRAFFIC STOP,Advised
183492936-Assignment Completed,183492936,2018-12-15 23:43:33,"2333 N 49TH ST,MKE",3,OUT OF SERVICE,Assignment Completed
183492934-Assignment Completed,183492934,2018-12-15 23:41:28,"749 W STATE ST,MKE",1,OUT OF SERVICE,Assignment Completed
183492932-Assignment Completed,183492932,2018-12-15 23:41:20,W GOOD HOPE RD / SHERMAN,4,VEHICLE PURSUIT,Assignment Completed
183492915-Advised,183492915,2018-12-15 23:34:25,"3620 W NATIONAL AV,MKE",2,TRAFFIC STOP,Advised
183492909-Assignment Completed,183492909,2018-12-15 23:31:55,"3006 S 27TH ST,MKE",6,RETURN STATION,Assignment Completed
183492854-Assignment Completed,183492854,2018-12-15 23:08:52,"3006 S 27TH ST,MKE",6,OUT OF SERVICE,Assignment Completed
183492948-Unable to Locate Complainant,183492948,2018-12-15 23:49:25,"6516 N 43RD ST,MKE",4,SHOTS FIRED,Unable to Locate Complainant
183492945-Service in Progress,183492945,2018-12-15 23:48:59,"509 W WISCONSIN AV,MKE",1,FIGHT,Service in Progress
183492947-Assignment Completed,183492947,2018-12-15 23:48:28,"245 W LINCOLN AV,MKE",2,OUT OF SERVICE,Assignment Completed
183492943-Assignment Completed,183492943,2018-12-15 23:46:18,"6929 W SILVER SPRING DR,MKE",4,OUT OF SERVICE,Assignment Completed
183492930-Advised,183492930,2018-12-15 23:45:01,"6108 W STACK DR,MKE",6,CALL FOR POLICE,Advised
183492939-Advised,183492939,2018-12-15 23:44:13,"218 E CENTER ST,MKE",5,TRAFFIC STOP,Advised
183492840-Advised/Referral,183492840,2018-12-15 23:37:08,"3422 N 57TH ST,MKE",7,ASSIST FIRE/AMB,Advised/Referral
183492922-Assignment Completed,183492922,2018-12-15 23:36:36,"10220 W SILVER SPRING DR,MKE",4,BUSINESS CHECK,Assignment Completed
183492861-Advised/Referral,183492861,2018-12-15 23:35:06,"2945 N MOTHER SIMPSON WA,MKE",5,PROPERTY DAM-DV,Advised/Referral
183492907-Advised/Referral,183492907,2018-12-15 23:34:34,"3618 S 23RD ST,MKE",6,BATTERY DV,Advised/Referral
183492902-Assignment Completed,183492902,2018-12-15 23:29:32,"2301 W WISCONSIN AV,MKE",3,TAVERN CHECK,Assignment Completed
183492899-To be Filed,183492899,2018-12-15 23:28:28,"6929 W SILVER SPRING DR,MKE",4,REPORTS,To be Filed
183492883-To be Filed,183492883,2018-12-15 23:22:13,"2811 N 40TH ST,MKE",7,FOLLOW UP,To be Filed
183492851-Unable to Locate Complainant,183492851,2018-12-15 23:09:21,"645 S 69TH ST,MKE",3,DRUG DEALING,Unable to Locate Complainant
183492951-Service in Progress,183492951,2018-12-15 23:53:09,"2581 N STOWELL AV,MKE",1,INJ PERSON/SICK,Service in Progress
183492962-Advised,183492962,2018-12-15 23:52:44,9001 W BLUEMOUND RD,3,TRAFFIC STOP,Advised
183492904-Service in Progress,183492904,2018-12-15 23:52:04,"3431 W FOND DU LAC AV,MKE",7,INJ PERSON/SICK,Service in Progress
183492946-Assignment Completed,183492946,2018-12-15 23:50:41,"610 W BECHER ST,MKE",2,FIRE,Assignment Completed
183492838-Service in Progress,183492838,2018-12-15 23:50:34,"N 76TH ST / W APPLETON AV,MKE",7,WELFARE CITIZEN,Service in Progress
183492955-Advised,183492955,2018-12-15 23:50:22,"N SHERMAN BL / W HAMPTON AV,MKE",7,TRAFFIC STOP,Advised
183492952-Unable to Locate Complainant,183492952,2018-12-15 23:50:20,"1555 N 15TH ST,MKE",3,SHOTSPOTTER,Unable to Locate Complainant
183492960-Advised/Referral,183492960,2018-12-15 23:59:18,"3377 N 23RD ST,MKE",5,BATTERY DV,Advised/Referral
183492968-Service in Progress,183492968,2018-12-15 23:56:00,"4212 N 76TH ST,MKE",7,TRAFFIC STOP,Service in Progress
183492904-Assignment Completed,183492904,2018-12-15 23:52:04,"3431 W FOND DU LAC AV,MKE",7,INJ PERSON/SICK,Assignment Completed
183500002-Advised,183500002,2018-12-16 00:04:13,"4581 N HOPKINS ST,MKE",7,TRAFFIC STOP,Advised
183492917-Advised,183492917,2018-12-16 00:03:58,"7242 N 87TH ST,MKE",4,SUSP PERS/AUTO,Advised
183492950-Service in Progress,183492950,2018-12-16 00:02:43,"6929 W SILVER SPRING DR,MKE",4,MED RUN,Service in Progress
183492976-Assignment Completed,183492976,2018-12-16 00:01:04,"711 S 34TH ST,MKE",2,ENTRY,Assignment Completed
183492838-Assignment Completed,183492838,2018-12-15 23:50:34,"N 76TH ST / W APPLETON AV,MKE",7,WELFARE CITIZEN,Assignment Completed
183492833-To be Filed,183492833,2018-12-15 23:05:14,"N 76TH ST / W CAPITOL DR,MKE",7,SUBJ WITH GUN,To be Filed
183500017-Service in Progress,183500017,2018-12-16 00:09:53,"2308 W WISCONSIN AV,MKE",3,TAVERN CHECK,Service in Progress
183492975-Service in Progress,183492975,2018-12-16 00:08:54,"1134 N 29TH ST,MKE",3,FAMILY TROUBL-DV,Service in Progress
183500015-Service in Progress,183500015,2018-12-16 00:08:37,"2920 N VEL R PHILLIPS AV,MKE",5,INVESTIGATION,Service in Progress
183500013-Assignment Completed,183500013,2018-12-16 00:07:37,"245 W LINCOLN AV,MKE",2,RETURN STATION,Assignment Completed
183492822-Service in Progress,183492822,2018-12-16 00:07:26,"2442 W BOLIVAR AV,MKE",6,SUBJ WANTED,Service in Progress
183492933-Service in Progress,183492933,2018-12-16 00:07:18,"2080 N COMMERCE ST,MKE",5,THEFT,Service in Progress
183492956-Unable to Locate Complainant,183492956,2018-12-16 00:06:16,"N 14TH ST / W ATKINSON AV,MKE",5,BATTERY,Unable to Locate Complainant
183500004-Unable to Locate Complainant,183500004,2018-12-16 00:06:03,"4915 N 50TH ST,MKE",7,SHOTS FIRED,Unable to Locate Complainant
